district,year,loss_ha
Lufwanyama,2012,9950.31883013138
Masaiti,2012,7604.880004422536
Mpongwe,2012,11854.718894161568
Mufulira,2012,1253.896253413708
Ndola,2012,4898.438557515341
Chadiza,2012,161.19308336576574
Chama,2012,425.1090165291341
Chipata,2012,710.6592120754347
Katete,2012,349.2876279277248
Lundazi,2012,412.08981908985817
Mambwe,2012,499.56454299711334
Nyimba,2012,188.85218377872243
Petauke,2012,232.6541711544022
Chienge,2012,1753.2100200555778
Kawambwa,2012,4205.410165292059
Mansa,2012,6147.072718243456
Milenge,2012,1209.3530127418428
Mwense,2012,6840.59923734612
Nchelenge,2012,2234.6363763836307
Samfya,2012,1494.6647554240149
Chongwe,2012,293.6770023277612
Kafue,2012,121.95693673895144
Luangwa,2012,86.72561684570313
Lusaka,2012,10.056357631788067
Kabompo,2012,2911.702970998511
Kasempa,2012,1286.7547378252816
Mufumbwe,2012,900.5474639519425
Mwinilunga,2012,2042.5374567602062
Solwezi,2012,14742.001398016855
Chilubi,2012,706.6916776660156
Chinsali,2012,1020.9930618418496
Isoka,2012,420.8322720740464
Kaputa,2012,2259.6906322113873
Kasama,2012,1108.3897315108475
Luwingu,2012,2109.44761875316
Mbala,2012,385.19406803282493
Mpika,2012,2870.40795915422
Mporokoso,2012,1472.8053183838847
Mpulungu,2012,932.6200158811562
Mungwi,2012,285.4460589889466
Nakonde,2012,36.11186974145029
Choma,2012,58.057014361572264
Gwembe,2012,5.831613403320312
Itezhi-tezhi,2012,101.96205155687518
Kalomo,2012,6.418716583251953
Kazungula,2012,18.94286787109375
Livingstone,2012,0.0
Mazabuka,2012,14.189377917480469
Monze,2012,21.477613146972658
Namwala,2012,1.203394891357422
Siavonga,2012,135.25879078594133
Sinazongwe,2012,6.413599334716797
Kaoma,2012,1766.27888130632
Mongu,2012,210.16643299560548
Sesheke,2012,194.11949125976562
Chavuma,2012,284.90735209577974
Zambezi,2012,2695.0769286915497
Kalabo,2012,254.711475446897
Lukulu,2012,2334.0510112861184
Senanga,2012,163.44919312447342
Shang'ombo,2012,333.7131043818216
Chibombo,2013,646.3450777034266
Kabwe,2013,200.56122240205653
Kapiri-Mposhi,2013,2452.3023002622836
Mkushi,2013,3286.301381094659
Mumbwa,2013,2577.005184641855
Serenje,2013,2521.1699773295804
Chililabombwe,2013,559.5555945557359
Chingola,2013,232.07509003956514
Kalulushi,2013,1347.2489976922966
Kitwe,2013,732.5104762247242
Luanshya,2013,166.59511384459253
Lufwanyama,2013,3851.2805143625783
Masaiti,2013,1829.7712922028666
Mpongwe,2013,3396.39116396707
Mufulira,2013,452.61556698627544
Ndola,2013,1555.8927118416102
Chadiza,2013,301.3446979559685
Chama,2013,1057.5734344451305
Chipata,2013,530.0867581614057
Katete,2013,61.105632745361326
Lundazi,2013,627.8035744697601
Mambwe,2013,394.14296451420796
Nyimba,2013,235.94986457959945
Petauke,2013,193.12377958984376
Chienge,2013,1284.1838309380025
Kawambwa,2013,3369.4237516884714
Mansa,2013,1664.569551884981
Milenge,2013,590.6056034510234
Mwense,2013,1941.7451414452407
Nchelenge,2013,1219.5613646143775
Samfya,2013,252.98380788808782
Chongwe,2013,212.0493920905618
Kafue,2013,132.5083293949142
Luangwa,2013,36.8915889966299
Lusaka,2013,2.5872734436035154
Kabompo,2013,3359.5454809265375
Kasempa,2013,1970.0855307755053
Mufumbwe,2013,1502.9671525541658
Mwinilunga,2013,3898.9730350889677
Solwezi,2013,6701.610141383894
Chilubi,2013,159.01433498168947
Chinsali,2013,1652.655935125972
Isoka,2013,801.7680157553041
Kaputa,2013,3198.7727606838566
Kasama,2013,1814.9379265730076
Luwingu,2013,1314.5422948561725
Mbala,2013,571.902386425494
Mpika,2013,3599.0179248229742
Mporokoso,2013,2746.954358378547
Mpulungu,2013,1483.5766261521524
Mungwi,2013,683.4202183806535
Nakonde,2013,27.641909375502642
Choma,2013,222.00809225779813
Gwembe,2013,65.27887738295613
Itezhi-tezhi,2013,286.77020091696346
Kalomo,2013,19.298399774169923
Kazungula,2013,20.859347433340034
Livingstone,2013,0.5965810852050781
Mazabuka,2013,53.22708015270757
Monze,2013,109.38561123709886
Namwala,2013,1.2916980346679687
Siavonga,2013,102.02417246704101
Sinazongwe,2013,110.53965326353784
Kaoma,2013,2841.3063831847185
Mongu,2013,213.2957734798177
Sesheke,2013,355.6904676867197
Chavuma,2013,68.54436342340207
Zambezi,2013,2603.3165139020134
Kalabo,2013,65.92769249186198
Lukulu,2013,1737.4519300502643
Senanga,2013,71.66531729183421
Shang'ombo,2013,511.4550555756213
Chibombo,2014,1668.3595919177246
Kabwe,2014,159.38526595447016
Kapiri-Mposhi,2014,4630.257895392611
Mkushi,2014,6854.46198038213
Mumbwa,2014,4443.825926982015
Serenje,2014,3842.8909919411094
Chililabombwe,2014,743.851560523562
Chingola,2014,440.9089796238319
Kalulushi,2014,1545.585240409127
Kitwe,2014,755.8478388194603
Luanshya,2014,378.73323504349054
Lufwanyama,2014,8204.213884285673
Masaiti,2014,4092.216973192641
Mpongwe,2014,7883.98315304946
Mufulira,2014,493.23583760656015
Ndola,2014,1682.2776026302083
Chadiza,2014,361.386808048742
Chama,2014,820.4771148701267
Chipata,2014,445.1551052438773
Katete,2014,85.72656382410386
Lundazi,2014,1252.1691786852068
Mambwe,2014,221.52375938483743
Nyimba,2014,409.6847307726572
Petauke,2014,301.3516294062596
Chienge,2014,834.8236790450511
Kawambwa,2014,3438.9738120735196
Mansa,2014,2606.5409103524003
Milenge,2014,978.2916646117687
Mwense,2014,2016.7346295412071
Nchelenge,2014,1026.315952978779
Samfya,2014,537.5126834858495
Chongwe,2014,326.3206592000086
Kafue,2014,218.98489745911843
Luangwa,2014,58.49351051343731
Lusaka,2014,18.10991719970703
Kabompo,2014,3092.731095852338
Kasempa,2014,2586.5302284876207
Mufumbwe,2014,1608.1869744611436
Mwinilunga,2014,3643.46009424922
Solwezi,2014,6854.615769206854
Chilubi,2014,323.9740189153215
Chinsali,2014,2006.0952570269656
Isoka,2014,1046.939346690267
Kaputa,2014,1633.4693338271918
Kasama,2014,3197.2415958095658
Luwingu,2014,2201.409322133981
Mbala,2014,888.0724532417565
Mpika,2014,5143.679937034577
Mporokoso,2014,4032.3671686457365
Mpulungu,2014,1623.635506939123
Mungwi,2014,1017.6759846713437
Nakonde,2014,32.20473739013672
Choma,2014,244.84783828057982
Gwembe,2014,93.83121805252375
Itezhi-tezhi,2014,472.2355252320772
Kalomo,2014,20.92932506713867
Kazungula,2014,65.92259900512695
Livingstone,2014,0.0
Mazabuka,2014,82.05848205226525
Monze,2014,116.9277554449343
Namwala,2014,1.8071551574707032
Siavonga,2014,139.66631868733725
Sinazongwe,2014,119.92200020766315
Kaoma,2014,3577.84018373248
Mongu,2014,278.85390870081284
Sesheke,2014,578.8487463512465
Chavuma,2014,100.6576239834894
Zambezi,2014,2397.169504452024
Kalabo,2014,38.74334627470129
Lukulu,2014,2074.947337158491
Senanga,2014,91.43321441870594
Shang'ombo,2014,154.33610176056507
Chibombo,2015,670.5905479490273
Kabwe,2015,83.34043496495865
Kapiri-Mposhi,2015,3076.2238570974073
Mkushi,2015,3840.0723946006865
Mumbwa,2015,3187.0567769928575
Serenje,2015,3082.425496766429
Chililabombwe,2015,493.6316270261996
Chingola,2015,579.1779278834205
Kalulushi,2015,1369.9103670233753
Kitwe,2015,371.13585441473276
Luanshya,2015,287.6091874614401
Lufwanyama,2015,5636.080766787468
Masaiti,2015,2032.1977527493823
Mpongwe,2015,4166.17986298438
Mufulira,2015,437.8984810380524
Ndola,2015,1278.659477506749
Chadiza,2015,277.22266737036614
Chama,2015,381.67288743334
Chipata,2015,451.5013016169769
Katete,2015,41.76462461547852
Lundazi,2015,382.47360283581304
Mambwe,2015,263.95671532437194
Nyimba,2015,99.05532585430069
Petauke,2015,106.55455523461434
Chienge,2015,944.2803927833468
Kawambwa,2015,2889.858041791346
Mansa,2015,2766.896145218099
Milenge,2015,1341.2884958968575
Mwense,2015,1763.8514514624742
Nchelenge,2015,631.3558341053443
Samfya,2015,448.9573324149338
Chongwe,2015,497.58282448730466
Kafue,2015,193.5521035888672
Luangwa,2015,32.528685083007815
Lusaka,2015,9.746225329589844
Kabompo,2015,3218.7140584465237
Kasempa,2015,2241.4270914141007
Mufumbwe,2015,1593.5717678218348
Mwinilunga,2015,5392.45269883363
Solwezi,2015,7550.821298274979
Chilubi,2015,232.09168165108477
Chinsali,2015,1754.2574282736148
Isoka,2015,461.3511805781585
Kaputa,2015,784.1967098360907
Kasama,2015,1581.3695364041198
Luwingu,2015,1223.148456041188
Mbala,2015,411.899723958094
Mpika,2015,3791.0222003828467
Mporokoso,2015,2088.0924461695295
Mpulungu,2015,1056.117415202948
Mungwi,2015,974.9065736347274
Nakonde,2015,16.70438091832778
Choma,2015,86.00853917882583
Gwembe,2015,69.29189366455078
Itezhi-tezhi,2015,434.23219322576784
Kalomo,2015,28.191275677490236
Kazungula,2015,35.7515753267176
Livingstone,2015,0.0
Mazabuka,2015,93.32788770141602
Monze,2015,34.95338740844726
Namwala,2015,1.4620822021484374
Siavonga,2015,131.44287691327264
Sinazongwe,2015,87.17485868166456
Kaoma,2015,2400.644395418988
Mongu,2015,181.95871860916438
Sesheke,2015,728.6560722553568
Chavuma,2015,71.29914742446002
Zambezi,2015,2339.6668298863074
Kalabo,2015,11.658951794433595
Lukulu,2015,2281.7484939563947
Senanga,2015,68.85103746136835
Shang'ombo,2015,66.28985236816406
Chibombo,2016,982.910909995596
Kabwe,2016,136.821927698448
Kapiri-Mposhi,2016,4870.504721412113
Mkushi,2016,4256.576754661195
Mumbwa,2016,3029.465537652109
Serenje,2016,3986.691569585464
Chililabombwe,2016,801.6626680288039
Chingola,2016,641.069698392334
Kalulushi,2016,1708.1924660059549
Kitwe,2016,738.7828266175514
Luanshya,2016,683.7164917760754
Lufwanyama,2016,7884.037905453718
Masaiti,2016,4639.5426296251
Mpongwe,2016,7181.668449890616
Mufulira,2016,740.1473569571461
Ndola,2016,1519.6987931952747
Chadiza,2016,211.23455781003466
Chama,2016,698.2745118124569
Chipata,2016,518.6373348579676
Katete,2016,91.9628036102654
Lundazi,2016,1096.8858410736923
Mambwe,2016,476.4190058173445
Nyimba,2016,404.1351891230565
Petauke,2016,306.31407583522423
Chienge,2016,766.8441423015759
Kawambwa,2016,5499.3329931919
Mansa,2016,5020.336056243466
Milenge,2016,1634.096492631453
Mwense,2016,3234.328626794075
Nchelenge,2016,1172.2032033442958
Samfya,2016,691.7375754072839
Chongwe,2016,381.4132049766391
Kafue,2016,113.85198856000116
Luangwa,2016,18.552862072753907
Lusaka,2016,5.433498419189453
Kabompo,2016,4889.58294222314
Kasempa,2016,4398.971385192512
Mufumbwe,2016,2451.74127626338
Mwinilunga,2016,5643.234040322362
Solwezi,2016,11517.625745438974
Chilubi,2016,379.5068302242264
Chinsali,2016,2719.0067549706796
Isoka,2016,896.2955296685911
Kaputa,2016,1542.550416050068
Kasama,2016,3217.5475863932293
Luwingu,2016,2202.75160549381
Mbala,2016,799.2847553485707
Mpika,2016,5476.282412196046
Mporokoso,2016,5056.36228762037
Mpulungu,2016,2142.722814230191
Mungwi,2016,1810.9308359160777
Nakonde,2016,27.30314104204963
Choma,2016,191.65594597457587
Gwembe,2016,101.29154076545267
Itezhi-tezhi,2016,114.64576329956054
Kalomo,2016,36.98450847708908
Kazungula,2016,35.297705767822265
Livingstone,2016,0.0
Mazabuka,2016,70.47035610961915
Monze,2016,57.455177172707955
Namwala,2016,0.7745004211425781
Siavonga,2016,175.96233670654297
Sinazongwe,2016,143.28909598910465
Kaoma,2016,4952.457872262561
Mongu,2016,265.8916587490905
Sesheke,2016,784.0507159225643
Chavuma,2016,197.58775760253906
Zambezi,2016,5006.195351374728
Kalabo,2016,43.058573000990926
Lukulu,2016,8126.124863102383
Senanga,2016,111.56156826775046
Shang'ombo,2016,116.36850145859663
Chibombo,2017,1920.8224734349146
Kabwe,2017,197.6088272471469
Kapiri-Mposhi,2017,4706.602571297799
Mkushi,2017,6575.754846378796
Mumbwa,2017,4116.122190326239
Serenje,2017,5307.6813050135
Chililabombwe,2017,807.2587467250688
Chingola,2017,838.4137148814962
Kalulushi,2017,1642.8523242097501
Kitwe,2017,628.4994893375173
Luanshya,2017,399.8577560079418
Lufwanyama,2017,8987.37787558601
Masaiti,2017,3557.183337569532
Mpongwe,2017,5979.013580840467
Mufulira,2017,1001.1097403418927
Ndola,2017,1370.3544480581247
Chadiza,2017,303.0450625462432
Chama,2017,963.2006998062913
Chipata,2017,536.9375687704886
Katete,2017,96.90101396484376
Lundazi,2017,1000.1538872020526
Mambwe,2017,871.1531815659705
Nyimba,2017,941.2237000863347
Petauke,2017,544.4709862502633
Chienge,2017,1043.9019808089672
Kawambwa,2017,7011.710263074903
Mansa,2017,6242.847595579834
Milenge,2017,2369.4818434517656
Mwense,2017,4038.204156591964
Nchelenge,2017,1293.023835452929
Samfya,2017,968.4006946799364
Chongwe,2017,854.792865345818
Kafue,2017,653.1887446205288
Luangwa,2017,57.6498964477539
Lusaka,2017,47.24926869535558
Kabompo,2017,5068.482392639376
Kasempa,2017,5886.39292950011
Mufumbwe,2017,2135.567314252547
Mwinilunga,2017,7635.7309617921355
Solwezi,2017,14357.763039240437
Chilubi,2017,393.84036705403645
Chinsali,2017,2330.1848709318747
Isoka,2017,1442.1398583529124
Kaputa,2017,2352.536539530436
Kasama,2017,4851.191591717123
Luwingu,2017,2855.2714014783433
Mbala,2017,1408.7082434065996
Mpika,2017,5737.734281929645
Mporokoso,2017,7193.520370783116
Mpulungu,2017,2555.2549120540602
Mungwi,2017,2192.3585080632947
Nakonde,2017,74.67358765074488
Choma,2017,569.6240794232776
Gwembe,2017,164.47462572631835
Itezhi-tezhi,2017,549.9035874523447
Kalomo,2017,62.173381115722655
Kazungula,2017,85.59192946789311
Livingstone,2017,0.0
Mazabuka,2017,209.05763854698031
Monze,2017,68.4288424621582
Namwala,2017,5.336548931884765
Siavonga,2017,227.30991541451252
Sinazongwe,2017,348.39080444003235
Kaoma,2017,4787.648560716816
Mongu,2017,399.37059939000744
Sesheke,2017,1070.9425950537589
Chavuma,2017,311.0611337363807
Zambezi,2017,4351.228509844564
Kalabo,2017,104.55980322265626
Lukulu,2017,2422.6550746653115
Senanga,2017,213.51366708735446
Shang'ombo,2017,435.8213860943724
Chibombo,2018,1407.8710525113934
Kabwe,2018,124.80585402221679
Kapiri-Mposhi,2018,3627.254521466759
Mkushi,2018,5003.338043671444
Mumbwa,2018,3677.08328153981
Serenje,2018,4562.511698334865
Chililabombwe,2018,901.9079048557415
Chingola,2018,1559.8281673885808
Kalulushi,2018,1417.6315077548395
Kitwe,2018,562.1665561696968
Luanshya,2018,360.22307558665557
Lufwanyama,2018,9209.804194991431
Masaiti,2018,3335.4985194040337
Mpongwe,2018,6465.989951276927
Mufulira,2018,675.4153131728707
Ndola,2018,1304.1595544958016
Chadiza,2018,181.62933870074102
Chama,2018,640.8752561572505
Chipata,2018,233.78347967491
Katete,2018,58.526295892333984
Lundazi,2018,457.87931345731846
Mambwe,2018,247.6365376893526
Nyimba,2018,305.88366547624173
Petauke,2018,116.39404285888672
Chienge,2018,851.2323869825656
Kawambwa,2018,6965.014520769784
Mansa,2018,5212.391115183705
Milenge,2018,1476.6638373016476
Mwense,2018,5117.6651177176445
Nchelenge,2018,1452.447850822347
Samfya,2018,715.5254135081094
Chongwe,2018,463.2529763148888
Kafue,2018,286.1748455034802
Luangwa,2018,26.14189351196289
Lusaka,2018,22.24889409718233
Kabompo,2018,4338.351289306401
Kasempa,2018,5067.932021051983
Mufumbwe,2018,2101.5910396716067
Mwinilunga,2018,6150.959243348604
Solwezi,2018,12910.139488565173
Chilubi,2018,740.0296924109125
Chinsali,2018,2209.2882383490587
Isoka,2018,786.3179268710746
Kaputa,2018,2140.608089868547
Kasama,2018,3526.0774501448327
Luwingu,2018,2933.145319265352
Mbala,2018,1061.7395640189375
Mpika,2018,5360.629473974873
Mporokoso,2018,6829.221456511469
Mpulungu,2018,2552.9061249312094
Mungwi,2018,1246.1563741829668
Nakonde,2018,81.24875783392214
Choma,2018,154.17515104511335
Gwembe,2018,59.064038073730465
Itezhi-tezhi,2018,272.80521081856523
Kalomo,2018,22.716551849365235
Kazungula,2018,53.65171193189435
Livingstone,2018,0.0
Mazabuka,2018,47.2442655137006
Monze,2018,29.58699224489698
Namwala,2018,3.956473162841797
Siavonga,2018,85.70720821210077
Sinazongwe,2018,128.8656447998047
Kaoma,2018,4995.846855797287
Mongu,2018,450.8157950379615
Sesheke,2018,658.1067659742886
Chavuma,2018,304.6084434159103
Zambezi,2018,4418.9572077686025
Kalabo,2018,101.78475126199162
Lukulu,2018,2432.725543329504
Senanga,2018,188.7096168778244
Shang'ombo,2018,528.2984216978305
Chibombo,2019,737.6086208912329
Kabwe,2019,83.14185583139457
Kapiri-Mposhi,2019,2834.748028035793
Mkushi,2019,3190.746506767985
Mumbwa,2019,3381.6529164241774
Serenje,2019,3736.199503450401
Chililabombwe,2019,900.245164251685
Chingola,2019,1222.9550125390624
Kalulushi,2019,941.5913076746085
Kitwe,2019,447.64950870962116
Luanshya,2019,378.6540161758723
Lufwanyama,2019,8531.9294785482
Masaiti,2019,2946.6854368739946
Mpongwe,2019,5421.407388005563
Mufulira,2019,540.4656978478287
Ndola,2019,1039.2320621903007
Chadiza,2019,164.75466878360524
Chama,2019,590.8436854279403
Chipata,2019,196.57113991213333
Katete,2019,27.733954751479207
Lundazi,2019,379.01060935628254
Mambwe,2019,461.5936234916657
Nyimba,2019,224.85783927286784
Petauke,2019,142.75735234690947
Chienge,2019,1272.9982591359335
Kawambwa,2019,5822.568371612908
Mansa,2019,3949.4539316015625
Milenge,2019,1688.3663077559647
Mwense,2019,3714.2223457375912
Nchelenge,2019,1117.1372867421348
Samfya,2019,770.2416741957242
Chongwe,2019,246.70866676595054
Kafue,2019,233.60978484963812
Luangwa,2019,18.982711474609374
Lusaka,2019,17.540038983273973
Kabompo,2019,3928.790540977185
Kasempa,2019,4301.34034448606
Mufumbwe,2019,2427.787074296588
Mwinilunga,2019,4315.247124239095
Solwezi,2019,10872.589432478173
Chilubi,2019,455.5937701368863
Chinsali,2019,2472.8809035050217
Isoka,2019,462.5956955997003
Kaputa,2019,1975.50893560219
Kasama,2019,3994.4473617320336
Luwingu,2019,2618.868215817225
Mbala,2019,1031.1996763293935
Mpika,2019,5491.556796132597
Mporokoso,2019,6117.892288565627
Mpulungu,2019,2463.8967917498903
Mungwi,2019,1890.2885760462618
Nakonde,2019,119.74345152152267
Choma,2019,126.36966453247071
Gwembe,2019,107.80171500071806
Itezhi-tezhi,2019,234.73360961906883
Kalomo,2019,14.18905718383789
Kazungula,2019,33.49348887939453
Livingstone,2019,0.0
Mazabuka,2019,47.22315588378906
Monze,2019,42.674971697998046
Namwala,2019,3.7852672973632813
Siavonga,2019,121.18619970703125
Sinazongwe,2019,138.278071162612
Kaoma,2019,3799.542025984797
Mongu,2019,360.2591325134756
Sesheke,2019,481.55383647420246
Chavuma,2019,94.21005812827914
Zambezi,2019,3671.1296346830236
Kalabo,2019,19.673785443115236
Lukulu,2019,2806.415964393191
Senanga,2019,76.8098686227836
Shang'ombo,2019,181.8143071385761
Chibombo,2020,1003.1515714287492
Kabwe,2020,165.64440703500784
Kapiri-Mposhi,2020,4877.615463435753
Mkushi,2020,5321.1512700196745
Mumbwa,2020,5445.088704407743
Serenje,2020,4300.855324824578
Chililabombwe,2020,1498.4051064231244
Chingola,2020,1204.4937944224398
Kalulushi,2020,582.7646302268114
Kitwe,2020,473.1960847446097
Luanshya,2020,476.90836974516037
Lufwanyama,2020,11930.270856116847
Masaiti,2020,3201.652145384521
Mpongwe,2020,6541.023167694619
Mufulira,2020,924.2823464855958
Ndola,2020,895.914237199013
Chadiza,2020,291.29123940815043
Chama,2020,1186.6908675176164
Chipata,2020,686.6037210151942
Katete,2020,35.07548158569336
Lundazi,2020,726.739810499459
Mambwe,2020,523.7735627889236
Nyimba,2020,286.6846256536028
Petauke,2020,157.62284993719362
Chienge,2020,1018.3781387856636
Kawambwa,2020,8070.762538334459
Mansa,2020,5625.428758681377
Milenge,2020,2299.9562407558305
Mwense,2020,5565.144585819618
Nchelenge,2020,1705.2773123776187
Samfya,2020,1123.1678790568512
Chongwe,2020,483.9696347736912
Kafue,2020,329.723028416389
Luangwa,2020,17.18770550951191
Lusaka,2020,17.683705907796224
Kabompo,2020,4254.859509994902
Kasempa,2020,8391.588811235712
Mufumbwe,2020,5026.070050129634
Mwinilunga,2020,4218.659906614703
Solwezi,2020,15212.967137708909
Chilubi,2020,681.8170975923188
Chinsali,2020,2915.6975150016515
Isoka,2020,1014.6753950601975
Kaputa,2020,1569.1235812993307
Kasama,2020,4095.5382236220657
Luwingu,2020,3730.4280464829153
Mbala,2020,1123.9356603718118
Mpika,2020,6317.663825488975
Mporokoso,2020,7061.154645284879
Mpulungu,2020,2335.5266653479484
Mungwi,2020,1664.2181117361272
Nakonde,2020,65.31205031611424
Choma,2020,112.60419966054877
Gwembe,2020,47.838810076904295
Itezhi-tezhi,2020,815.2396167833515
Kalomo,2020,21.973216381835936
Kazungula,2020,31.01033154296875
Livingstone,2020,0.08518885498046876
Mazabuka,2020,113.74339814998852
Monze,2020,62.883841021728514
Namwala,2020,11.442152380371093
Siavonga,2020,115.77980143432617
Sinazongwe,2020,86.04157780493642
Kaoma,2020,5685.337115836205
Mongu,2020,378.01901345758176
Sesheke,2020,724.8749482891966
Chavuma,2020,246.63708927952192
Zambezi,2020,3789.096554143569
Kalabo,2020,78.05261387939453
Lukulu,2020,1803.599095150362
Senanga,2020,119.12546937693877
Shang'ombo,2020,141.55456047887466
Chibombo,2021,896.8255341194662
Kabwe,2021,153.10192134399415
Kapiri-Mposhi,2021,9350.446087872555
Mkushi,2021,7948.694967780306
Mumbwa,2021,5703.443878094674
Serenje,2021,6011.076699273898
Chililabombwe,2021,1255.1529892738731
Chingola,2021,924.1625099406162
Kalulushi,2021,721.8734305049882
Kitwe,2021,400.44794234944663
Luanshya,2021,356.29875510957606
Lufwanyama,2021,17151.538642168205
Masaiti,2021,4230.9538741535025
Mpongwe,2021,9495.695808945957
Mufulira,2021,1090.7798970354388
Ndola,2021,575.5817454256425
Chadiza,2021,606.577410548766
Chama,2021,1190.447958429338
Chipata,2021,964.405748567828
Katete,2021,94.2756039578307
Lundazi,2021,696.8186221391028
Mambwe,2021,997.8845645475022
Nyimba,2021,831.6878283326392
Petauke,2021,477.3769854377537
Chienge,2021,549.0164068240655
Kawambwa,2021,6014.871252692057
Mansa,2021,4856.858697630591
Milenge,2021,2712.8956264584294
Mwense,2021,3935.9805380206667
Nchelenge,2021,1372.3368245256013
Samfya,2021,969.3594802825806
Chongwe,2021,878.7312380425666
Kafue,2021,510.0574960882449
Luangwa,2021,146.7073145977185
Lusaka,2021,46.2689127584779
Kabompo,2021,5432.891120469276
Kasempa,2021,12235.937143088213
Mufumbwe,2021,8248.771074827091
Mwinilunga,2021,5434.493053538722
Solwezi,2021,18879.25252564537
Chilubi,2021,676.9645850850184
Chinsali,2021,2745.0356796515016
Isoka,2021,1754.8075669544176
Kaputa,2021,1854.7902461611998
Kasama,2021,4669.141017554238
Luwingu,2021,3541.1899598885097
Mbala,2021,1289.1990033553298
Mpika,2021,6408.457514968837
Mporokoso,2021,8266.517590127409
Mpulungu,2021,3176.164479957012
Mungwi,2021,2001.4719218200682
Nakonde,2021,55.454689067095586
Choma,2021,264.06990912427716
Gwembe,2021,160.63978549443266
Itezhi-tezhi,2021,773.7258140436151
Kalomo,2021,48.43949774528953
Kazungula,2021,45.04303699855431
Livingstone,2021,0.851934765625
Mazabuka,2021,96.34009788062002
Monze,2021,44.31613334350586
Namwala,2021,13.586022973728552
Siavonga,2021,355.7820548546406
Sinazongwe,2021,253.7991503381587
Kaoma,2021,7996.8337023472695
Mongu,2021,480.8439989852606
Sesheke,2021,991.5789774491374
Chavuma,2021,228.25453743446496
Zambezi,2021,4697.108886844123
Kalabo,2021,77.99236861572265
Lukulu,2021,3618.511627303323
Senanga,2021,210.592260483566
Shang'ombo,2021,495.16431515665687
Chibombo,2022,492.75641471057367
Kabwe,2022,352.4934658570772
Kapiri-Mposhi,2022,7321.2568625997155
Mkushi,2022,4945.426109507913
Mumbwa,2022,7634.780973395039
Serenje,2022,5277.870561635264
Chililabombwe,2022,1006.4058756095378
Chingola,2022,664.9194214527083
Kalulushi,2022,738.0768131297154
Kitwe,2022,199.8304568204992
Luanshya,2022,343.923715399146
Lufwanyama,2022,12842.844059276149
Masaiti,2022,2841.847360060892
Mpongwe,2022,6929.054089454871
Mufulira,2022,907.76741605373
Ndola,2022,189.8206640330595
Chadiza,2022,484.3194959026741
Chama,2022,1441.272934499416
Chipata,2022,806.776709071045
Katete,2022,117.22233202471566
Lundazi,2022,892.0385418264352
Mambwe,2022,474.06518166925173
Nyimba,2022,306.8140126660156
Petauke,2022,335.42888773657705
Chienge,2022,530.8840629448385
Kawambwa,2022,7279.887715293736
Mansa,2022,5181.405353237017
Milenge,2022,2581.9490317852665
Mwense,2022,4288.345598683579
Nchelenge,2022,1345.4128043380435
Samfya,2022,909.2194530548934
Chongwe,2022,518.7198942652086
Kafue,2022,190.5647387035654
Luangwa,2022,77.25878749389648
Lusaka,2022,12.175088823577283
Kabompo,2022,5276.842902791078
Kasempa,2022,14014.513305453214
Mufumbwe,2022,7883.268618743106
Mwinilunga,2022,4574.4292467880905
Solwezi,2022,15159.706986733636
Chilubi,2022,853.7771668414906
Chinsali,2022,2832.640412702924
Isoka,2022,877.6188315187223
Kaputa,2022,1823.3212286470064
Kasama,2022,5295.47307870931
Luwingu,2022,3359.498597698807
Mbala,2022,1277.5050084492048
Mpika,2022,6956.369513257818
Mporokoso,2022,8072.05774891513
Mpulungu,2022,3367.704143989928
Mungwi,2022,2602.536902505409
Nakonde,2022,95.5163539780321
Choma,2022,133.46666247558593
Gwembe,2022,106.73904100602692
Itezhi-tezhi,2022,1014.7527177598182
Kalomo,2022,26.133239362864774
Kazungula,2022,22.99783197931028
Livingstone,2022,1.1076696533203125
Mazabuka,2022,41.29260796508789
Monze,2022,20.89514172549977
Namwala,2022,4.815629107666016
Siavonga,2022,115.17917338256837
Sinazongwe,2022,108.88678633336686
Kaoma,2022,5213.113660135713
Mongu,2022,425.29358814879174
Sesheke,2022,522.4469752524702
Chavuma,2022,170.00781524155562
Zambezi,2022,3904.320786203614
Kalabo,2022,54.15719839628332
Lukulu,2022,2196.11996258722
Senanga,2022,116.78526809527229
Shang'ombo,2022,216.43611587567497
