,district,year,total_pop,urban_pop,pct_urban
31,Petauke,2001,198166.03125,172.25897216796875,0.0008692658932582259
32,Sinda,2001,135042.03125,227.28517150878906,0.0016830698516969254
33,Vubwi,2001,23749.775390625,0.0,0.0
34,Chembe,2001,10522.53515625,0.0,0.0
35,Chiengi,2001,84224.328125,1995.237548828125,0.023689563256199916
36,Chifunabuli,2001,73572.0,500.15814208984375,0.006798213207332188
37,Chipili,2001,28074.0390625,21.857770919799805,0.0007785759245806708
38,Kawambwa,2001,73568.4140625,2101.474853515625,0.028564906288863566
39,Lunga,2001,22421.634765625,0.0,0.0
40,Mansa,2001,105469.234375,0.0,0.0
41,Milengi,2001,106737.546875,0.0,0.0
42,Mwansabombwe,2001,42356.03125,465.8757019042969,0.010999040470872655
43,Mwense,2001,82994.171875,814.6279296875,0.009815483560875039
44,Nchelenge,2001,125168.5625,1305.716552734375,0.010431665321189377
45,Samfya,2001,78553.9453125,0.0,0.0
46,Chilanga,2001,125969.5234375,1157.29052734375,0.009187067599870232
47,Chirundu,2001,25985.220703125,0.0,0.0
48,Chongwe,2001,140301.703125,28293.0,0.2016582790502031
49,Kafue,2001,97348.109375,5643.779296875,0.057975232730348034
50,Luangwa,2001,20044.0,84.00051879882812,0.0041908061663753805
51,Lusaka,2001,996451.125,630004.625,0.6322483955246676
52,Rufunsa,2001,41708.0546875,4.7856035232543945,0.00011474051137390138
53,Shibuyunji,2001,40092.98046875,0.0,0.0
54,Chama,2001,73940.59375,0.0,0.0
55,Chinsali,2001,83284.2734375,0.0,0.0
56,Isoka,2001,53308.921875,0.0,0.0
57,Kanchibiya,2001,44175.984375,27.874256134033203,0.0006309821168310571
58,Lavushimanda,2001,31158.66796875,4.500245571136475,0.00014442997292599
59,Mafinga,2001,51081.1796875,0.0,0.0
60,Mpika,2001,86569.0078125,642.5247802734375,0.007422110943735006
61,Nakonde,2001,80656.375,1095.2664794921875,0.013579416127890542
62,Shiwamg'andu,2001,57447.015625,0.0,0.0
63,Chavuma,2001,31193.984375,93.2662353515625,0.0029898788891588174
64,Ikelenge,2001,23742.865234375,46.94862365722656,0.0019773781805093255
65,Kabompo,2001,32701.62109375,0.0,0.0
66,Kalumbila,2001,46651.67578125,0.0,0.0
67,Kasempa,2001,58203.48828125,141.60385131835938,0.002432910045427233
68,Manyinga,2001,35884.08984375,0.0,0.0
69,Mufumbwe,2001,47333.44921875,2.3550240993499756,4.975390845628655e-05
70,Mushindano,2001,18736.791015625,0.0,0.0
71,Mwinilunga,2001,77238.3046875,257.0631408691406,0.003328182071178252
72,Solwezi,2001,123082.8359375,1598.8292236328125,0.012989863383101433
73,Zambezi,2001,61078.5546875,18.372081756591797,0.0003007943107133104
74,Chilubi,2001,76918.34375,46.99099349975586,0.0006109205061992232
75,Kaputa,2001,48338.8046875,807.1468505859375,0.016697699825305334
76,Kasama,2001,192277.765625,664.3076171875,0.003454937262393102
77,Lunte District,2001,47415.6875,46.007774353027344,0.0009703070181788958
78,Lupososhi,2001,37164.59765625,15.752975463867188,0.0004238704696758098
79,Luwingu,2001,47346.640625,0.0,0.0
80,Mbala,2001,90830.8984375,766.747802734375,0.00844148649770285
81,Mporokoso,2001,34870.28125,135.87588500976562,0.003896609953777348
82,Mpulungu,2001,77167.75,17.068462371826172,0.0002211864719630438
83,Mungwi,2001,118519.0703125,0.0,0.0
84,Nsama,2001,49065.75,93.23660278320312,0.0019002380027453596
85,Senga Hill,2001,66034.109375,24.710529327392578,0.0003742085652592718
86,Chikankanta,2001,70324.4609375,0.0,0.0
87,Choma,2001,166997.796875,5897.01611328125,0.03531193958022837
88,Gwembe,2001,37606.62890625,0.0,0.0
89,Kalomo,2001,129732.6328125,295.07855224609375,0.0022745129413396315
90,Kazungula,2001,79601.71875,0.0,0.0
91,Livingstone,2001,115162.2265625,18269.8984375,0.15864488715477115
92,Mazabuka,2001,145942.203125,3800.781494140625,0.026043059600006465
93,Monze,2001,180344.0625,5887.2333984375,0.03264445370047877
94,Namwala,2001,87190.5078125,100.67698669433594,0.0011546782926283457
95,Pemba,2001,55447.140625,0.0,0.0
96,Siavonga,2001,36485.52734375,0.0,0.0
97,Sinazongwe,2001,89772.9609375,0.0,0.0
98,Zimba,2001,50221.5546875,0.0,0.0
99,Kalabo,2001,86958.3125,0.0,0.0
100,Kaoma,2001,99017.6484375,226.64439392089844,0.002288929271673792
101,Limulunga,2001,44611.3046875,1324.9183349609375,0.02969916132787251
102,Luampa,2001,41298.15625,28.842967987060547,0.0006984081277735141
103,Lukulu,2001,42549.5625,2.491364002227783,5.8552047444149e-05
104,Mitete,2001,21125.58203125,0.0,0.0
105,Mongu,2001,137897.8125,11276.6181640625,0.08177517800771858
106,Mulobezi,2001,24413.5703125,7.8140130043029785,0.00032006842523570273
107,Mwandi,2001,29921.033203125,0.0,0.0
108,Nalolo,2001,49822.34765625,100.99185180664062,0.0020270392014329662
109,Nkeyema,2001,37220.01171875,0.0,0.0
110,Senanga,2001,64026.08203125,20.689706802368164,0.00032314497695282813
111,Sesheke,2001,29563.79296875,0.0,0.0
112,Shang'ombo,2001,31270.12890625,0.0,0.0
113,Sikongo,2001,36327.8515625,3.4181408882141113,9.409146814898741e-05
114,Sioma,2001,44547.484375,79.81647491455078,0.0017917167722122532
115,Chibombo,2002,302550.125,10167.5859375,0.033606285693982114
116,Chisamba,2002,99988.703125,5.487617492675781,5.488237492004956e-05
117,Chitambo,2002,73601.34375,0.0,0.0
118,Itezhi-tezhi,2002,55910.71875,40.852203369140625,0.0007306685423202617
119,Kabwe,2002,194264.46875,33452.421875,0.17220041364357835
120,Kapiri Mposhi,2002,166617.21875,2221.111572265625,0.013330624463239188
121,Luano,2002,20734.619140625,2.614452362060547,0.00012609116879982101
122,Mkushi,2002,98789.65625,165.04440307617188,0.001670664817969461
123,Mumbwa,2002,142281.640625,2758.79541015625,0.01938967949791484
124,Ngabwe,2002,45574.796875,0.0,0.0
125,Serenje,2002,74057.765625,247.54820251464844,0.0033426366624148126
126,Chililabombwe,2002,75321.1171875,11413.10546875,0.15152597166527523
127,Chingola,2002,191260.390625,73053.390625,0.3819577612817604
128,Kalulushi,2002,61063.30078125,3795.946533203125,0.06216412287965773
129,Kitwe,2002,467154.53125,153361.015625,0.32828754805104976
130,Luanshya,2002,155936.125,28291.052734375,0.1814271884361305
131,Lufwanyama,2002,67006.1171875,21.99351692199707,0.0003282314786343114
132,Masaiti,2002,102579.6640625,0.0,0.0
133,Mpongwe,2002,73694.15625,0.0,0.0
134,Mufulira,2002,132636.109375,37467.01953125,0.28247978403317064
135,Ndola,2002,382030.375,140299.515625,0.3672470170074827
136,Chadiza,2002,64005.6171875,369.69195556640625,0.005775929860709247
137,Chasefu,2002,81468.1953125,0.0,0.0
138,Chipangali,2002,105951.1171875,0.0,0.0
139,Chipata,2002,202345.078125,4484.49365234375,0.022162603083300224
140,Kasenengwa,2002,101406.0703125,219.91136169433594,0.002168621276977224
141,Katete,2002,138304.421875,727.22802734375,0.005258169026591364
142,Lumezi,2002,89021.4453125,0.0,0.0
143,Lundazi,2002,88086.015625,0.0,0.0
144,Mambwe,2002,56018.9609375,0.0,0.0
145,Nyimba,2002,72366.078125,0.0,0.0
146,Petauke,2002,199880.1875,168.38279724121094,0.0008424186476271488
147,Sinda,2002,138059.671875,238.26341247558594,0.0017258002227566566
148,Vubwi,2002,24043.978515625,0.0,0.0
149,Chembe,2002,11355.78125,0.0,0.0
150,Chiengi,2002,86900.0703125,2273.1171875,0.026157829094104048
151,Chifunabuli,2002,74860.9921875,562.4720458984375,0.007513553179867644
152,Chipili,2002,28571.0625,26.10161018371582,0.0009135680615208419
153,Kawambwa,2002,75529.25,2230.753662109375,0.02953496376714154
154,Lunga,2002,23070.37890625,0.0,0.0
155,Mansa,2002,112271.6796875,0.0,0.0
156,Milengi,2002,97604.40625,0.0,0.0
157,Mwansabombwe,2002,43235.28515625,804.4415283203125,0.018606134443501506
158,Mwense,2002,83475.2421875,725.5770263671875,0.008692122446765886
159,Nchelenge,2002,128935.1015625,1487.1754150390625,0.011534294362176999
160,Samfya,2002,79664.2265625,0.0,0.0
161,Chilanga,2002,132770.390625,1131.90869140625,0.008525309642292467
162,Chirundu,2002,28627.544921875,0.0,0.0
163,Chongwe,2002,143753.546875,28643.623046875,0.19925507001077256
164,Kafue,2002,99292.953125,5298.85595703125,0.0533658813668329
165,Luangwa,2002,20490.822265625,78.89607238769531,0.0038503126602220258
166,Lusaka,2002,1043260.375,651440.625,0.6244276506715785
167,Rufunsa,2002,42993.39453125,4.533519744873047,0.00010544689002348562
168,Shibuyunji,2002,41544.42578125,0.0,0.0
169,Chama,2002,76923.2265625,0.0,0.0
170,Chinsali,2002,84242.3984375,0.0,0.0
171,Isoka,2002,55540.484375,0.0,0.0
172,Kanchibiya,2002,46144.09765625,32.21498489379883,0.0006981387984609438
173,Lavushimanda,2002,31201.689453125,4.553950309753418,0.0001459520426480406
174,Mafinga,2002,53156.28125,0.0,0.0
175,Mpika,2002,89187.8515625,778.6323852539062,0.008730251616255893
176,Nakonde,2002,84348.21875,972.11962890625,0.011525075968557428
177,Shiwamg'andu,2002,57888.30859375,0.0,0.0
178,Chavuma,2002,31612.23046875,105.06394958496094,0.0033235221946398565
179,Ikelenge,2002,24686.8984375,59.904170989990234,0.002426557193551473
180,Kabompo,2002,33706.33203125,0.0,0.0
181,Kalumbila,2002,49245.5859375,0.0,0.0
182,Kasempa,2002,59772.01953125,131.92910766601562,0.002207205122072887
183,Manyinga,2002,37513.0390625,0.0,0.0
184,Mufumbwe,2002,48609.33203125,2.609954357147217,5.3692454680704674e-05
185,Mushindano,2002,19434.615234375,0.0,0.0
186,Mwinilunga,2002,80266.5234375,270.839599609375,0.003374253524512817
187,Solwezi,2002,127192.71875,2129.8671875,0.016745197432930885
188,Zambezi,2002,63472.72265625,22.353809356689453,0.00035217977772516947
189,Chilubi,2002,78791.96875,48.47024917602539,0.0006151673824754555
190,Kaputa,2002,50742.55078125,848.607421875,0.016723783270835707
191,Kasama,2002,196584.9375,781.6947021484375,0.003976371293189426
192,Lunte District,2002,48787.48828125,49.01708984375,0.001004706156651812
193,Lupososhi,2002,38511.76171875,14.877866744995117,0.0003863200768027087
194,Luwingu,2002,48806.9453125,0.0,0.0
195,Mbala,2002,93347.1171875,811.930419921875,0.008697969946849089
196,Mporokoso,2002,35765.4140625,164.551513671875,0.004600855826366822
197,Mpulungu,2002,80002.5703125,16.768651962280273,0.00020960141526428253
198,Mungwi,2002,122095.6875,0.0,0.0
199,Nsama,2002,49371.203125,97.1407241821289,0.0019675583747915584
200,Senga Hill,2002,68694.3984375,16.42919921875,0.00023916359401120202
201,Chikankanta,2002,70391.40625,0.0,0.0
202,Choma,2002,170121.484375,5505.40869140625,0.03236163093469511
203,Gwembe,2002,39171.859375,0.0,0.0
204,Kalomo,2002,134236.40625,366.42730712890625,0.002729716306964276
205,Kazungula,2002,83441.1953125,0.0,0.0
206,Livingstone,2002,117959.0859375,18674.6875,0.1583149560000379
207,Mazabuka,2002,148770.96875,3549.3984375,0.02385813890520895
208,Monze,2002,182387.265625,5310.1435546875,0.029114661796649215
209,Namwala,2002,88054.8359375,89.37174987792969,0.0010149556117663363
210,Pemba,2002,55855.9375,0.0,0.0
211,Siavonga,2002,36346.453125,0.0,0.0
212,Sinazongwe,2002,91764.0,0.0,0.0
213,Zimba,2002,52904.31640625,0.0,0.0
214,Kalabo,2002,87249.859375,0.0,0.0
215,Kaoma,2002,97848.9453125,219.05548095703125,0.0022387107010446985
216,Limulunga,2002,45445.15234375,1229.152587890625,0.027046946142753298
217,Luampa,2002,42988.4375,36.60789489746094,0.0008515753776224348
218,Lukulu,2002,44166.0390625,3.115793228149414,7.054726423939013e-05
219,Mitete,2002,21983.98046875,0.0,0.0
220,Mongu,2002,138353.296875,10871.9267578125,0.07858090123891383
221,Mulobezi,2002,24911.037109375,9.036527633666992,0.0003627519638781395
222,Mwandi,2002,29893.92578125,0.0,0.0
223,Nalolo,2002,50377.68359375,105.9689712524414,0.0021034903491590515
224,Nkeyema,2002,38995.078125,0.0,0.0
225,Senanga,2002,64899.15234375,18.884321212768555,0.0002909794740113763
226,Sesheke,2002,30819.875,0.0,0.0
227,Shang'ombo,2002,32516.83203125,0.0,0.0
228,Sikongo,2002,37270.1953125,3.2461202144622803,8.709694669546226e-05
229,Sioma,2002,45318.8359375,77.95729064941406,0.0017201962282730812
230,Chibombo,2003,305949.03125,10991.703125,0.03592658254249661
231,Chisamba,2003,101538.1875,5.543839931488037,5.4598570921782874e-05
232,Chitambo,2003,75146.2421875,0.0,0.0
233,Itezhi-tezhi,2003,58254.75,42.83145523071289,0.0007352439969395267
234,Kabwe,2003,196244.546875,36467.4765625,0.18582670012088712
235,Kapiri Mposhi,2003,170182.140625,2570.799072265625,0.015106162508147291
236,Luano,2003,21551.826171875,3.3948612213134766,0.00015752081490633723
237,Mkushi,2003,102556.578125,158.514404296875,0.0015456288342974099
238,Mumbwa,2003,146905.3125,3648.728515625,0.024837280922873364
239,Ngabwe,2003,47039.84375,0.0,0.0
240,Serenje,2003,75493.3125,261.0486145019531,0.0034579038309115544
241,Chililabombwe,2003,77147.375,12979.017578125,0.16823667141137336
242,Chingola,2003,195459.5,77595.5234375,0.3969902892287149
243,Kalulushi,2003,61869.20703125,4403.47802734375,0.07117398522854128
244,Kitwe,2003,480574.53125,163282.125,0.33976441609440783
245,Luanshya,2003,156482.078125,29341.998046875,0.18751027848336865
246,Lufwanyama,2003,68379.5390625,30.755971908569336,0.0004497832587092739
247,Masaiti,2003,103383.5625,0.0,0.0
248,Mpongwe,2003,75945.25,0.0,0.0
249,Mufulira,2003,134454.546875,39923.9765625,0.2969328854279403
250,Ndola,2003,392412.40625,148817.421875,0.37923730112699516
251,Chadiza,2003,64927.22265625,339.3927307128906,0.005227279357223824
252,Chasefu,2003,83444.0625,0.0,0.0
253,Chipangali,2003,106978.2265625,0.0,0.0
254,Chipata,2003,208932.890625,5320.513671875,0.0254651800200498
255,Kasenengwa,2003,101355.2578125,224.581787109375,0.0022157882280249863
256,Katete,2003,141677.1875,844.6126098632812,0.0059615286325703015
257,Lumezi,2003,92097.8515625,0.0,0.0
258,Lundazi,2003,90695.921875,0.0,0.0
259,Mambwe,2003,57927.72265625,0.0,0.0
260,Nyimba,2003,72946.25,0.0,0.0
261,Petauke,2003,203011.109375,155.3060302734375,0.0007650124702612103
262,Sinda,2003,141666.46875,249.05516052246094,0.0017580388833011054
263,Vubwi,2003,25080.0,0.0,0.0
264,Chembe,2003,12592.6728515625,0.0,0.0
265,Chiengi,2003,89149.90625,2250.892578125,0.025248400955273018
266,Chifunabuli,2003,76000.734375,603.5818481445312,0.007941789682799117
267,Chipili,2003,29022.26171875,23.744260787963867,0.0008181395722382226
268,Kawambwa,2003,77464.875,2752.53857421875,0.03553273111482785
269,Lunga,2003,23495.546875,0.0,0.0
270,Mansa,2003,119420.9765625,0.0,0.0
271,Milengi,2003,89243.875,0.0,0.0
272,Mwansabombwe,2003,44486.89453125,1202.4869384765625,0.02703013890151111
273,Mwense,2003,83908.7265625,669.1272583007812,0.007974465657065801
274,Nchelenge,2003,132551.078125,1603.4287109375,0.012096685546574086
275,Samfya,2003,80936.859375,0.0,0.0
276,Chilanga,2003,138674.953125,1061.187255859375,0.0076523354213996605
277,Chirundu,2003,28865.6484375,0.0,0.0
278,Chongwe,2003,150127.890625,31560.3125,0.21022284645851427
279,Kafue,2003,100631.3203125,5925.30224609375,0.05888129289860598
280,Luangwa,2003,21019.7265625,89.87077331542969,0.004275544358210758
281,Lusaka,2003,1099667.875,689476.875,0.6269864662546407
282,Rufunsa,2003,44135.75390625,4.436244010925293,0.00010051361126284246
283,Shibuyunji,2003,42884.71484375,0.0,0.0
284,Chama,2003,79871.1484375,0.0,0.0
285,Chinsali,2003,85323.53125,0.0,0.0
286,Isoka,2003,57654.3515625,0.0,0.0
287,Kanchibiya,2003,47822.17578125,30.87418556213379,0.0006456039495852229
288,Lavushimanda,2003,31450.837890625,4.712423324584961,0.00014983458758628687
289,Mafinga,2003,55180.53515625,0.0,0.0
290,Mpika,2003,92056.046875,975.2464599609375,0.010594051048978823
291,Nakonde,2003,87709.625,1371.6898193359375,0.015638988529889822
292,Shiwamg'andu,2003,58352.86328125,0.0,0.0
293,Chavuma,2003,32002.03515625,103.04423522949219,0.003219927567930555
294,Ikelenge,2003,25632.388671875,55.6216926574707,0.0021699769525772407
295,Kabompo,2003,35183.2734375,0.0,0.0
296,Kalumbila,2003,50402.69140625,0.0,0.0
297,Kasempa,2003,61386.6484375,197.45765686035156,0.0032166222116099146
298,Manyinga,2003,38837.94921875,0.0,0.0
299,Mufumbwe,2003,49777.25,2.6132893562316895,5.24996731685999e-05
300,Mushindano,2003,20000.810546875,0.0,0.0
301,Mwinilunga,2003,83373.7109375,331.1880187988281,0.003972331506835516
302,Solwezi,2003,133008.8125,4605.14794921875,0.03462287845941599
303,Zambezi,2003,65897.1171875,21.46436882019043,0.0003257254601763064
304,Chilubi,2003,80273.0234375,49.35466766357422,0.0006148350410895064
305,Kaputa,2003,52510.20703125,590.25048828125,0.011240681034260229
306,Kasama,2003,201429.0625,858.137939453125,0.004260248887635691
307,Lunte District,2003,50194.09765625,47.50326156616211,0.0009463913843313639
308,Lupososhi,2003,39575.171875,14.690617561340332,0.00037120792823695933
309,Luwingu,2003,51245.7109375,0.0,0.0
310,Mbala,2003,96245.2578125,1136.718017578125,0.011810639229546456
311,Mporokoso,2003,36580.609375,182.7440185546875,0.004995652660712066
312,Mpulungu,2003,82622.0078125,16.428312301635742,0.00019883700162452698
313,Mungwi,2003,125149.75,0.0,0.0
314,Nsama,2003,50385.47265625,96.21758270263672,0.0019096294552811252
315,Senga Hill,2003,71258.265625,10.158236503601074,0.00014255520274741564
316,Chikankanta,2003,70686.8203125,0.0,0.0
317,Choma,2003,173529.15625,6693.64453125,0.038573601554349746
318,Gwembe,2003,40839.42578125,0.0,0.0
319,Kalomo,2003,138948.578125,388.8775329589844,0.0027987154543542355
320,Kazungula,2003,86473.125,0.0,0.0
321,Livingstone,2003,121598.21875,21022.65625,0.17288621877941776
322,Mazabuka,2003,150471.890625,4215.46875,0.028014991587403004
323,Monze,2003,185033.734375,6485.5439453125,0.03505060289259754
324,Namwala,2003,89728.953125,97.96533966064453,0.0010917918492169474
325,Pemba,2003,55308.8203125,0.0,0.0
326,Siavonga,2003,38900.91796875,0.0,0.0
327,Sinazongwe,2003,93612.734375,0.0,0.0
328,Zimba,2003,55613.765625,0.0,0.0
329,Kalabo,2003,87643.984375,0.0,0.0
330,Kaoma,2003,99365.46875,315.42193603515625,0.003174361677181302
331,Limulunga,2003,46051.33203125,1392.8778076171875,0.030246200189649103
332,Luampa,2003,43536.44921875,33.89043045043945,0.0007784380917276033
333,Lukulu,2003,45862.9140625,2.989624500274658,6.518609995432316e-05
334,Mitete,2003,22780.083984375,0.0,0.0
335,Mongu,2003,140286.5,11819.43359375,0.08425210974505744
336,Mulobezi,2003,25450.4453125,8.532039642333984,0.00033524127132437514
337,Mwandi,2003,30316.9375,0.0,0.0
338,Nalolo,2003,50738.61328125,111.39326477050781,0.0021954337646762647
339,Nkeyema,2003,39052.72265625,0.0,0.0
340,Senanga,2003,64913.20703125,20.252540588378906,0.0003119941459467422
341,Sesheke,2003,31632.50390625,0.0,0.0
342,Shang'ombo,2003,33414.9765625,0.0,0.0
343,Sikongo,2003,37903.58984375,3.705169677734375,9.7752473921552e-05
344,Sioma,2003,46315.0703125,78.34217834472656,0.0016915051152061567
345,Chibombo,2004,320290.46875,11228.623046875,0.03505762469516196
346,Chisamba,2004,102473.265625,6.9738945960998535,6.8055746575119e-05
347,Chitambo,2004,75881.8671875,0.0,0.0
348,Itezhi-tezhi,2004,60473.87890625,45.73839569091797,0.0007563330898919878
349,Kabwe,2004,198330.75,35891.21484375,0.18096646558211474
350,Kapiri Mposhi,2004,173953.109375,2590.879150390625,0.014894123822790248
351,Luano,2004,22580.8671875,3.5472774505615234,0.00015709217104492674
352,Mkushi,2004,106279.5234375,153.9854736328125,0.0014488724511769854
353,Mumbwa,2004,151481.5,3637.662353515625,0.0240139050215084
354,Ngabwe,2004,48507.578125,0.0,0.0
355,Serenje,2004,77719.59375,275.2537536621094,0.0035416262538313817
356,Chililabombwe,2004,78725.4453125,13505.109375,0.17154694167040377
357,Chingola,2004,199690.890625,79192.4921875,0.39657538678725096
358,Kalulushi,2004,61163.09765625,4986.29345703125,0.08152454090954174
359,Kitwe,2004,496432.90625,165160.546875,0.33269459940237395
360,Luanshya,2004,157096.09375,29989.328125,0.19089798739823854
361,Lufwanyama,2004,69367.7109375,18.72216796875,0.00026989744530590885
362,Masaiti,2004,102578.0703125,0.0,0.0
363,Mpongwe,2004,78332.875,0.0,0.0
364,Mufulira,2004,134639.59375,41988.36328125,0.3118574715786381
365,Ndola,2004,404381.5,147667.15625,0.3651679323856309
366,Chadiza,2004,66126.2421875,359.4136962890625,0.005435265703893322
367,Chasefu,2004,85455.203125,0.0,0.0
368,Chipangali,2004,109449.1796875,0.0,0.0
369,Chipata,2004,211933.203125,5205.2802734375,0.024560947490457084
370,Kasenengwa,2004,103551.5078125,209.39535522460938,0.0020221371918964243
371,Katete,2004,144968.1875,853.1830444335938,0.005885312213299168
372,Lumezi,2004,95130.703125,0.0,0.0
373,Lundazi,2004,93194.5625,0.0,0.0
374,Mambwe,2004,59784.4921875,0.0,0.0
375,Nyimba,2004,73947.5546875,0.0,0.0
376,Petauke,2004,207520.9375,156.15399169921875,0.0007524734302976958
377,Sinda,2004,144027.5,258.13201904296875,0.0017922411972919668
378,Vubwi,2004,25851.83203125,0.0,0.0
379,Chembe,2004,13953.99609375,0.0,0.0
380,Chiengi,2004,91967.7421875,2338.913330078125,0.025431888121268065
381,Chifunabuli,2004,77298.625,533.3890991210938,0.006900369820563998
382,Chipili,2004,29408.755859375,22.77422523498535,0.0007744028800091291
383,Kawambwa,2004,79438.9921875,3004.58203125,0.03782250943161866
384,Lunga,2004,23879.748046875,0.0,0.0
385,Mansa,2004,127792.65625,0.0,0.0
386,Milengi,2004,81681.1484375,0.0,0.0
387,Mwansabombwe,2004,45339.28125,732.02099609375,0.01614540363040603
388,Mwense,2004,84427.9296875,668.8553466796875,0.007922204762752995
389,Nchelenge,2004,136245.390625,1720.385986328125,0.012627113316906937
390,Samfya,2004,82180.015625,0.0,0.0
391,Chilanga,2004,149942.4375,1127.3212890625,0.007518360431232152
392,Chirundu,2004,30018.96875,0.0,0.0
393,Chongwe,2004,154778.578125,32292.12890625,0.20863435559002685
394,Kafue,2004,101575.625,5955.8193359375,0.05863433610118077
395,Luangwa,2004,21443.849609375,90.46957397460938,0.004218905449470096
396,Lusaka,2004,1144980.875,714045.3125,0.6236307768022763
397,Rufunsa,2004,45392.87890625,4.235433578491211,9.330612379176611e-05
398,Shibuyunji,2004,44309.140625,0.0,0.0
399,Chama,2004,82888.4921875,0.0,0.0
400,Chinsali,2004,86343.953125,0.0,0.0
401,Isoka,2004,59756.2109375,0.0,0.0
402,Kanchibiya,2004,50487.11328125,35.39928436279297,0.0007011548504584362
403,Lavushimanda,2004,31165.56640625,4.8136749267578125,0.00015445491553115072
404,Mafinga,2004,57256.57421875,0.0,0.0
405,Mpika,2004,94648.0078125,1042.047119140625,0.011009710011064846
406,Nakonde,2004,91726.9296875,1677.093505859375,0.01828354564546075
407,Shiwamg'andu,2004,58716.3125,0.0,0.0
408,Chavuma,2004,32319.59375,105.22218322753906,0.003255677779908328
409,Ikelenge,2004,26575.1328125,55.34246826171875,0.0020824907499874326
410,Kabompo,2004,36556.33984375,0.0,0.0
411,Kalumbila,2004,51534.6171875,0.0,0.0
412,Kasempa,2004,63042.86328125,195.033203125,0.003093660296723961
413,Manyinga,2004,40338.01953125,0.0,0.0
414,Mufumbwe,2004,50955.9453125,2.785618305206299,5.466718923813114e-05
415,Mushindano,2004,20738.318359375,0.0,0.0
416,Mwinilunga,2004,86573.7578125,353.96990966796875,0.004088651325897056
417,Solwezi,2004,138915.140625,4867.01220703125,0.03503586567406428
418,Zambezi,2004,68462.5,21.72218894958496,0.0003172859441239359
419,Chilubi,2004,81511.171875,51.22813415527344,0.0006284799123466588
420,Kaputa,2004,54642.94140625,644.604736328125,0.01179666979373837
421,Kasama,2004,206609.03125,858.860107421875,0.00415693400344461
422,Lunte District,2004,51644.98828125,54.3104133605957,0.0010516105273338477
423,Lupososhi,2004,41215.39453125,16.352571487426758,0.0003967588245462031
424,Luwingu,2004,53413.3828125,0.0,0.0
425,Mbala,2004,98839.5546875,1111.9400634765625,0.011249950153986143
426,Mporokoso,2004,37270.58203125,169.20907592773438,0.00454001699747696
427,Mpulungu,2004,85534.953125,16.931072235107422,0.00019794331576197287
428,Mungwi,2004,128377.484375,0.0,0.0
429,Nsama,2004,50932.80078125,96.24979400634766,0.0018897408453881904
430,Senga Hill,2004,74120.2578125,9.634431838989258,0.00012998378747361102
431,Chikankanta,2004,70711.6171875,0.0,0.0
432,Choma,2004,177410.078125,6943.32177734375,0.039137132741983285
433,Gwembe,2004,42572.19140625,0.0,0.0
434,Kalomo,2004,143489.765625,369.0042419433594,0.002571641540677716
435,Kazungula,2004,89507.5625,0.0,0.0
436,Livingstone,2004,125045.4765625,20707.55078125,0.16560015884221121
437,Mazabuka,2004,152834.28125,4194.34716796875,0.02744375891105092
438,Monze,2004,187145.640625,6202.2353515625,0.03314122269078369
439,Namwala,2004,91559.125,98.71818542480469,0.00107819057275618
440,Pemba,2004,54986.69921875,0.0,0.0
441,Siavonga,2004,40473.78125,0.0,0.0
442,Sinazongwe,2004,95523.2890625,0.0,0.0
443,Zimba,2004,58667.44921875,0.0,0.0
444,Kalabo,2004,87723.375,0.0,0.0
445,Kaoma,2004,101483.53125,303.4969787597656,0.0029906032537645425
446,Limulunga,2004,46882.05078125,1863.8612060546875,0.039756392371814074
447,Luampa,2004,44594.875,35.310821533203125,0.0007918134434327515
448,Lukulu,2004,47533.41796875,3.0491929054260254,6.414840412761108e-05
449,Mitete,2004,23687.087890625,0.0,0.0
450,Mongu,2004,140968.828125,12429.7216796875,0.08817354762051229
451,Mulobezi,2004,26054.685546875,8.76114273071289,0.0003362597761907628
452,Mwandi,2004,30338.06640625,0.0,0.0
453,Nalolo,2004,51344.4296875,121.93974304199219,0.0023749361670615437
454,Nkeyema,2004,37998.25,0.0,0.0
455,Senanga,2004,65415.48828125,20.880475997924805,0.00031919773965685986
456,Sesheke,2004,32734.98828125,0.0,0.0
457,Shang'ombo,2004,35143.61328125,0.0,0.0
458,Sikongo,2004,38854.65234375,4.54360294342041,0.0001169384531670189
459,Sioma,2004,46649.12890625,77.9366226196289,0.001670698348435549
460,Chibombo,2005,326211.4375,12549.6875,0.03847102234114645
461,Chisamba,2005,105122.7109375,7.185713291168213,6.83554792973369e-05
462,Chitambo,2005,77703.4609375,0.0,0.0
463,Itezhi-tezhi,2005,63162.01953125,49.82938766479492,0.0007889137813293219
464,Kabwe,2005,200022.890625,34590.53125,0.17293286354335227
465,Kapiri Mposhi,2005,178582.828125,2371.3447265625,0.01327868279083734
466,Luano,2005,23435.375,2.6564700603485107,0.00011335299991352861
467,Mkushi,2005,110267.7265625,179.0383758544922,0.0016236697847671034
468,Mumbwa,2005,156184.09375,2924.6962890625,0.018725954857759002
469,Ngabwe,2005,48823.81640625,0.0,0.0
470,Serenje,2005,78839.46875,304.2304992675781,0.0038588603410341744
471,Chililabombwe,2005,81682.2109375,13155.12890625,0.1610525566737632
472,Chingola,2005,202661.09375,80607.7265625,0.3977464301161653
473,Kalulushi,2005,64886.37890625,4732.66162109375,0.07293767506939565
