district,year,mean_start_day,start_date
Chisamba,2012,308.7936507936508,November 04
Chitambo,2012,313.2957746478873,November 09
Itezhi-tezhi,2012,311.9191919191919,November 07
Kabwe,2012,309.55555555555554,November 05
Kapiri Mposhi,2012,309.77064220183485,November 05
Luano,2012,315.0,November 11
Mkushi,2012,310.56,November 06
Mumbwa,2012,307.6033755274262,November 03
Ngabwe,2012,309.4125,November 05
Serenje,2012,311.7851851851852,November 07
Chililabombwe,2012,313.0,November 09
Chingola,2012,312.7619047619048,November 08
Kalulushi,2012,313.0,November 09
Kitwe,2012,313.0,November 09
Luanshya,2012,311.44444444444446,November 07
Lufwanyama,2012,312.2480620155039,November 08
Masaiti,2012,310.75,November 06
Mpongwe,2012,309.5892857142857,November 05
Mufulira,2012,313.0,November 09
Ndola,2012,311.9230769230769,November 07
Chadiza,2012,310.3125,November 06
Chasefu,2012,321.61538461538464,November 17
Chipangali,2012,314.80645161290323,November 10
Chipata,2012,311.85,November 07
Kasenengwa,2012,311.59090909090907,November 07
Katete,2012,310.7333333333333,November 06
Lumezi,2012,315.6065573770492,November 11
Lundazi,2012,317.0,November 13
Mambwe,2012,313.9154929577465,November 09
Nyimba,2012,314.2992125984252,November 10
Petauke,2012,311.0,November 07
Sinda,2012,310.1212121212121,November 06
Vubwi,2012,310.54545454545456,November 06
Chembe,2012,313.0,November 09
Chiengi,2012,293.0,October 20
Chifunabuli,2012,313.0,November 09
Chipili,2012,311.64150943396226,November 07
Kawambwa,2012,297.4468085106383,October 24
Lunga,2012,312.90697674418607,November 08
Mansa,2012,313.0,November 09
Milengi,2012,312.92,November 08
Mwansabombwe,2012,293.0,October 20
Mwense,2012,308.7692307692308,November 04
Nchelenge,2012,292.9591836734694,October 19
Samfya,2012,312.9,November 08
Chilanga,2012,307.1764705882353,November 03
Chirundu,2012,335.0,December 01
Chongwe,2012,313.7857142857143,November 09
Kafue,2012,324.1929824561403,November 20
Luangwa,2012,336.8541666666667,December 02
Lusaka,2012,308.0,November 04
Rufunsa,2012,335.16521739130434,December 01
Shibuyunji,2012,307.0,November 03
Chama,2012,324.2830188679245,November 20
Chinsali,2012,317.12820512820514,November 13
Isoka,2012,324.7258064516129,November 20
Kanchibiya,2012,317.6116504854369,November 13
Lavushimanda,2012,313.5433526011561,November 09
Mafinga,2012,324.48936170212767,November 20
Mpika,2012,318.0485436893204,November 14
Nakonde,2012,323.6274509803921,November 19
Shiwamg'andu,2012,313.7155963302752,November 09
Chavuma,2012,292.3888888888889,October 19
Ikelenge,2012,289.1666666666667,October 16
Kabompo,2012,312.2705882352941,November 08
Kalumbila,2012,295.3312101910828,October 22
Kasempa,2012,302.42641509433963,October 29
Manyinga,2012,303.23655913978496,October 30
Mufumbwe,2012,309.13004484304935,November 05
Mushindano,2012,304.0175438596491,October 31
Mwinilunga,2012,291.79638009049773,October 18
Solwezi,2012,296.23809523809524,October 23
Zambezi,2012,300.03550295857985,October 27
Chilubi,2012,313.0,November 09
Kaputa,2012,294.0483870967742,October 21
Kasama,2012,313.390625,November 09
Lunte District,2012,311.4736842105263,November 07
Lupososhi,2012,312.9782608695652,November 08
Luwingu,2012,313.0175438596491,November 09
Mbala,2012,323.63157894736844,November 19
Mporokoso,2012,293.82978723404256,October 20
Mpulungu,2012,320.4634146341463,November 16
Mungwi,2012,317.0695652173913,November 13
Nsama,2012,303.15384615384613,October 30
Senga Hill,2012,322.5689655172414,November 18
Chikankanta,2012,327.94444444444446,November 23
Choma,2012,318.8474576271187,November 14
Gwembe,2012,335.625,December 01
Kalomo,2012,307.4,November 03
Kazungula,2012,321.1116071428572,November 17
Livingstone,2012,334.77777777777777,November 30
Mazabuka,2012,313.8260869565217,November 09
Monze,2012,316.45,November 12
Namwala,2012,306.27272727272725,November 02
Pemba,2012,334.24,November 30
Siavonga,2012,335.2608695652174,December 01
Sinazongwe,2012,335.1967213114754,December 01
Zimba,2012,327.76119402985074,November 23
Kalabo,2012,318.0254237288136,November 14
Kaoma,2012,311.3272727272727,November 07
Limulunga,2012,313.40909090909093,November 09
Luampa,2012,309.36507936507934,November 05
Lukulu,2012,312.7264957264957,November 08
Mitete,2012,308.1184210526316,November 04
Mongu,2012,325.6933333333333,November 21
Mulobezi,2012,322.9266666666667,November 18
Mwandi,2012,331.4025974025974,November 27
Nalolo,2012,331.8474576271187,November 27
Nkeyema,2012,308.9111111111111,November 04
Senanga,2012,330.793893129771,November 26
Sesheke,2012,334.9280575539568,November 30
Shang'ombo,2012,334.4226804123711,November 30
Sikongo,2012,319.7608695652174,November 15
Sioma,2012,335.15,December 01
Chibombo,2013,303.0636363636364,October 30
Chisamba,2013,313.5079365079365,November 09
Chitambo,2013,320.6267605633803,November 16
Itezhi-tezhi,2013,302.1363636363636,October 29
Kabwe,2013,305.3888888888889,November 01
Kapiri Mposhi,2013,305.7155963302752,November 01
Luano,2013,321.3247863247863,November 17
Mkushi,2013,308.6,November 04
Mumbwa,2013,300.2447257383966,October 27
Ngabwe,2013,298.6375,October 25
Serenje,2013,316.162962962963,November 12
Chililabombwe,2013,298.0,October 25
Chingola,2013,298.0,October 25
Kalulushi,2013,298.0,October 25
Kitwe,2013,298.0,October 25
Luanshya,2013,298.0,October 25
Lufwanyama,2013,298.0,October 25
Masaiti,2013,303.29545454545456,October 30
Mpongwe,2013,298.13392857142856,October 25
Mufulira,2013,298.0,October 25
Ndola,2013,300.84615384615387,October 27
Chadiza,2013,335.0,December 01
Chasefu,2013,336.0,December 02
Chipangali,2013,335.0,December 01
Chipata,2013,335.0,December 01
Kasenengwa,2013,335.0,December 01
Katete,2013,335.0,December 01
Lumezi,2013,335.9016393442623,December 01
Lundazi,2013,336.0,December 02
Mambwe,2013,335.3521126760563,December 01
Nyimba,2013,331.8582677165354,November 27
Petauke,2013,334.1818181818182,November 30
Sinda,2013,335.0,December 01
Vubwi,2013,335.0,December 01
Chembe,2013,298.0,October 25
Chiengi,2013,296.1521739130435,October 23
Chifunabuli,2013,300.2432432432432,October 27
Chipili,2013,298.0,October 25
Kawambwa,2013,297.9148936170213,October 24
Lunga,2013,310.5348837209302,November 06
Mansa,2013,298.5652173913044,October 25
Milengi,2013,301.8933333333333,October 28
Mwansabombwe,2013,297.3125,October 24
Mwense,2013,298.0,October 25
Nchelenge,2013,297.0408163265306,October 24
Samfya,2013,306.275,November 02
Chilanga,2013,309.47058823529414,November 05
Chirundu,2013,338.45454545454544,December 04
Chongwe,2013,329.7142857142857,November 25
Kafue,2013,332.140350877193,November 28
Luangwa,2013,337.375,December 03
Lusaka,2013,307.0,November 03
Rufunsa,2013,336.4,December 02
Shibuyunji,2013,305.0,November 01
Chama,2013,330.22641509433964,November 26
Chinsali,2013,316.29487179487177,November 12
Isoka,2013,316.0,November 12
Kanchibiya,2013,321.43689320388347,November 17
Lavushimanda,2013,325.7630057803468,November 21
Mafinga,2013,322.74468085106383,November 18
Mpika,2013,334.18446601941747,November 30
Nakonde,2013,315.19607843137254,November 11
Shiwamg'andu,2013,318.9357798165138,November 14
Chavuma,2013,296.4074074074074,October 23
Ikelenge,2013,254.66666666666663,September 11
Kabompo,2013,298.0,October 25
Kalumbila,2013,297.859872611465,October 24
Kasempa,2013,298.0867924528302,October 25
Manyinga,2013,298.0,October 25
Mufumbwe,2013,298.0,October 25
Mushindano,2013,298.0,October 25
Mwinilunga,2013,286.1085972850679,October 13
Solwezi,2013,298.0,October 25
Zambezi,2013,297.7100591715976,October 24
Chilubi,2013,304.7741935483871,October 31
Kaputa,2013,296.6774193548387,October 23
Kasama,2013,310.1171875,November 06
Lunte District,2013,298.94736842105266,October 25
Lupososhi,2013,298.0434782608696,October 25
Luwingu,2013,302.3333333333333,October 29
Mbala,2013,305.1578947368421,November 01
Mporokoso,2013,298.0,October 25
Mpulungu,2013,298.1951219512195,October 25
Mungwi,2013,315.97391304347826,November 11
Nsama,2013,297.04395604395603,October 24
Senga Hill,2013,313.6034482758621,November 09
Chikankanta,2013,337.05555555555554,December 03
Choma,2013,332.1694915254237,November 28
Gwembe,2013,338.6458333333333,December 04
Kalomo,2013,327.78,November 23
Kazungula,2013,324.2232142857143,November 20
Livingstone,2013,353.1111111111111,December 19
Mazabuka,2013,314.6304347826087,November 10
Monze,2013,329.8333333333333,November 25
Namwala,2013,314.3484848484849,November 10
Pemba,2013,336.28,December 02
Siavonga,2013,338.5652173913044,December 04
Sinazongwe,2013,340.6065573770492,December 06
Zimba,2013,340.0149253731343,December 06
Kalabo,2013,297.9491525423729,October 24
Kaoma,2013,298.0,October 25
Limulunga,2013,298.0,October 25
Luampa,2013,298.0,October 25
Lukulu,2013,298.0,October 25
Mitete,2013,298.0,October 25
Mongu,2013,297.9866666666667,October 24
Mulobezi,2013,298.0133333333333,October 25
Mwandi,2013,310.3896103896104,November 06
Nalolo,2013,297.0169491525424,October 24
Nkeyema,2013,298.0,October 25
Senanga,2013,297.77862595419845,October 24
Sesheke,2013,310.0575539568345,November 06
Shang'ombo,2013,296.4742268041237,October 23
Sikongo,2013,297.60869565217394,October 24
Sioma,2013,299.19,October 26
Chibombo,2014,324.7090909090909,November 20
Chisamba,2014,325.23809523809524,November 21
Chitambo,2014,325.1901408450704,November 21
Itezhi-tezhi,2014,321.0757575757576,November 17
Kabwe,2014,324.0,November 20
Kapiri Mposhi,2014,323.4036697247706,November 19
Luano,2014,325.7521367521368,November 21
Mkushi,2014,323.84,November 19
Mumbwa,2014,324.126582278481,November 20
Ngabwe,2014,322.9875,November 18
Serenje,2014,324.3925925925926,November 20
Chililabombwe,2014,324.0,November 20
Chingola,2014,324.0,November 20
Kalulushi,2014,324.0,November 20
Kitwe,2014,324.0,November 20
Luanshya,2014,323.22222222222223,November 19
Lufwanyama,2014,323.8992248062016,November 19
Masaiti,2014,323.0,November 19
Mpongwe,2014,323.1607142857143,November 19
Mufulira,2014,324.0,November 20
Ndola,2014,323.61538461538464,November 19
Chadiza,2014,325.0,November 21
Chasefu,2014,327.9230769230769,November 23
Chipangali,2014,325.0,November 21
Chipata,2014,325.0,November 21
Kasenengwa,2014,325.0,November 21
Katete,2014,325.0,November 21
Lumezi,2014,327.172131147541,November 23
Lundazi,2014,327.47058823529414,November 23
Mambwe,2014,325.3943661971831,November 21
Nyimba,2014,326.1968503937008,November 22
Petauke,2014,325.6136363636364,November 21
Sinda,2014,325.0,November 21
Vubwi,2014,325.09090909090907,November 21
Chembe,2014,324.875,November 20
Chiengi,2014,322.1304347826087,November 18
Chifunabuli,2014,325.0,November 21
Chipili,2014,324.7735849056604,November 20
Kawambwa,2014,325.1808510638298,November 21
Lunga,2014,326.04651162790697,November 22
Mansa,2014,324.60869565217394,November 20
Milengi,2014,324.58666666666664,November 20
Mwansabombwe,2014,323.75,November 19
Mwense,2014,324.4230769230769,November 20
Nchelenge,2014,324.1224489795918,November 20
Samfya,2014,324.95,November 20
Chilanga,2014,319.7058823529412,November 15
Chirundu,2014,310.59090909090907,November 06
Chongwe,2014,322.92857142857144,November 18
Kafue,2014,314.10526315789474,November 10
Luangwa,2014,328.125,November 24
Lusaka,2014,325.0,November 21
Rufunsa,2014,327.02608695652174,November 23
Shibuyunji,2014,325.0,November 21
Chama,2014,329.9292452830189,November 25
Chinsali,2014,328.70512820512823,November 24
Isoka,2014,328.4193548387097,November 24
Kanchibiya,2014,328.6504854368932,November 24
Lavushimanda,2014,327.04624277456645,November 23
Mafinga,2014,328.8085106382979,November 24
Mpika,2014,329.72330097087377,November 25
Nakonde,2014,327.19607843137254,November 23
Shiwamg'andu,2014,328.6146788990825,November 24
Chavuma,2014,306.0740740740741,November 02
Ikelenge,2014,321.2916666666667,November 17
Kabompo,2014,322.7176470588235,November 18
Kalumbila,2014,323.3503184713376,November 19
Kasempa,2014,323.05283018867925,November 19
Manyinga,2014,323.1935483870968,November 19
Mufumbwe,2014,322.39461883408075,November 18
Mushindano,2014,323.94736842105266,November 19
Mwinilunga,2014,322.4343891402715,November 18
Solwezi,2014,323.4761904761905,November 19
Zambezi,2014,313.6923076923077,November 09
Chilubi,2014,326.3709677419355,November 22
Kaputa,2014,323.0967741935484,November 19
Kasama,2014,327.671875,November 23
Lunte District,2014,327.1684210526316,November 23
Lupososhi,2014,325.0,November 21
Luwingu,2014,326.12280701754383,November 22
Mbala,2014,326.3421052631579,November 22
Mporokoso,2014,326.7872340425532,November 22
Mpulungu,2014,326.2032520325203,November 22
Mungwi,2014,328.1304347826087,November 24
Nsama,2014,324.5934065934066,November 20
Senga Hill,2014,327.8965517241379,November 23
Chikankanta,2014,310.0,November 06
Choma,2014,253.6271186440678,September 10
Gwembe,2014,311.8125,November 07
Kalomo,2014,193.9,July 12
Kazungula,2014,174.22321428571428,June 23
Livingstone,2014,148.55555555555554,May 28
Mazabuka,2014,320.5434782608696,November 16
Monze,2014,320.15,November 16
Namwala,2014,324.9848484848485,November 20
Pemba,2014,296.4,October 23
Siavonga,2014,314.95652173913044,November 10
Sinazongwe,2014,39.98360655737705,February 08
Zimba,2014,34.04477611940298,February 03
Kalabo,2014,307.0,November 03
Kaoma,2014,311.22727272727275,November 07
Limulunga,2014,307.0,November 03
Luampa,2014,307.0079365079365,November 03
Lukulu,2014,308.3760683760684,November 04
Mitete,2014,306.92105263157896,November 02
Mongu,2014,307.0,November 03
Mulobezi,2014,306.94666666666666,November 02
Mwandi,2014,226.35064935064932,August 14
Nalolo,2014,307.0,November 03
Nkeyema,2014,308.8666666666667,November 04
Senanga,2014,306.69465648854964,November 02
Sesheke,2014,303.0575539568345,October 30
Shang'ombo,2014,307.02061855670104,November 03
Sikongo,2014,307.0,November 03
Sioma,2014,306.74,November 02
Chibombo,2015,323.0,November 19
Chisamba,2015,323.0,November 19
Chitambo,2015,325.14084507042253,November 21
Itezhi-tezhi,2015,322.7474747474748,November 18
Kabwe,2015,323.0,November 19
Kapiri Mposhi,2015,323.0,November 19
Luano,2015,323.1111111111111,November 19
Mkushi,2015,323.01,November 19
Mumbwa,2015,322.56540084388183,November 18
Ngabwe,2015,323.0,November 19
Serenje,2015,323.9555555555556,November 19
Chililabombwe,2015,323.75,November 19
Chingola,2015,323.7142857142857,November 19
Kalulushi,2015,323.0,November 19
Kitwe,2015,323.0,November 19
Luanshya,2015,323.0,November 19
Lufwanyama,2015,323.4651162790698,November 19
Masaiti,2015,323.0,November 19
Mpongwe,2015,323.0267857142857,November 19
Mufulira,2015,323.0,November 19
Ndola,2015,323.0,November 19
Chadiza,2015,326.0,November 22
Chasefu,2015,350.84615384615387,December 16
Chipangali,2015,326.0,November 22
Chipata,2015,326.0,November 22
Kasenengwa,2015,326.0,November 22
Katete,2015,326.0,November 22
Lumezi,2015,335.9918032786885,December 01
Lundazi,2015,350.6470588235294,December 16
Mambwe,2015,326.0,November 22
Nyimba,2015,324.488188976378,November 20
Petauke,2015,325.95454545454544,November 21
Sinda,2015,326.0,November 22
Vubwi,2015,326.1818181818182,November 22
Chembe,2015,324.0,November 20
Chiengi,2015,324.0,November 20
Chifunabuli,2015,324.94594594594594,November 20
Chipili,2015,324.49056603773585,November 20
Kawambwa,2015,324.01063829787233,November 20
Lunga,2015,325.0,November 21
Mansa,2015,324.19565217391306,November 20
Milengi,2015,323.6,November 19
Mwansabombwe,2015,324.3125,November 20
Mwense,2015,325.0,November 21
Nchelenge,2015,324.0,November 20
Samfya,2015,324.65,November 20
Chilanga,2015,323.0,November 19
Chirundu,2015,323.0,November 19
Chongwe,2015,323.0,November 19
Kafue,2015,323.0,November 19
Luangwa,2015,323.6875,November 19
Lusaka,2015,323.0,November 19
Rufunsa,2015,323.09565217391304,November 19
Shibuyunji,2015,323.0,November 19
Chama,2015,332.9292452830189,November 28
Chinsali,2015,325.93589743589746,November 21
Isoka,2015,326.0,November 22
Kanchibiya,2015,325.97087378640776,November 21
Lavushimanda,2015,325.87861271676303,November 21
Mafinga,2015,333.6170212765957,November 29
Mpika,2015,326.7669902912621,November 22
Nakonde,2015,325.7058823529412,November 21
Shiwamg'andu,2015,325.8807339449541,November 21
Chavuma,2015,309.6296296296296,November 05
Ikelenge,2015,300.7916666666667,October 27
Kabompo,2015,323.32941176470587,November 19
Kalumbila,2015,322.8471337579618,November 18
Kasempa,2015,323.59622641509435,November 19
Manyinga,2015,321.7956989247312,November 17
Mufumbwe,2015,323.76233183856505,November 19
Mushindano,2015,324.9824561403509,November 20
Mwinilunga,2015,314.33031674208144,November 10
Solwezi,2015,324.8095238095238,November 20
Zambezi,2015,317.9230769230769,November 13
Chilubi,2015,325.0,November 21
Kaputa,2015,324.0,November 20
Kasama,2015,324.671875,November 20
Lunte District,2015,324.22105263157897,November 20
Lupososhi,2015,324.6521739130435,November 20
Luwingu,2015,324.859649122807,November 20
Mbala,2015,324.10526315789474,November 20
Mporokoso,2015,324.0,November 20
Mpulungu,2015,324.0894308943089,November 20
Mungwi,2015,324.9304347826087,November 20
Nsama,2015,324.27472527472526,November 20
Senga Hill,2015,324.63793103448273,November 20
Chikankanta,2015,323.0,November 19
Choma,2015,323.20338983050846,November 19
Gwembe,2015,324.7291666666667,November 20
Kalomo,2015,323.12,November 19
Kazungula,2015,322.42857142857144,November 18
Livingstone,2015,323.0,November 19
Mazabuka,2015,323.0,November 19
Monze,2015,323.0,November 19
Namwala,2015,323.0,November 19
Pemba,2015,323.24,November 19
Siavonga,2015,323.5217391304348,November 19
Sinazongwe,2015,325.8524590163934,November 21
Zimba,2015,323.7761194029851,November 19
Kalabo,2015,323.08474576271186,November 19
Kaoma,2015,324.6545454545454,November 20
Limulunga,2015,325.0,November 21
Luampa,2015,323.3174603174603,November 19
Lukulu,2015,324.5128205128205,November 20
Mitete,2015,319.0263157894737,November 15
Mongu,2015,324.68,November 20
Mulobezi,2015,322.1,November 18
Mwandi,2015,321.3246753246753,November 17
Nalolo,2015,324.6949152542373,November 20
Nkeyema,2015,322.3777777777778,November 18
Senanga,2015,323.2290076335878,November 19
Sesheke,2015,321.5539568345324,November 17
Shang'ombo,2015,320.4639175257732,November 16
Sikongo,2015,320.7934782608696,November 16
Sioma,2015,321.1,November 17
Chibombo,2016,326.3272727272727,November 22
Chisamba,2016,327.6825396825397,November 23
Chitambo,2016,327.34507042253523,November 23
Itezhi-tezhi,2016,325.35858585858585,November 21
Kabwe,2016,327.05555555555554,November 23
Kapiri Mposhi,2016,326.70642201834863,November 22
Luano,2016,328.1709401709402,November 24
Mkushi,2016,327.2,November 23
Mumbwa,2016,324.71729957805906,November 20
Ngabwe,2016,323.925,November 19
Serenje,2016,327.45185185185187,November 23
Chililabombwe,2016,322.0,November 18
Chingola,2016,322.04761904761904,November 18
Kalulushi,2016,322.3333333333333,November 18
Kitwe,2016,323.0,November 19
Luanshya,2016,323.77777777777777,November 19
Lufwanyama,2016,322.14728682170545,November 18
Masaiti,2016,325.6818181818182,November 21
Mpongwe,2016,323.63392857142856,November 19
Mufulira,2016,322.75,November 18
Ndola,2016,324.7692307692308,November 20
Chadiza,2016,330.0,November 26
Chasefu,2016,331.4230769230769,November 27
Chipangali,2016,330.61290322580646,November 26
Chipata,2016,330.0,November 26
Kasenengwa,2016,330.0,November 26
Katete,2016,329.8666666666667,November 25
Lumezi,2016,330.9918032786885,November 26
Lundazi,2016,331.0,November 27
Mambwe,2016,330.0422535211268,November 26
Nyimba,2016,328.53543307086613,November 24
Petauke,2016,329.1818181818182,November 25
Sinda,2016,329.1212121212121,November 25
Vubwi,2016,330.1818181818182,November 26
Chembe,2016,322.0,November 18
Chiengi,2016,320.0869565217391,November 16
Chifunabuli,2016,322.5135135135135,November 18
Chipili,2016,322.0,November 18
Kawambwa,2016,321.8085106382979,November 17
Lunga,2016,324.6744186046512,November 20
Mansa,2016,322.05434782608694,November 18
Milengi,2016,323.2,November 19
Mwansabombwe,2016,321.3125,November 17
Mwense,2016,322.0,November 18
Nchelenge,2016,320.9591836734694,November 16
Samfya,2016,324.1,November 20
Chilanga,2016,327.6470588235294,November 23
Chirundu,2016,328.90909090909093,November 24
Chongwe,2016,328.0,November 24
Kafue,2016,328.10526315789474,November 24
Luangwa,2016,329.1041666666667,November 25
Lusaka,2016,328.0,November 24
Rufunsa,2016,328.89565217391305,November 24
Shibuyunji,2016,327.25,November 23
Chama,2016,330.4481132075472,November 26
Chinsali,2016,326.5128205128205,November 22
Isoka,2016,327.66129032258067,November 23
Kanchibiya,2016,327.8446601941748,November 23
Lavushimanda,2016,328.5606936416185,November 24
Mafinga,2016,330.3617021276596,November 26
Mpika,2016,330.6893203883496,November 26
Nakonde,2016,324.6274509803921,November 20
Shiwamg'andu,2016,327.0642201834862,November 23
Chavuma,2016,321.3703703703704,November 17
Ikelenge,2016,303.4166666666667,October 30
Kabompo,2016,322.0,November 18
Kalumbila,2016,321.37579617834393,November 17
Kasempa,2016,322.0037735849057,November 18
Manyinga,2016,321.4623655913978,November 17
Mufumbwe,2016,322.0224215246637,November 18
Mushindano,2016,321.49122807017545,November 17
Mwinilunga,2016,320.3891402714932,November 16
Solwezi,2016,321.34013605442175,November 17
Zambezi,2016,322.0,November 18
Chilubi,2016,323.9516129032258,November 19
Kaputa,2016,320.2741935483871,November 16
Kasama,2016,325.046875,November 21
Lunte District,2016,322.5578947368421,November 18
Lupososhi,2016,322.0,November 18
Luwingu,2016,323.0,November 19
Mbala,2016,323.44736842105266,November 19
Mporokoso,2016,321.5744680851064,November 17
Mpulungu,2016,322.4227642276423,November 18
Mungwi,2016,325.1391304347826,November 21
Nsama,2016,320.9010989010989,November 16
Senga Hill,2016,324.17241379310343,November 20
Chikankanta,2016,328.0,November 24
Choma,2016,327.3050847457627,November 23
Gwembe,2016,333.875,November 29
Kalomo,2016,327.05,November 23
Kazungula,2016,271.625,September 28
Livingstone,2016,237.66666666666663,August 25
Mazabuka,2016,327.7391304347826,November 23
Monze,2016,327.7,November 23
Namwala,2016,326.09090909090907,November 22
Pemba,2016,328.2,November 24
Siavonga,2016,331.3478260869565,November 27
Sinazongwe,2016,175.49180327868854,June 24
Zimba,2016,278.8358208955224,October 05
Kalabo,2016,322.93220338983053,November 18
Kaoma,2016,322.2181818181818,November 18
Limulunga,2016,322.77272727272725,November 18
Luampa,2016,323.36507936507934,November 19
Lukulu,2016,322.1709401709402,November 18
Mitete,2016,322.2894736842105,November 18
Mongu,2016,323.08,November 19
Mulobezi,2016,312.3,November 08
Mwandi,2016,198.1688311688312,July 17
Nalolo,2016,323.9830508474576,November 19
Nkeyema,2016,322.97777777777776,November 18
Senanga,2016,323.8320610687023,November 19
Sesheke,2016,289.75539568345323,October 16
Shang'ombo,2016,323.659793814433,November 19
Sikongo,2016,322.9021739130435,November 18
Sioma,2016,325.23,November 21
Chibombo,2017,330.1,November 26
Chisamba,2017,330.25396825396825,November 26
Chitambo,2017,329.09154929577466,November 25
Itezhi-tezhi,2017,330.8787878787879,November 26
Kabwe,2017,329.6666666666667,November 25
Kapiri Mposhi,2017,328.9816513761468,November 24
Luano,2017,330.3760683760684,November 26
Mkushi,2017,329.02,November 25
Mumbwa,2017,330.13502109704643,November 26
Ngabwe,2017,328.5875,November 24
Serenje,2017,329.06666666666666,November 25
Chililabombwe,2017,327.25,November 23
Chingola,2017,327.2857142857143,November 23
Kalulushi,2017,328.0,November 24
Kitwe,2017,328.0,November 24
Luanshya,2017,328.0,November 24
Lufwanyama,2017,327.7984496124031,November 23
Masaiti,2017,328.0,November 24
Mpongwe,2017,328.0,November 24
Mufulira,2017,328.0,November 24
Ndola,2017,328.0,November 24
Chadiza,2017,331.75,November 27
Chasefu,2017,334.9230769230769,November 30
Chipangali,2017,333.2903225806452,November 29
Chipata,2017,333.45,November 29
Kasenengwa,2017,330.8181818181818,November 26
Katete,2017,330.0,November 26
Lumezi,2017,332.4508196721312,November 28
Lundazi,2017,335.1764705882353,December 01
Mambwe,2017,330.23943661971833,November 26
Nyimba,2017,330.3543307086614,November 26
Petauke,2017,330.10227272727275,November 26
Sinda,2017,330.0,November 26
Vubwi,2017,334.3636363636364,November 30
Chembe,2017,327.875,November 23
Chiengi,2017,321.0869565217391,November 17
Chifunabuli,2017,326.97297297297297,November 22
Chipili,2017,323.7169811320755,November 19
Kawambwa,2017,322.9574468085106,November 18
Lunga,2017,328.0,November 24
Mansa,2017,326.7282608695652,November 22
Milengi,2017,327.97333333333336,November 23
Mwansabombwe,2017,322.3125,November 18
Mwense,2017,323.84615384615387,November 19
Nchelenge,2017,321.9591836734694,November 17
Samfya,2017,328.0,November 24
Chilanga,2017,331.0,November 27
Chirundu,2017,331.0,November 27
Chongwe,2017,331.0,November 27
Kafue,2017,331.0,November 27
Luangwa,2017,331.9791666666667,November 27
Lusaka,2017,331.0,November 27
Rufunsa,2017,331.03478260869565,November 27
Shibuyunji,2017,331.0,November 27
Chama,2017,331.6745283018868,November 27
Chinsali,2017,326.64102564102564,November 22
Isoka,2017,327.38709677419354,November 23
Kanchibiya,2017,328.9611650485437,November 24
Lavushimanda,2017,329.36416184971097,November 25
Mafinga,2017,329.8510638297872,November 25
Mpika,2017,329.6456310679612,November 25
Nakonde,2017,326.0,November 22
Shiwamg'andu,2017,328.348623853211,November 24
Chavuma,2017,318.55555555555554,November 14
Ikelenge,2017,307.75,November 03
Kabompo,2017,325.5764705882353,November 21
Kalumbila,2017,322.0191082802548,November 18
Kasempa,2017,328.1320754716981,November 24
Manyinga,2017,322.48387096774195,November 18
Mufumbwe,2017,327.73991031390136,November 23
Mushindano,2017,325.2105263157895,November 21
Mwinilunga,2017,315.1628959276018,November 11
Solwezi,2017,325.3945578231293,November 21
Zambezi,2017,324.1242603550296,November 20
Chilubi,2017,327.2741935483871,November 23
Kaputa,2017,321.4516129032258,November 17
Kasama,2017,326.3125,November 22
Lunte District,2017,324.3052631578948,November 20
Lupososhi,2017,324.8478260869565,November 20
Luwingu,2017,325.4035087719298,November 21
Mbala,2017,325.44736842105266,November 21
Mporokoso,2017,322.59574468085106,November 18
Mpulungu,2017,323.9268292682927,November 19
Mungwi,2017,326.0,November 22
Nsama,2017,322.2087912087912,November 18
Senga Hill,2017,325.9655172413793,November 21
Chikankanta,2017,331.0,November 27
Choma,2017,331.271186440678,November 27
Gwembe,2017,331.9791666666667,November 27
Kalomo,2017,331.09,November 27
Kazungula,2017,331.2857142857143,November 27
Livingstone,2017,331.77777777777777,November 27
Mazabuka,2017,331.0,November 27
Monze,2017,331.0,November 27
Namwala,2017,331.0151515151515,November 27
Pemba,2017,331.32,November 27
Siavonga,2017,331.0,November 27
Sinazongwe,2017,333.8196721311475,November 29
Zimba,2017,332.4029850746269,November 28
Kalabo,2017,328.5254237288136,November 24
Kaoma,2017,329.2090909090909,November 25
Limulunga,2017,329.1136363636364,November 25
Luampa,2017,329.968253968254,November 25
Lukulu,2017,328.5299145299145,November 24
Mitete,2017,327.44736842105266,November 23
Mongu,2017,329.76,November 25
Mulobezi,2017,330.31333333333333,November 26
Mwandi,2017,331.0,November 27
Nalolo,2017,329.9830508474576,November 25
Nkeyema,2017,330.0,November 26
Senanga,2017,330.0610687022901,November 26
Sesheke,2017,330.9424460431655,November 26
Shang'ombo,2017,329.0412371134021,November 25
Sikongo,2017,328.0108695652174,November 24
Sioma,2017,330.07,November 26
Chibombo,2018,327.8181818181818,November 23
Chisamba,2018,332.5079365079365,November 28
Chitambo,2018,330.48591549295776,November 26
Itezhi-tezhi,2018,318.8333333333333,November 14
Kabwe,2018,331.55555555555554,November 27
Kapiri Mposhi,2018,330.79816513761466,November 26
Luano,2018,332.45299145299145,November 28
Mkushi,2018,331.04,November 27
Mumbwa,2018,318.52742616033754,November 14
Ngabwe,2018,320.4875,November 16
Serenje,2018,329.94074074074075,November 25
Chililabombwe,2018,317.75,November 13
Chingola,2018,316.95238095238096,November 12
Kalulushi,2018,318.3333333333333,November 14
Kitwe,2018,321.4,November 17
