district,year,mean_start_day,start_date
Shang'ombo,2005,315.0,November 11
Sikongo,2005,314.9891304347826,November 10
Sioma,2005,314.68,November 10
Chibombo,2006,321.3545454545455,November 17
Chisamba,2006,321.984126984127,November 17
Chitambo,2006,320.8521126760563,November 16
Itezhi-tezhi,2006,320.64646464646466,November 16
Kabwe,2006,321.5,November 17
Kapiri Mposhi,2006,321.2201834862385,November 17
Luano,2006,324.54700854700855,November 20
Mkushi,2006,321.24,November 17
Mumbwa,2006,320.2320675105485,November 16
Ngabwe,2006,320.7625,November 16
Serenje,2006,320.8740740740741,November 16
Chililabombwe,2006,311.1875,November 07
Chingola,2006,311.57142857142856,November 07
Kalulushi,2006,315.8333333333333,November 11
Kitwe,2006,321.0,November 17
Luanshya,2006,321.0,November 17
Lufwanyama,2006,315.2248062015504,November 11
Masaiti,2006,321.0,November 17
Mpongwe,2006,319.8928571428572,November 15
Mufulira,2006,321.0,November 17
Ndola,2006,321.0,November 17
Chadiza,2006,321.5625,November 17
Chasefu,2006,325.5769230769231,November 21
Chipangali,2006,322.0967741935484,November 18
Chipata,2006,322.0,November 18
Kasenengwa,2006,321.8181818181818,November 17
Katete,2006,321.2333333333333,November 17
Lumezi,2006,322.27868852459017,November 18
Lundazi,2006,323.6470588235294,November 19
Mambwe,2006,321.80281690140845,November 17
Nyimba,2006,322.61417322834643,November 18
Petauke,2006,321.375,November 17
Sinda,2006,321.06060606060606,November 17
Vubwi,2006,322.54545454545456,November 18
Chembe,2006,316.3333333333333,November 12
Chiengi,2006,300.80434782608694,October 27
Chifunabuli,2006,316.3243243243243,November 12
Chipili,2006,309.37735849056605,November 05
Kawambwa,2006,304.3510638297872,October 31
Lunga,2006,319.8837209302326,November 15
Mansa,2006,313.70652173913044,November 09
Milengi,2006,319.06666666666666,November 15
Mwansabombwe,2006,303.6875,October 30
Mwense,2006,308.84615384615387,November 04
Nchelenge,2006,300.1224489795918,October 27
Samfya,2006,319.975,November 15
Chilanga,2006,322.0,November 18
Chirundu,2006,344.5,December 10
Chongwe,2006,325.25,November 21
Kafue,2006,336.29824561403507,December 02
Luangwa,2006,344.0,December 10
Lusaka,2006,322.0,November 18
Rufunsa,2006,341.8695652173913,December 07
Shibuyunji,2006,322.1,November 18
Chama,2006,324.5801886792453,November 20
Chinsali,2006,320.948717948718,November 16
Isoka,2006,321.35483870967744,November 17
Kanchibiya,2006,319.8446601941748,November 15
Lavushimanda,2006,320.46242774566474,November 16
Mafinga,2006,322.8723404255319,November 18
Mpika,2006,320.90776699029124,November 16
Nakonde,2006,318.52941176470586,November 14
Shiwamg'andu,2006,319.8440366972477,November 15
Chavuma,2006,302.77777777777777,October 29
Ikelenge,2006,276.0833333333333,October 03
Kabompo,2006,305.8588235294118,November 01
Kalumbila,2006,303.19745222929936,October 30
Kasempa,2006,312.0,November 08
Manyinga,2006,304.752688172043,October 31
Mufumbwe,2006,308.5919282511211,November 04
Mushindano,2006,308.7368421052632,November 04
Mwinilunga,2006,295.7058823529412,October 22
Solwezi,2006,308.04761904761904,November 04
Zambezi,2006,304.46153846153845,October 31
Chilubi,2006,317.7258064516129,November 13
Kaputa,2006,301.4516129032258,October 28
Kasama,2006,317.1328125,November 13
Lunte District,2006,309.9894736842105,November 05
Lupososhi,2006,311.7826086956522,November 07
Luwingu,2006,313.64912280701753,November 09
Mbala,2006,312.6842105263158,November 08
Mporokoso,2006,304.6808510638298,October 31
Mpulungu,2006,310.6016260162602,November 06
Mungwi,2006,320.0608695652174,November 16
Nsama,2006,306.1978021978022,November 02
Senga Hill,2006,315.4310344827586,November 11
Chikankanta,2006,322.97222222222223,November 18
Choma,2006,322.45762711864404,November 18
Gwembe,2006,322.7291666666667,November 18
Kalomo,2006,321.77,November 17
Kazungula,2006,321.97767857142856,November 17
Livingstone,2006,323.0,November 19
Mazabuka,2006,322.7173913043478,November 18
Monze,2006,322.65,November 18
Namwala,2006,321.9848484848485,November 17
Pemba,2006,322.88,November 18
Siavonga,2006,329.7391304347826,November 25
Sinazongwe,2006,322.9672131147541,November 18
Zimba,2006,322.67164179104475,November 18
Kalabo,2006,321.6525423728813,November 17
Kaoma,2006,309.25454545454545,November 05
Limulunga,2006,322.8863636363636,November 18
Luampa,2006,312.6269841269841,November 08
Lukulu,2006,307.9743589743589,November 03
Mitete,2006,306.94736842105266,November 02
Mongu,2006,326.6666666666667,November 22
Mulobezi,2006,317.00666666666666,November 13
Mwandi,2006,322.8051948051948,November 18
Nalolo,2006,334.728813559322,November 30
Nkeyema,2006,311.93333333333334,November 07
Senanga,2006,322.5267175572519,November 18
Sesheke,2006,316.4172661870504,November 12
Shang'ombo,2006,325.7835051546392,November 21
Sikongo,2006,328.2826086956522,November 24
Sioma,2006,321.68,November 17
Chibombo,2007,313.0,November 09
Chisamba,2007,312.95238095238096,November 08
Chitambo,2007,317.2535211267606,November 13
Itezhi-tezhi,2007,315.010101010101,November 11
Kabwe,2007,312.8888888888889,November 08
Kapiri Mposhi,2007,311.86238532110093,November 07
Luano,2007,318.2478632478632,November 14
Mkushi,2007,306.19,November 02
Mumbwa,2007,311.8143459915612,November 07
Ngabwe,2007,312.1875,November 08
Serenje,2007,308.76296296296294,November 04
Chililabombwe,2007,303.0,October 30
Chingola,2007,303.8095238095238,October 30
Kalulushi,2007,304.0833333333333,October 31
Kitwe,2007,302.2,October 29
Luanshya,2007,302.0,October 29
Lufwanyama,2007,305.29457364341084,November 01
Masaiti,2007,303.34090909090907,October 30
Mpongwe,2007,308.79464285714283,November 04
Mufulira,2007,302.0,October 29
Ndola,2007,302.0,October 29
Chadiza,2007,337.25,December 03
Chasefu,2007,336.1923076923077,December 02
Chipangali,2007,337.7096774193548,December 03
Chipata,2007,336.25,December 02
Kasenengwa,2007,337.95454545454544,December 03
Katete,2007,337.3333333333333,December 03
Lumezi,2007,338.38524590163934,December 04
Lundazi,2007,337.4117647058824,December 03
Mambwe,2007,338.7323943661972,December 04
Nyimba,2007,326.3543307086614,November 22
Petauke,2007,336.53409090909093,December 02
Sinda,2007,336.7878787878788,December 02
Vubwi,2007,336.8181818181818,December 02
Chembe,2007,301.0833333333333,October 28
Chiengi,2007,296.7173913043478,October 23
Chifunabuli,2007,300.1081081081081,October 27
Chipili,2007,299.0943396226415,October 26
Kawambwa,2007,296.6808510638298,October 23
Lunga,2007,302.09302325581393,October 29
Mansa,2007,300.4782608695652,October 27
Milengi,2007,301.52,October 28
Mwansabombwe,2007,298.0,October 25
Mwense,2007,299.1923076923077,October 26
Nchelenge,2007,292.46938775510205,October 19
Samfya,2007,302.025,October 29
Chilanga,2007,313.3529411764706,November 09
Chirundu,2007,317.27272727272725,November 13
Chongwe,2007,313.0,November 09
Kafue,2007,317.2456140350877,November 13
Luangwa,2007,338.0833333333333,December 04
Lusaka,2007,313.0,November 09
Rufunsa,2007,331.9217391304348,November 27
Shibuyunji,2007,313.5,November 09
Chama,2007,331.5518867924528,November 27
Chinsali,2007,325.6666666666667,November 21
Isoka,2007,340.30645161290323,December 06
Kanchibiya,2007,306.80582524271847,November 02
Lavushimanda,2007,319.34104046242777,November 15
Mafinga,2007,337.0851063829787,December 03
Mpika,2007,320.873786407767,November 16
Nakonde,2007,342.01960784313724,December 08
Shiwamg'andu,2007,300.7522935779817,October 27
Chavuma,2007,300.7407407407408,October 27
Ikelenge,2007,275.0833333333333,October 02
Kabompo,2007,302.3411764705882,October 29
Kalumbila,2007,300.38853503184714,October 27
Kasempa,2007,304.3698113207547,October 31
Manyinga,2007,301.23655913978496,October 28
Mufumbwe,2007,303.1434977578475,October 30
Mushindano,2007,301.63157894736844,October 28
Mwinilunga,2007,280.6425339366516,October 07
Solwezi,2007,302.0,October 29
Zambezi,2007,301.3905325443787,October 28
Chilubi,2007,300.80645161290323,October 27
Kaputa,2007,296.7258064516129,October 23
Kasama,2007,299.015625,October 26
Lunte District,2007,297.2315789473684,October 24
Lupososhi,2007,299.4130434782609,October 26
Luwingu,2007,299.2280701754386,October 26
Mbala,2007,297.55263157894734,October 24
Mporokoso,2007,296.2978723404256,October 23
Mpulungu,2007,297.1869918699187,October 24
Mungwi,2007,305.7391304347826,November 01
Nsama,2007,296.7912087912088,October 23
Senga Hill,2007,304.01724137931035,October 31
Chikankanta,2007,314.69444444444446,November 10
Choma,2007,315.6610169491525,November 11
Gwembe,2007,315.0416666666667,November 11
Kalomo,2007,320.65,November 16
Kazungula,2007,327.16517857142856,November 23
Livingstone,2007,329.0,November 25
Mazabuka,2007,314.9347826086956,November 10
Monze,2007,315.5,November 11
Namwala,2007,315.4848484848485,November 11
Pemba,2007,315.0,November 11
Siavonga,2007,314.39130434782606,November 10
Sinazongwe,2007,317.91803278688525,November 13
Zimba,2007,326.1641791044776,November 22
Kalabo,2007,302.1949152542373,October 29
Kaoma,2007,303.4727272727273,October 30
Limulunga,2007,303.3181818181818,October 30
Luampa,2007,304.85714285714283,October 31
Lukulu,2007,302.9230769230769,October 29
Mitete,2007,301.9736842105263,October 28
Mongu,2007,303.5733333333333,October 30
Mulobezi,2007,311.4266666666667,November 07
Mwandi,2007,324.8831168831169,November 20
Nalolo,2007,303.135593220339,October 30
Nkeyema,2007,304.0,October 31
Senanga,2007,303.3206106870229,October 30
Sesheke,2007,315.43884892086334,November 11
Shang'ombo,2007,317.64948453608247,November 13
Sikongo,2007,303.2608695652174,October 30
Sioma,2007,312.09,November 08
Chibombo,2008,320.09090909090907,November 16
Chisamba,2008,322.3174603174603,November 18
Chitambo,2008,322.0845070422535,November 18
Itezhi-tezhi,2008,319.2575757575757,November 15
Kabwe,2008,320.3333333333333,November 16
Kapiri Mposhi,2008,319.13761467889907,November 15
Luano,2008,323.0940170940171,November 19
Mkushi,2008,318.85,November 14
Mumbwa,2008,318.50632911392404,November 14
Ngabwe,2008,317.3125,November 13
Serenje,2008,319.9185185185185,November 15
Chililabombwe,2008,314.8125,November 10
Chingola,2008,315.4761904761905,November 11
Kalulushi,2008,315.6666666666667,November 11
Kitwe,2008,315.0,November 11
Luanshya,2008,315.22222222222223,November 11
Lufwanyama,2008,315.5891472868217,November 11
Masaiti,2008,316.3181818181818,November 12
Mpongwe,2008,316.25,November 12
Mufulira,2008,315.0,November 11
Ndola,2008,315.15384615384613,November 11
Chadiza,2008,323.875,November 19
Chasefu,2008,330.96153846153845,November 26
Chipangali,2008,329.93548387096774,November 25
Chipata,2008,329.2,November 25
Kasenengwa,2008,329.5,November 25
Katete,2008,323.1666666666667,November 19
Lumezi,2008,331.7704918032787,November 27
Lundazi,2008,331.1764705882353,November 27
Mambwe,2008,328.6901408450704,November 24
Nyimba,2008,322.5748031496063,November 18
Petauke,2008,322.375,November 18
Sinda,2008,322.1212121212121,November 18
Vubwi,2008,325.45454545454544,November 21
Chembe,2008,314.875,November 10
Chiengi,2008,292.8695652173913,October 19
Chifunabuli,2008,315.02702702702703,November 11
Chipili,2008,297.0566037735849,October 24
Kawambwa,2008,295.2872340425532,October 22
Lunga,2008,317.0,November 13
Mansa,2008,310.44565217391306,November 06
Milengi,2008,315.81333333333333,November 11
Mwansabombwe,2008,295.3125,October 22
Mwense,2008,296.0,October 23
Nchelenge,2008,295.0,October 22
Samfya,2008,316.8,November 12
Chilanga,2008,323.3529411764706,November 19
Chirundu,2008,323.95454545454544,November 19
Chongwe,2008,324.57142857142856,November 20
Kafue,2008,326.87719298245617,November 22
Luangwa,2008,334.1875,November 30
Lusaka,2008,323.0,November 19
Rufunsa,2008,329.7304347826087,November 25
Shibuyunji,2008,322.8,November 18
Chama,2008,330.57547169811323,November 26
Chinsali,2008,321.06410256410254,November 17
Isoka,2008,330.6935483870968,November 26
Kanchibiya,2008,321.9805825242718,November 17
Lavushimanda,2008,326.0115606936416,November 22
Mafinga,2008,330.3191489361702,November 26
Mpika,2008,330.13592233009706,November 26
Nakonde,2008,321.921568627451,November 17
Shiwamg'andu,2008,323.27522935779814,November 19
Chavuma,2008,297.0,October 24
Ikelenge,2008,310.2083333333333,November 06
Kabompo,2008,311.52941176470586,November 07
Kalumbila,2008,308.0191082802548,November 04
Kasempa,2008,315.3962264150944,November 11
Manyinga,2008,304.9139784946237,October 31
Mufumbwe,2008,315.1793721973094,November 11
Mushindano,2008,314.2631578947368,November 10
Mwinilunga,2008,300.289592760181,October 27
Solwezi,2008,314.46938775510205,November 10
Zambezi,2008,303.603550295858,October 30
Chilubi,2008,316.1774193548387,November 12
Kaputa,2008,295.43548387096774,October 22
Kasama,2008,315.9921875,November 11
Lunte District,2008,305.14736842105265,November 01
Lupososhi,2008,308.9782608695652,November 04
Luwingu,2008,312.87719298245617,November 08
Mbala,2008,315.07894736842104,November 11
Mporokoso,2008,295.0,October 22
Mpulungu,2008,308.4552845528455,November 04
Mungwi,2008,317.0695652173913,November 13
Nsama,2008,297.38461538461536,October 24
Senga Hill,2008,316.58620689655174,November 12
Chikankanta,2008,323.69444444444446,November 19
Choma,2008,319.7457627118644,November 15
Gwembe,2008,322.4375,November 18
Kalomo,2008,318.63,November 14
Kazungula,2008,318.16517857142856,November 14
Livingstone,2008,318.0,November 14
Mazabuka,2008,322.69565217391306,November 18
Monze,2008,321.51666666666665,November 17
Namwala,2008,320.6060606060606,November 16
Pemba,2008,320.68,November 16
Siavonga,2008,323.2608695652174,November 19
Sinazongwe,2008,320.37704918032784,November 16
Zimba,2008,318.8955223880597,November 14
Kalabo,2008,314.0508474576271,November 10
Kaoma,2008,314.5090909090909,November 10
Limulunga,2008,314.0,November 10
Luampa,2008,316.23015873015873,November 12
Lukulu,2008,314.017094017094,November 10
Mitete,2008,310.7236842105263,November 06
Mongu,2008,314.28,November 10
Mulobezi,2008,317.05333333333334,November 13
Mwandi,2008,317.53246753246754,November 13
Nalolo,2008,314.9491525423729,November 10
Nkeyema,2008,316.1111111111111,November 12
Senanga,2008,315.59541984732823,November 11
Sesheke,2008,316.6906474820144,November 12
Shang'ombo,2008,315.12371134020617,November 11
Sikongo,2008,314.35869565217394,November 10
Sioma,2008,315.28,November 11
Chibombo,2009,313.77272727272725,November 09
Chisamba,2009,313.85714285714283,November 09
Chitambo,2009,315.943661971831,November 11
Itezhi-tezhi,2009,313.8838383838384,November 09
Kabwe,2009,312.3888888888889,November 08
Kapiri Mposhi,2009,309.2844036697248,November 05
Luano,2009,315.3247863247863,November 11
Mkushi,2009,313.73,November 09
Mumbwa,2009,313.75949367088606,November 09
Ngabwe,2009,313.2,November 09
Serenje,2009,316.037037037037,November 12
Chililabombwe,2009,298.75,October 25
Chingola,2009,298.7142857142857,October 25
Kalulushi,2009,298.0,October 25
Kitwe,2009,297.46666666666664,October 24
Luanshya,2009,297.77777777777777,October 24
Lufwanyama,2009,298.0,October 25
Masaiti,2009,298.1136363636364,October 25
Mpongwe,2009,308.91964285714283,November 04
Mufulira,2009,298.0,October 25
Ndola,2009,298.0,October 25
Chadiza,2009,319.125,November 15
Chasefu,2009,314.11538461538464,November 10
Chipangali,2009,316.06451612903226,November 12
Chipata,2009,317.0,November 13
Kasenengwa,2009,316.95454545454544,November 12
Katete,2009,318.3666666666667,November 14
Lumezi,2009,316.89344262295083,November 12
Lundazi,2009,317.0,November 13
Mambwe,2009,316.8169014084507,November 12
Nyimba,2009,317.748031496063,November 13
Petauke,2009,318.5113636363636,November 14
Sinda,2009,318.93939393939394,November 14
Vubwi,2009,319.45454545454544,November 15
Chembe,2009,305.1666666666667,November 01
Chiengi,2009,308.8478260869565,November 04
Chifunabuli,2009,310.64864864864865,November 06
Chipili,2009,306.1320754716981,November 02
Kawambwa,2009,305.4255319148936,November 01
Lunga,2009,310.0232558139535,November 06
Mansa,2009,306.6847826086956,November 02
Milengi,2009,301.16,October 28
Mwansabombwe,2009,306.5625,November 02
Mwense,2009,306.4230769230769,November 02
Nchelenge,2009,306.9183673469388,November 02
Samfya,2009,303.2,October 30
Chilanga,2009,314.3529411764706,November 10
Chirundu,2009,317.77272727272725,November 13
Chongwe,2009,315.57142857142856,November 11
Kafue,2009,315.9649122807017,November 11
Luangwa,2009,319.1666666666667,November 15
Lusaka,2009,314.0,November 10
Rufunsa,2009,317.495652173913,November 13
Shibuyunji,2009,314.0,November 10
Chama,2009,316.5660377358491,November 12
Chinsali,2009,313.2307692307692,November 09
Isoka,2009,313.5967741935484,November 09
Kanchibiya,2009,313.252427184466,November 09
Lavushimanda,2009,315.5433526011561,November 11
Mafinga,2009,320.0851063829787,November 16
Mpika,2009,315.8883495145631,November 11
Nakonde,2009,312.5686274509804,November 08
Shiwamg'andu,2009,311.6146788990825,November 07
Chavuma,2009,309.01851851851853,November 05
Ikelenge,2009,282.25,October 09
Kabompo,2009,308.78823529411767,November 04
Kalumbila,2009,302.4458598726115,October 29
Kasempa,2009,308.6716981132075,November 04
Manyinga,2009,306.81720430107526,November 02
Mufumbwe,2009,308.19282511210764,November 04
Mushindano,2009,302.64912280701753,October 29
Mwinilunga,2009,287.43891402714934,October 14
Solwezi,2009,301.68027210884355,October 28
Zambezi,2009,309.27810650887574,November 05
Chilubi,2009,311.5,November 07
Kaputa,2009,308.1290322580645,November 04
Kasama,2009,311.21875,November 07
Lunte District,2009,307.2526315789474,November 03
Lupososhi,2009,307.0652173913044,November 03
Luwingu,2009,308.859649122807,November 04
Mbala,2009,311.7105263157895,November 07
Mporokoso,2009,305.2340425531915,November 01
Mpulungu,2009,309.7560975609756,November 05
Mungwi,2009,311.9217391304348,November 07
Nsama,2009,308.2087912087912,November 04
Senga Hill,2009,310.6551724137931,November 06
Chikankanta,2009,315.52777777777777,November 11
Choma,2009,314.7457627118644,November 10
Gwembe,2009,315.4791666666667,November 11
Kalomo,2009,313.57,November 09
Kazungula,2009,310.9732142857143,November 06
Livingstone,2009,310.0,November 06
Mazabuka,2009,314.0652173913044,November 10
Monze,2009,313.8,November 09
Namwala,2009,313.7121212121212,November 09
Pemba,2009,314.28,November 10
Siavonga,2009,316.8260869565217,November 12
Sinazongwe,2009,316.9836065573771,November 12
Zimba,2009,311.8805970149254,November 07
Kalabo,2009,310.9491525423729,November 06
Kaoma,2009,311.3181818181818,November 07
Limulunga,2009,310.22727272727275,November 06
Luampa,2009,312.8492063492063,November 08
Lukulu,2009,309.4957264957265,November 05
Mitete,2009,310.0,November 06
Mongu,2009,310.8933333333333,November 06
Mulobezi,2009,312.00666666666666,November 08
Mwandi,2009,298.94805194805195,October 25
Nalolo,2009,312.8135593220339,November 08
Nkeyema,2009,312.9555555555556,November 08
Senanga,2009,312.206106870229,November 08
Sesheke,2009,295.7841726618705,October 22
Shang'ombo,2009,319.70103092783506,November 15
Sikongo,2009,315.2173913043478,November 11
Sioma,2009,315.91,November 11
Chibombo,2010,324.2,November 20
Chisamba,2010,327.7936507936508,November 23
Chitambo,2010,327.26056338028167,November 23
Itezhi-tezhi,2010,316.3181818181818,November 12
Kabwe,2010,326.8888888888889,November 22
Kapiri Mposhi,2010,326.5688073394496,November 22
Luano,2010,327.4188034188034,November 23
Mkushi,2010,327.0,November 23
Mumbwa,2010,316.9957805907173,November 12
Ngabwe,2010,319.55,November 15
Serenje,2010,327.0,November 23
Chililabombwe,2010,316.25,November 12
Chingola,2010,316.0,November 12
Kalulushi,2010,316.0,November 12
Kitwe,2010,316.0,November 12
Luanshya,2010,316.77777777777777,November 12
Lufwanyama,2010,316.0,November 12
Masaiti,2010,324.84090909090907,November 20
Mpongwe,2010,317.1607142857143,November 13
Mufulira,2010,316.25,November 12
Ndola,2010,320.46153846153845,November 16
Chadiza,2010,327.4375,November 23
Chasefu,2010,329.7307692307692,November 25
Chipangali,2010,328.7096774193548,November 24
Chipata,2010,327.85,November 23
Kasenengwa,2010,327.09090909090907,November 23
Katete,2010,327.0,November 23
Lumezi,2010,329.0,November 25
Lundazi,2010,329.0,November 25
Mambwe,2010,327.7887323943662,November 23
Nyimba,2010,327.3622047244094,November 23
Petauke,2010,327.1363636363636,November 23
Sinda,2010,327.0,November 23
Vubwi,2010,328.09090909090907,November 24
Chembe,2010,316.0,November 12
Chiengi,2010,289.0,October 16
Chifunabuli,2010,316.4864864864865,November 12
Chipili,2010,312.6981132075472,November 08
Kawambwa,2010,299.3617021276596,October 26
Lunga,2010,321.0232558139535,November 17
Mansa,2010,316.0869565217391,November 12
Milengi,2010,316.97333333333336,November 12
Mwansabombwe,2010,292.625,October 19
Mwense,2010,311.4230769230769,November 07
Nchelenge,2010,289.0,October 16
Samfya,2010,319.8,November 15
Chilanga,2010,327.7647058823529,November 23
Chirundu,2010,328.0,November 24
Chongwe,2010,328.0,November 24
Kafue,2010,328.0,November 24
Luangwa,2010,328.0,November 24
Lusaka,2010,328.0,November 24
Rufunsa,2010,328.0,November 24
Shibuyunji,2010,327.05,November 23
Chama,2010,330.3490566037736,November 26
Chinsali,2010,329.05128205128204,November 25
Isoka,2010,330.1774193548387,November 26
Kanchibiya,2010,328.6893203883496,November 24
Lavushimanda,2010,327.71098265895955,November 23
Mafinga,2010,332.7872340425532,November 28
Mpika,2010,329.0,November 25
Nakonde,2010,328.72549019607845,November 24
Shiwamg'andu,2010,329.0,November 25
Chavuma,2010,300.1296296296296,October 27
Ikelenge,2010,290.375,October 17
Kabompo,2010,303.5882352941176,October 30
Kalumbila,2010,303.62420382165607,October 30
Kasempa,2010,313.811320754717,November 09
Manyinga,2010,301.6559139784946,October 28
Mufumbwe,2010,312.2062780269058,November 08
Mushindano,2010,315.5263157894737,November 11
Mwinilunga,2010,295.9547511312217,October 22
Solwezi,2010,311.2448979591837,November 07
Zambezi,2010,301.0,October 28
Chilubi,2010,320.30645161290323,November 16
Kaputa,2010,292.1290322580645,October 19
Kasama,2010,326.4140625,November 22
Lunte District,2010,312.05263157894734,November 08
Lupososhi,2010,314.95652173913044,November 10
Luwingu,2010,319.43859649122805,November 15
Mbala,2010,322.89473684210526,November 18
Mporokoso,2010,299.70212765957444,October 26
Mpulungu,2010,315.9105691056911,November 11
Mungwi,2010,328.09565217391304,November 24
Nsama,2010,302.3296703296703,October 29
Senga Hill,2010,326.3965517241379,November 22
Chikankanta,2010,328.0,November 24
Choma,2010,321.96610169491527,November 17
Gwembe,2010,328.8958333333333,November 24
Kalomo,2010,316.0,November 12
Kazungula,2010,316.4553571428572,November 12
Livingstone,2010,317.22222222222223,November 13
Mazabuka,2010,327.7608695652174,November 23
Monze,2010,327.8,November 23
Namwala,2010,318.59090909090907,November 14
Pemba,2010,328.72,November 24
Siavonga,2010,328.1304347826087,November 24
Sinazongwe,2010,330.11475409836066,November 26
Zimba,2010,323.2686567164179,November 19
Kalabo,2010,316.6186440677966,November 12
Kaoma,2010,313.4,November 09
Limulunga,2010,315.34090909090907,November 11
Luampa,2010,314.8015873015873,November 10
Lukulu,2010,311.991452991453,November 07
Mitete,2010,311.25,November 07
Mongu,2010,315.76,November 11
Mulobezi,2010,316.20666666666665,November 12
Mwandi,2010,280.2857142857143,October 07
Nalolo,2010,317.5762711864407,November 13
Nkeyema,2010,314.44444444444446,November 10
Senanga,2010,316.25954198473283,November 12
Sesheke,2010,313.0935251798561,November 09
Shang'ombo,2010,320.64948453608247,November 16
Sikongo,2010,317.3260869565217,November 13
Sioma,2010,320.25,November 16
Chibombo,2011,340.53636363636366,December 06
Chisamba,2011,343.984126984127,December 09
Chitambo,2011,350.86619718309856,December 16
Itezhi-tezhi,2011,338.95454545454544,December 04
Kabwe,2011,339.3888888888889,December 05
Kapiri Mposhi,2011,341.8807339449541,December 07
Luano,2011,348.7521367521368,December 14
Mkushi,2011,350.0,December 16
Mumbwa,2011,338.8523206751055,December 04
Ngabwe,2011,338.2,December 04
Serenje,2011,350.97777777777776,December 16
Chililabombwe,2011,337.5625,December 03
Chingola,2011,336.7142857142857,December 02
Kalulushi,2011,337.6666666666667,December 03
Kitwe,2011,339.1333333333333,December 05
Luanshya,2011,338.77777777777777,December 04
Lufwanyama,2011,337.1860465116279,December 03
Masaiti,2011,347.09090909090907,December 13
Mpongwe,2011,338.3303571428572,December 04
Mufulira,2011,339.25,December 05
Ndola,2011,347.0,December 13
Chadiza,2011,351.4375,December 17
Chasefu,2011,351.0,December 17
Chipangali,2011,351.7096774193548,December 17
Chipata,2011,351.6,December 17
Kasenengwa,2011,351.22727272727275,December 17
Katete,2011,351.03333333333336,December 17
Lumezi,2011,351.0983606557377,December 17
Lundazi,2011,351.05882352941177,December 17
Mambwe,2011,351.76056338028167,December 17
Nyimba,2011,350.5984251968504,December 16
Petauke,2011,351.03409090909093,December 17
Sinda,2011,351.0,December 17
Vubwi,2011,352.0,December 18
Chembe,2011,341.8333333333333,December 07
Chiengi,2011,300.0652173913044,October 27
Chifunabuli,2011,343.9189189189189,December 09
Chipili,2011,338.0188679245283,December 04
Kawambwa,2011,336.21276595744683,December 02
Lunga,2011,348.2558139534884,December 14
Mansa,2011,342.05434782608694,December 08
Milengi,2011,344.68,December 10
Mwansabombwe,2011,335.0,December 01
Mwense,2011,337.34615384615387,December 03
Nchelenge,2011,331.9795918367347,November 27
Samfya,2011,347.4,December 13
Chilanga,2011,347.11764705882354,December 13
Chirundu,2011,349.54545454545456,December 15
Chongwe,2011,349.0,December 15
Kafue,2011,348.56140350877195,December 14
Luangwa,2011,350.0833333333333,December 16
Lusaka,2011,349.0,December 15
Rufunsa,2011,348.7652173913044,December 14
Shibuyunji,2011,341.1,December 07
Chama,2011,350.72169811320754,December 16
Chinsali,2011,350.0,December 16
Isoka,2011,350.0,December 16
Kanchibiya,2011,350.378640776699,December 16
Lavushimanda,2011,350.7225433526012,December 16
Mafinga,2011,350.06382978723406,December 16
Mpika,2011,351.0,December 17
Nakonde,2011,349.45098039215685,December 15
Shiwamg'andu,2011,350.5045871559633,December 16
Chavuma,2011,275.0,October 02
Ikelenge,2011,275.0,October 02
Kabompo,2011,276.0,October 03
Kalumbila,2011,287.8789808917197,October 14
Kasempa,2011,337.5132075471698,December 03
Manyinga,2011,276.9462365591398,October 03
Mufumbwe,2011,328.2376681614349,November 24
Mushindano,2011,335.2280701754386,December 01
Mwinilunga,2011,275.1131221719457,October 02
Solwezi,2011,331.4761904761905,November 27
Zambezi,2011,279.0887573964497,October 06
Chilubi,2011,346.258064516129,December 12
Kaputa,2011,331.0483870967742,November 27
Kasama,2011,346.8515625,December 12
Lunte District,2011,339.7578947368421,December 05
Lupososhi,2011,340.17391304347825,December 06
Luwingu,2011,342.50877192982455,December 08
Mbala,2011,342.8157894736842,December 08
Mporokoso,2011,337.0425531914894,December 03
Mpulungu,2011,339.4227642276423,December 05
Mungwi,2011,348.9826086956522,December 14
Nsama,2011,336.7472527472528,December 02
Senga Hill,2011,347.12068965517244,December 13
Chikankanta,2011,348.5,December 14
Choma,2011,340.76271186440675,December 06
Gwembe,2011,348.75,December 14
Kalomo,2011,340.26,December 06
Kazungula,2011,283.1607142857143,October 10
Livingstone,2011,65.22222222222223,March 06
Mazabuka,2011,342.4347826086956,December 08
Monze,2011,341.6,December 07
Namwala,2011,339.1818181818182,December 05
Pemba,2011,342.64,December 08
Siavonga,2011,349.1304347826087,December 15
Sinazongwe,2011,321.6393442622951,November 17
Zimba,2011,282.3134328358209,October 09
Kalabo,2011,329.364406779661,November 25
Kaoma,2011,332.4818181818182,November 28
Limulunga,2011,331.9318181818182,November 27
Luampa,2011,337.6825396825397,December 03
Lukulu,2011,320.3247863247863,November 16
Mitete,2011,310.9342105263158,November 06
Mongu,2011,336.62666666666667,December 02
Mulobezi,2011,338.3533333333333,December 04
Mwandi,2011,319.61038961038963,November 15
Nalolo,2011,336.864406779661,December 02
Nkeyema,2011,337.9111111111111,December 03
Senanga,2011,337.9618320610687,December 03
Sesheke,2011,332.48201438848923,November 28
Shang'ombo,2011,337.1958762886598,December 03
Sikongo,2011,335.3152173913044,December 01
Sioma,2011,338.15,December 04
Chibombo,2012,308.2090909090909,November 04
