district,year,mean_start_day
Mwinilunga,2000,307.6244343891403
Solwezi,2000,308.687074829932
Zambezi,2000,301.2189349112426
Chilubi,2000,307.16129032258067
Kaputa,2000,306.9032258064516
Kasama,2000,306.9765625
Lunte District,2000,306.2421052631579
Lupososhi,2000,308.1304347826087
Luwingu,2000,306.7543859649123
Mbala,2000,308.39473684210526
Mporokoso,2000,306.531914893617
Mpulungu,2000,307.1707317073171
Mungwi,2000,307.89565217391305
Nsama,2000,306.6373626373626
Senga Hill,2000,307.9655172413793
Chikankanta,2000,315.1388888888889
Choma,2000,316.49152542372883
Gwembe,2000,322.6458333333333
Kalomo,2000,317.43
Kazungula,2000,331.17857142857144
Livingstone,2000,333.8888888888889
Mazabuka,2000,312.39130434782606
Monze,2000,314.35
Namwala,2000,311.25757575757575
Pemba,2000,320.36
Siavonga,2000,321.0869565217391
Sinazongwe,2000,316.327868852459
Zimba,2000,309.5074626865672
Kalabo,2000,326.5169491525424
Kaoma,2000,310.95454545454544
Limulunga,2000,313.65909090909093
Luampa,2000,312.6746031746032
Lukulu,2000,309.22222222222223
Mitete,2000,315.9868421052632
Mongu,2000,314.76
Mulobezi,2000,327.8
Mwandi,2000,334.16883116883116
Nalolo,2000,316.0508474576271
Nkeyema,2000,311.1111111111111
Senanga,2000,317.7022900763359
Sesheke,2000,334.8776978417266
Shang'ombo,2000,316.7525773195876
Sikongo,2000,322.17391304347825
Sioma,2000,325.57
Chibombo,2001,320.4818181818182
Chisamba,2001,321.73015873015873
Chitambo,2001,332.50704225352115
Itezhi-tezhi,2001,313.72727272727275
Kabwe,2001,321.1666666666667
Kapiri Mposhi,2001,320.26605504587155
Luano,2001,323.12820512820514
Mkushi,2001,326.02
Mumbwa,2001,314.7299578059072
Ngabwe,2001,309.125
Serenje,2001,335.5407407407407
Chililabombwe,2001,299.0625
Chingola,2001,299.23809523809524
Kalulushi,2001,299.0
Kitwe,2001,299.46666666666664
Luanshya,2001,299.8888888888889
Lufwanyama,2001,299.70542635658916
Masaiti,2001,307.1818181818182
Mpongwe,2001,303.60714285714283
Mufulira,2001,299.125
Ndola,2001,300.0
Chadiza,2001,327.9375
Chasefu,2001,340.0
Chipangali,2001,340.2258064516129
Chipata,2001,339.2
Kasenengwa,2001,331.3636363636364
Katete,2001,324.4
Lumezi,2001,339.89344262295083
Lundazi,2001,340.2352941176471
Mambwe,2001,330.4225352112676
Nyimba,2001,323.7165354330709
Petauke,2001,322.8068181818182
Sinda,2001,322.4848484848485
Vubwi,2001,332.6363636363636
Chembe,2001,304.8333333333333
Chiengi,2001,298.0652173913044
Chifunabuli,2001,308.3783783783784
Chipili,2001,305.3207547169811
Kawambwa,2001,299.21276595744683
Lunga,2001,308.7906976744186
Mansa,2001,308.3804347826087
Milengi,2001,308.4
Mwansabombwe,2001,299.4375
Mwense,2001,306.0
Nchelenge,2001,298.81632653061223
Samfya,2001,310.25
Chilanga,2001,322.0
Chirundu,2001,322.0
Chongwe,2001,322.0
Kafue,2001,322.0
Luangwa,2001,322.9583333333333
Lusaka,2001,322.0
Rufunsa,2001,322.55652173913046
Shibuyunji,2001,322.0
Chama,2001,338.50943396226415
Chinsali,2001,319.2564102564103
Isoka,2001,339.4193548387097
Kanchibiya,2001,309.05825242718447
Lavushimanda,2001,322.6820809248555
Mafinga,2001,339.1276595744681
Mpika,2001,322.4757281553398
Nakonde,2001,330.84313725490193
Shiwamg'andu,2001,307.9816513761468
Chavuma,2001,295.85185185185185
Ikelenge,2001,292.3333333333333
Kabompo,2001,323.2
Kalumbila,2001,299.5796178343949
Kasempa,2001,304.4075471698113
Manyinga,2001,312.0967741935484
Mufumbwe,2001,310.5695067264574
Mushindano,2001,300.17543859649123
Mwinilunga,2001,295.2760180995475
Solwezi,2001,302.0204081632653
Zambezi,2001,297.6686390532544
Chilubi,2001,306.98387096774195
Kaputa,2001,298.16129032258067
Kasama,2001,305.296875
Lunte District,2001,300.4315789473684
Lupososhi,2001,306.2608695652174
Luwingu,2001,304.5263157894737
Mbala,2001,302.86842105263156
Mporokoso,2001,298.5744680851064
Mpulungu,2001,301.2926829268293
Mungwi,2001,306.2
Nsama,2001,298.967032967033
Senga Hill,2001,305.4655172413793
Chikankanta,2001,322.0
Choma,2001,321.1525423728813
Gwembe,2001,322.125
Kalomo,2001,319.95
Kazungula,2001,242.14732142857142
Livingstone,2001,34.888888888888886
Mazabuka,2001,321.89130434782606
Monze,2001,321.4
Namwala,2001,321.4848484848485
Pemba,2001,321.96
Siavonga,2001,322.0
Sinazongwe,2001,321.9344262295082
Zimba,2001,302.8358208955224
Kalabo,2001,300.728813559322
Kaoma,2001,300.3909090909091
Limulunga,2001,301.6818181818182
Luampa,2001,300.62698412698415
Lukulu,2001,304.56410256410254
Mitete,2001,298.86842105263156
Mongu,2001,303.1066666666667
Mulobezi,2001,304.12
Mwandi,2001,303.57142857142856
Nalolo,2001,304.7457627118644
Nkeyema,2001,300.0
Senanga,2001,304.206106870229
Sesheke,2001,305.57553956834533
Shang'ombo,2001,304.17525773195877
Sikongo,2001,301.07608695652175
Sioma,2001,304.82
Chibombo,2002,345.1545454545454
Chisamba,2002,345.14285714285717
Chitambo,2002,340.9718309859155
Itezhi-tezhi,2002,345.8888888888889
Kabwe,2002,332.05555555555554
Kapiri Mposhi,2002,313.6697247706422
Luano,2002,341.21367521367523
Mkushi,2002,341.77
Mumbwa,2002,335.69620253164555
Ngabwe,2002,304.3875
Serenje,2002,343.6222222222222
Chililabombwe,2002,307.5
Chingola,2002,306.0
Kalulushi,2002,307.0
Kitwe,2002,306.4
Luanshya,2002,306.44444444444446
Lufwanyama,2002,304.91472868217056
Masaiti,2002,327.15909090909093
Mpongwe,2002,304.5357142857143
Mufulira,2002,307.0
Ndola,2002,320.9230769230769
Chadiza,2002,316.625
Chasefu,2002,346.0
Chipangali,2002,341.1290322580645
Chipata,2002,320.6
Kasenengwa,2002,323.0
Katete,2002,321.6333333333333
Lumezi,2002,346.92622950819674
Lundazi,2002,347.7647058823529
Mambwe,2002,338.63380281690144
Nyimba,2002,343.5196850393701
Petauke,2002,337.52272727272725
Sinda,2002,329.54545454545456
Vubwi,2002,321.27272727272725
Chembe,2002,310.6666666666667
Chiengi,2002,309.8695652173913
Chifunabuli,2002,311.5135135135135
Chipili,2002,309.77358490566036
Kawambwa,2002,308.9255319148936
Lunga,2002,313.16279069767444
Mansa,2002,311.0108695652174
Milengi,2002,313.25333333333333
Mwansabombwe,2002,308.0
Mwense,2002,308.88461538461536
Nchelenge,2002,308.7755102040816
Samfya,2002,313.4
Chilanga,2002,347.0
Chirundu,2002,347.8636363636364
Chongwe,2002,347.0
Kafue,2002,347.0175438596491
Luangwa,2002,346.5208333333333
Lusaka,2002,347.0
Rufunsa,2002,346.2
Shibuyunji,2002,347.05
Chama,2002,331.35377358490564
Chinsali,2002,313.11538461538464
Isoka,2002,314.241935483871
Kanchibiya,2002,313.5728155339806
Lavushimanda,2002,327.7514450867052
Mafinga,2002,317.8085106382979
Mpika,2002,322.57766990291265
Nakonde,2002,313.37254901960785
Shiwamg'andu,2002,313.0091743119266
Chavuma,2002,303.48148148148147
Ikelenge,2002,282.375
Kabompo,2002,307.32941176470587
Kalumbila,2002,301.94267515923565
Kasempa,2002,302.07924528301885
Manyinga,2002,305.3225806451613
Mufumbwe,2002,304.49775784753365
Mushindano,2002,302.8070175438597
Mwinilunga,2002,300.6108597285068
Solwezi,2002,302.04761904761904
Zambezi,2002,304.8343195266272
Chilubi,2002,312.1290322580645
Kaputa,2002,309.19354838709677
Kasama,2002,312.2734375
Lunte District,2002,309.3157894736842
Lupososhi,2002,310.4130434782609
Luwingu,2002,311.17543859649123
Mbala,2002,311.44736842105266
Mporokoso,2002,308.5744680851064
Mpulungu,2002,309.7886178861789
Mungwi,2002,313.0173913043478
Nsama,2002,308.7692307692308
Senga Hill,2002,312.63793103448273
Chikankanta,2002,347.1666666666667
Choma,2002,346.7118644067797
Gwembe,2002,347.4166666666667
Kalomo,2002,346.05
Kazungula,2002,289.8125
Livingstone,2002,163.44444444444446
Mazabuka,2002,347.5217391304348
Monze,2002,347.01666666666665
Namwala,2002,346.8636363636364
Pemba,2002,347.0
Siavonga,2002,347.95652173913044
Sinazongwe,2002,346.9836065573771
Zimba,2002,346.1641791044776
Kalabo,2002,325.5169491525424
Kaoma,2002,321.7818181818182
Limulunga,2002,310.0681818181818
Luampa,2002,335.6746031746032
Lukulu,2002,311.3931623931624
Mitete,2002,308.60526315789474
Mongu,2002,309.74666666666667
Mulobezi,2002,344.22
Mwandi,2002,323.4805194805195
Nalolo,2002,321.2542372881356
Nkeyema,2002,331.02222222222224
Senanga,2002,327.8396946564886
Sesheke,2002,344.1726618705036
Shang'ombo,2002,333.08247422680415
Sikongo,2002,332.57608695652175
Sioma,2002,338.8
Chibombo,2003,331.1363636363636
Chisamba,2003,331.95238095238096
Chitambo,2003,335.2957746478873
Itezhi-tezhi,2003,330.0959595959596
Kabwe,2003,331.1666666666667
Kapiri Mposhi,2003,331.1834862385321
Luano,2003,334.4957264957265
Mkushi,2003,333.99
Mumbwa,2003,328.71308016877634
Ngabwe,2003,328.7625
Serenje,2003,336.97037037037035
Chililabombwe,2003,327.125
Chingola,2003,323.0
Kalulushi,2003,326.6666666666667
Kitwe,2003,326.93333333333334
Luanshya,2003,328.3333333333333
Lufwanyama,2003,321.31007751937983
Masaiti,2003,329.52272727272725
Mpongwe,2003,326.0
Mufulira,2003,327.0
Ndola,2003,328.15384615384613
Chadiza,2003,337.5625
Chasefu,2003,334.11538461538464
Chipangali,2003,336.83870967741933
Chipata,2003,336.95
Kasenengwa,2003,336.40909090909093
Katete,2003,336.53333333333336
Lumezi,2003,335.1803278688525
Lundazi,2003,334.6470588235294
Mambwe,2003,335.7887323943662
Nyimba,2003,339.20472440944883
Petauke,2003,335.9886363636364
Sinda,2003,336.2121212121212
Vubwi,2003,337.45454545454544
Chembe,2003,327.5833333333333
Chiengi,2003,315.89130434782606
Chifunabuli,2003,329.8918918918919
Chipili,2003,318.8301886792453
Kawambwa,2003,305.82978723404256
Lunga,2003,330.0
Mansa,2003,327.5217391304348
Milengi,2003,328.3333333333333
Mwansabombwe,2003,300.75
Mwense,2003,316.5769230769231
Nchelenge,2003,294.9183673469388
Samfya,2003,329.45
Chilanga,2003,332.2352941176471
Chirundu,2003,334.0
Chongwe,2003,333.0
Kafue,2003,333.719298245614
Luangwa,2003,335.125
Lusaka,2003,332.0
Rufunsa,2003,334.9391304347826
Shibuyunji,2003,331.35
Chama,2003,334.20283018867923
Chinsali,2003,332.9230769230769
Isoka,2003,334.0483870967742
Kanchibiya,2003,332.6601941747573
Lavushimanda,2003,333.8323699421965
Mafinga,2003,334.74468085106383
Mpika,2003,333.5145631067961
Nakonde,2003,333.2549019607843
Shiwamg'andu,2003,332.74311926605503
Chavuma,2003,311.0
Ikelenge,2003,290.3333333333333
Kabompo,2003,301.1058823529412
Kalumbila,2003,295.11464968152865
Kasempa,2003,310.8641509433962
Manyinga,2003,295.3440860215054
Mufumbwe,2003,302.26008968609864
Mushindano,2003,308.3859649122807
Mwinilunga,2003,293.81900452488685
Solwezi,2003,296.51020408163265
Zambezi,2003,311.3786982248521
Chilubi,2003,331.43548387096774
Kaputa,2003,322.66129032258067
Kasama,2003,332.2890625
Lunte District,2003,331.17894736842106
Lupososhi,2003,329.6304347826087
Luwingu,2003,331.4035087719298
Mbala,2003,339.2894736842105
Mporokoso,2003,319.8723404255319
Mpulungu,2003,335.1707317073171
Mungwi,2003,333.1391304347826
Nsama,2003,333.032967032967
Senga Hill,2003,336.6551724137931
Chikankanta,2003,332.8611111111111
Choma,2003,334.93220338983053
Gwembe,2003,332.7916666666667
Kalomo,2003,335.82
Kazungula,2003,285.6205357142857
Livingstone,2003,52.44444444444444
Mazabuka,2003,331.69565217391306
Monze,2003,331.21666666666664
Namwala,2003,331.3787878787879
Pemba,2003,332.4
Siavonga,2003,333.39130434782606
Sinazongwe,2003,193.88524590163934
Zimba,2003,167.16417910447763
Kalabo,2003,312.3220338983051
Kaoma,2003,309.4
Limulunga,2003,314.6363636363636
Luampa,2003,317.031746031746
Lukulu,2003,309.5811965811966
Mitete,2003,311.30263157894734
Mongu,2003,319.32
Mulobezi,2003,325.12
Mwandi,2003,203.46753246753246
Nalolo,2003,321.64406779661016
Nkeyema,2003,315.5111111111111
Senanga,2003,326.80152671755724
Sesheke,2003,291.58992805755395
Shang'ombo,2003,322.50515463917526
Sikongo,2003,313.35869565217394
Sioma,2003,330.55
Chibombo,2004,322.3636363636364
Chisamba,2004,323.73015873015873
Chitambo,2004,326.83098591549293
Itezhi-tezhi,2004,334.76262626262627
Kabwe,2004,319.8888888888889
Kapiri Mposhi,2004,317.9449541284404
Luano,2004,322.79487179487177
Mkushi,2004,319.55
Mumbwa,2004,330.3164556962025
Ngabwe,2004,309.3375
Serenje,2004,323.6222222222222
Chililabombwe,2004,310.6875
Chingola,2004,310.9047619047619
Kalulushi,2004,310.0
Kitwe,2004,307.26666666666665
Luanshya,2004,310.1111111111111
Lufwanyama,2004,312.30232558139534
Masaiti,2004,312.47727272727275
Mpongwe,2004,313.5625
Mufulira,2004,307.625
Ndola,2004,308.7692307692308
Chadiza,2004,312.6875
Chasefu,2004,310.2307692307692
Chipangali,2004,327.741935483871
Chipata,2004,316.65
Kasenengwa,2004,325.1363636363636
Katete,2004,313.76666666666665
Lumezi,2004,332.3688524590164
Lundazi,2004,324.94117647058823
Mambwe,2004,327.88732394366195
Nyimba,2004,309.1496062992126
Petauke,2004,309.82954545454544
Sinda,2004,307.09090909090907
Vubwi,2004,311.8181818181818
Chembe,2004,305.4583333333333
Chiengi,2004,287.2173913043478
Chifunabuli,2004,304.97297297297297
Chipili,2004,303.35849056603774
Kawambwa,2004,299.97872340425533
Lunga,2004,316.2325581395349
Mansa,2004,304.7391304347826
Milengi,2004,310.48
Mwansabombwe,2004,293.875
Mwense,2004,303.4230769230769
Nchelenge,2004,287.48979591836735
Samfya,2004,314.5
Chilanga,2004,328.4117647058824
Chirundu,2004,331.0
Chongwe,2004,328.9642857142857
Kafue,2004,330.0701754385965
Luangwa,2004,331.3333333333333
Lusaka,2004,328.0
Rufunsa,2004,328.3565217391304
Shibuyunji,2004,328.6
Chama,2004,327.75471698113205
Chinsali,2004,330.1666666666667
Isoka,2004,331.0967741935484
Kanchibiya,2004,322.0
Lavushimanda,2004,326.1676300578035
Mafinga,2004,331.1276595744681
Mpika,2004,329.1116504854369
Nakonde,2004,330.37254901960785
Shiwamg'andu,2004,326.3119266055046
Chavuma,2004,303.0925925925926
Ikelenge,2004,287.4583333333333
Kabompo,2004,323.3529411764706
Kalumbila,2004,303.4203821656051
Kasempa,2004,314.52830188679246
Manyinga,2004,314.1720430107527
Mufumbwe,2004,317.390134529148
Mushindano,2004,306.1929824561403
Mwinilunga,2004,289.7873303167421
Solwezi,2004,308.734693877551
Zambezi,2004,306.1065088757396
Chilubi,2004,312.3225806451613
Kaputa,2004,292.1290322580645
Kasama,2004,319.1796875
Lunte District,2004,306.5473684210526
Lupososhi,2004,303.67391304347825
Luwingu,2004,307.87719298245617
Mbala,2004,329.55263157894734
Mporokoso,2004,297.9574468085106
Mpulungu,2004,323.9186991869919
Mungwi,2004,329.4869565217391
Nsama,2004,301.64835164835165
Senga Hill,2004,329.0344827586207
Chikankanta,2004,329.1666666666667
Choma,2004,337.35593220338984
Gwembe,2004,332.6875
Kalomo,2004,339.08
Kazungula,2004,338.4732142857143
Livingstone,2004,341.0
Mazabuka,2004,328.6304347826087
Monze,2004,328.26666666666665
Namwala,2004,334.3939393939394
Pemba,2004,334.16
Siavonga,2004,331.0
Sinazongwe,2004,340.26229508196724
Zimba,2004,340.2238805970149
Kalabo,2004,331.04237288135596
Kaoma,2004,316.6181818181818
Limulunga,2004,318.02272727272725
Luampa,2004,319.2063492063492
Lukulu,2004,317.0
Mitete,2004,307.0921052631579
Mongu,2004,321.72
Mulobezi,2004,329.6
Mwandi,2004,344.4805194805195
Nalolo,2004,357.93220338983053
Nkeyema,2004,316.35555555555555
Senanga,2004,345.62595419847327
Sesheke,2004,356.40287769784175
Shang'ombo,2004,360.77319587628864
Sikongo,2004,350.30434782608694
Sioma,2004,363.1
Chibombo,2005,324.58181818181816
Chisamba,2005,333.95238095238096
Chitambo,2005,335.32394366197184
Itezhi-tezhi,2005,318.1212121212121
Kabwe,2005,333.1666666666667
Kapiri Mposhi,2005,326.8256880733945
Luano,2005,335.0683760683761
Mkushi,2005,334.67
Mumbwa,2005,313.084388185654
Ngabwe,2005,314.2875
Serenje,2005,336.31111111111113
Chililabombwe,2005,312.0
Chingola,2005,312.5238095238095
Kalulushi,2005,313.0
Kitwe,2005,313.0
Luanshya,2005,313.0
Lufwanyama,2005,312.4496124031008
Masaiti,2005,313.45454545454544
Mpongwe,2005,312.61607142857144
Mufulira,2005,312.75
Ndola,2005,313.0
Chadiza,2005,334.0
Chasefu,2005,348.1923076923077
Chipangali,2005,334.0
Chipata,2005,334.0
Kasenengwa,2005,334.0
Katete,2005,334.1333333333333
Lumezi,2005,334.11475409836066
Lundazi,2005,337.11764705882354
Mambwe,2005,335.50704225352115
Nyimba,2005,335.7716535433071
Petauke,2005,335.1136363636364
Sinda,2005,334.75757575757575
Vubwi,2005,334.0
Chembe,2005,312.0
Chiengi,2005,305.80434782608694
Chifunabuli,2005,332.27027027027026
Chipili,2005,326.8490566037736
Kawambwa,2005,300.67021276595744
Lunga,2005,314.95348837209303
Mansa,2005,313.42391304347825
Milengi,2005,318.93333333333334
Mwansabombwe,2005,296.3125
Mwense,2005,309.61538461538464
Nchelenge,2005,294.0408163265306
Samfya,2005,322.45
Chilanga,2005,333.94117647058823
Chirundu,2005,333.77272727272725
Chongwe,2005,334.0
Kafue,2005,334.05263157894734
Luangwa,2005,335.125
Lusaka,2005,334.0
Rufunsa,2005,334.5130434782609
Shibuyunji,2005,330.2
Chama,2005,346.4339622641509
Chinsali,2005,350.0769230769231
Isoka,2005,352.6774193548387
Kanchibiya,2005,313.20388349514565
Lavushimanda,2005,333.1676300578035
Mafinga,2005,353.27659574468083
Mpika,2005,321.47087378640776
Nakonde,2005,340.6666666666667
Shiwamg'andu,2005,318.3211009174312
Chavuma,2005,302.22222222222223
Ikelenge,2005,300.125
Kabompo,2005,309.8235294117647
Kalumbila,2005,311.09554140127386
Kasempa,2005,312.188679245283
Manyinga,2005,310.5376344086022
Mufumbwe,2005,311.86995515695065
Mushindano,2005,311.64912280701753
Mwinilunga,2005,304.34841628959276
Solwezi,2005,311.7074829931973
Zambezi,2005,306.56804733727813
Chilubi,2005,325.8709677419355
Kaputa,2005,301.3709677419355
Kasama,2005,336.21875
Lunte District,2005,312.81052631578945
Lupososhi,2005,330.60869565217394
Luwingu,2005,329.2631578947368
Mbala,2005,311.07894736842104
Mporokoso,2005,300.531914893617
Mpulungu,2005,309.520325203252
Mungwi,2005,346.5826086956522
Nsama,2005,303.7032967032967
Senga Hill,2005,328.2931034482759
Chikankanta,2005,333.5833333333333
Choma,2005,332.52542372881356
Gwembe,2005,333.0
Kalomo,2005,332.24
Kazungula,2005,318.61607142857144
Livingstone,2005,316.0
Mazabuka,2005,332.2391304347826
Monze,2005,332.18333333333334
Namwala,2005,323.75757575757575
Pemba,2005,332.48
Siavonga,2005,333.0869565217391
Sinazongwe,2005,333.78688524590166
Zimba,2005,332.6268656716418
Kalabo,2005,314.4406779661017
Kaoma,2005,312.6727272727273
Limulunga,2005,313.3636363636364
Luampa,2005,313.1666666666667
Lukulu,2005,312.1880341880342
Mitete,2005,313.14473684210526
Mongu,2005,313.94666666666666
Mulobezi,2005,314.0
Mwandi,2005,314.1038961038961
Nalolo,2005,314.7457627118644
Nkeyema,2005,313.0
Senanga,2005,314.23664122137404
Sesheke,2005,314.61870503597123
Shang'ombo,2005,315.0
Sikongo,2005,314.9891304347826
Sioma,2005,314.68
Chibombo,2006,321.3545454545455
Chisamba,2006,321.984126984127
Chitambo,2006,320.8521126760563
Itezhi-tezhi,2006,320.64646464646466
Kabwe,2006,321.5
Kapiri Mposhi,2006,321.2201834862385
Luano,2006,324.54700854700855
Mkushi,2006,321.24
Mumbwa,2006,320.2320675105485
Ngabwe,2006,320.7625
Serenje,2006,320.8740740740741
Chililabombwe,2006,311.1875
Chingola,2006,311.57142857142856
Kalulushi,2006,315.8333333333333
Kitwe,2006,321.0
Luanshya,2006,321.0
Lufwanyama,2006,315.2248062015504
Masaiti,2006,321.0
Mpongwe,2006,319.89285714285717
Mufulira,2006,321.0
Ndola,2006,321.0
Chadiza,2006,321.5625
Chasefu,2006,325.5769230769231
Chipangali,2006,322.0967741935484
Chipata,2006,322.0
Kasenengwa,2006,321.8181818181818
Katete,2006,321.23333333333335
Lumezi,2006,322.27868852459017
Lundazi,2006,323.6470588235294
Mambwe,2006,321.80281690140845
Nyimba,2006,322.61417322834643
Petauke,2006,321.375
Sinda,2006,321.06060606060606
Vubwi,2006,322.54545454545456
Chembe,2006,316.3333333333333
Chiengi,2006,300.80434782608694
Chifunabuli,2006,316.3243243243243
Chipili,2006,309.37735849056605
Kawambwa,2006,304.3510638297872
Lunga,2006,319.8837209302326
Mansa,2006,313.70652173913044
Milengi,2006,319.06666666666666
Mwansabombwe,2006,303.6875
Mwense,2006,308.84615384615387
Nchelenge,2006,300.1224489795918
Samfya,2006,319.975
Chilanga,2006,322.0
Chirundu,2006,344.5
Chongwe,2006,325.25
Kafue,2006,336.29824561403507
Luangwa,2006,344.0
Lusaka,2006,322.0
Rufunsa,2006,341.8695652173913
Shibuyunji,2006,322.1
Chama,2006,324.5801886792453
Chinsali,2006,320.94871794871796
Isoka,2006,321.35483870967744
Kanchibiya,2006,319.84466019417476
Lavushimanda,2006,320.46242774566474
Mafinga,2006,322.8723404255319
Mpika,2006,320.90776699029124
Nakonde,2006,318.52941176470586
Shiwamg'andu,2006,319.8440366972477
Chavuma,2006,302.77777777777777
Ikelenge,2006,276.0833333333333
Kabompo,2006,305.8588235294118
Kalumbila,2006,303.19745222929936
Kasempa,2006,312.0
Manyinga,2006,304.752688172043
Mufumbwe,2006,308.5919282511211
Mushindano,2006,308.7368421052632
Mwinilunga,2006,295.70588235294116
Solwezi,2006,308.04761904761904
Zambezi,2006,304.46153846153845
Chilubi,2006,317.7258064516129
Kaputa,2006,301.4516129032258
Kasama,2006,317.1328125
Lunte District,2006,309.9894736842105
Lupososhi,2006,311.7826086956522
Luwingu,2006,313.64912280701753
Mbala,2006,312.6842105263158
Mporokoso,2006,304.6808510638298
Mpulungu,2006,310.6016260162602
Mungwi,2006,320.0608695652174
Nsama,2006,306.1978021978022
Senga Hill,2006,315.4310344827586
Chikankanta,2006,322.97222222222223
Choma,2006,322.45762711864404
Gwembe,2006,322.7291666666667
Kalomo,2006,321.77
Kazungula,2006,321.97767857142856
Livingstone,2006,323.0
Mazabuka,2006,322.7173913043478
Monze,2006,322.65
Namwala,2006,321.9848484848485
Pemba,2006,322.88
Siavonga,2006,329.7391304347826
Sinazongwe,2006,322.9672131147541
Zimba,2006,322.67164179104475
Kalabo,2006,321.6525423728813
Kaoma,2006,309.25454545454545
Limulunga,2006,322.8863636363636
Luampa,2006,312.62698412698415
Lukulu,2006,307.97435897435895
Mitete,2006,306.94736842105266
Mongu,2006,326.6666666666667
Mulobezi,2006,317.00666666666666
Mwandi,2006,322.8051948051948
Nalolo,2006,334.728813559322
Nkeyema,2006,311.93333333333334
Senanga,2006,322.5267175572519
Sesheke,2006,316.41726618705036
Shang'ombo,2006,325.78350515463916
Sikongo,2006,328.2826086956522
Sioma,2006,321.68
Chibombo,2007,313.0
Chisamba,2007,312.95238095238096
Chitambo,2007,317.2535211267606
Itezhi-tezhi,2007,315.010101010101
Kabwe,2007,312.8888888888889
Kapiri Mposhi,2007,311.86238532110093
Luano,2007,318.2478632478632
Mkushi,2007,306.19
Mumbwa,2007,311.8143459915612
Ngabwe,2007,312.1875
Serenje,2007,308.76296296296294
Chililabombwe,2007,303.0
Chingola,2007,303.8095238095238
Kalulushi,2007,304.0833333333333
Kitwe,2007,302.2
Luanshya,2007,302.0
Lufwanyama,2007,305.29457364341084
Masaiti,2007,303.34090909090907
Mpongwe,2007,308.79464285714283
Mufulira,2007,302.0
Ndola,2007,302.0
Chadiza,2007,337.25
Chasefu,2007,336.1923076923077
Chipangali,2007,337.7096774193548
Chipata,2007,336.25
Kasenengwa,2007,337.95454545454544
Katete,2007,337.3333333333333
Lumezi,2007,338.38524590163934
Lundazi,2007,337.4117647058824
Mambwe,2007,338.7323943661972
Nyimba,2007,326.3543307086614
Petauke,2007,336.53409090909093
Sinda,2007,336.7878787878788
Vubwi,2007,336.8181818181818
Chembe,2007,301.0833333333333
Chiengi,2007,296.7173913043478
Chifunabuli,2007,300.1081081081081
Chipili,2007,299.0943396226415
Kawambwa,2007,296.6808510638298
Lunga,2007,302.09302325581393
Mansa,2007,300.4782608695652
Milengi,2007,301.52
Mwansabombwe,2007,298.0
Mwense,2007,299.1923076923077
Nchelenge,2007,292.46938775510205
Samfya,2007,302.025
Chilanga,2007,313.3529411764706
Chirundu,2007,317.27272727272725
Chongwe,2007,313.0
Kafue,2007,317.2456140350877
Luangwa,2007,338.0833333333333
Lusaka,2007,313.0
Rufunsa,2007,331.9217391304348
Shibuyunji,2007,313.5
Chama,2007,331.5518867924528
Chinsali,2007,325.6666666666667
Isoka,2007,340.30645161290323
Kanchibiya,2007,306.80582524271847
Lavushimanda,2007,319.34104046242777
Mafinga,2007,337.0851063829787
Mpika,2007,320.873786407767
Nakonde,2007,342.01960784313724
Shiwamg'andu,2007,300.7522935779817
Chavuma,2007,300.74074074074076
Ikelenge,2007,275.0833333333333
Kabompo,2007,302.3411764705882
Kalumbila,2007,300.38853503184714
Kasempa,2007,304.3698113207547
Manyinga,2007,301.23655913978496
Mufumbwe,2007,303.1434977578475
Mushindano,2007,301.63157894736844
Mwinilunga,2007,280.6425339366516
Solwezi,2007,302.0
Zambezi,2007,301.3905325443787
Chilubi,2007,300.80645161290323
Kaputa,2007,296.7258064516129
Kasama,2007,299.015625
Lunte District,2007,297.2315789473684
Lupososhi,2007,299.4130434782609
Luwingu,2007,299.2280701754386
Mbala,2007,297.55263157894734
Mporokoso,2007,296.29787234042556
Mpulungu,2007,297.1869918699187
Mungwi,2007,305.7391304347826
Nsama,2007,296.7912087912088
Senga Hill,2007,304.01724137931035
Chikankanta,2007,314.69444444444446
Choma,2007,315.66101694915255
Gwembe,2007,315.0416666666667
Kalomo,2007,320.65
Kazungula,2007,327.16517857142856
Livingstone,2007,329.0
Mazabuka,2007,314.9347826086956
Monze,2007,315.5
Namwala,2007,315.4848484848485
Pemba,2007,315.0
Siavonga,2007,314.39130434782606
Sinazongwe,2007,317.91803278688525
Zimba,2007,326.1641791044776
Kalabo,2007,302.1949152542373
Kaoma,2007,303.4727272727273
Limulunga,2007,303.3181818181818
Luampa,2007,304.85714285714283
Lukulu,2007,302.9230769230769
Mitete,2007,301.9736842105263
Mongu,2007,303.5733333333333
Mulobezi,2007,311.4266666666667
Mwandi,2007,324.8831168831169
Nalolo,2007,303.135593220339
Nkeyema,2007,304.0
Senanga,2007,303.3206106870229
Sesheke,2007,315.43884892086334
Shang'ombo,2007,317.64948453608247
Sikongo,2007,303.2608695652174
Sioma,2007,312.09
Chibombo,2008,320.09090909090907
Chisamba,2008,322.3174603174603
Chitambo,2008,322.0845070422535
Itezhi-tezhi,2008,319.25757575757575
Kabwe,2008,320.3333333333333
Kapiri Mposhi,2008,319.13761467889907
Luano,2008,323.0940170940171
Mkushi,2008,318.85
Mumbwa,2008,318.50632911392404
Ngabwe,2008,317.3125
Serenje,2008,319.9185185185185
