term,Coef.,Std.Err.,t,P>|t|,[0.025,0.975],district
spei4_x_popdens,29.246263128654316,24.21935788989021,1.207557329208239,0.24872895768199654,-23.07647853627623,81.56900479358487,Chifunabuli
percent_forest_2000,3.390486621808155e-06,1.1596388537617327e-07,29.237435524084187,3.0218788490381816e-13,3.1399618785600328e-06,3.6410113650562773e-06,Chifunabuli
Intercept,4.3365774152275254e-13,4.907277481111591e-13,0.8837033226507519,0.3929061994598475,-6.264951043522906e-13,1.4938105873977955e-12,Chikankanta
mean_spei_lag4,-0.1689677376257666,0.30687709490288734,-0.5506039402492299,0.5912417309676947,-0.8319353948397761,0.4939999195882428,Chikankanta
pop_density_wi,-126.57130247876655,107.46217701629358,-1.1778218717789015,0.2599801324226719,-358.7292214598322,105.58661650229912,Chikankanta
spei4_x_popdens,128.63173638392584,102.8927898832186,1.250153062521878,0.23328006555857622,-93.65462185560841,350.9180946234601,Chikankanta
percent_forest_2000,1.7842815975485564e-06,4.018607693117469e-08,44.40049225517669,1.3928290717158608e-15,1.6974648565203157e-06,1.8710983385767971e-06,Chikankanta
Intercept,2.662327099969718e-13,6.1293474733286204e-15,43.43573457949035,1.8499101141496447e-15,2.529910598310341e-13,2.7947436016290944e-13,Chilanga
mean_spei_lag4,0.16597942150897466,0.30094096294378564,0.5515348255863022,0.5906218702456252,-0.48416400227997497,0.8161228452979243,Chilanga
pop_density_wi,0.18593918997578893,0.7394762414860231,0.25144714534997453,0.805399443087987,-1.41160210432821,1.783480484279788,Chilanga
spei4_x_popdens,1.2427979875916753,1.2479301496628685,0.9958874604699792,0.33748129899105983,-1.4531911931926864,3.938787168376037,Chilanga
percent_forest_2000,1.8359464563932675e-06,4.2287922712993705e-08,43.41538525913785,1.861141394674647e-15,1.74458895361727e-06,1.927303959169265e-06,Chilanga
Intercept,8.837346115088456e-15,1.1295924711755611e-15,7.823481778248286,2.852462930237643e-06,6.397009945786434e-15,1.1277682284390477e-14,Chililabombwe
mean_spei_lag4,-0.15698235278774983,0.3273267215959154,-0.47958917628956804,0.6394873529813577,-0.8641287425457056,0.5501640369702059,Chililabombwe
pop_density_wi,7.4281862580124445,2.6551783879020987,2.7976222960603336,0.015098278222425928,1.69202209147607,13.164350424548818,Chililabombwe
spei4_x_popdens,2.7873693017994916,2.566093568303554,1.0862305787400508,0.297108479346451,-2.756338812709703,8.331077416308686,Chililabombwe
percent_forest_2000,2.934139465472634e-07,5.748612158103223e-09,51.04083185254864,2.2972636080576013e-16,2.809948250227465e-07,3.0583306807178026e-07,Chililabombwe
Intercept,-1.000980870767559e-13,1.7329570540458261e-13,-0.5776143548569953,0.5733933234074511,-4.744806973321175e-13,2.742845231786057e-13,Chilubi
mean_spei_lag4,-1.2088372111061336,0.47272009161769707,-2.557194484730631,0.02386548166844148,-2.2300868803163847,-0.18758754189588256,Chilubi
pop_density_wi,-42.94971877751244,19.560899092484423,-2.1956924666113293,0.04686673989718026,-85.20847206911245,-0.6909654859124217,Chilubi
spei4_x_popdens,-8.017009503733908,22.644420233555984,-0.3540390710402812,0.7289858256834008,-56.937305220039825,40.903286212572006,Chilubi
percent_forest_2000,7.641352109694433e-07,1.3536623504529298e-08,56.449469154089044,6.236648542417408e-17,7.348911138359449e-07,7.933793081029418e-07,Chilubi
Intercept,8.87150609221513e-15,9.152292504034164e-16,9.69320647073368,2.579728916730292e-07,6.8942735061672815e-15,1.084873867826298e-14,Chingola
mean_spei_lag4,-0.4157671258893327,0.23153920192862615,-1.7956662302805046,0.09581577558477893,-0.9159771604779339,0.08444290869926857,Chingola
pop_density_wi,5.465542232351455,1.4710514693792858,3.7153983705666365,0.002592819131081856,2.2875287458635283,8.64355571883938,Chingola
spei4_x_popdens,1.4729329752912617,1.4755379214571558,0.998234578638737,0.3363845344944294,-1.7147729016444093,4.660638852226933,Chingola
percent_forest_2000,2.994673482794742e-07,4.0994536817503665e-09,73.05055051911428,2.206685343849312e-18,2.9061101703680704e-07,3.083236795221414e-07,Chingola
Intercept,4.576024816025055e-12,2.603066419376157e-12,1.7579362485578571,0.10226347238280546,-1.047558287081392e-12,1.0199607919131503e-11,Chinsali
mean_spei_lag4,-0.5356705326453207,0.7493221446496363,-0.7148734846156007,0.48732733318388377,-2.15448260753854,1.083141542247899,Chinsali
pop_density_wi,168.1897416707833,87.09776557781166,1.9310454241277344,0.07557729162054891,-19.97354113130993,356.35302447287654,Chinsali
spei4_x_popdens,142.42825562341673,103.83148136078113,1.3717251623187787,0.1933594864948697,-81.88602226233067,366.7425335091641,Chinsali
percent_forest_2000,9.091008865242123e-07,4.220307144276087e-08,21.54110720963062,1.4858155292158744e-11,8.179266937728868e-07,1.0002750792755378e-06,Chinsali
Intercept,5.4566122379638445e-14,8.531834697240245e-15,6.3955906690607485,2.3596986363831777e-05,3.6134214117614085e-14,7.29980306416628e-14,Chipangali
mean_spei_lag4,0.0720415581153459,0.26333191068624345,0.27357701513502664,0.7887080001281463,-0.49685244797720524,0.6409355642078971,Chipangali
pop_density_wi,-10.313823065242635,5.420697007848052,-1.9026747022219368,0.07946557862428584,-22.024526977169565,1.396880846684292,Chipangali
spei4_x_popdens,0.8162633451527977,8.2949081954724,0.09840535011566949,0.9231115710936166,-17.103796328567356,18.73632301887295,Chipangali
percent_forest_2000,9.83045032896344e-07,1.2352730925220835e-08,79.58119049523211,7.266381122935941e-19,9.563585801838004e-07,1.0097314856088877e-06,Chipangali
Intercept,7.921320929313976e-14,8.150297471194808e-15,9.719057442148472,2.501731766719197e-07,6.160556209553704e-14,9.682085649074248e-14,Chipata
mean_spei_lag4,0.14928200646214182,0.3340824574484332,0.44684179948354225,0.6623428285893027,-0.5724592632829232,0.8710232762072069,Chipata
pop_density_wi,3.62238904757364,1.1393452618120725,3.179360259779734,0.007250024109291983,1.1609832550674724,6.083794840079808,Chipata
spei4_x_popdens,0.6446915324597529,2.3083285665608835,0.27928932726429906,0.7844166859514013,-4.342149151551959,5.631532216471464,Chipata
percent_forest_2000,1.0215816013965408e-06,1.680641630741629e-08,60.78521337982922,2.39127399415693e-17,9.852735463785635e-07,1.057889656414518e-06,Chipata
Intercept,-1.694130468205332e-13,6.359079843404988e-13,-0.2664112591639052,0.7941013446092187,-1.5432087245830474e-12,1.2043826309419811e-12,Chipili
mean_spei_lag4,-1.0782792107251222,0.7812777166553997,-1.3801484257623102,0.19081403427786364,-2.766127101778876,0.6095686803286313,Chipili
pop_density_wi,40.13748752696555,109.18322600412475,0.3676158783350954,0.719075316233012,-195.73853174364456,276.01350679757564,Chipili
spei4_x_popdens,25.09526861479763,127.7903059294384,0.1963785001708534,0.8473505619877171,-250.978902914725,301.1694401443203,Chipili
percent_forest_2000,2.373233596123632e-07,6.097902838222941e-09,38.918848972923996,7.63237062452475e-15,2.241496414505217e-07,2.504970777742047e-07,Chipili
Intercept,1.662015617800726e-13,1.4737913549530502e-14,11.277143214438736,4.3866803675195835e-08,1.3436223528603483e-13,1.9804088827411036e-13,Chirundu
mean_spei_lag4,-0.11978731887576555,0.28025746928047696,-0.42741882734937714,0.6760689191680643,-0.7252467712483931,0.485672133496862,Chirundu
pop_density_wi,-3.7162272888983683,4.929399134715156,-0.753890522422285,0.4643517484480999,-14.365546674723028,6.933092096926291,Chirundu
spei4_x_popdens,5.9750975245083096,7.300345537058375,0.8184677689812385,0.4278387480479249,-9.796340155087641,21.746535204104262,Chirundu
percent_forest_2000,1.3755941527048269e-06,3.185455639888088e-08,43.18359155530901,1.994384092854617e-15,1.306776567495215e-06,1.4444117379144388e-06,Chirundu
Intercept,8.566133511296861e-13,1.5562887859151893e-13,5.50420563896788,0.00010142039531331942,5.203975997803923e-13,1.1928291024789799e-12,Chisamba
mean_spei_lag4,-0.24993600570123564,0.2758398731731549,-0.9060909245138087,0.3813751729659013,-0.8458518219067004,0.3459798105042291,Chisamba
pop_density_wi,18.803273303737786,14.090980612918052,1.3344190741771151,0.20496995865198636,-11.638439551210165,49.244986158685734,Chisamba
spei4_x_popdens,15.237826711582944,16.290869342158558,0.9353599486645883,0.366653521532896,-19.956456801718044,50.43211022488393,Chisamba
percent_forest_2000,3.1483646384556576e-06,6.105601850614705e-08,51.56518088611828,2.0126633475617543e-16,3.016461129786674e-06,3.2802681471246412e-06,Chisamba
Intercept,8.193331967791634e-13,7.025356622437594e-13,1.1662513959254053,0.26446323521651344,-6.984028279783348e-13,2.3370692215366616e-12,Chitambo
mean_spei_lag4,0.016748815562565963,0.2608533315581521,0.0642077885780506,0.9497815966517821,-0.5467905458690983,0.5802881769942301,Chitambo
pop_density_wi,109.63386068474075,31.52384313298575,3.4778075827316455,0.004084246058400908,41.5307380490446,177.7369833204369,Chitambo
spei4_x_popdens,-5.820974050936353,57.33927111638457,-0.1015181033452834,0.9206882826671066,-129.69493815509384,118.05299005322114,Chitambo
percent_forest_2000,4.9284691030898e-07,6.86147061959447e-09,71.82817469210536,2.7465863107959464e-18,4.7802360424518e-07,5.0767021637278e-07,Chitambo
Intercept,9.707398030931517e-13,3.595221450908735e-14,27.00083475658462,8.371102337066561e-13,8.930697657373565e-13,1.0484098404489468e-12,Choma
mean_spei_lag4,-0.27343655062571826,0.22342939169374632,-1.2238163858070945,0.2427398751051681,-0.7561264053730383,0.2092533041216018,Choma
pop_density_wi,2.593539934502525,3.477115551648283,0.7458883364612631,0.4690083281720515,-4.91831151817157,10.10539138717662,Choma
spei4_x_popdens,12.86916128466384,5.606195323522743,2.295524958016856,0.038981101858104196,0.757712625726997,24.980609943600683,Choma
percent_forest_2000,3.6449163280966905e-06,6.265400870402797e-08,58.17530918596055,4.222330342357129e-17,3.509560571490873e-06,3.780272084702508e-06,Choma
Intercept,3.593383308494961e-13,9.018730006194894e-15,39.843562297870044,5.637831521206723e-15,3.398545492230282e-13,3.78822112475964e-13,Chongwe
mean_spei_lag4,-0.17808845474027196,0.21638353626585224,-0.8230222031378102,0.42533581534299214,-0.645556664263214,0.2893797547826701,Chongwe
pop_density_wi,1.0405024661743703,1.3630976041312703,0.763336728801239,0.45889206897322954,-1.9042908734879278,3.9852958058366683,Chongwe
spei4_x_popdens,4.439252244922603,1.9473530636481724,2.279633995391727,0.04014617305007415,0.2322517231537633,8.646252766691443,Chongwe
percent_forest_2000,2.207330209676226e-06,3.194483416841841e-08,69.09818964903116,4.539685741551053e-18,2.13831759120293e-06,2.276342828149522e-06,Chongwe
Intercept,3.331649504487972e-13,4.9036902494180495e-14,6.79416793277952,1.2737173441237665e-05,2.2722716329043477e-13,4.3910273760715955e-13,Gwembe
mean_spei_lag4,-0.20459924099422705,0.35056064322854597,-0.583634372386862,0.5694545430429353,-0.9619394668139893,0.5527409848255351,Gwembe
pop_density_wi,8.26701278745854,10.004579611186665,0.8263228550067954,0.4235279001825054,-13.346567425618037,29.880593000535118,Gwembe
spei4_x_popdens,15.568548082813168,15.547887815351435,1.0013288150588102,0.33494257866463817,-18.020621427644166,49.1577175932705,Gwembe
percent_forest_2000,1.9150412496713934e-06,4.988018358943369e-08,38.39282680741905,9.096400499784409e-15,1.80728166446626e-06,2.022800834876527e-06,Gwembe
Intercept,1.29045603869666e-15,3.8115746818868485e-15,0.33856244371364225,0.7403451626094761,-6.9439504358120434e-15,9.524862513205363e-15,Ikelenge
mean_spei_lag4,0.4146731509669266,0.4361980686738893,0.9506533401846508,0.35912083818886753,-0.5276754846049723,1.3570217865388254,Ikelenge
pop_density_wi,-7.216140213572079,13.60020957267666,-0.530590368847667,0.6046487155130376,-36.59760669568376,22.1653262685396,Ikelenge
spei4_x_popdens,-4.117704167594485,8.19854639274123,-0.5022480779324721,0.6238923295984866,-21.82958682301414,13.594178487825168,Ikelenge
percent_forest_2000,1.916250555743139e-07,4.7181014668649865e-09,40.61486530548103,4.4021843144159046e-15,1.8143221704729604e-07,2.0181789410133174e-07,Ikelenge
Intercept,3.346916089164365e-13,2.513081179961322e-13,1.3317978407748359,0.2058066497078797,-2.0822657231661327e-13,8.776097901494864e-13,Isoka
mean_spei_lag4,-0.24745905553379224,0.3660419089422732,-0.6760402278767973,0.5108635700737043,-1.0382445225638353,0.5433264114962508,Isoka
pop_density_wi,3.747003732676927,7.101312471276326,0.5276494659026706,0.606631617731873,-11.594449150004143,19.088456615357998,Isoka
spei4_x_popdens,18.798839973685606,14.667437836911263,1.2816716990869041,0.22234597356436517,-12.888232999767801,50.48591294713901,Isoka
percent_forest_2000,5.937790740891029e-07,9.898877217064212e-09,59.98448723714998,2.839540128040014e-17,5.723938500152014e-07,6.151642981630044e-07,Isoka
Intercept,9.840303888598569e-13,1.3896366764413416e-13,7.081206228521661,8.278156947746675e-06,6.83817636894604e-13,1.2842431408251097e-12,Itezhi-Tezhi
mean_spei_lag4,-0.32652841040026503,0.2651728780749255,-1.2313793656831047,0.23999292391496244,-0.8993995847368917,0.24634276393636168,Itezhi-Tezhi
pop_density_wi,16.992880425745124,21.827301477529055,0.7785149457544759,0.45020415626389987,-30.162137541433797,64.14789839292405,Itezhi-Tezhi
spei4_x_popdens,38.8749405675314,37.750666601339155,1.0297815659274308,0.32189199273248026,-42.680416318511305,120.4302974535741,Itezhi-Tezhi
percent_forest_2000,3.3265405974877775e-06,5.990187703518302e-08,55.53316126527977,7.708895322506276e-17,3.1971304598777865e-06,3.4559507350977685e-06,Itezhi-Tezhi
Intercept,9.211427459228696e-14,1.571482783998684e-13,0.5861615254727734,0.5678053907963747,-2.473839404795979e-13,4.316124896641719e-13,Kabompo
mean_spei_lag4,0.041198557186713225,0.3156787413011612,0.13050786067158485,0.898162538863037,-0.64078390103138,0.7231810154048064,Kabompo
pop_density_wi,27.25704619916005,14.995845526202702,1.8176398357487062,0.0922304617076041,-5.139508452779367,59.65360085109947,Kabompo
spei4_x_popdens,5.394438789258333,32.778055488957555,0.16457470428883864,0.8718101471524886,-65.41824490882543,76.20712248734209,Kabompo
percent_forest_2000,2.0428437869421174e-07,1.8202273852492831e-09,112.23014242598853,8.37750962848708e-21,2.003520165034872e-07,2.0821674088493627e-07,Kabompo
Intercept,3.319460312714017e-13,2.8483566317639453e-13,1.1653949072586194,0.2647974469873393,-2.8340400769716735e-13,9.472960702399708e-13,Kabwe
mean_spei_lag4,-1.0854201764279006,1.2807163247399613,-0.8475102217880185,0.41204276439563203,-3.8522395822140565,1.6813992293582556,Kabwe
pop_density_wi,7.2959351896694695,18.07821880486047,0.4035759976368856,0.6930842236059318,-31.759682080995155,46.3515524603341,Kabwe
spei4_x_popdens,27.47146962686365,22.656828897820397,1.2125028507191677,0.2468951362864401,-21.47563337878765,76.41857263251495,Kabwe
percent_forest_2000,1.322594229908959e-06,1.1231258496959109e-07,11.776010945407897,2.6188187256832797e-08,1.0799576416145402e-06,1.565230818203378e-06,Kabwe
Intercept,1.3630660865851433e-13,1.0241812949499721e-13,1.330883597763543,0.20609912563347133,-8.495430815584283e-14,3.575675254728715e-13,Kafue
mean_spei_lag4,-0.34427242840083544,0.2806081897263137,-1.2268794746746898,0.24162436422096817,-0.9504895662318287,0.26194470943015785,Kafue
pop_density_wi,19.636636452023005,8.94516689434552,2.195223038760277,0.04690714246124885,0.3117782666662414,38.96149463737977,Kafue
spei4_x_popdens,11.370392296209989,12.734669727863013,0.8928690369827156,0.388156948306282,-16.141189034248157,38.881973626668135,Kafue
percent_forest_2000,7.284601026198565e-07,1.3474730768887744e-08,54.06119907804187,1.0915638101958344e-16,6.993497166125006e-07,7.575704886272124e-07,Kafue
Intercept,-6.077935165909057e-11,8.516056977076331e-11,-0.7137029710193049,0.4880270819935322,-2.4475757735820884e-10,1.231988740400277e-10,Kalabo
mean_spei_lag4,0.3304868385836598,0.7280216106074564,0.4539519620961578,0.6573493502013799,-1.2423082301989532,1.903281907366273,Kalabo
pop_density_wi,-959.2474758912638,634.6783349836094,-1.511391555402685,0.15461037360015276,-2330.3866577247163,411.891705942189,Kalabo
spei4_x_popdens,-1107.6164462969573,1233.274834966559,-0.8981099872414011,0.385458976332514,-3771.9447445608394,1556.7118519669248,Kalabo
percent_forest_2000,4.861581630584441e-06,1.508400967873077e-07,32.230035210329525,8.651603010699139e-14,4.5357114133475955e-06,5.187451847821286e-06,Kalabo
Intercept,1.1506302858272462e-10,1.0245773507583832e-11,11.23029203188573,4.608894283831794e-08,9.292838063574189e-11,1.3719767652970734e-10,Kalomo
mean_spei_lag4,-1.2805292212584372,0.9096639366748858,-1.4076948306197377,0.18268178695974427,-3.2457386779637956,0.6846802354469215,Kalomo
pop_density_wi,-10.719268934460425,22.61922198880893,-0.4739008680211849,0.643430903413677,-59.58512715261697,38.14658928369612,Kalomo
spei4_x_popdens,29.02558890684595,36.20447950418219,0.8017126417600627,0.4371289908459075,-49.1894338374744,107.2406116511663,Kalomo
percent_forest_2000,3.645872154310955e-05,3.24776014181649e-06,11.225804847373363,4.630800149581759e-08,2.9442362329025832e-05,4.347508075719327e-05,Kalomo
Intercept,1.6301613103833255e-14,1.4641018279182638e-15,11.134207193096492,5.103192568451888e-08,1.3138613404931364e-14,1.9464612802735147e-14,Kalulushi
mean_spei_lag4,-0.2806374263791206,0.23797838590547085,-1.179255945078116,0.25942860552374575,-0.794758472204483,0.23348361944624185,Kalulushi
pop_density_wi,6.189463490999839,2.5047898329786373,2.4710510277181514,0.02807911009593612,0.7781940448105757,11.600732937189102,Kalulushi
spei4_x_popdens,9.757730826511835,2.2799186088343895,4.279859284757751,0.0008961160690551115,4.832266124703824,14.683195528319846,Kalulushi
percent_forest_2000,3.599855778002954e-07,5.059287709962417e-09,71.15341100120388,3.1042410230569017e-18,3.490556512076742e-07,3.709155043929166e-07,Kalulushi
Intercept,-2.1315131380846597e-13,1.6188807634646314e-13,-1.3166585125904662,0.2106934892130824,-5.628892398021324e-13,1.3658661218520044e-13,Kalumbila
mean_spei_lag4,0.02149823639027509,0.21356582284291753,0.1006632807819982,0.9213536837855296,-0.43988267337086934,0.4828791461514195,Kalumbila
pop_density_wi,61.64025334518773,17.4236179625914,3.5377413277500507,0.0036409100712639754,23.99881521665418,99.28169147372128,Kalumbila
spei4_x_popdens,5.205109897315526,25.181116978774625,0.20670687093439727,0.8394411865946169,-49.19538595830741,59.60560575293846,Kalumbila
percent_forest_2000,1.493377037923547e-07,1.3894028220211537e-09,107.48337445803823,1.4684412883778644e-20,1.4633608148446174e-07,1.523393261002477e-07,Kalumbila
Intercept,2.0290396101812594e-12,4.0251526184148494e-13,5.040901060244315,0.0002260416109450558,1.1594582547517178e-12,2.898620965610801e-12,Kanchibiya
mean_spei_lag4,-0.3501662898285422,0.17277325653107573,-2.02673895751661,0.06370958502475461,-0.7234202179129762,0.023087638255891774,Kanchibiya
pop_density_wi,64.29487295251491,9.08305861159918,7.078548724810555,8.31083683071714e-06,44.67211782321776,83.91762808181205,Kanchibiya
spei4_x_popdens,45.89678328281627,13.868623246356035,3.3093972247660273,0.005644741094166331,15.935444313122115,75.85812225251043,Kanchibiya
percent_forest_2000,5.899548717873304e-07,5.148215472723545e-09,114.59405203862386,6.390613443729608e-21,5.788328284433509e-07,6.0107691513131e-07,Kanchibiya
Intercept,2.7248551214570095e-11,8.29189894229537e-12,3.286165377098425,0.005902770949117884,9.334992637092955e-12,4.516210979204724e-11,Kaoma
mean_spei_lag4,0.10733897270683014,0.13668694521506988,0.7852905962448556,0.44635967867637405,-0.18795521948321042,0.4026331648968707,Kaoma
pop_density_wi,241.6107067938283,58.94204163138274,4.099123479719891,0.0012552028170809526,114.2741675055689,368.94724608208776,Kaoma
spei4_x_popdens,-195.0212982739185,91.38897742021273,-2.1339695856010876,0.0524685796006748,-392.4551806385693,2.4125840907323095,Kaoma
percent_forest_2000,3.6944540268614636e-07,2.9704974075236358e-09,124.37156206580757,2.2063225709983616e-21,3.630280331928336e-07,3.758627721794591e-07,Kaoma
Intercept,6.029030036871847e-14,1.2499917068033805e-14,4.8232560296659575,0.0003326876814512696,3.32858713265762e-14,8.729472941086075e-14,Kapiri Mposhi
mean_spei_lag4,-0.09243729890685959,0.2927723374020473,-0.3157309864965856,0.7572183011951581,-0.7249334801090708,0.5400588822953516,Kapiri Mposhi
pop_density_wi,15.346900546140933,8.828863833932507,1.7382644964074834,0.10577601317284627,-3.7267001528490624,34.42050124513093,Kapiri Mposhi
spei4_x_popdens,18.285022807827957,9.402193069702854,1.944761469188362,0.07376035453546642,-2.027180401953043,38.59722601760896,Kapiri Mposhi
percent_forest_2000,1.2406812454578949e-06,2.130157166319674e-08,58.24364817181311,4.158603816260727e-17,1.1946619977033665e-06,1.2867004932124233e-06,Kapiri Mposhi
Intercept,9.084812069104976e-14,1.1871672886464634e-13,0.7652512123597115,0.4577904655230196,-1.6562377934571256e-13,3.473200207278121e-13,Kaputa
mean_spei_lag4,-0.43784155654228496,0.40149087129338573,-1.0905392571736365,0.29527688899862176,-1.305209850739738,0.42952673765516813,Kaputa
pop_density_wi,5.7071686657751215,7.708617714965251,0.7403621345361849,0.47224091313152694,-10.94628743027592,22.360624761826163,Kaputa
spei4_x_popdens,9.483564178922506,13.80118831647966,0.6871556246789572,0.5040594008614654,-20.332090481916083,39.299218839761096,Kaputa
percent_forest_2000,2.667187890415586e-07,4.88255807313959e-09,54.626854416511364,9.539437804011337e-17,2.561706636169972e-07,2.7726691446612003e-07,Kaputa
Intercept,1.480530179890406e-13,9.040627242275602e-14,1.6376409957123108,0.12546187034553208,-4.725785930055712e-14,3.4336389527863834e-13,Kasama
mean_spei_lag4,-0.03555084779513513,0.3016477197377285,-0.11785551644827705,0.9079836418931433,-0.6872211268094599,0.6161194312191896,Kasama
pop_density_wi,14.634376920250482,5.81721327379787,2.5157023185254768,0.02581260842547435,2.0670516955886065,27.201702144912357,Kasama
spei4_x_popdens,3.6611373151380815,8.027834890477909,0.4560553829377685,0.6558753748193255,-13.68194556149452,21.00422019177068,Kasama
percent_forest_2000,3.9069508172993066e-07,6.3724747147092746e-09,61.309789245315976,2.1393031950844324e-17,3.769281870921824e-07,4.0446197636767893e-07,Kasama
Intercept,1.5674866721141526e-12,7.042347845952181e-13,2.2258012617413048,0.044342644678916986,4.607991668507052e-14,3.0888934275432348e-12,Kasempa
mean_spei_lag4,-0.36039863218065854,0.28620635736100464,-1.2592265088160566,0.23008947967741,-0.9787098759032526,0.2579126115419355,Kasempa
