district,year,mean_start_day,start_date,mean_growing_period,mean_end_day,end_date
Kafue,2007,317.2456140350877,November 13,139.75438596491227,457.0,April 01
Kafue,2008,326.87719298245617,November 22,155.68421052631578,482.56140350877195,April 26
Kafue,2009,315.9649122807017,November 11,156.89473684210526,472.85964912280696,April 17
Kafue,2010,328.0,November 24,149.75438596491227,477.7543859649123,April 22
Kafue,2011,348.56140350877195,December 14,107.19298245614036,455.75438596491233,March 30
Kafue,2012,324.1929824561403,November 20,156.31578947368422,480.50877192982455,April 24
Kafue,2013,332.140350877193,November 28,138.2280701754386,470.36842105263156,April 15
Kafue,2014,314.10526315789474,November 10,157.91228070175438,472.0175438596491,April 17
Kafue,2015,323.0,November 19,147.50877192982455,470.50877192982455,April 14
Kafue,2016,328.10526315789474,November 24,148.4561403508772,476.56140350877195,April 20
Kafue,2017,331.0,November 27,148.80701754385964,479.8070175438596,April 24
Kafue,2018,333.8421052631579,November 29,163.26315789473685,497.1052631578948,May 12
Kafue,2019,3.0,January 03,108.36842105263158,111.36842105263158,April 21
Kafue,2020,280.2105263157895,October 07,141.94736842105263,422.1578947368421,February 25
Kafue,2021,324.35087719298247,November 20,139.98245614035088,464.33333333333337,April 09
Kalabo,2000,326.5169491525424,November 22,162.74576271186442,489.2627118644068,May 03
Kalabo,2001,300.728813559322,October 27,185.57627118644064,486.30508474576266,May 01
Kalabo,2002,325.5169491525424,November 21,170.41525423728814,495.93220338983053,May 10
Kalabo,2003,312.3220338983051,November 08,181.65254237288136,493.9745762711865,May 07
Kalabo,2004,331.042372881356,November 27,157.11016949152545,488.1525423728815,May 02
Kalabo,2005,314.4406779661017,November 10,170.27118644067798,484.7118644067797,April 29
Kalabo,2006,321.6525423728813,November 17,162.26271186440678,483.9152542372881,April 28
Kalabo,2007,302.1949152542373,October 29,180.5593220338983,482.7542372881356,April 26
Kalabo,2008,314.0508474576271,November 10,162.07627118644066,476.12711864406776,April 20
Kalabo,2009,310.9491525423729,November 06,185.44915254237287,496.39830508474574,May 11
Kalabo,2010,316.6186440677966,November 12,181.77966101694915,498.39830508474574,May 13
Kalabo,2011,329.364406779661,November 25,122.40677966101696,451.771186440678,March 26
Kalabo,2012,318.0254237288136,November 14,156.77118644067798,474.7966101694916,April 18
Kalabo,2013,297.9491525423729,October 24,169.0,466.9491525423729,April 11
Kalabo,2014,307.0,November 03,182.0338983050848,489.0338983050848,May 04
Kalabo,2015,323.08474576271186,November 19,143.02542372881356,466.1101694915254,April 10
Kalabo,2016,322.93220338983053,November 18,162.03389830508473,484.96610169491527,April 28
Kalabo,2017,328.5254237288136,November 24,153.3135593220339,481.83898305084756,April 26
Kalabo,2018,135.34745762711864,May 15,133.02542372881356,268.37288135593224,September 25
Kalabo,2019,305.7457627118644,November 01,174.0084745762712,479.75423728813564,April 23
Kalabo,2020,335.6186440677966,December 01,153.16101694915255,488.77966101694915,May 02
Kalabo,2021,320.5084745762712,November 16,160.61016949152545,481.1186440677967,April 26
Kalomo,2000,317.43,November 13,187.02,504.45000000000005,May 18
Kalomo,2001,319.95,November 15,165.39,485.34,April 30
Kalomo,2002,346.05,December 12,78.41,424.46000000000004,February 28
Kalomo,2003,335.82,December 01,138.03,473.85,April 17
Kalomo,2004,339.08,December 05,150.37,489.45,May 03
Kalomo,2005,332.24,November 28,103.98,436.22,March 12
Kalomo,2006,321.77,November 17,152.74,474.51,April 19
Kalomo,2007,320.65,November 16,153.96,474.61,April 18
Kalomo,2008,318.63,November 14,154.23,472.86,April 16
Kalomo,2009,313.57,November 09,159.92,473.49,April 18
Kalomo,2010,316.0,November 12,173.19,489.19,May 04
Kalomo,2011,340.26,December 06,109.11,449.37,March 24
Kalomo,2012,307.4,November 03,160.73,468.13,April 12
Kalomo,2013,327.78,November 23,146.3,474.08,April 19
Kalomo,2014,193.9,July 12,128.83,322.73,November 18
Kalomo,2015,323.12,November 19,144.09,467.21000000000004,April 11
Kalomo,2016,327.05,November 23,148.67,475.72,April 19
Kalomo,2017,331.09,November 27,146.19,477.28,April 22
Kalomo,2018,319.0,November 15,168.2,487.2,May 02
Kalomo,2019,4.34,January 04,100.09,104.43,April 14
Kalomo,2020,21.95,January 21,83.91,105.86,April 14
Kalomo,2021,322.0,November 18,149.07,471.07,April 16
Kalulushi,2000,307.0,November 03,184.5833333333333,491.58333333333326,May 05
Kalulushi,2001,299.0,October 26,189.0,488.0,May 03
Kalulushi,2002,307.0,November 03,192.75,499.75,May 14
Kalulushi,2003,326.6666666666667,November 22,165.5,492.1666666666667,May 06
Kalulushi,2004,310.0,November 06,188.3333333333333,498.33333333333326,May 12
Kalulushi,2005,313.0,November 09,175.5,488.5,May 03
Kalulushi,2006,315.8333333333333,November 11,182.0833333333333,497.91666666666663,May 12
Kalulushi,2007,304.0833333333333,October 31,181.75,485.8333333333333,April 29
Kalulushi,2008,315.6666666666667,November 11,168.0,483.6666666666667,April 27
Kalulushi,2009,298.0,October 25,207.41666666666663,505.41666666666663,May 20
Kalulushi,2010,316.0,November 12,173.25,489.25,May 04
Kalulushi,2011,337.6666666666667,December 03,151.75,489.4166666666667,May 03
Kalulushi,2012,313.0,November 09,178.91666666666666,491.91666666666663,May 05
Kalulushi,2013,298.0,October 25,193.16666666666663,491.16666666666663,May 06
Kalulushi,2014,324.0,November 20,171.41666666666666,495.41666666666663,May 10
Kalulushi,2015,323.0,November 19,169.25,492.25,May 06
Kalulushi,2016,322.3333333333333,November 18,170.75,493.0833333333333,May 07
Kalulushi,2017,328.0,November 24,165.08333333333334,493.08333333333337,May 08
Kalulushi,2018,318.3333333333333,November 14,184.0,502.3333333333333,May 17
Kalulushi,2019,344.0,December 10,158.08333333333334,502.08333333333337,May 16
Kalulushi,2020,336.0,December 02,171.0,507.0,May 21
Kalulushi,2021,321.3333333333333,November 17,165.58333333333334,486.91666666666663,May 01
Kalumbila,2000,309.1656050955414,November 05,186.9808917197452,496.1464968152866,May 10
Kalumbila,2001,299.5796178343949,October 26,190.79617834394904,490.375796178344,May 05
Kalumbila,2002,301.94267515923565,October 28,186.2420382165605,488.18471337579615,May 03
Kalumbila,2003,295.11464968152865,October 22,201.0828025477707,496.19745222929936,May 10
Kalumbila,2004,303.4203821656051,October 30,184.2165605095541,487.63694267515916,May 01
Kalumbila,2005,311.09554140127386,November 07,178.43312101910828,489.52866242038215,May 04
Kalumbila,2006,303.19745222929936,October 30,195.0382165605096,498.235668789809,May 13
Kalumbila,2007,300.38853503184714,October 27,192.375796178344,492.76433121019113,May 06
Kalumbila,2008,308.0191082802548,November 04,180.13375796178343,488.1528662420382,May 02
Kalumbila,2009,302.4458598726115,October 29,203.4904458598726,505.93630573248413,May 20
Kalumbila,2010,303.62420382165607,October 30,186.47770700636943,490.1019108280255,May 05
Kalumbila,2011,287.8789808917197,October 14,199.5732484076433,487.452229299363,May 01
Kalumbila,2012,295.3312101910828,October 22,196.94267515923568,492.27388535031844,May 06
Kalumbila,2013,297.859872611465,October 24,195.3885350318472,493.2484076433122,May 08
Kalumbila,2014,323.3503184713376,November 19,166.7324840764331,490.0828025477707,May 05
Kalumbila,2015,322.8471337579618,November 18,169.9936305732484,492.84076433121015,May 06
Kalumbila,2016,321.37579617834393,November 17,174.8535031847134,496.2292993630573,May 10
Kalumbila,2017,322.0191082802548,November 18,171.02547770700636,493.04458598726114,May 08
Kalumbila,2018,311.71974522293,November 07,187.9171974522293,499.6369426751593,May 14
Kalumbila,2019,341.61783439490443,December 07,160.96815286624204,502.58598726114644,May 16
Kalumbila,2020,302.35668789808915,October 29,205.10191082802547,507.4585987261146,May 21
Kalumbila,2021,313.7261146496815,November 09,172.96815286624204,486.69426751592357,May 01
Kanchibiya,2000,307.3592233009709,November 03,179.53398058252426,486.8932038834952,April 30
Kanchibiya,2001,309.05825242718447,November 05,182.0970873786408,491.1553398058253,May 06
Kanchibiya,2002,313.5728155339806,November 09,176.90291262135923,490.4757281553398,May 05
Kanchibiya,2003,332.6601941747573,November 28,164.16504854368932,496.8252427184466,May 10
Kanchibiya,2004,322.0,November 18,162.94174757281553,484.94174757281553,April 28
Kanchibiya,2005,313.20388349514565,November 09,172.33009708737865,485.5339805825243,April 30
Kanchibiya,2006,319.8446601941748,November 15,179.33009708737865,499.17475728155347,May 14
Kanchibiya,2007,306.80582524271847,November 02,185.2233009708738,492.02912621359224,May 06
Kanchibiya,2008,321.9805825242718,November 17,152.04854368932038,474.02912621359224,April 18
Kanchibiya,2009,313.252427184466,November 09,174.80582524271844,488.05825242718447,May 03
Kanchibiya,2010,328.6893203883496,November 24,155.8640776699029,484.55339805825247,April 29
Kanchibiya,2011,350.378640776699,December 16,143.0097087378641,493.38834951456306,May 07
Kanchibiya,2012,317.6116504854369,November 13,179.38834951456312,497.0,May 11
Kanchibiya,2013,321.43689320388347,November 17,166.33009708737865,487.7669902912621,May 02
Kanchibiya,2014,328.6504854368932,November 24,165.79611650485438,494.44660194174753,May 09
Kanchibiya,2015,325.97087378640776,November 21,167.1747572815534,493.1456310679612,May 07
Kanchibiya,2016,327.8446601941748,November 23,165.24271844660194,493.08737864077676,May 07
Kanchibiya,2017,328.9611650485437,November 24,163.80582524271844,492.7669902912621,May 07
Kanchibiya,2018,334.8543689320388,November 30,162.38834951456312,497.24271844660194,May 12
Kanchibiya,2019,343.99029126213594,December 09,160.93203883495147,504.9223300970874,May 18
Kanchibiya,2020,337.1456310679612,December 03,164.09708737864077,501.24271844660194,May 15
Kanchibiya,2021,325.6019417475728,November 21,160.6990291262136,486.3009708737864,May 01
Kaoma,2000,310.95454545454544,November 06,173.8272727272727,484.78181818181815,April 28
Kaoma,2001,300.3909090909091,October 27,184.5636363636364,484.9545454545455,April 29
Kaoma,2002,321.7818181818182,November 17,173.86363636363637,495.6454545454546,May 10
Kaoma,2003,309.4,November 05,176.78181818181818,486.18181818181813,April 30
Kaoma,2004,316.6181818181818,November 12,168.4909090909091,485.1090909090909,April 29
Kaoma,2005,312.6727272727273,November 08,172.5,485.1727272727273,April 30
Kaoma,2006,309.25454545454545,November 05,168.27272727272728,477.5272727272727,April 22
Kaoma,2007,303.4727272727273,October 30,178.54545454545453,482.0181818181818,April 26
Kaoma,2008,314.5090909090909,November 10,162.3272727272727,476.8363636363636,April 20
Kaoma,2009,311.3181818181818,November 07,189.5636363636364,500.8818181818182,May 15
Kaoma,2010,313.4,November 09,181.3454545454545,494.74545454545444,May 09
Kaoma,2011,332.4818181818182,November 28,132.6909090909091,465.1727272727273,April 09
Kaoma,2012,311.3272727272727,November 07,168.5,479.8272727272727,April 23
Kaoma,2013,298.0,October 25,172.4181818181818,470.4181818181818,April 15
Kaoma,2014,311.22727272727275,November 07,174.98181818181817,486.20909090909095,May 01
Kaoma,2015,324.6545454545454,November 20,145.83636363636364,470.4909090909091,April 14
Kaoma,2016,322.2181818181818,November 18,164.96363636363637,487.18181818181813,May 01
Kaoma,2017,329.2090909090909,November 25,155.3909090909091,484.6,April 29
Kaoma,2018,317.27272727272725,November 13,179.47272727272727,496.74545454545455,May 11
Kaoma,2019,322.8727272727273,November 18,161.35454545454544,484.22727272727275,April 28
Kaoma,2020,335.5636363636364,December 01,164.07272727272726,499.6363636363637,May 13
Kaoma,2021,321.0,November 17,159.35454545454544,480.3545454545455,April 25
Kapiri Mposhi,2000,309.4954128440367,November 05,176.58715596330276,486.0825688073395,April 30
Kapiri Mposhi,2001,320.26605504587155,November 16,161.92660550458714,482.1926605504587,April 27
Kapiri Mposhi,2002,313.6697247706422,November 09,158.8165137614679,472.48623853211006,April 17
Kapiri Mposhi,2003,331.1834862385321,November 27,154.1559633027523,485.3394495412844,April 29
Kapiri Mposhi,2004,317.9449541284404,November 13,162.651376146789,480.5963302752294,April 24
Kapiri Mposhi,2005,326.8256880733945,November 22,137.08256880733944,463.9082568807339,April 08
Kapiri Mposhi,2006,321.2201834862385,November 17,153.91743119266056,475.13761467889907,April 20
Kapiri Mposhi,2007,311.86238532110093,November 07,156.6880733944954,468.55045871559633,April 12
Kapiri Mposhi,2008,319.13761467889907,November 15,161.25688073394497,480.39449541284404,April 24
Kapiri Mposhi,2009,309.2844036697248,November 05,167.59633027522935,476.88073394495416,April 21
Kapiri Mposhi,2010,326.5688073394496,November 22,152.40366972477065,478.97247706422024,April 23
Kapiri Mposhi,2011,341.8807339449541,December 07,129.4862385321101,471.3669724770642,April 15
Kapiri Mposhi,2012,309.77064220183485,November 05,176.6697247706422,486.440366972477,April 30
Kapiri Mposhi,2013,305.7155963302752,November 01,169.41284403669724,475.1284403669724,April 20
Kapiri Mposhi,2014,323.4036697247706,November 19,162.30275229357798,485.7064220183486,April 30
Kapiri Mposhi,2015,323.0,November 19,152.8256880733945,475.82568807339453,April 19
Kapiri Mposhi,2016,326.70642201834863,November 22,160.03669724770643,486.74311926605503,April 30
Kapiri Mposhi,2017,328.9816513761468,November 24,158.39449541284404,487.3761467889908,May 02
Kapiri Mposhi,2018,330.79816513761466,November 26,168.08256880733944,498.8807339449541,May 13
Kapiri Mposhi,2019,343.9449541284404,December 09,145.13761467889907,489.08256880733944,May 03
Kapiri Mposhi,2020,331.51376146788994,November 27,167.27522935779817,498.7889908256881,May 12
Kapiri Mposhi,2021,323.0366972477064,November 19,150.08256880733944,473.11926605504584,April 18
Kaputa,2000,306.9032258064516,November 02,193.46774193548387,500.3709677419355,May 14
Kaputa,2001,298.16129032258067,October 25,195.1935483870968,493.35483870967744,May 08
Kaputa,2002,309.1935483870968,November 05,194.5483870967742,503.74193548387103,May 18
Kaputa,2003,322.66129032258067,November 18,174.46774193548387,497.1290322580645,May 11
Kaputa,2004,292.1290322580645,October 19,217.9516129032258,510.0806451612903,May 24
Kaputa,2005,301.3709677419355,October 28,198.1290322580645,499.5,May 14
Kaputa,2006,301.4516129032258,October 28,230.9032258064516,532.3548387096773,June 16
Kaputa,2007,296.7258064516129,October 23,224.46774193548387,521.1935483870968,June 04
Kaputa,2008,295.43548387096774,October 22,209.1935483870968,504.6290322580645,May 18
Kaputa,2009,308.1290322580645,November 04,192.5806451612904,500.7096774193549,May 15
Kaputa,2010,292.1290322580645,October 19,210.3870967741936,502.5161290322581,May 17
Kaputa,2011,331.0483870967742,November 27,166.16129032258064,497.2096774193549,May 11
Kaputa,2012,294.0483870967742,October 21,222.6290322580645,516.6774193548388,May 30
Kaputa,2013,296.6774193548387,October 23,190.56451612903223,487.241935483871,May 02
Kaputa,2014,323.0967741935484,November 19,162.88709677419354,485.98387096774195,April 30
Kaputa,2015,324.0,November 20,180.9032258064516,504.9032258064516,May 18
Kaputa,2016,320.2741935483871,November 16,197.79032258064515,518.0645161290322,June 01
Kaputa,2017,321.4516129032258,November 17,154.51612903225808,475.9677419354839,April 20
Kaputa,2018,299.1774193548387,October 26,203.3709677419355,502.5483870967742,May 17
Kaputa,2019,342.758064516129,December 08,178.1451612903226,520.9032258064516,June 03
Kaputa,2020,315.7741935483871,November 11,194.74193548387092,510.516129032258,May 24
Kaputa,2021,314.4193548387097,November 10,182.06451612903223,496.48387096774195,May 11
Kasama,2000,306.9765625,November 02,178.9140625,485.890625,April 29
Kasama,2001,305.296875,November 01,183.578125,488.875,May 03
Kasama,2002,312.2734375,November 08,175.1875,487.4609375,May 02
Kasama,2003,332.2890625,November 28,165.1875,497.4765625,May 11
Kasama,2004,319.1796875,November 15,180.9375,500.1171875,May 14
Kasama,2005,336.21875,December 02,152.6171875,488.8359375,May 03
Kasama,2006,317.1328125,November 13,202.8671875,520.0,June 04
Kasama,2007,299.015625,October 26,198.265625,497.28125,May 11
Kasama,2008,315.9921875,November 11,166.3515625,482.34375,April 26
Kasama,2009,311.21875,November 07,176.8671875,488.0859375,May 03
Kasama,2010,326.4140625,November 22,160.078125,486.4921875,May 01
Kasama,2011,346.8515625,December 12,149.984375,496.8359375,May 10
Kasama,2012,313.390625,November 09,195.421875,508.8125,May 22
Kasama,2013,310.1171875,November 06,179.2109375,489.328125,May 04
Kasama,2014,327.671875,November 23,167.6875,495.359375,May 10
Kasama,2015,324.671875,November 20,174.8203125,499.4921875,May 13
Kasama,2016,325.046875,November 21,176.484375,501.53125,May 15
Kasama,2017,326.3125,November 22,166.9140625,493.2265625,May 08
Kasama,2018,328.734375,November 24,169.8984375,498.6328125,May 13
Kasama,2019,342.8203125,December 08,166.796875,509.6171875,May 23
Kasama,2020,336.28125,December 02,169.4765625,505.7578125,May 19
Kasama,2021,323.65625,November 19,167.6015625,491.2578125,May 06
Kasempa,2000,307.5509433962264,November 03,174.4679245283019,482.0188679245283,April 26
Kasempa,2001,304.4075471698113,October 31,182.0981132075472,486.5056603773585,May 01
Kasempa,2002,302.07924528301885,October 29,179.23396226415093,481.3132075471698,April 26
Kasempa,2003,310.8641509433962,November 06,177.3698113207547,488.23396226415093,May 02
Kasempa,2004,314.52830188679246,November 10,167.30188679245282,481.8301886792453,April 25
Kasempa,2005,312.188679245283,November 08,166.67924528301887,478.8679245283019,April 23
Kasempa,2006,312.0,November 08,172.64150943396226,484.64150943396226,April 29
Kasempa,2007,304.3698113207547,October 31,173.30943396226414,477.6792452830189,April 21
Kasempa,2008,315.3962264150944,November 11,162.7811320754717,478.1773584905661,April 22
Kasempa,2009,308.6716981132075,November 04,185.65283018867925,494.32452830188674,May 09
Kasempa,2010,313.811320754717,November 09,167.26037735849056,481.0716981132075,April 26
Kasempa,2011,337.5132075471698,December 03,140.34716981132075,477.8603773584906,April 21
Kasempa,2012,302.42641509433963,October 29,183.33962264150944,485.76603773584907,April 29
Kasempa,2013,298.0867924528302,October 25,187.1433962264151,485.2301886792453,April 30
Kasempa,2014,323.05283018867925,November 19,167.15471698113208,490.20754716981133,May 05
Kasempa,2015,323.59622641509435,November 19,154.3622641509434,477.95849056603777,April 21
Kasempa,2016,322.0037735849057,November 18,166.69056603773586,488.69433962264156,May 02
Kasempa,2017,328.1320754716981,November 24,161.47169811320754,489.60377358490564,May 04
Kasempa,2018,317.1547169811321,November 13,181.3924528301887,498.54716981132077,May 13
Kasempa,2019,343.62264150943395,December 09,147.88679245283018,491.5094339622641,May 05
Kasempa,2020,336.5245283018868,December 02,163.7056603773585,500.2301886792453,May 14
Kasempa,2021,321.1283018867924,November 17,161.2377358490566,482.36603773584903,April 27
Kasenengwa,2000,309.95454545454544,November 05,186.45454545454547,496.4090909090909,May 10
Kasenengwa,2001,331.3636363636364,November 27,155.27272727272728,486.6363636363636,May 01
Kasenengwa,2002,323.0,November 19,161.36363636363637,484.3636363636364,April 29
Kasenengwa,2003,336.40909090909093,December 02,152.72727272727272,489.1363636363636,May 03
Kasenengwa,2004,325.1363636363636,November 21,177.0909090909091,502.22727272727275,May 16
Kasenengwa,2005,334.0,November 30,130.86363636363637,464.8636363636364,April 09
Kasenengwa,2006,321.8181818181818,November 17,179.4090909090909,501.22727272727275,May 16
Kasenengwa,2007,337.95454545454544,December 03,142.0,479.95454545454544,April 23
Kasenengwa,2008,329.5,November 25,151.4090909090909,480.9090909090909,April 24
Kasenengwa,2009,316.95454545454544,November 12,174.0909090909091,491.0454545454545,May 06
Kasenengwa,2010,327.09090909090907,November 23,159.1818181818182,486.27272727272725,May 01
Kasenengwa,2011,351.22727272727275,December 17,127.45454545454544,478.6818181818182,April 22
Kasenengwa,2012,311.59090909090907,November 07,178.13636363636363,489.7272727272727,May 03
Kasenengwa,2013,335.0,December 01,148.45454545454547,483.4545454545455,April 28
Kasenengwa,2014,325.0,November 21,162.36363636363637,487.3636363636364,May 02
Kasenengwa,2015,326.0,November 22,159.0909090909091,485.0909090909091,April 29
Kasenengwa,2016,330.0,November 26,161.0909090909091,491.0909090909091,May 05
Kasenengwa,2017,330.8181818181818,November 26,161.5,492.3181818181818,May 07
Kasenengwa,2018,331.04545454545456,November 27,167.86363636363637,498.90909090909093,May 13
Kasenengwa,2019,346.0,December 12,152.1818181818182,498.1818181818182,May 12
Kasenengwa,2020,338.0,December 04,163.77272727272728,501.77272727272725,May 15
Kasenengwa,2021,329.8636363636364,November 25,141.8181818181818,471.6818181818182,April 16
Katete,2000,309.5,November 05,189.6,499.1,May 13
Katete,2001,324.4,November 20,163.1,487.5,May 02
Katete,2002,321.6333333333333,November 17,165.4,487.0333333333333,May 02
Katete,2003,336.53333333333336,December 02,153.7,490.23333333333335,May 04
Katete,2004,313.76666666666665,November 09,191.06666666666663,504.83333333333326,May 18
Katete,2005,334.1333333333333,November 30,129.4,463.5333333333333,April 08
Katete,2006,321.2333333333333,November 17,186.9,508.1333333333333,May 23
Katete,2007,337.3333333333333,December 03,144.3,481.6333333333333,April 25
Katete,2008,323.1666666666667,November 19,162.3,485.4666666666667,April 29
Katete,2009,318.3666666666667,November 14,175.13333333333333,493.5,May 08
Katete,2010,327.0,November 23,160.36666666666667,487.3666666666667,May 02
Katete,2011,351.03333333333336,December 17,126.43333333333334,477.4666666666667,April 21
Katete,2012,310.7333333333333,November 06,179.76666666666668,490.5,May 04
Katete,2013,335.0,December 01,149.3,484.3,April 29
Katete,2014,325.0,November 21,164.73333333333332,489.73333333333335,May 04
Katete,2015,326.0,November 22,162.06666666666666,488.06666666666666,May 02
Katete,2016,329.8666666666667,November 25,162.76666666666668,492.6333333333333,May 06
Katete,2017,330.0,November 26,163.1,493.1,May 08
Katete,2018,331.0,November 27,169.8,500.8,May 15
Katete,2019,345.9,December 11,152.6,498.5,May 12
Katete,2020,336.06666666666666,December 02,169.6,505.66666666666663,May 19
Katete,2021,327.0,November 23,144.06666666666666,471.06666666666666,April 16
Kawambwa,2000,306.8936170212766,November 02,191.5212765957447,498.41489361702133,May 12
Kawambwa,2001,299.21276595744683,October 26,192.30851063829783,491.52127659574467,May 06
Kawambwa,2002,308.9255319148936,November 04,192.06382978723408,500.98936170212767,May 15
Kawambwa,2003,305.82978723404256,November 01,187.04255319148936,492.8723404255319,May 06
Kawambwa,2004,299.97872340425533,October 26,207.2659574468085,507.24468085106383,May 21
Kawambwa,2005,300.67021276595744,October 27,193.3510638297872,494.02127659574467,May 09
Kawambwa,2006,304.3510638297872,October 31,216.58510638297872,520.936170212766,June 04
Kawambwa,2007,296.6808510638298,October 23,212.53191489361703,509.2127659574468,May 23
Kawambwa,2008,295.2872340425532,October 22,204.9468085106383,500.23404255319156,May 14
Kawambwa,2009,305.4255319148936,November 01,193.87234042553192,499.29787234042556,May 14
Kawambwa,2010,299.3617021276596,October 26,200.59574468085103,499.95744680851067,May 14
Kawambwa,2011,336.21276595744683,December 02,160.7872340425532,497.0,May 11
Kawambwa,2012,297.4468085106383,October 24,216.6382978723404,514.0851063829787,May 28
Kawambwa,2013,297.9148936170213,October 24,198.80851063829783,496.7234042553191,May 11
Kawambwa,2014,325.1808510638298,November 21,167.09574468085106,492.27659574468083,May 07
Kawambwa,2015,324.01063829787233,November 20,181.24468085106383,505.25531914893617,May 19
Kawambwa,2016,321.8085106382979,November 17,192.5,514.3085106382979,May 28
Kawambwa,2017,322.9574468085106,November 18,166.5744680851064,489.531914893617,May 04
Kawambwa,2018,300.0,October 27,200.54255319148936,500.54255319148933,May 15
Kawambwa,2019,343.6595744680851,December 09,169.2340425531915,512.8936170212767,May 26
Kawambwa,2020,316.0,November 12,195.58510638297872,511.5851063829787,May 25
Kawambwa,2021,322.9148936170213,November 18,169.19148936170214,492.10638297872345,May 07
Kazungula,2000,331.17857142857144,November 27,150.77232142857142,481.9508928571429,April 25
Kazungula,2001,242.14732142857144,August 30,146.97321428571428,389.1205357142857,January 24
Kazungula,2002,289.8125,October 16,71.64732142857143,361.45982142857144,December 27
Kazungula,2003,285.6205357142857,October 12,98.29017857142856,383.9107142857143,January 18
Kazungula,2004,338.4732142857143,December 04,145.37946428571428,483.85267857142856,April 27
Kazungula,2005,318.61607142857144,November 14,116.08482142857144,434.7008928571429,March 10
Kazungula,2006,321.97767857142856,November 17,153.43303571428572,475.4107142857143,April 20
Kazungula,2007,327.16517857142856,November 23,135.89732142857142,463.0625,April 07
Kazungula,2008,318.16517857142856,November 14,148.71428571428572,466.8794642857143,April 10
Kazungula,2009,310.9732142857143,November 06,157.40178571428572,468.375,April 13
Kazungula,2010,316.4553571428572,November 12,168.26785714285714,484.72321428571433,April 29
Kazungula,2011,283.1607142857143,October 10,90.87053571428572,374.03125,January 09
Kazungula,2012,321.1116071428572,November 17,141.39285714285714,462.50446428571433,April 06
Kazungula,2013,324.2232142857143,November 20,132.08928571428572,456.3125,April 01
Kazungula,2014,174.22321428571428,June 23,126.0,300.2232142857143,October 27
Kazungula,2015,322.42857142857144,November 18,141.13392857142858,463.5625,April 07
Kazungula,2016,271.625,September 28,129.83482142857142,401.45982142857144,February 04
Kazungula,2017,331.2857142857143,November 27,141.86160714285714,473.14732142857144,April 18
Kazungula,2018,319.63839285714283,November 15,163.24553571428572,482.88392857142856,April 27
Kazungula,2019,4.401785714285714,January 04,95.83928571428572,100.24107142857143,April 10
Kazungula,2020,41.45982142857143,February 10,82.38392857142857,123.84375,May 02
Kazungula,2021,322.0,November 18,145.58928571428572,467.5892857142857,April 12
Kitwe,2000,307.0,November 03,182.8,489.8,May 03
Kitwe,2001,299.46666666666664,October 26,187.53333333333333,487.0,May 02
Kitwe,2002,306.4,November 02,191.86666666666667,498.26666666666665,May 13
Kitwe,2003,326.93333333333334,November 22,165.06666666666666,492.0,May 06
Kitwe,2004,307.26666666666665,November 03,188.66666666666663,495.9333333333333,May 09
Kitwe,2005,313.0,November 09,175.06666666666666,488.06666666666666,May 03
Kitwe,2006,321.0,November 17,174.4,495.4,May 10
Kitwe,2007,302.2,October 29,181.8,484.0,April 28
Kitwe,2008,315.0,November 11,166.13333333333333,481.1333333333333,April 25
Kitwe,2009,297.46666666666664,October 24,207.53333333333333,505.0,May 20
Kitwe,2010,316.0,November 12,171.46666666666667,487.4666666666667,May 02
Kitwe,2011,339.1333333333333,December 05,150.46666666666667,489.6,May 03
Kitwe,2012,313.0,November 09,178.86666666666667,491.8666666666667,May 05
Kitwe,2013,298.0,October 25,193.0,491.0,May 06
Kitwe,2014,324.0,November 20,171.66666666666666,495.66666666666663,May 10
Kitwe,2015,323.0,November 19,168.13333333333333,491.1333333333333,May 05
Kitwe,2016,323.0,November 19,169.8,492.8,May 06
Kitwe,2017,328.0,November 24,165.0,493.0,May 08
Kitwe,2018,321.4,November 17,179.73333333333332,501.1333333333333,May 16
Kitwe,2019,344.0,December 10,157.66666666666666,501.66666666666663,May 15
Kitwe,2020,336.06666666666666,December 02,169.13333333333333,505.2,May 19
Kitwe,2021,322.0,November 18,164.4,486.4,May 01
Lavushimanda,2000,309.0982658959538,November 05,179.78034682080926,488.87861271676303,May 02
Lavushimanda,2001,322.6820809248555,November 18,167.9942196531792,490.67630057803467,May 05
Lavushimanda,2002,327.7514450867052,November 23,161.69942196531792,489.4508670520231,May 04
Lavushimanda,2003,333.8323699421965,November 29,160.1156069364162,493.94797687861274,May 07
Lavushimanda,2004,326.1676300578035,November 22,163.15028901734104,489.3179190751445,May 03
Lavushimanda,2005,333.1676300578035,November 29,141.9479768786127,475.11560693641616,April 20
Lavushimanda,2006,320.46242774566474,November 16,180.2543352601156,500.7167630057803,May 15
Lavushimanda,2007,319.34104046242777,November 15,164.73410404624278,484.0751445086705,April 28
Lavushimanda,2008,326.0115606936416,November 22,148.53757225433526,474.5491329479769,April 18
Lavushimanda,2009,315.5433526011561,November 11,182.5202312138728,498.0635838150289,May 13
Lavushimanda,2010,327.71098265895955,November 23,159.82658959537574,487.53757225433526,May 02
Lavushimanda,2011,350.7225433526012,December 16,138.8843930635838,489.60693641618496,May 03
Lavushimanda,2012,313.5433526011561,November 09,179.13294797687865,492.6763005780347,May 06
Lavushimanda,2013,325.7630057803468,November 21,161.72254335260115,487.485549132948,May 02
Lavushimanda,2014,327.04624277456645,November 23,167.0635838150289,494.10982658959534,May 09
