district,season_year,mean_growing_spei,median_growing_spei,n_months,province,province_avg_start_date,province_avg_end_date
Kalabo,2008,1.0661709705988567,1.1031485199928284,6,Western,November 07,April 13
Kalabo,2009,1.585819959640503,1.5694846510887146,6,Western,November 07,April 13
Kalabo,2010,1.8219303091367085,1.7347723841667175,6,Western,November 07,April 13
Kalabo,2011,1.9218333959579468,1.8681240677833562,4,Western,November 07,April 13
Kalabo,2012,1.6062729756037395,1.6504299640655518,6,Western,November 07,April 13
Kalabo,2013,1.3819490432739259,1.333586573600769,5,Western,November 07,April 13
Kalabo,2014,0.37312525262435275,0.37001293152570724,6,Western,November 07,April 13
Kalabo,2015,-0.7810879200696945,-0.8133943974971771,4,Western,November 07,April 13
Kalabo,2016,-0.5908110290765762,-0.599502682685852,5,Western,November 07,April 13
Kalabo,2017,-0.2081030759960413,-0.2187918722629547,5,Western,November 07,April 13
Kalabo,2018,0.07299122959375377,0.0720251947641372,5,Western,November 07,April 13
Kalabo,2019,-0.2612281266289453,-0.2957478314638137,6,Western,November 07,April 13
Kalabo,2020,-0.23216345012187958,-0.3493287563323974,5,Western,November 07,April 13
Kalabo,2021,-0.8218443632125855,-0.8133441805839539,5,Western,November 07,April 13
Kalomo,2000,0.6787005918366569,0.6499773859977722,7,Southern,October 16,March 04
Kalomo,2001,0.5980840524037679,0.5706813335418701,6,Southern,October 16,March 04
Kalomo,2002,0.08006644497315087,0.0138164833188056,3,Southern,October 16,March 04
Kalomo,2003,-0.025794618771760723,7.610461034346372e-05,5,Southern,October 16,March 04
Kalomo,2004,-0.7203408218920231,-0.9219032526016236,5,Southern,October 16,March 04
Kalomo,2005,-0.9951927761236826,-1.1732114553451538,3,Southern,October 16,March 04
Kalomo,2006,0.6779939949512481,0.679818332195282,5,Southern,October 16,March 04
Kalomo,2007,1.379476046562195,1.2824081182479858,5,Southern,October 16,March 04
Kalomo,2008,1.641812225182851,1.6497703790664673,6,Southern,October 16,March 04
Kalomo,2009,1.89179394642512,1.9038987755775452,6,Southern,October 16,March 04
Kalomo,2010,1.8637574513753254,1.8565558195114136,6,Southern,October 16,March 04
Kalomo,2011,1.3858580589294434,1.318365216255188,4,Southern,October 16,March 04
Kalomo,2012,1.2049469709396363,1.186378002166748,5,Southern,October 16,March 04
Kalomo,2013,1.0555111169815063,1.0747003555297852,5,Southern,October 16,March 04
Kalomo,2014,0.778983199596405,0.804743766784668,5,Southern,October 16,March 04
Kalomo,2015,-0.10106381215155119,-0.1288809329271316,4,Southern,October 16,March 04
Kalomo,2016,0.21322037428617477,0.3050830364227295,5,Southern,October 16,March 04
Kalomo,2017,0.5152403503656388,0.680810272693634,5,Southern,October 16,March 04
Kalomo,2018,0.1703427073856195,0.15946768969297404,6,Southern,October 16,March 04
Kalomo,2019,0.0835919752717018,0.1587397158145904,3,Southern,October 16,March 04
Kalomo,2020,-0.09419317729771136,-0.09419317729771136,2,Southern,October 16,March 04
Kalomo,2021,-1.5202134430408478,-1.8746813535690308,5,Southern,October 16,March 04
Kalulushi,2000,1.397458295027415,1.5515707731246948,6,Copperbelt,November 13,May 07
Kalulushi,2001,0.9925255080064138,1.0326330065727234,6,Copperbelt,November 13,May 07
Kalulushi,2002,1.1679311096668243,1.1612313389778137,6,Copperbelt,November 13,May 07
Kalulushi,2003,1.604891300201416,1.7034231424331665,5,Copperbelt,November 13,May 07
Kalulushi,2004,0.5010561148325602,0.5833731293678284,6,Copperbelt,November 13,May 07
Kalulushi,2005,-0.48923530398557585,-0.6191079616546631,6,Copperbelt,November 13,May 07
Kalulushi,2006,-0.2829895354807377,-0.22138161212205887,6,Copperbelt,November 13,May 07
Kalulushi,2007,-0.11726353053624429,-0.1023405939340591,6,Copperbelt,November 13,May 07
Kalulushi,2008,0.3321468072632949,0.2177194096148014,6,Copperbelt,November 13,May 07
Kalulushi,2009,1.4689876692635673,1.489609956741333,7,Copperbelt,November 13,May 07
Kalulushi,2010,1.220651815334956,1.2544225454330444,6,Copperbelt,November 13,May 07
Kalulushi,2011,1.082464861869812,1.0939139127731323,5,Copperbelt,November 13,May 07
Kalulushi,2012,0.7646772563457489,0.9365878999233246,6,Copperbelt,November 13,May 07
Kalulushi,2013,-0.06298460330193245,0.03421915275976055,6,Copperbelt,November 13,May 07
Kalulushi,2014,-0.9111812591552735,-0.8400161862373352,5,Copperbelt,November 13,May 07
Kalulushi,2015,-1.1992650032043457,-1.2146050930023191,5,Copperbelt,November 13,May 07
Kalulushi,2016,-0.7996041476726532,-0.6248546242713928,5,Copperbelt,November 13,May 07
Kalulushi,2017,0.020635947585105906,0.1522165536880493,5,Copperbelt,November 13,May 07
Kalulushi,2018,0.593205988407135,0.5789480209350586,7,Copperbelt,November 13,May 07
Kalulushi,2019,-0.09486678739388782,-0.17210783064365384,6,Copperbelt,November 13,May 07
Kalulushi,2020,0.23183640589316687,0.2524565607309341,6,Copperbelt,November 13,May 07
Kalulushi,2021,-0.32648165225982667,-0.4861824512481689,5,Copperbelt,November 13,May 07
Kalumbila,2000,0.3508996019760768,0.47064538300037384,6,North-Western,November 04,May 06
Kalumbila,2001,-0.24418450022737184,-0.2590615302324295,6,North-Western,November 04,May 06
Kalumbila,2002,-0.7906325062115988,-0.771243155002594,6,North-Western,November 04,May 06
Kalumbila,2003,-0.5372475869953632,-0.5229713618755341,6,North-Western,November 04,May 06
Kalumbila,2004,-0.7816645912826061,-0.9143964648246765,6,North-Western,November 04,May 06
Kalumbila,2005,-1.275040070215861,-1.3976425528526306,6,North-Western,November 04,May 06
Kalumbila,2006,-0.2826460941384236,-0.2188100442290306,6,North-Western,November 04,May 06
Kalumbila,2007,0.02155726216733452,0.083625728264451,6,North-Western,November 04,May 06
Kalumbila,2008,0.35861326443652314,0.4568561315536499,6,North-Western,November 04,May 06
Kalumbila,2009,1.4661294051579066,1.5442802906036377,7,North-Western,November 04,May 06
Kalumbila,2010,1.124311278263728,1.1401394605636597,6,North-Western,November 04,May 06
Kalumbila,2011,1.0036897574152266,0.987443208694458,7,North-Western,November 04,May 06
Kalumbila,2012,0.8753050069014231,0.9134560525417328,6,North-Western,November 04,May 06
Kalumbila,2013,0.6542778859535853,0.6394669711589813,6,North-Western,November 04,May 06
Kalumbila,2014,0.00026361197233200074,0.0935309156775474,5,North-Western,November 04,May 06
Kalumbila,2015,-0.509286367893219,-0.5102636814117432,5,North-Western,November 04,May 06
Kalumbila,2016,-1.220902955532074,-1.1246877908706665,5,North-Western,November 04,May 06
Kalumbila,2017,-0.8544615507125854,-0.8559441566467285,5,North-Western,November 04,May 06
Kalumbila,2018,-0.45367084816098213,-0.3378129228949547,6,North-Western,November 04,May 06
Kalumbila,2019,0.05658321703473725,0.20826816931366915,6,North-Western,November 04,May 06
Kalumbila,2020,0.7937635268483844,0.8468698859214783,7,North-Western,November 04,May 06
Kalumbila,2021,-0.41532837475339573,-0.396644651889801,6,North-Western,November 04,May 06
Kanchibiya,2000,0.8701116591691971,0.9069598615169525,6,Muchinga,November 24,May 12
Kanchibiya,2001,-0.20883922775586442,-0.3543678373098373,6,Muchinga,November 24,May 12
Kanchibiya,2002,-0.0032380701353152707,0.009418552741408348,6,Muchinga,November 24,May 12
Kanchibiya,2003,0.12478557862341402,0.1238962113857269,5,Muchinga,November 24,May 12
Kanchibiya,2004,0.34916029442101715,0.5001537203788757,5,Muchinga,November 24,May 12
Kanchibiya,2005,-0.341482146953543,-0.3654688447713852,6,Muchinga,November 24,May 12
Kanchibiya,2006,0.5448849244664112,0.6741881370544434,6,Muchinga,November 24,May 12
Kanchibiya,2007,1.254015028476715,1.2430904507637024,6,Muchinga,November 24,May 12
Kanchibiya,2008,0.5731182873249054,0.4171222448348999,5,Muchinga,November 24,May 12
Kanchibiya,2009,2.0100815693537393,2.036569833755493,6,Muchinga,November 24,May 12
Kanchibiya,2010,0.9950132250785828,0.8655061721801758,5,Muchinga,November 24,May 12
Kanchibiya,2011,0.7067504674196243,0.7011609375476837,4,Muchinga,November 24,May 12
Kanchibiya,2012,0.7208171288172404,0.7838745415210724,6,Muchinga,November 24,May 12
Kanchibiya,2013,-0.18473867475986475,-0.1677913665771484,5,Muchinga,November 24,May 12
Kanchibiya,2014,-0.8090152382850647,-0.818263053894043,5,Muchinga,November 24,May 12
Kanchibiya,2015,-1.0394944548606873,-1.0843156576156616,5,Muchinga,November 24,May 12
Kanchibiya,2016,-1.2220727682113648,-1.0898106098175049,5,Muchinga,November 24,May 12
Kanchibiya,2017,-0.6714485645294189,-0.7319175004959106,5,Muchinga,November 24,May 12
Kanchibiya,2018,0.34128963351249697,0.3438287377357483,5,Muchinga,November 24,May 12
Kanchibiya,2019,0.5664105862379074,0.5816158652305603,6,Muchinga,November 24,May 12
Kanchibiya,2020,0.9930172860622406,1.0021571516990662,6,Muchinga,November 24,May 12
Kanchibiya,2021,0.26659799218177793,0.3226543664932251,5,Muchinga,November 24,May 12
Kaoma,2000,-0.13978362952669462,-0.1369903944432735,6,Western,November 07,April 13
Kaoma,2001,0.24659101540843645,0.28743498027324677,6,Western,November 07,April 13
Kaoma,2002,-0.024625288695096958,-0.0902905017137527,5,Western,November 07,April 13
Kaoma,2003,0.5653737187385559,0.6070196628570557,6,Western,November 07,April 13
Kaoma,2004,0.22271278003851572,0.17447418719530106,6,Western,November 07,April 13
Kaoma,2005,-0.31244164022306603,-0.374600350856781,6,Western,November 07,April 13
Kaoma,2006,0.6582556267579397,0.7192154824733734,6,Western,November 07,April 13
Kaoma,2007,0.8169559339682261,0.8843628168106079,6,Western,November 07,April 13
Kaoma,2008,1.2609331210454304,1.3154866099357605,6,Western,November 07,April 13
Kaoma,2009,1.7529901947293962,1.714712619781494,7,Western,November 07,April 13
Kaoma,2010,1.8535507321357727,1.8741622567176819,6,Western,November 07,April 13
Kaoma,2011,1.7870940268039703,1.7726382613182068,4,Western,November 07,April 13
Kaoma,2012,1.5172054767608643,1.5471318364143372,6,Western,November 07,April 13
Kaoma,2013,1.1864256064097087,1.1866452097892761,6,Western,November 07,April 13
Kaoma,2014,-0.029325954693680007,-0.07932020002044735,6,Western,November 07,April 13
Kaoma,2015,-1.0264569967985153,-1.0571110844612122,4,Western,November 07,April 13
Kaoma,2016,-0.7693594217300415,-0.7338733077049255,5,Western,November 07,April 13
Kaoma,2017,-0.2544716328382492,-0.2091830372810363,5,Western,November 07,April 13
Kaoma,2018,-0.2801396797100703,-0.28107424080371857,6,Western,November 07,April 13
Kaoma,2019,-0.2950765386223793,-0.3011147081851959,5,Western,November 07,April 13
Kaoma,2020,-0.24227867722511293,-0.3410647511482239,5,Western,November 07,April 13
Kaoma,2021,-1.224994421005249,-1.3145030736923218,5,Western,November 07,April 13
Kapiri Mposhi,2000,1.3167273203531902,1.2713872194290161,6,Central,November 18,April 22
Kapiri Mposhi,2001,1.0411472201347352,1.0484198331832886,5,Central,November 18,April 22
Kapiri Mposhi,2002,0.95416126648585,0.9939543604850769,6,Central,November 18,April 22
Kapiri Mposhi,2003,1.2270899415016174,1.3263407945632937,5,Central,November 18,April 22
Kapiri Mposhi,2004,0.20412375405430794,0.4044817052781582,6,Central,November 18,April 22
Kapiri Mposhi,2005,-0.34512439742684364,-0.44077055901288986,4,Central,November 18,April 22
Kapiri Mposhi,2006,0.10661944523453712,0.0476372130215168,5,Central,November 18,April 22
Kapiri Mposhi,2007,0.35046486780047414,0.3358829021453857,5,Central,November 18,April 22
Kapiri Mposhi,2008,0.5342455369730791,0.42174986004829407,6,Central,November 18,April 22
Kapiri Mposhi,2009,1.5223821798960369,1.5617976784706116,6,Central,November 18,April 22
Kapiri Mposhi,2010,1.7569474935531617,1.6640779972076416,5,Central,November 18,April 22
Kapiri Mposhi,2011,1.235788106918335,1.2478954792022705,4,Central,November 18,April 22
Kapiri Mposhi,2012,1.2133506933848064,1.1866195797920227,6,Central,November 18,April 22
Kapiri Mposhi,2013,0.3464623133962353,0.37894440442323685,6,Central,November 18,April 22
Kapiri Mposhi,2014,-0.6308216750621796,-0.6804839372634888,5,Central,November 18,April 22
Kapiri Mposhi,2015,-0.859266746044159,-0.8415848016738892,5,Central,November 18,April 22
Kapiri Mposhi,2016,-0.36096973568201063,-0.3540236949920654,5,Central,November 18,April 22
Kapiri Mposhi,2017,0.6487837761640549,0.7130734920501709,5,Central,November 18,April 22
Kapiri Mposhi,2018,0.618218743801117,0.6334798336029053,5,Central,November 18,April 22
Kapiri Mposhi,2019,0.13968140631914136,0.0328160412609577,5,Central,November 18,April 22
Kapiri Mposhi,2020,0.08466915041208264,0.1022382825613021,5,Central,November 18,April 22
Kapiri Mposhi,2021,-0.5655681028962135,-0.7003846764564514,5,Central,November 18,April 22
Kaputa,2000,0.17019344866275785,0.17178361117839805,6,Northern,November 13,May 15
Kaputa,2001,-0.6719400386015574,-0.6743614375591278,6,Northern,November 13,May 15
Kaputa,2002,-0.2739900829536574,-0.1446974724531173,7,Northern,November 13,May 15
Kaputa,2003,-0.8532121062278748,-0.947962522506714,5,Northern,November 13,May 15
Kaputa,2004,-0.3045656830072403,-0.3106129765510559,7,Northern,November 13,May 15
Kaputa,2005,-1.1083091100056965,-1.0473494231700897,6,Northern,November 13,May 15
Kaputa,2006,-0.7194496802985668,-0.5669525414705276,8,Northern,November 13,May 15
Kaputa,2007,-0.083562863192388,-0.2087889015674591,7,Northern,November 13,May 15
Kaputa,2008,-0.5944182702473232,-0.6422369480133057,7,Northern,November 13,May 15
Kaputa,2009,0.06320914838995255,0.1781473159790039,7,Northern,November 13,May 15
Kaputa,2010,-1.1136875322886877,-1.1123087406158447,7,Northern,November 13,May 15
Kaputa,2011,-1.1675172924995423,-1.089376449584961,5,Northern,November 13,May 15
Kaputa,2012,-0.9606801782335553,-1.0071346759796145,7,Northern,November 13,May 15
Kaputa,2013,-0.2812458413342635,-0.42340075969696045,6,Northern,November 13,May 15
Kaputa,2014,0.5057918906211853,0.4623639583587646,5,Northern,November 13,May 15
Kaputa,2015,0.9758593142032623,1.0184577703475952,6,Northern,November 13,May 15
Kaputa,2016,0.07582064295586731,0.0179986953735351,7,Northern,November 13,May 15
Kaputa,2017,-0.3078590571880341,-0.2891173958778381,5,Northern,November 13,May 15
Kaputa,2018,0.4058526070522411,0.4200299382209778,7,Northern,November 13,May 15
Kaputa,2019,0.6566707541545233,0.6504129767417908,6,Northern,November 13,May 15
Kaputa,2020,1.3395021302359444,1.3448750972747805,7,Northern,November 13,May 15
Kaputa,2021,1.2570866545041401,1.3026201725006104,6,Northern,November 13,May 15
Kasama,2000,1.1571303009986877,1.241609811782837,6,Northern,November 13,May 15
Kasama,2001,-0.19355851039290428,-0.34024622291326523,6,Northern,November 13,May 15
Kasama,2002,-0.07386059251924355,-0.008983051404356946,6,Northern,November 13,May 15
Kasama,2003,0.1626710958778858,0.1911625266075134,5,Northern,November 13,May 15
Kasama,2004,0.33474212512373924,0.29114830493927,6,Northern,November 13,May 15
Kasama,2005,-0.42547605037689207,-0.4162244796752929,5,Northern,November 13,May 15
Kasama,2006,0.4597351678780147,0.5459633469581604,7,Northern,November 13,May 15
Kasama,2007,0.8044994672139486,0.853868156671524,6,Northern,November 13,May 15
Kasama,2008,-0.516097421447436,-0.5972388684749603,6,Northern,November 13,May 15
Kasama,2009,0.42306071519851685,0.3441322296857834,6,Northern,November 13,May 15
Kasama,2010,-1.3889208436012268,-1.5921565294265747,5,Northern,November 13,May 15
Kasama,2011,-1.6002502679824828,-1.5890337228775024,5,Northern,November 13,May 15
Kasama,2012,-1.3561759335654122,-1.3604986667633057,7,Northern,November 13,May 15
Kasama,2013,-0.9153630832831064,-0.8027909398078918,6,Northern,November 13,May 15
Kasama,2014,-0.7146584153175354,-0.6386962532997131,5,Northern,November 13,May 15
Kasama,2015,-0.228006999194622,-0.2278883010149002,5,Northern,November 13,May 15
Kasama,2016,-0.9047651390234629,-0.8883154392242432,6,Northern,November 13,May 15
Kasama,2017,-1.1124391555786133,-1.223271369934082,5,Northern,November 13,May 15
Kasama,2018,-0.32579279243946074,-0.2999369204044342,5,Northern,November 13,May 15
Kasama,2019,0.16363319754600525,0.3015335872769355,6,Northern,November 13,May 15
Kasama,2020,1.2676227291425068,1.2804065942764282,6,Northern,November 13,May 15
Kasama,2021,0.7613628268241882,0.8971831798553467,5,Northern,November 13,May 15
Kasempa,2000,0.5985054324070612,0.6847840249538422,6,North-Western,November 04,May 06
Kasempa,2001,0.6088416650891304,0.6591927707195282,6,North-Western,November 04,May 06
Kasempa,2002,0.278408029427131,0.21624553203582758,6,North-Western,November 04,May 06
Kasempa,2003,0.6131017804145813,0.680620551109314,6,North-Western,November 04,May 06
Kasempa,2004,-0.371595395108064,-0.46787000447511673,6,North-Western,November 04,May 06
Kasempa,2005,-0.9748790661493937,-1.0965933501720428,6,North-Western,November 04,May 06
Kasempa,2006,-0.04437502535680928,-0.0343054942786693,6,North-Western,November 04,May 06
Kasempa,2007,0.28621555492281914,0.2889188006520271,6,North-Western,November 04,May 06
Kasempa,2008,0.9424063215653101,0.9538409411907196,6,North-Western,November 04,May 06
Kasempa,2009,1.700903058052063,1.7527737617492676,6,North-Western,November 04,May 06
Kasempa,2010,1.8201712568600972,1.8553150296211243,6,North-Western,November 04,May 06
Kasempa,2011,1.6256216049194336,1.6526899337768557,5,North-Western,November 04,May 06
Kasempa,2012,1.49704776207606,1.4987285137176514,6,North-Western,November 04,May 06
Kasempa,2013,0.9497083425521851,0.9463150501251221,6,North-Western,November 04,May 06
Kasempa,2014,-0.2837744768708944,-0.246757298707962,5,North-Western,November 04,May 06
Kasempa,2015,-0.643578827381134,-0.6834190487861633,5,North-Western,November 04,May 06
Kasempa,2016,-0.6451967358589172,-0.5507603883743286,5,North-Western,November 04,May 06
Kasempa,2017,0.20585873126983642,0.273188054561615,5,North-Western,November 04,May 06
Kasempa,2018,0.38554637134075165,0.38018159568309784,6,North-Western,November 04,May 06
Kasempa,2019,-0.0010944612324237837,-0.0320997387170791,5,North-Western,November 04,May 06
Kasempa,2020,0.37932764291763305,0.3847509920597076,5,North-Western,November 04,May 06
Kasempa,2021,-0.5694320067763329,-0.6687455773353577,5,North-Western,November 04,May 06
Kasenengwa,2000,0.21190173489352063,0.18814912438392634,6,Eastern,November 26,May 04
Kasenengwa,2001,-0.19360986754763868,-0.2252016961574554,5,Eastern,November 26,May 04
Kasenengwa,2002,0.013081971555948303,-0.0378493219614028,5,Eastern,November 26,May 04
Kasenengwa,2003,0.26641482114791865,0.2928531765937805,5,Eastern,November 26,May 04
Kasenengwa,2004,0.20509535322586694,0.12584543973207474,6,Eastern,November 26,May 04
Kasenengwa,2005,-0.3362039984203875,-0.42559942603111267,4,Eastern,November 26,May 04
Kasenengwa,2006,0.7530908286571503,0.7826494574546814,6,Eastern,November 26,May 04
Kasenengwa,2007,1.1925270438194275,1.292871356010437,5,Eastern,November 26,May 04
Kasenengwa,2008,0.4997236615046859,0.3923274576663971,5,Eastern,November 26,May 04
Kasenengwa,2009,2.019742965698242,2.1510961055755615,6,Eastern,November 26,May 04
Kasenengwa,2010,1.4793566703796386,1.3339691162109375,5,Eastern,November 26,May 04
Kasenengwa,2011,1.2035322487354279,1.17484849691391,4,Eastern,November 26,May 04
Kasenengwa,2012,1.4015596906344097,1.4425112009048462,6,Eastern,November 26,May 04
Kasenengwa,2013,-0.10733873844146727,-0.1776152849197387,5,Eastern,November 26,May 04
Kasenengwa,2014,-1.103771722316742,-1.1381362676620483,5,Eastern,November 26,May 04
Kasenengwa,2015,-1.6732714176177979,-1.7688761949539185,5,Eastern,November 26,May 04
Kasenengwa,2016,-1.71201012134552,-1.6238396167755127,5,Eastern,November 26,May 04
Kasenengwa,2017,-1.3122516393661499,-1.2397381067276,5,Eastern,November 26,May 04
Kasenengwa,2018,-0.5306124567985535,-0.4932538270950317,5,Eastern,November 26,May 04
Kasenengwa,2019,0.004033483122475442,-0.0576853826642036,5,Eastern,November 26,May 04
Kasenengwa,2020,0.35792987296978634,0.3321240618824959,6,Eastern,November 26,May 04
Kasenengwa,2021,0.18657727688550949,0.2577030062675476,5,Eastern,November 26,May 04
Katete,2000,0.8821828663349152,0.8532118499279022,6,Eastern,November 26,May 04
Katete,2001,0.3916038155555725,0.3474985361099243,5,Eastern,November 26,May 04
Katete,2002,0.22495061606168748,0.1927824169397354,5,Eastern,November 26,May 04
Katete,2003,0.22238886840641497,0.2177782207727432,5,Eastern,November 26,May 04
Katete,2004,-0.11761646850832874,0.0191817972809076,7,Eastern,November 26,May 04
Katete,2005,-0.72833202034235,-0.8115139305591583,4,Eastern,November 26,May 04
Katete,2006,0.2824508423606555,0.30801449716091156,6,Eastern,November 26,May 04
Katete,2007,0.8593192100524902,0.8869267702102661,5,Eastern,November 26,May 04
Katete,2008,0.3317141532897949,0.1695884317159652,5,Eastern,November 26,May 04
Katete,2009,1.8854013880093892,2.029396176338196,6,Eastern,November 26,May 04
Katete,2010,1.865012288093567,1.6711220741271973,5,Eastern,November 26,May 04
Katete,2011,1.4057036638259888,1.4016253352165222,4,Eastern,November 26,May 04
Katete,2012,1.5212007562319438,1.5700870752334595,6,Eastern,November 26,May 04
Katete,2013,-0.04288361966609956,-0.1882365494966507,5,Eastern,November 26,May 04
Katete,2014,-1.0313220143318176,-1.0390441417694092,5,Eastern,November 26,May 04
Katete,2015,-1.581205630302429,-1.7054200172424316,5,Eastern,November 26,May 04
Katete,2016,-1.3623037576675414,-1.2562662363052368,5,Eastern,November 26,May 04
Katete,2017,-0.8284986734390258,-0.7948147654533386,5,Eastern,November 26,May 04
Katete,2018,-0.27152897417545313,-0.29760459065437317,6,Eastern,November 26,May 04
Katete,2019,0.21426462256349624,0.1665551960468292,5,Eastern,November 26,May 04
Katete,2020,0.053765094683815996,0.010347016621381001,6,Eastern,November 26,May 04
Katete,2021,-0.1780636765062809,-0.0939315631985664,5,Eastern,November 26,May 04
Kawambwa,2000,0.6057657524943352,0.657574787735939,6,Luapula,November 10,May 14
Kawambwa,2001,0.017753288149833662,0.0650568902492523,6,Luapula,November 10,May 14
Kawambwa,2002,0.41479556422148434,0.7039223313331604,7,Luapula,November 10,May 14
Kawambwa,2003,-0.5611331934730212,-0.4964580237865448,6,Luapula,November 10,May 14
Kawambwa,2004,0.2673804962209293,0.2029989212751388,7,Luapula,November 10,May 14
Kawambwa,2005,-0.5870273311932882,-0.47523680329322815,6,Luapula,November 10,May 14
Kawambwa,2006,0.07901955076626369,0.1876403391361236,7,Luapula,November 10,May 14
Kawambwa,2007,0.9253273436001369,0.8524647951126099,7,Luapula,November 10,May 14
Kawambwa,2008,-0.36747170488039654,-0.4563426375389099,6,Luapula,November 10,May 14
Kawambwa,2009,0.34092840862770873,0.2532105818390846,6,Luapula,November 10,May 14
Kawambwa,2010,-1.259988049666087,-1.3521150946617126,6,Luapula,November 10,May 14
Kawambwa,2011,-1.479949164390564,-1.4830095767974854,5,Luapula,November 10,May 14
Kawambwa,2012,-0.9330923897879464,-0.8706615567207336,7,Luapula,November 10,May 14
Kawambwa,2013,-0.16610772038499513,-0.19138285517692563,6,Luapula,November 10,May 14
Kawambwa,2014,-0.09053730666637422,-0.0196350328624248,5,Luapula,November 10,May 14
Kawambwa,2015,0.31527432054281235,0.3327970504760742,6,Luapula,November 10,May 14
Kawambwa,2016,-1.2751938501993816,-1.2662792205810547,6,Luapula,November 10,May 14
Kawambwa,2017,-1.4922137260437012,-1.425858736038208,5,Luapula,November 10,May 14
Kawambwa,2018,-0.28504018911293577,-0.2610464096069336,7,Luapula,November 10,May 14
Kawambwa,2019,0.09704915930827458,0.06692013889551165,6,Luapula,November 10,May 14
Kawambwa,2020,1.5756647416523524,1.561085820198059,7,Luapula,November 10,May 14
Kawambwa,2021,0.7458644390106202,0.7707023620605469,5,Luapula,November 10,May 14
Kazungula,2000,0.36725308299064635,0.4034195840358734,5,Southern,October 16,March 04
Kazungula,2001,0.5154208660125732,0.4251162707805633,5,Southern,October 16,March 04
Kazungula,2002,0.30809007585048676,0.30809007585048676,2,Southern,October 16,March 04
Kazungula,2003,-0.09336783271282911,-0.1277238670736551,4,Southern,October 16,March 04
Kazungula,2004,-0.6771559581160546,-0.858405351638794,5,Southern,October 16,March 04
Kazungula,2005,-1.105975691229105,-1.2214239239692688,4,Southern,October 16,March 04
Kazungula,2006,0.8500951766967774,0.8785766959190369,5,Southern,October 16,March 04
Kazungula,2007,1.4807407557964325,1.4775080680847168,4,Southern,October 16,March 04
Kazungula,2008,1.7212806701660157,1.721549153327942,5,Southern,October 16,March 04
Kazungula,2009,1.905228042602539,1.905407190322876,5,Southern,October 16,March 04
Kazungula,2010,1.8833247423171997,1.8675692081451416,6,Southern,October 16,March 04
Kazungula,2011,1.8582490682601929,1.8855499029159544,3,Southern,October 16,March 04
Kazungula,2012,1.2249414920806885,1.261320412158966,4,Southern,October 16,March 04
Kazungula,2013,1.0026988238096237,0.999788910150528,4,Southern,October 16,March 04
Kazungula,2014,0.7887513339519501,0.7897043526172638,4,Southern,October 16,March 04
Kazungula,2015,-0.2772685484960675,-0.32795390486717224,4,Southern,October 16,March 04
Kazungula,2016,-0.18615343049168578,-0.16575567424297324,4,Southern,October 16,March 04
Kazungula,2017,0.42049827724695205,0.6007499098777771,5,Southern,October 16,March 04
Kazungula,2018,0.005566297719875944,-0.026004645973444,6,Southern,October 16,March 04
Kazungula,2019,-0.06485123187303543,-0.1042545288801193,3,Southern,October 16,March 04
Kazungula,2020,-0.10264205063382782,-0.168665200471878,3,Southern,October 16,March 04
Kazungula,2021,-1.5130202323198318,-1.7005580067634583,4,Southern,October 16,March 04
Kitwe,2000,1.282010167837143,1.3476536273956299,6,Copperbelt,November 13,May 07
Kitwe,2001,0.9251558780670166,0.9473538994789124,6,Copperbelt,November 13,May 07
Kitwe,2002,1.324650506178538,1.342012882232666,6,Copperbelt,November 13,May 07
Kitwe,2003,1.7493351459503175,1.795071363449097,5,Copperbelt,November 13,May 07
Kitwe,2004,0.7734155704577764,0.9684931337833405,6,Copperbelt,November 13,May 07
Kitwe,2005,-0.25540758172671,-0.3455806076526642,6,Copperbelt,November 13,May 07
Kitwe,2006,-0.16880084574222565,-0.1711062043905258,5,Copperbelt,November 13,May 07
Kitwe,2007,0.00914959368916847,0.02863362082280215,6,Copperbelt,November 13,May 07
Kitwe,2008,0.37130901745210093,0.2434519790112972,6,Copperbelt,November 13,May 07
Kitwe,2009,1.4769519056592668,1.4772038459777832,7,Copperbelt,November 13,May 07
Kitwe,2010,1.1210361917813618,1.1598962843418121,6,Copperbelt,November 13,May 07
Kitwe,2011,0.963787043094635,0.91404527425766,5,Copperbelt,November 13,May 07
Kitwe,2012,0.5733168149987856,0.7200093865394592,6,Copperbelt,November 13,May 07
Kitwe,2013,-0.20923656597733495,-0.1002885438501834,6,Copperbelt,November 13,May 07
Kitwe,2014,-1.1311694622039794,-1.0386093854904177,5,Copperbelt,November 13,May 07
Kitwe,2015,-1.5019437313079833,-1.537392497062683,5,Copperbelt,November 13,May 07
Kitwe,2016,-1.0496381521224976,-0.8943976163864136,5,Copperbelt,November 13,May 07
Kitwe,2017,-0.14491992797702552,0.0076844142749905,5,Copperbelt,November 13,May 07
Kitwe,2018,0.5704954266548157,0.5364560782909393,6,Copperbelt,November 13,May 07
Kitwe,2019,-0.1236565640817086,-0.2021153140813112,6,Copperbelt,November 13,May 07
Kitwe,2020,0.21800507232546804,0.24481639266014094,6,Copperbelt,November 13,May 07
Kitwe,2021,-0.39200757145881654,-0.4944998919963836,5,Copperbelt,November 13,May 07
Lavushimanda,2000,0.6509476900100708,0.6126073002815247,6,Muchinga,November 24,May 12
Lavushimanda,2001,-0.25116154849529265,-0.2197833806276321,5,Muchinga,November 24,May 12
Lavushimanda,2002,0.17036346495151516,0.1634526699781417,5,Muchinga,November 24,May 12
