,district,season_year,mean_growing_spei,median_growing_spei,n_months
984,Lavushimanda,2016,-1.5119921166666668,-1.5273525000000001,6
985,Lavushimanda,2017,-0.899391235,-0.8975420000000001,6
986,Lavushimanda,2018,-0.23945001833333332,-0.17868625,6
987,Lavushimanda,2019,0.13011692406,0.047265552,5
988,Lavushimanda,2020,0.512271226,0.3798174,5
989,Lavushimanda,2021,0.28545194,0.37176314,5
990,Limulunga,2000,-0.051468349450000006,-0.018362038350000002,6
991,Limulunga,2001,0.23667659166666666,0.254948795,6
992,Limulunga,2002,0.02050150950000001,-0.023921186499999997,6
993,Limulunga,2003,0.4789555466666666,0.56275833,6
994,Limulunga,2004,0.274146404,0.4009741,5
995,Limulunga,2005,-0.273713394,-0.26789176,5
996,Limulunga,2006,0.44316991399999994,0.48474097,5
997,Limulunga,2007,0.628980775,0.5699687,6
998,Limulunga,2008,1.173786728,1.1998599,5
999,Limulunga,2009,1.6687469833333335,1.6307891,6
1000,Limulunga,2010,1.9315489999999997,1.92074865,6
1001,Limulunga,2011,1.94223225,1.9415011,4
1002,Limulunga,2012,1.58668056,1.606873,5
1003,Limulunga,2013,1.3487999833333333,1.3410788999999999,6
1004,Limulunga,2014,0.18958591500000002,0.10951967500000001,6
1005,Limulunga,2015,-0.79688473,-0.842373,5
1006,Limulunga,2016,-0.4939228656666667,-0.604070625,6
1007,Limulunga,2017,-0.007401777400000009,0.04395747,5
1008,Limulunga,2018,-0.138487675,-0.162441145,6
1009,Limulunga,2019,-0.2830015426,-0.30314955,5
1010,Limulunga,2020,-0.47037284,-0.58048856,5
1011,Limulunga,2021,-1.17402025,-1.1707621,5
1012,Livingstone,2000,0.23375150600000003,0.26740387,5
1013,Livingstone,2001,0.27456832,0.27456832,2
1014,Livingstone,2002,0.13936731,0.13936731,2
1015,Livingstone,2003,-0.6205984,-0.6205984,1
1016,Livingstone,2004,-0.82694495375,-0.793466,4
1017,Livingstone,2005,-1.219388475,-1.3129100999999999,4
1018,Livingstone,2006,0.667443502,0.7696654,5
1019,Livingstone,2007,1.3548930000000001,1.290259,5
1020,Livingstone,2008,1.7074792799999998,1.7334062,5
1021,Livingstone,2009,1.8950420400000003,1.8927734,5
1022,Livingstone,2010,1.9062164,1.9006526,5
1023,Livingstone,2011,1.9817594,1.9817594,1
1024,Livingstone,2012,1.10086844,1.1533343,5
1025,Livingstone,2013,0.8236626166666667,0.82311565,3
1026,Livingstone,2014,0.6233766249999999,0.62316067,4
1027,Livingstone,2015,-0.42791395000000004,-0.49158147,5
1028,Livingstone,2016,-0.2350626275,-0.24758598,4
1029,Livingstone,2017,0.6858816080000001,0.74049634,5
1030,Livingstone,2018,0.574791936,0.57484114,5
1031,Livingstone,2019,0.48932997999999994,0.43458024,3
1032,Livingstone,2020,0.4997190266666667,0.4854748,3
1033,Livingstone,2021,-0.834324088,-0.5931329,5
1034,Luampa,2000,0.179107262,0.20695205,5
1035,Luampa,2001,0.43785307733333334,0.42632654000000003,6
1036,Luampa,2002,-0.0536686558,-0.11499814,5
1037,Luampa,2003,0.45161979480000003,0.50345814,5
1038,Luampa,2004,0.24081371000000001,0.56992173,5
1039,Luampa,2005,-0.24503784800000003,-0.3573736,5
1040,Luampa,2006,0.90631606,0.9858086,5
1041,Luampa,2007,1.2762954999999998,1.2606388,5
1042,Luampa,2008,1.5233597399999999,1.5304734,5
1043,Luampa,2009,1.7934012,1.7808975,6
1044,Luampa,2010,1.8430438999999998,1.8307201,6
1045,Luampa,2011,1.6114967,1.5379903,3
1046,Luampa,2012,1.42282046,1.4360013,5
1047,Luampa,2013,1.1866649333333334,1.1989408,6
1048,Luampa,2014,0.18211555030000004,0.16484676,5
1049,Luampa,2015,-0.846119356,-0.9306138,5
1050,Luampa,2016,-0.7609191980000001,-0.83114445,5
1051,Luampa,2017,-0.2144774564,-0.09794412,5
1052,Luampa,2018,-0.422498655,-0.44982405000000003,6
1053,Luampa,2019,-0.674929812,-0.6847742,5
1054,Luampa,2020,-0.47498759875,-0.3914361,4
1055,Luampa,2021,-1.46456838,-1.6476771,5
1056,Luangwa,2000,1.8005121166666662,1.8040262999999999,6
1057,Luangwa,2001,1.3664862,1.4517577,5
1058,Luangwa,2002,0.4099082666666667,0.28072912,3
1059,Luangwa,2003,0.34956881500000003,0.39363685,4
1060,Luangwa,2004,-0.11390968279999998,-0.045701824,5
1061,Luangwa,2005,-0.8556285066666667,-1.0052627,3
1062,Luangwa,2006,0.024657644999999992,0.04592453,4
1063,Luangwa,2007,0.6834574125,0.6227665,4
1064,Luangwa,2008,0.50969897,0.35005674,6
1065,Luangwa,2009,1.42433806,1.3944325,5
1066,Luangwa,2010,1.6635677000000002,1.4586964,5
1067,Luangwa,2011,0.635679135,0.67502335,4
1068,Luangwa,2012,0.41292064500000003,0.36820656500000004,4
1069,Luangwa,2013,-0.30251563425,-0.377448475,4
1070,Luangwa,2014,-0.7195382419999999,-0.82978827,5
1071,Luangwa,2015,-0.684534284,-0.7648785,5
1072,Luangwa,2016,-0.41478461040000003,-0.54673505,5
1073,Luangwa,2017,0.6024205873999999,0.7592474,5
1074,Luangwa,2018,0.19283458194,0.15033494,5
1075,Luangwa,2019,0.14862011656666668,0.15033494,3
1076,Luangwa,2020,0.0810278825,0.0816137925,4
1077,Luangwa,2021,-0.535778372,-0.7284138,5
1078,Luano,2000,1.7291894666666667,1.7384254499999998,6
1079,Luano,2001,1.38553926,1.3867909,5
1080,Luano,2002,0.9020884625,0.8581282,4
1081,Luano,2003,0.970931506,1.0485938,5
1082,Luano,2004,0.047076850000000024,0.1436442,6
1083,Luano,2005,-0.5742498733333333,-0.72639585,3
1084,Luano,2006,0.326756916,0.31387135,5
1085,Luano,2007,0.5867917060000001,0.6393704,5
1086,Luano,2008,0.6479015216666667,0.537701835,6
1087,Luano,2009,1.48476538,1.4865165,5
1088,Luano,2010,1.66278122,1.5388378,5
1089,Luano,2011,0.8648627299999999,0.8871067349999999,4
1090,Luano,2012,0.7527590833333333,0.7348429,6
1091,Luano,2013,0.017230338,0.14569987,5
1092,Luano,2014,-0.8770062459999999,-0.7882775,5
1093,Luano,2015,-0.8525623399999999,-0.89866173,5
1094,Luano,2016,-0.5000564278333334,-0.5922196200000001,6
1095,Luano,2017,0.2572629916666667,0.34201265999999997,6
1096,Luano,2018,0.243494234,0.20934577000000001,6
1097,Luano,2019,-0.1606041048,-0.15451032,5
1098,Luano,2020,-0.11573761283333332,-0.142575935,6
1099,Luano,2021,-0.35528286800000003,-0.35304004,5
1100,Luanshya,2000,1.191688005,1.14177895,6
1101,Luanshya,2001,1.0674401042857142,1.0172893,7
1102,Luanshya,2002,1.4010112,1.4350146000000001,6
1103,Luanshya,2003,1.755181183333333,1.7534889,6
1104,Luanshya,2004,0.9478724500000001,1.21508185,6
1105,Luanshya,2005,0.11681794333333334,0.03464852,6
1106,Luanshya,2006,0.3211615825,0.355070055,6
1107,Luanshya,2007,0.2849739611666667,0.31485078,6
1108,Luanshya,2008,0.479699062,0.3714191,5
1109,Luanshya,2009,1.4393524714285715,1.465535,7
1110,Luanshya,2010,1.1180878866666666,1.1540648500000001,6
1111,Luanshya,2011,0.9480976460000001,0.91830283,5
1112,Luanshya,2012,0.6226591083333333,0.7497803599999999,6
1113,Luanshya,2013,-0.11049470514285713,0.010437644,7
1114,Luanshya,2014,-1.012509625,-0.9948262750000001,6
1115,Luanshya,2015,-1.4657656333333333,-1.4699855,6
1116,Luanshya,2016,-1.1925828216666667,-1.225674575,6
1117,Luanshya,2017,0.02614318,0.047408740000000005,6
1118,Luanshya,2018,0.48492792500000004,0.50073949,6
1119,Luanshya,2019,-0.068771698,-0.14717409,5
1120,Luanshya,2020,0.0418214312,0.061665736,5
1121,Luanshya,2021,-0.612729826,-0.58001834,5
1122,Lufwanyama,2000,1.3135429883333336,1.4615833,6
1123,Lufwanyama,2001,1.0046830828571427,0.9430666,7
1124,Lufwanyama,2002,0.8350233783333332,0.83986662,6
1125,Lufwanyama,2003,1.210963025,1.30466735,6
1126,Lufwanyama,2004,0.10458514666666674,0.12109091,6
1127,Lufwanyama,2005,-0.7383317478333332,-0.886174485,6
1128,Lufwanyama,2006,-0.27162419016666667,-0.30856146,6
1129,Lufwanyama,2007,0.010850759400000003,0.033042822,5
1130,Lufwanyama,2008,0.39946527759999995,0.30691847,5
1131,Lufwanyama,2009,1.549519457142857,1.6161509,7
1132,Lufwanyama,2010,1.4552831500000003,1.4531855999999999,6
1133,Lufwanyama,2011,1.219343652,1.2911328,5
1134,Lufwanyama,2012,0.95914996,1.07993805,6
1135,Lufwanyama,2013,0.19909797857142858,0.2552093,7
1136,Lufwanyama,2014,-0.6731709983333333,-0.60878045,6
1137,Lufwanyama,2015,-1.048203966666667,-1.0360658,6
1138,Lufwanyama,2016,-0.7898164303333332,-0.8061954849999999,6
1139,Lufwanyama,2017,0.5006838333333333,0.53031501,6
1140,Lufwanyama,2018,0.8818708599999999,0.91078207,6
1141,Lufwanyama,2019,0.320272068,0.21921007,5
1142,Lufwanyama,2020,0.60737281,0.7418902,5
1143,Lufwanyama,2021,-0.5284854445,-0.632596935,6
1144,Lukulu,2000,-0.21109131583333332,-0.2486467,6
1145,Lukulu,2001,0.06131200533333334,0.127106836,6
1146,Lukulu,2002,-0.18278234499999998,-0.216757095,6
1147,Lukulu,2003,0.32931447666666663,0.407636165,6
1148,Lukulu,2004,0.040121348333333307,-0.044863975,6
1149,Lukulu,2005,-0.5640528833333334,-0.6421197000000001,6
1150,Lukulu,2006,0.1482163929,0.1472923,5
1151,Lukulu,2007,0.3017472291666667,0.321589945,6
1152,Lukulu,2008,0.9057478079999999,0.87915087,5
1153,Lukulu,2009,1.6686581666666669,1.6543458,6
1154,Lukulu,2010,1.9262034166666666,1.9315427500000002,6
1155,Lukulu,2011,1.87163404,1.7947774,5
1156,Lukulu,2012,1.43401504,1.4934758,5
1157,Lukulu,2013,1.1481630999999999,1.12087315,6
1158,Lukulu,2014,0.008821376666666658,-0.10509299,6
1159,Lukulu,2015,-0.704555294,-0.70648926,5
1160,Lukulu,2016,-0.5705476896666667,-0.64377127,6
1161,Lukulu,2017,-0.17997927416666668,-0.136798443,6
1162,Lukulu,2018,-0.24725872166666663,-0.25241545,6
1163,Lukulu,2019,-0.26762516999999997,-0.2986694,5
1164,Lukulu,2020,0.02841899999999999,0.07322561000000001,6
1165,Lukulu,2021,-0.777790216,-0.8886268,5
1166,Lumezi,2000,-0.4211566483333333,-0.45846481000000006,6
1167,Lumezi,2001,-0.8213587199999999,-0.7848674,5
1168,Lumezi,2002,-0.1601427966,-0.12798509,5
1169,Lumezi,2003,0.324801756,0.32006332,5
1170,Lumezi,2004,0.4352009993333333,0.51187989,6
1171,Lumezi,2005,-0.31767773499999996,-0.33953195999999997,4
1172,Lumezi,2006,0.5127562753333333,0.6289491700000001,6
1173,Lumezi,2007,0.9587969175,0.979387135,4
1174,Lumezi,2008,0.18573967718,0.14679463,5
1175,Lumezi,2009,1.5005027333333336,1.5838752,6
1176,Lumezi,2010,0.9341536283333333,0.7634418350000001,6
1177,Lumezi,2011,0.758328534,0.6862715,5
1178,Lumezi,2012,1.0802602783333333,1.07198065,6
1179,Lumezi,2013,0.021334845599999996,0.036146518,5
1180,Lumezi,2014,-0.7884325283333333,-0.82034155,6
1181,Lumezi,2015,-1.54726312,-1.6754402,5
1182,Lumezi,2016,-1.8127747499999998,-1.80416305,6
1183,Lumezi,2017,-1.3343708166666666,-1.3350448,6
1184,Lumezi,2018,-0.51516512,-0.44795083999999996,6
1185,Lumezi,2019,0.27007516600000003,0.21256222,5
1186,Lumezi,2020,0.616949924,0.48847538,5
1187,Lumezi,2021,0.1649117675,0.239323265,4
1188,Lundazi,2000,-0.40003195666666663,-0.37092998,6
1189,Lundazi,2001,-0.9252852600000001,-0.92840725,5
1190,Lundazi,2002,-0.09217280964,-0.11148555,5
1191,Lundazi,2003,0.25582862,0.26792976,5
1192,Lundazi,2004,0.2687400153333333,0.32351354,6
1193,Lundazi,2005,-0.3664803825,-0.36662278000000004,4
1194,Lundazi,2006,0.14648699183333333,0.098366648,6
1195,Lundazi,2007,0.50499803,0.5389735,4
1196,Lundazi,2008,-0.5793055388,-0.71985435,5
1197,Lundazi,2009,0.677521355,0.72984001,6
1198,Lundazi,2010,0.16238819833333332,0.02448929,6
1199,Lundazi,2011,0.0011079199999999955,-0.0827005,5
1200,Lundazi,2012,0.5334838716666667,0.554122565,6
1201,Lundazi,2013,-0.21332481799199998,-0.19109713,5
1202,Lundazi,2014,-0.7109319933333333,-0.7403773,6
1203,Lundazi,2015,-1.46746266,-1.5495719,5
1204,Lundazi,2016,-1.8215884500000001,-1.82428625,6
1205,Lundazi,2017,-1.41937878,-1.3997601,5
1206,Lundazi,2018,-0.17778788799999995,-0.16928226,5
1207,Lundazi,2019,0.83015425,0.8163398,5
1208,Lundazi,2020,1.38507522,1.3441103,5
1209,Lundazi,2021,1.18344847,1.2297918,5
1210,Lunga,2000,1.004850975,1.016355575,6
1211,Lunga,2001,0.08772887233333333,0.064870157,6
1212,Lunga,2002,0.403382535,0.3955846,6
1213,Lunga,2003,0.4998029466666667,0.5501152,6
1214,Lunga,2004,0.6349827116666665,0.6319691199999999,6
1215,Lunga,2005,-0.2495539638333333,-0.21807026000000002,6
1216,Lunga,2006,0.3685867686666667,0.37925198000000004,6
1217,Lunga,2007,0.8102215457142856,0.83146656,7
1218,Lunga,2008,0.5008479749999999,0.6086232,5
1219,Lunga,2009,1.810226,1.78351935,6
1220,Lunga,2010,0.699517295,0.5396495,6
1221,Lunga,2011,0.543149102,0.44126612,5
1222,Lunga,2012,0.44398793333333336,0.43267520000000004,6
1223,Lunga,2013,-0.21631226300000003,-0.196642615,6
1224,Lunga,2014,-0.7441106516666666,-0.770867795,6
1225,Lunga,2015,-1.1343177500000001,-1.1398131500000002,6
1226,Lunga,2016,-1.4101119166666667,-1.38322755,6
1227,Lunga,2017,-1.0348238166666668,-1.0340946500000001,6
1228,Lunga,2018,-0.19223025800000001,-0.109212277,6
1229,Lunga,2019,0.156175794,0.26639715,5
1230,Lunga,2020,1.18706712,1.1566058,5
1231,Lunga,2021,0.7397478983333333,0.74076603,6
1232,Lunte District,2000,0.399091045,0.48509480000000005,6
1233,Lunte District,2001,-0.7705189457142857,-1.0955633,7
1234,Lunte District,2002,-1.0298332399999999,-1.0883767999999998,6
1235,Lunte District,2003,-1.0573911316666667,-1.08429282,6
1236,Lunte District,2004,-0.35049889500000003,-0.415169895,6
1237,Lunte District,2005,-1.0137441933333333,-1.0597778500000001,6
1238,Lunte District,2006,0.07287435857142854,0.30855498,7
1239,Lunte District,2007,0.6380222414285716,0.69219476,7
1240,Lunte District,2008,-0.48336203333333333,-0.5918074,6
1241,Lunte District,2009,0.50223735,0.4728094,6
1242,Lunte District,2010,-1.1396385916666667,-1.31962825,6
1243,Lunte District,2011,-1.6283595000000002,-1.6425644,5
1244,Lunte District,2012,-1.266252666666667,-1.25564575,6
1245,Lunte District,2013,-0.5272466442857142,-0.48952845,7
1246,Lunte District,2014,-0.037889041333333325,-0.087419944,6
1247,Lunte District,2015,0.4907386466666666,0.49916693,6
1248,Lunte District,2016,-0.6540789656666667,-0.72554918,6
1249,Lunte District,2017,-1.120634495,-1.1930667499999998,6
1250,Lunte District,2018,-0.4562689377142856,-0.24478665,7
1251,Lunte District,2019,0.253206732,0.185236,5
1252,Lunte District,2020,1.5815741166666666,1.62436575,6
1253,Lunte District,2021,1.05400371,1.119827,6
1254,Lupososhi,2000,1.0196161933333332,1.11533772,6
1255,Lupososhi,2001,0.19420824816666668,0.09656504299999999,6
1256,Lupososhi,2002,0.5982103723333334,0.6564046,6
1257,Lupososhi,2003,0.4360781333333333,0.5350596999999999,6
1258,Lupososhi,2004,0.8275292642857143,0.94695914,7
1259,Lupososhi,2005,-0.27703132,-0.33295816,6
1260,Lupososhi,2006,0.49991459999999993,0.59654298,6
1261,Lupososhi,2007,0.8382072614285715,0.79189813,7
1262,Lupososhi,2008,-0.008649247666666665,0.036075332,6
1263,Lupososhi,2009,1.0194445416666669,1.006466875,6
1264,Lupososhi,2010,-0.5364620833333333,-0.65734635,6
1265,Lupososhi,2011,-0.45224442200000003,-0.4612322,5
1266,Lupososhi,2012,-0.19886590714,-0.23973183,6
1267,Lupososhi,2013,-0.10677959057142856,-0.07076118,7
1268,Lupososhi,2014,-0.42557758933333334,-0.48059887,6
1269,Lupososhi,2015,-0.6193431333333334,-0.625366745,6
1270,Lupososhi,2016,-1.5826233166666668,-1.6072669,6
1271,Lupososhi,2017,-1.3945868666666665,-1.40660945,6
1272,Lupososhi,2018,-0.31410210633333335,-0.2149353,6
1273,Lupososhi,2019,-0.12869238400000002,-0.19859062,5
1274,Lupososhi,2020,1.1987526883333333,1.21317155,6
1275,Lupososhi,2021,0.48338240166666663,0.4199289,6
1276,Lusaka,2000,1.1415863000000002,1.2084913,5
1277,Lusaka,2001,0.92848098,0.878272,5
1278,Lusaka,2002,0.3552817326666667,0.20047927,3
1279,Lusaka,2003,0.4985604599999999,0.48543605,6
1280,Lusaka,2004,0.005296980000000029,0.3185894,5
1281,Lusaka,2005,-0.6303957494,-0.83885586,5
1282,Lusaka,2006,0.1234059774,-0.023936233,5
1283,Lusaka,2007,0.806854744,0.8160039,5
1284,Lusaka,2008,0.7627949700000001,0.73141515,5
1285,Lusaka,2009,1.8298478799999998,1.8113152,5
1286,Lusaka,2010,2.2272305,2.1111195,5
1287,Lusaka,2011,1.1254445499999999,1.1421557999999998,4
1288,Lusaka,2012,1.1699519900000002,1.1054620499999999,6
1289,Lusaka,2013,0.644824632,0.5581993,5
1290,Lusaka,2014,-0.207150982,-0.22081614,5
1291,Lusaka,2015,-0.35326251999999997,-0.31884888,5
1292,Lusaka,2016,-0.047950696999999994,-0.10031881,5
1293,Lusaka,2017,0.430558066,0.63301647,5
1294,Lusaka,2018,0.019588105000000005,-0.01779575,6
1295,Lusaka,2019,-0.09590158333333333,-0.09650874,3
1296,Lusaka,2020,-0.7249711783333334,-0.77913977,6
1297,Lusaka,2021,-1.1392311720000001,-1.1933922,5
1298,Luwingu,2000,1.2156227383333333,1.2689101,6
1299,Luwingu,2001,0.0681822435,-0.0331860645,6
1300,Luwingu,2002,0.24243891833333334,0.218715895,6
1301,Luwingu,2003,0.12673121383333333,0.1584113865,6
1302,Luwingu,2004,0.5209299366666666,0.48392951500000003,6
1303,Luwingu,2005,-0.37884170666666667,-0.409825075,6
1304,Luwingu,2006,0.3148536413333333,0.374840305,6
1305,Luwingu,2007,0.7687573371428572,0.8333195,7
1306,Luwingu,2008,-0.30903523400000005,-0.35908028000000003,6
1307,Luwingu,2009,0.8168629383333333,0.80455335,6
1308,Luwingu,2010,-0.6835786133333333,-0.9182421199999999,6
1309,Luwingu,2011,-1.17613612,-1.2505689,5
1310,Luwingu,2012,-0.7512888783333334,-0.7141055000000001,6
1311,Luwingu,2013,-0.41947593,-0.31506667,7
1312,Luwingu,2014,-0.4214084816666667,-0.42331505,6
1313,Luwingu,2015,-0.09842449138333333,-0.0708751715,6
1314,Luwingu,2016,-1.0762759216666666,-1.0871603,6
1315,Luwingu,2017,-1.0190377333333334,-1.01817935,6
1316,Luwingu,2018,0.0599166005,0.17510353,6
1317,Luwingu,2019,0.3347762548,0.3539663,5
1318,Luwingu,2020,1.4371024833333335,1.47035335,6
1319,Luwingu,2021,0.9001307916666668,0.911694165,6
1320,Mafinga,2000,0.017436925000000002,-0.027227795,6
1321,Mafinga,2001,-1.0775943700000001,-1.155161,5
1322,Mafinga,2002,-0.4521054308333334,-0.37974259,6
1323,Mafinga,2003,-0.4263054220000001,-0.3939659,5
1324,Mafinga,2004,-0.23502154571428574,-0.20738731,7
1325,Mafinga,2005,-0.794371662,-0.762852,5
1326,Mafinga,2006,-0.3210457866666667,-0.29429974,6
1327,Mafinga,2007,0.09112833166666667,0.12676681,6
1328,Mafinga,2008,-0.9149579033333334,-0.96015063,6
1329,Mafinga,2009,0.3424934678333333,0.356660795,6
1330,Mafinga,2010,-0.5036581538333333,-0.46425917000000005,6
1331,Mafinga,2011,-0.48113981800000005,-0.50010484,5
1332,Mafinga,2012,-0.22990000714285716,-0.2782165,7
1333,Mafinga,2013,-0.34356938166666673,-0.279297715,6
1334,Mafinga,2014,-0.09076325299999999,-0.079641818,6
1335,Mafinga,2015,-0.07607807133333334,-0.0711524405,6
1336,Mafinga,2016,0.06485076299999999,0.065046266,7
1337,Mafinga,2017,0.16158818733333333,0.11297505499999999,6
1338,Mafinga,2018,0.6441374616666667,0.69654732,6
1339,Mafinga,2019,1.1061427916666666,1.09869015,6
1340,Mafinga,2020,1.4980071333333334,1.50739065,6
1341,Mafinga,2021,1.3784371,1.4864315,5
1342,Mambwe,2000,0.25687686633333334,0.264126525,6
1343,Mambwe,2001,-0.21147123333333337,-0.2341852,6
1344,Mambwe,2002,0.06953471446000001,0.041947822999999995,4
1345,Mambwe,2003,0.302059456,0.31684762,5
1346,Mambwe,2004,0.38115094999999993,0.45961316,6
1347,Mambwe,2005,-0.242109372,-0.30650831999999995,4
1348,Mambwe,2006,0.7686906566666667,0.9780226700000001,6
1349,Mambwe,2007,1.32639905,1.358306,4
1350,Mambwe,2008,0.703097026,0.7184072,5
1351,Mambwe,2009,2.0068270666666668,2.097115,6
1352,Mambwe,2010,1.5466431333333333,1.4392746,6
1353,Mambwe,2011,1.07727935,1.0435555,4
1354,Mambwe,2012,1.2442987666666667,1.3031964,6
1355,Mambwe,2013,-0.00035970249999998927,0.051490915,4
1356,Mambwe,2014,-0.9889472166666667,-1.04884565,6
1357,Mambwe,2015,-1.58168078,-1.6045877,5
1358,Mambwe,2016,-1.7716436333333334,-1.745103,6
1359,Mambwe,2017,-1.3471774333333333,-1.3054898000000001,6
1360,Mambwe,2018,-0.7636296000000001,-0.7008868699999999,6
1361,Mambwe,2019,-0.21272284200000002,-0.27802476,5
1362,Mambwe,2020,0.03477126259999999,-0.047403593,5
1363,Mambwe,2021,-0.08906510999999999,-0.03209508,4
1364,Mansa,2000,0.8948749133333335,1.05847715,6
1365,Mansa,2001,0.6369858183333333,0.58138332,6
1366,Mansa,2002,1.069970845,1.11081685,6
1367,Mansa,2003,0.815898125,0.8749740749999999,6
1368,Mansa,2004,0.7416605342857142,1.00281,7
1369,Mansa,2005,-0.5651856350000001,-0.5932399,6
1370,Mansa,2006,-0.11440238016666665,-0.0731732305,6
1371,Mansa,2007,0.1983719618857143,0.09509537,7
1372,Mansa,2008,-0.03859451400000001,0.06235264,5
1373,Mansa,2009,1.2775634000000002,1.25106545,6
1374,Mansa,2010,0.4543040636666667,0.536162,6
1375,Mansa,2011,0.9692124719999999,0.88898796,5
1376,Mansa,2012,0.8073132550000001,0.8567981499999999,6
1377,Mansa,2013,0.253425302,0.23582977,7
1378,Mansa,2014,-0.57577666,-0.529847475,6
1379,Mansa,2015,-1.2141823,-1.1994598,6
1380,Mansa,2016,-1.6782010500000002,-1.6178667999999998,6
1381,Mansa,2017,-1.1913101833333333,-1.23397885,6
1382,Mansa,2018,-0.12247747166666666,-0.06787950999999999,6
1383,Mansa,2019,0.13332211200000002,0.14789125,5
1384,Mansa,2020,1.0951834500000002,1.1236755,6
1385,Mansa,2021,0.2445737113333334,0.19516827,6
1386,Manyinga,2000,-0.48538183166666665,-0.440370285,6
1387,Manyinga,2001,-0.7553877566666668,-0.7046158499999999,6
1388,Manyinga,2002,-0.8536873140000001,-0.91866034,5
1389,Manyinga,2003,-0.4671435934285714,-0.27080128,7
1390,Manyinga,2004,-0.437262765,-0.57558507,6
1391,Manyinga,2005,-0.8454609299999999,-0.953255915,6
1392,Manyinga,2006,-0.33793563583333336,-0.369483985,6
1393,Manyinga,2007,-0.29747856785714283,-0.15987852,7
1394,Manyinga,2008,-0.14853434999999995,-0.06674115,6
1395,Manyinga,2009,0.8457173933333332,0.86951925,6
1396,Manyinga,2010,1.1340906,1.256479,7
1397,Manyinga,2011,1.3208435833333334,1.32012745,6
1398,Manyinga,2012,1.2859596999999998,1.2527887,6
1399,Manyinga,2013,1.0888257857142858,1.1025406,7
1400,Manyinga,2014,0.09656301733333328,0.0015477270000000022,6
1401,Manyinga,2015,-0.39968058,-0.4341261,5
1402,Manyinga,2016,-0.8006643666666667,-0.7387296999999999,6
1403,Manyinga,2017,-0.7878587916666667,-0.80388644,6
1404,Manyinga,2018,-0.7242216350000001,-0.636627125,6
1405,Manyinga,2019,-0.59806817,-0.64780366,5
1406,Manyinga,2020,-0.11063282142857143,-0.12299796,7
1407,Manyinga,2021,-0.848326428,-0.9064096,5
1408,Masaiti,2000,1.131559132,0.9750407,5
1409,Masaiti,2001,0.9727779166666667,0.95349075,6
1410,Masaiti,2002,1.2035320999999999,1.2560872,5
1411,Masaiti,2003,1.5312662666666668,1.5274717500000001,6
1412,Masaiti,2004,0.84223666,1.3347584,5
1413,Masaiti,2005,-0.40010064399999995,-0.55671304,5
1414,Masaiti,2006,0.11614315333333332,0.10475768499999999,6
1415,Masaiti,2007,0.18393556016666668,0.18367393999999998,6
1416,Masaiti,2008,0.39835928172,0.2801154,5
1417,Masaiti,2009,1.5329604428571426,1.5177519,7
1418,Masaiti,2010,1.3974169799999998,1.4533404,5
1419,Masaiti,2011,1.094717565,1.06491413,4
1420,Masaiti,2012,0.9495715433333335,1.0143348,6
1421,Masaiti,2013,0.16055424748571426,0.3193438,7
1422,Masaiti,2014,-0.7965465183333333,-0.8025903249999999,6
1423,Masaiti,2015,-1.1635280140000002,-1.1552582,5
1424,Masaiti,2016,-0.8573865166666667,-0.9486752300000001,6
1425,Masaiti,2017,0.42085766166666666,0.44083478,6
1426,Masaiti,2018,0.7608913833333334,0.79853615,6
1427,Masaiti,2019,0.300981984,0.22293049,5
1428,Masaiti,2020,0.24574663899999996,0.21969761,5
1429,Masaiti,2021,-0.554800792,-0.6219041,5
1430,Mazabuka,2000,0.778898766,0.8473349,5
1431,Mazabuka,2001,0.7579619,0.6900211,5
1432,Mazabuka,2002,0.04661520333333332,-0.08888693,3
1433,Mazabuka,2003,0.38707540166666665,0.401403695,6
1434,Mazabuka,2004,0.13039642200000004,0.3653355,5
1435,Mazabuka,2005,-0.63301162675,-0.736991255,4
1436,Mazabuka,2006,0.658590812,0.6027769,5
1437,Mazabuka,2007,1.27341868,1.3466322,5
1438,Mazabuka,2008,1.3015455800000002,1.3036631,5
1439,Mazabuka,2009,1.8650851199999998,1.7962428,5
1440,Mazabuka,2010,1.9589089000000002,2.0087214,5
1441,Mazabuka,2011,1.260837475,1.25538705,4
1442,Mazabuka,2012,1.22314148,1.12734,5
1443,Mazabuka,2013,0.8343907679999999,0.8544693,5
1444,Mazabuka,2014,0.081303196,0.06322178,5
1445,Mazabuka,2015,-0.46323639199999994,-0.42338014,5
1446,Mazabuka,2016,-0.3011723343,-0.32791355,5
1447,Mazabuka,2017,0.22234331200000002,0.30415827,5
1448,Mazabuka,2018,-0.06973311516666669,-0.0866047475,6
1449,Mazabuka,2019,-0.165919765,-0.123183645,3
1450,Mazabuka,2020,-0.171447773,-0.178803155,4
1451,Mazabuka,2021,-0.930280198,-1.0671457,5
1452,Mbala,2000,0.39930036666666674,0.49617906,6
1453,Mbala,2001,-0.54419609,-0.58633006,7
1454,Mbala,2002,-0.6820757283333334,-0.50682687,6
1455,Mbala,2003,-0.500497052,-0.53766334,5
1456,Mbala,2004,-0.696256855,-0.775286555,6
1457,Mbala,2005,-1.4416315333333334,-1.4418392500000001,6
1458,Mbala,2006,-0.5793350728571429,-0.44183812,7
1459,Mbala,2007,-0.39840833785714286,-0.38273087,7
1460,Mbala,2008,-0.5155740316666667,-0.48270173,6
1461,Mbala,2009,0.5399407599999999,0.6205415999999999,6
