,Unnamed: 0,district,season_year,mean_growing_spei,median_growing_spei,n_months,province,province_avg_start_date,province_avg_end_date
630,630,Kafue,2014,-0.147420226,-0.21101409,5,Lusaka,November 07,March 31
631,631,Kafue,2015,-0.1589521136,-0.15894839,5,Lusaka,November 07,March 31
632,632,Kafue,2016,0.1323943626,0.09918594,5,Lusaka,November 07,March 31
633,633,Kafue,2017,0.7203938703999999,0.94317967,5,Lusaka,November 07,March 31
634,634,Kafue,2018,0.1772190656666666,0.147722632,6,Lusaka,November 07,March 31
635,635,Kafue,2019,0.0364046446666666,0.009970814,3,Lusaka,November 07,March 31
636,636,Kafue,2020,-0.2271286099999999,-0.25222171,4,Lusaka,November 07,March 31
637,637,Kafue,2021,-0.8789596279999999,-1.0200987,5,Lusaka,November 07,March 31
638,638,Kalabo,2000,-0.0505542741333333,-0.0285524724,6,Western,November 07,April 13
639,639,Kalabo,2001,0.1754333671428571,0.15060782,7,Western,November 07,April 13
640,640,Kalabo,2002,-0.1596034660833333,-0.19386722,6,Western,November 07,April 13
641,641,Kalabo,2003,0.2357200299999999,0.2781256,6,Western,November 07,April 13
642,642,Kalabo,2004,0.0746172333333333,0.040018925,6,Western,November 07,April 13
643,643,Kalabo,2005,-0.3567333199999999,-0.4135947,5,Western,November 07,April 13
644,644,Kalabo,2006,0.441841972,0.51700413,5,Western,November 07,April 13
645,645,Kalabo,2007,0.4974997883333333,0.47130251,6,Western,November 07,April 13
646,646,Kalabo,2008,1.0173823519999998,1.0217702,5,Western,November 07,April 13
647,647,Kalabo,2009,1.58582,1.5694847,6,Western,November 07,April 13
648,648,Kalabo,2010,1.8219302833333333,1.7347725,6,Western,November 07,April 13
649,649,Kalabo,2011,1.9895355,1.9904473,4,Western,November 07,April 13
650,650,Kalabo,2012,1.64407678,1.6591787,5,Western,November 07,April 13
651,651,Kalabo,2013,1.3863118166666668,1.37085605,6,Western,November 07,April 13
652,652,Kalabo,2014,0.37312525,0.37001293,6,Western,November 07,April 13
653,653,Kalabo,2015,-0.718347492,-0.78551966,5,Western,November 07,April 13
654,654,Kalabo,2016,-0.720607824,-0.745652,5,Western,November 07,April 13
655,655,Kalabo,2017,-0.2297939586,-0.21879187,5,Western,November 07,April 13
656,656,Kalabo,2018,0.07180922875,0.0704842955,4,Western,November 07,April 13
657,657,Kalabo,2019,-0.3164498914,-0.40063745,5,Western,November 07,April 13
658,658,Kalabo,2020,-0.232163472,-0.3493288,5,Western,November 07,April 13
659,659,Kalabo,2021,-0.780017042,-0.7858041,5,Western,November 07,April 13
660,660,Kalomo,2000,0.6926585099999999,0.677361315,6,Southern,October 16,March 04
661,661,Kalomo,2001,0.5980840550000001,0.57068133,6,Southern,October 16,March 04
662,662,Kalomo,2002,0.0800664443333333,0.013816483,3,Southern,October 16,March 04
663,663,Kalomo,2003,-0.0276770414475,0.000744142105,4,Southern,October 16,March 04
664,664,Kalomo,2004,-0.720340832,-0.92190325,5,Southern,October 16,March 04
665,665,Kalomo,2005,-1.1525455075,-1.29481125,4,Southern,October 16,March 04
666,666,Kalomo,2006,0.566458952,0.66941667,5,Southern,October 16,March 04
667,667,Kalomo,2007,1.3106972,1.2824081,5,Southern,October 16,March 04
668,668,Kalomo,2008,1.6026102999999998,1.6368316,5,Southern,October 16,March 04
669,669,Kalomo,2009,1.89023764,1.908222,5,Southern,October 16,March 04
670,670,Kalomo,2010,1.8637574500000005,1.8565558,6,Southern,October 16,March 04
671,671,Kalomo,2011,1.406874966666667,1.3139231,3,Southern,October 16,March 04
672,672,Kalomo,2012,1.20494696,1.186378,5,Southern,October 16,March 04
673,673,Kalomo,2013,1.0478720679999998,1.0747004,5,Southern,October 16,March 04
674,674,Kalomo,2014,0.8094075675000001,0.811812385,4,Southern,October 16,March 04
675,675,Kalomo,2015,-0.059079251,-0.08799009,5,Southern,October 16,March 04
676,676,Kalomo,2016,0.1103112514,0.049493082,5,Southern,October 16,March 04
677,677,Kalomo,2017,0.490773238,0.6736567,5,Southern,October 16,March 04
678,678,Kalomo,2018,0.1703427083333333,0.15946769,6,Southern,October 16,March 04
679,679,Kalomo,2019,0.0835919766666666,0.15873972,3,Southern,October 16,March 04
680,680,Kalomo,2020,-0.1093584223333333,-0.13968891,3,Southern,October 16,March 04
681,681,Kalomo,2021,-1.391795736,-1.365642,5,Southern,October 16,March 04
682,682,Kalulushi,2000,1.3974583066666666,1.5515708,6,Copperbelt,November 13,May 07
683,683,Kalulushi,2001,1.0934527514285712,1.0526012,7,Copperbelt,November 13,May 07
684,684,Kalulushi,2002,1.1679311,1.16123135,6,Copperbelt,November 13,May 07
685,685,Kalulushi,2003,1.5108557666666669,1.57131325,6,Copperbelt,November 13,May 07
686,686,Kalulushi,2004,0.50105612,0.58337313,6,Copperbelt,November 13,May 07
687,687,Kalulushi,2005,-0.4892352961666668,-0.6191079500000001,6,Copperbelt,November 13,May 07
688,688,Kalulushi,2006,-0.2829895333333332,-0.2213816149999999,6,Copperbelt,November 13,May 07
689,689,Kalulushi,2007,-0.0896369205999999,-0.030495077,5,Copperbelt,November 13,May 07
690,690,Kalulushi,2008,0.20635155,0.09081183,5,Copperbelt,November 13,May 07
691,691,Kalulushi,2009,1.4205422571428572,1.4824673,7,Copperbelt,November 13,May 07
692,692,Kalulushi,2010,1.2206518166666669,1.25442255,6,Copperbelt,November 13,May 07
693,693,Kalulushi,2011,1.08246484,1.0939139,5,Copperbelt,November 13,May 07
694,694,Kalulushi,2012,0.7646772599999999,0.9365879,6,Copperbelt,November 13,May 07
695,695,Kalulushi,2013,-0.0126798407142857,0.060244888,7,Copperbelt,November 13,May 07
696,696,Kalulushi,2014,-0.8535393083333332,-0.82062605,6,Copperbelt,November 13,May 07
697,697,Kalulushi,2015,-1.170100183333333,-1.1663907,6,Copperbelt,November 13,May 07
698,698,Kalulushi,2016,-0.8691876099999999,-0.8984577,6,Copperbelt,November 13,May 07
699,699,Kalulushi,2017,0.03399148,0.126492845,6,Copperbelt,November 13,May 07
700,700,Kalulushi,2018,0.5955823133333333,0.6026576800000001,6,Copperbelt,November 13,May 07
701,701,Kalulushi,2019,-0.0496806939999999,-0.06612635,5,Copperbelt,November 13,May 07
702,702,Kalulushi,2020,0.219628464,0.21203703,5,Copperbelt,November 13,May 07
703,703,Kalulushi,2021,-0.3143640133333333,-0.369979115,6,Copperbelt,November 13,May 07
704,704,Kalumbila,2000,0.35089958,0.470645385,6,North-Western,November 04,May 06
705,705,Kalumbila,2001,-0.0839633528571428,-0.22957765,7,North-Western,November 04,May 06
706,706,Kalumbila,2002,-0.7448035085714285,-0.7186323,7,North-Western,November 04,May 06
707,707,Kalumbila,2003,-0.6163196842857143,-0.5459244,7,North-Western,November 04,May 06
708,708,Kalumbila,2004,-0.6536606994285714,-0.7922165,7,North-Western,November 04,May 06
709,709,Kalumbila,2005,-1.2750400899999998,-1.39764255,6,North-Western,November 04,May 06
710,710,Kalumbila,2006,-0.3712222981428572,-0.3271676,7,North-Western,November 04,May 06
711,711,Kalumbila,2007,0.0246301165714285,0.043067157,7,North-Western,November 04,May 06
712,712,Kalumbila,2008,0.358613266,0.45685613,6,North-Western,November 04,May 06
713,713,Kalumbila,2009,1.360412414285714,1.3883803,7,North-Western,November 04,May 06
714,714,Kalumbila,2010,1.145629247142857,1.1427276,7,North-Western,November 04,May 06
715,715,Kalumbila,2011,1.0036897628571428,0.98744327,7,North-Western,November 04,May 06
716,716,Kalumbila,2012,0.9418578342857142,0.9358676,7,North-Western,November 04,May 06
717,717,Kalumbila,2013,0.6445782485714285,0.5975746,7,North-Western,November 04,May 06
718,718,Kalumbila,2014,0.153954016,0.181863138,6,North-Western,November 04,May 06
719,719,Kalumbila,2015,-0.47420385,-0.488143615,6,North-Western,November 04,May 06
720,720,Kalumbila,2016,-1.1630217566666667,-1.1053371,6,North-Western,November 04,May 06
721,721,Kalumbila,2017,-0.8032395250000001,-0.778625125,6,North-Western,November 04,May 06
722,722,Kalumbila,2018,-0.4536708733333333,-0.33781295,6,North-Western,November 04,May 06
723,723,Kalumbila,2019,-0.002431918,0.08714662,5,North-Western,November 04,May 06
724,724,Kalumbila,2020,0.8046781885714286,0.84686995,7,North-Western,November 04,May 06
725,725,Kalumbila,2021,-0.4153283716666667,-0.39664465,6,North-Western,November 04,May 06
726,726,Kanchibiya,2000,0.8701116683333332,0.90695987,6,Muchinga,November 24,May 12
727,727,Kanchibiya,2001,-0.208839225,-0.354367835,6,Muchinga,November 24,May 12
728,728,Kanchibiya,2002,-0.0032380709999999,0.009418552,6,Muchinga,November 24,May 12
729,729,Kanchibiya,2003,0.0579184807499999,0.111572727,6,Muchinga,November 24,May 12
730,730,Kanchibiya,2004,0.3951894984,0.5001537,5,Muchinga,November 24,May 12
731,731,Kanchibiya,2005,-0.3414821466666666,-0.365468845,6,Muchinga,November 24,May 12
732,732,Kanchibiya,2006,0.5448849178333334,0.67418813,6,Muchinga,November 24,May 12
733,733,Kanchibiya,2007,1.25401505,1.24309045,6,Muchinga,November 24,May 12
734,734,Kanchibiya,2008,0.540737996,0.41712224,5,Muchinga,November 24,May 12
735,735,Kanchibiya,2009,2.0100815666666665,2.03656985,6,Muchinga,November 24,May 12
736,736,Kanchibiya,2010,1.202312566,1.025205,5,Muchinga,November 24,May 12
737,737,Kanchibiya,2011,0.687045514,0.6082257,5,Muchinga,November 24,May 12
738,738,Kanchibiya,2012,0.7208171166666667,0.783874535,6,Muchinga,November 24,May 12
739,739,Kanchibiya,2013,-0.154810313,-0.13801159,6,Muchinga,November 24,May 12
740,740,Kanchibiya,2014,-0.7457836083333333,-0.780973045,6,Muchinga,November 24,May 12
741,741,Kanchibiya,2015,-1.0299122166666668,-1.03778715,6,Muchinga,November 24,May 12
742,742,Kanchibiya,2016,-1.2326985333333331,-1.18781895,6,Muchinga,November 24,May 12
743,743,Kanchibiya,2017,-0.6591229733333334,-0.6741477,6,Muchinga,November 24,May 12
744,744,Kanchibiya,2018,0.341289632,0.34382874,5,Muchinga,November 24,May 12
745,745,Kanchibiya,2019,0.56060668,0.5678016,5,Muchinga,November 24,May 12
746,746,Kanchibiya,2020,0.99592478,1.0101472,5,Muchinga,November 24,May 12
747,747,Kanchibiya,2021,0.3380719633333333,0.345595645,6,Muchinga,November 24,May 12
748,748,Kaoma,2000,-0.1794359372,-0.19538127,5,Western,November 07,April 13
749,749,Kaoma,2001,0.2597955641666666,0.287434995,6,Western,November 07,April 13
750,750,Kaoma,2002,0.0458127066666666,-0.01892078,6,Western,November 07,April 13
751,751,Kaoma,2003,0.5653737200000001,0.607019665,6,Western,November 07,April 13
752,752,Kaoma,2004,0.314328432,0.49991027,5,Western,November 07,April 13
753,753,Kaoma,2005,-0.3124416375,-0.37460032,6,Western,November 07,April 13
754,754,Kaoma,2006,0.6534330500000001,0.7560625,5,Western,November 07,April 13
755,755,Kaoma,2007,0.868973755,0.884362815,6,Western,November 07,April 13
756,756,Kaoma,2008,1.2152118399999998,1.1929451,5,Western,November 07,April 13
757,757,Kaoma,2009,1.7318905166666667,1.7088381,6,Western,November 07,April 13
758,758,Kaoma,2010,1.8535507666666664,1.8741625,6,Western,November 07,April 13
759,759,Kaoma,2011,1.81645688,1.8022708,5,Western,November 07,April 13
760,760,Kaoma,2012,1.54569414,1.5934426,5,Western,November 07,April 13
761,761,Kaoma,2013,1.2436577333333332,1.2806571,6,Western,November 07,April 13
762,762,Kaoma,2014,-0.0293259728666666,-0.0793201986,6,Western,November 07,April 13
763,763,Kaoma,2015,-0.98349478,-1.0387,5,Western,November 07,April 13
764,764,Kaoma,2016,-0.8234902366666667,-0.914008775,6,Western,November 07,April 13
765,765,Kaoma,2017,-0.26897308,-0.20918304,5,Western,November 07,April 13
766,766,Kaoma,2018,-0.2801396716666666,-0.281074255,6,Western,November 07,April 13
767,767,Kaoma,2019,-0.350427876,-0.35633686,5,Western,November 07,April 13
768,768,Kaoma,2020,-0.242278688,-0.34106478,5,Western,November 07,April 13
769,769,Kaoma,2021,-1.155095788,-1.2711903,5,Western,November 07,April 13
770,770,Kapiri Mposhi,2000,1.31672735,1.27138725,6,Central,November 18,April 22
771,771,Kapiri Mposhi,2001,1.1261696320000003,1.0596321,5,Central,November 18,April 22
772,772,Kapiri Mposhi,2002,0.94798682,1.0028752,5,Central,November 18,April 22
773,773,Kapiri Mposhi,2003,1.22486354,1.3263408,5,Central,November 18,April 22
774,774,Kapiri Mposhi,2004,0.4078288908,0.87496734,5,Central,November 18,April 22
775,775,Kapiri Mposhi,2005,-0.482466974,-0.65581864,5,Central,November 18,April 22
776,776,Kapiri Mposhi,2006,0.1824872566,0.21574217,5,Central,November 18,April 22
777,777,Kapiri Mposhi,2007,0.3504648716,0.3358829,5,Central,November 18,April 22
778,778,Kapiri Mposhi,2008,0.421893186,0.30881894,5,Central,November 18,April 22
779,779,Kapiri Mposhi,2009,1.4982586999999998,1.5392256,5,Central,November 18,April 22
780,780,Kapiri Mposhi,2010,1.7465688199999998,1.6424342,5,Central,November 18,April 22
781,781,Kapiri Mposhi,2011,1.2357881,1.24789545,4,Central,November 18,April 22
782,782,Kapiri Mposhi,2012,1.2133507,1.1866196,6,Central,November 18,April 22
783,783,Kapiri Mposhi,2013,0.4284187264,0.5358317,5,Central,November 18,April 22
784,784,Kapiri Mposhi,2014,-0.60494073,-0.59398007,6,Central,November 18,April 22
785,785,Kapiri Mposhi,2015,-0.8208111819999999,-0.8415848,5,Central,November 18,April 22
786,786,Kapiri Mposhi,2016,-0.3996637125,-0.4735786349999999,6,Central,November 18,April 22
787,787,Kapiri Mposhi,2017,0.6405555449999999,0.666633075,6,Central,November 18,April 22
788,788,Kapiri Mposhi,2018,0.6839692883333334,0.677146915,6,Central,November 18,April 22
789,789,Kapiri Mposhi,2019,0.1396814063999999,0.03281604,5,Central,November 18,April 22
790,790,Kapiri Mposhi,2020,0.0297320173333333,0.0391538745,6,Central,November 18,April 22
791,791,Kapiri Mposhi,2021,-0.4999502189999999,-0.5369834,5,Central,November 18,April 22
792,792,Kaputa,2000,0.1701934499999999,0.171783615,6,Northern,November 13,May 15
793,793,Kaputa,2001,-0.6097960814285714,-0.39202252,7,Northern,November 13,May 15
794,794,Kaputa,2002,-0.1826618325,-0.1250371475,6,Northern,November 13,May 15
795,795,Kaputa,2003,-0.8834262216666667,-0.96802545,6,Northern,November 13,May 15
796,796,Kaputa,2004,-0.3035404857142856,-0.31061298,7,Northern,November 13,May 15
797,797,Kaputa,2005,-1.0164184571428572,-0.9965597,7,Northern,November 13,May 15
798,798,Kaputa,2006,-0.8472734375,-0.8412283650000001,8,Northern,November 13,May 15
799,799,Kaputa,2007,-0.1367934358749999,-0.2378558949999999,8,Northern,November 13,May 15
800,800,Kaputa,2008,-0.58275127,-0.64223695,7,Northern,November 13,May 15
801,801,Kaputa,2009,0.1105689706666666,0.19734443,6,Northern,November 13,May 15
802,802,Kaputa,2010,-1.0002613614285716,-1.1123087,7,Northern,November 13,May 15
803,803,Kaputa,2011,-1.0987361916666667,-1.08703245,6,Northern,November 13,May 15
804,804,Kaputa,2012,-1.0121333571428572,-1.0241138,7,Northern,November 13,May 15
805,805,Kaputa,2013,-0.3292058642857143,-0.55359155,7,Northern,November 13,May 15
806,806,Kaputa,2014,0.5244096033333333,0.481987265,6,Northern,November 13,May 15
807,807,Kaputa,2015,0.9088007783333332,0.878815235,6,Northern,November 13,May 15
808,808,Kaputa,2016,0.0758206489714285,0.017998673,7,Northern,November 13,May 15
809,809,Kaputa,2017,-0.274052454,-0.20578645,5,Northern,November 13,May 15
810,810,Kaputa,2018,0.3080790231428572,0.39188126,7,Northern,November 13,May 15
811,811,Kaputa,2019,0.656670785,0.6504129999999999,6,Northern,November 13,May 15
812,812,Kaputa,2020,1.3527816666666668,1.3727082,6,Northern,November 13,May 15
813,813,Kaputa,2021,1.2570867,1.30262035,6,Northern,November 13,May 15
814,814,Kasama,2000,1.1596381060000005,1.3386282,5,Northern,November 13,May 15
815,815,Kasama,2001,-0.1935584783333333,-0.340246205,6,Northern,November 13,May 15
816,816,Kasama,2002,-0.0738605953333333,-0.0089830509999999,6,Northern,November 13,May 15
817,817,Kasama,2003,0.0689201683333333,0.076904195,6,Northern,November 13,May 15
818,818,Kasama,2004,0.3347421299999999,0.2911483,6,Northern,November 13,May 15
819,819,Kasama,2005,-0.425476044,-0.41622454,5,Northern,November 13,May 15
820,820,Kasama,2006,0.4597351899999999,0.5459634,7,Northern,November 13,May 15
821,821,Kasama,2007,0.7625721542857143,0.72368973,7,Northern,November 13,May 15
822,822,Kasama,2008,-0.5395516060000001,-0.621617,5,Northern,November 13,May 15
823,823,Kasama,2009,0.4230607166666666,0.344132215,6,Northern,November 13,May 15
824,824,Kasama,2010,-1.1909932783333332,-1.41897685,6,Northern,November 13,May 15
825,825,Kasama,2011,-1.6002503,-1.5890337,5,Northern,November 13,May 15
826,826,Kasama,2012,-1.3473030166666664,-1.30372385,6,Northern,November 13,May 15
827,827,Kasama,2013,-0.91536309,-0.802791,6,Northern,November 13,May 15
828,828,Kasama,2014,-0.6861408316666666,-0.634836675,6,Northern,November 13,May 15
829,829,Kasama,2015,-0.2982087773333333,-0.269926585,6,Northern,November 13,May 15
830,830,Kasama,2016,-0.8590017099999999,-0.8883154,6,Northern,November 13,May 15
831,831,Kasama,2017,-1.008656606666667,-1.05027078,6,Northern,November 13,May 15
832,832,Kasama,2018,-0.4429088416666666,-0.31237434,6,Northern,November 13,May 15
833,833,Kasama,2019,0.1038468079999999,0.17711431,5,Northern,November 13,May 15
834,834,Kasama,2020,1.26734228,1.2917883,5,Northern,November 13,May 15
835,835,Kasama,2021,0.8004413366666667,0.94650857,6,Northern,November 13,May 15
836,836,Kasempa,2000,0.532992316,0.5698629,5,North-Western,November 04,May 06
837,837,Kasempa,2001,0.6088416633333333,0.6591927799999999,6,North-Western,November 04,May 06
838,838,Kasempa,2002,0.35546432,0.37650603,6,North-Western,November 04,May 06
839,839,Kasempa,2003,0.6131017783333333,0.68062055,6,North-Western,November 04,May 06
840,840,Kasempa,2004,-0.20976377,-0.1589262,5,North-Western,November 04,May 06
841,841,Kasempa,2005,-1.067237134,-1.2717261,5,North-Western,November 04,May 06
842,842,Kasempa,2006,-0.0438864809999999,-0.02179325,5,North-Western,November 04,May 06
843,843,Kasempa,2007,0.32687796,0.33149967,5,North-Western,November 04,May 06
844,844,Kasempa,2008,0.8552775880000001,0.8556884,5,North-Western,November 04,May 06
845,845,Kasempa,2009,1.7009030666666665,1.75277375,6,North-Western,November 04,May 06
846,846,Kasempa,2010,1.81327074,1.8559563,5,North-Western,November 04,May 06
847,847,Kasempa,2011,1.6095789749999998,1.6278522999999998,4,North-Western,November 04,May 06
848,848,Kasempa,2012,1.5692182833333332,1.6056402,6,North-Western,November 04,May 06
849,849,Kasempa,2013,0.9917722114285716,1.0039494,7,North-Western,November 04,May 06
850,850,Kasempa,2014,-0.1695775168333333,-0.17892754,6,North-Western,November 04,May 06
851,851,Kasempa,2015,-0.676701582,-0.68341905,5,North-Western,November 04,May 06
852,852,Kasempa,2016,-0.6431707616666668,-0.5919006250000001,6,North-Western,November 04,May 06
853,853,Kasempa,2017,0.2050007233333333,0.24189626,6,North-Western,November 04,May 06
854,854,Kasempa,2018,0.3855463699999999,0.380181595,6,North-Western,November 04,May 06
855,855,Kasempa,2019,-0.0010944619999999,-0.03209974,5,North-Western,November 04,May 06
856,856,Kasempa,2020,0.3793276399999999,0.384751,5,North-Western,November 04,May 06
857,857,Kasempa,2021,-0.543872544,-0.6687456,5,North-Western,November 04,May 06
858,858,Kasenengwa,2000,0.2119017328333333,0.18814912,6,Eastern,November 26,May 04
859,859,Kasenengwa,2001,-0.2022771758166666,-0.225968505,6,Eastern,November 26,May 04
860,860,Kasenengwa,2002,-0.0131790656,-0.050404415,5,Eastern,November 26,May 04
861,861,Kasenengwa,2003,0.266414822,0.29285318,5,Eastern,November 26,May 04
862,862,Kasenengwa,2004,0.3317532133333332,0.41328696,6,Eastern,November 26,May 04
863,863,Kasenengwa,2005,-0.3441314392,-0.4152264,5,Eastern,November 26,May 04
864,864,Kasenengwa,2006,0.6621650533333333,0.78264946,6,Eastern,November 26,May 04
865,865,Kasenengwa,2007,1.2469386,1.3084462,4,Eastern,November 26,May 04
866,866,Kasenengwa,2008,0.4313505805,0.39232746,5,Eastern,November 26,May 04
867,867,Kasenengwa,2009,2.019742966666666,2.1510961,6,Eastern,November 26,May 04
868,868,Kasenengwa,2010,1.5649226500000004,1.4803492500000002,6,Eastern,November 26,May 04
869,869,Kasenengwa,2011,1.0549203375,1.00830745,4,Eastern,November 26,May 04
870,870,Kasenengwa,2012,1.4015597,1.4425112,6,Eastern,November 26,May 04
871,871,Kasenengwa,2013,-0.0425105375,-0.0206236499999999,4,Eastern,November 26,May 04
872,872,Kasenengwa,2014,-1.016182865,-1.08387565,6,Eastern,November 26,May 04
873,873,Kasenengwa,2015,-1.5698161,-1.5987116,5,Eastern,November 26,May 04
874,874,Kasenengwa,2016,-1.73600875,-1.7003618,6,Eastern,November 26,May 04
875,875,Kasenengwa,2017,-1.3098136666666669,-1.26868095,6,Eastern,November 26,May 04
876,876,Kasenengwa,2018,-0.6162705933333333,-0.544053815,6,Eastern,November 26,May 04
877,877,Kasenengwa,2019,0.00403348438,-0.057685383,5,Eastern,November 26,May 04
878,878,Kasenengwa,2020,0.33229675,0.17815264,5,Eastern,November 26,May 04
879,879,Kasenengwa,2021,0.171019218,0.1799127,5,Eastern,November 26,May 04
880,880,Katete,2000,0.8821828666666666,0.85321185,6,Eastern,November 26,May 04
881,881,Katete,2001,0.3810796166666667,0.33797857,6,Eastern,November 26,May 04
882,882,Katete,2002,0.2271175166666666,0.21536722,6,Eastern,November 26,May 04
883,883,Katete,2003,0.2223888692,0.21777822,5,Eastern,November 26,May 04
884,884,Katete,2004,-0.0152985513333332,0.039897806,6,Eastern,November 26,May 04
885,885,Katete,2005,-0.7283320200000001,-0.81151393,4,Eastern,November 26,May 04
886,886,Katete,2006,0.215648176,0.30801449,6,Eastern,November 26,May 04
887,887,Katete,2007,0.9100285875,0.97088925,4,Eastern,November 26,May 04
888,888,Katete,2008,0.228378862,0.16958843,5,Eastern,November 26,May 04
889,889,Katete,2009,1.885401383333333,2.02939615,6,Eastern,November 26,May 04
890,890,Katete,2010,1.8754758,1.7994577,6,Eastern,November 26,May 04
891,891,Katete,2011,1.27719295,1.24993965,4,Eastern,November 26,May 04
892,892,Katete,2012,1.5212007666666667,1.5700871,6,Eastern,November 26,May 04
893,893,Katete,2013,0.0266974775,0.0017231899999999,4,Eastern,November 26,May 04
894,894,Katete,2014,-0.9672201633333332,-1.03266105,6,Eastern,November 26,May 04
895,895,Katete,2015,-1.52222285,-1.6027584,6,Eastern,November 26,May 04
896,896,Katete,2016,-1.423523,-1.40161975,6,Eastern,November 26,May 04
897,897,Katete,2017,-0.80052774,-0.778850085,6,Eastern,November 26,May 04
898,898,Katete,2018,-0.3183907233333333,-0.30471978,6,Eastern,November 26,May 04
899,899,Katete,2019,0.2142646184599999,0.1665552,5,Eastern,November 26,May 04
900,900,Katete,2020,0.0741713056,0.032857276,5,Eastern,November 26,May 04
901,901,Katete,2021,-0.2205629059999999,-0.29601204,5,Eastern,November 26,May 04
902,902,Kawambwa,2000,0.6057657671666666,0.6575748100000001,6,Luapula,November 10,May 14
903,903,Kawambwa,2001,0.0917496385714285,0.37342507,7,Luapula,November 10,May 14
904,904,Kawambwa,2002,0.589008925,0.8196834150000001,6,Luapula,November 10,May 14
905,905,Kawambwa,2003,-0.5611331966666667,-0.49645801,6,Luapula,November 10,May 14
906,906,Kawambwa,2004,0.2996393907142857,0.2891367,7,Luapula,November 10,May 14
907,907,Kawambwa,2005,-0.5221486485714285,-0.3878346,7,Luapula,November 10,May 14
908,908,Kawambwa,2006,0.0790195614285713,0.18764035,7,Luapula,November 10,May 14
909,909,Kawambwa,2007,0.96207816,0.85246474,7,Luapula,November 10,May 14
910,910,Kawambwa,2008,-0.2926485128571428,-0.42323256,7,Luapula,November 10,May 14
911,911,Kawambwa,2009,0.340928425,0.253210605,6,Luapula,November 10,May 14
912,912,Kawambwa,2010,-1.1145277614285714,-1.3255583,7,Luapula,November 10,May 14
913,913,Kawambwa,2011,-1.47994914,-1.4830096,5,Luapula,November 10,May 14
914,914,Kawambwa,2012,-1.0002318,-0.8741581,7,Luapula,November 10,May 14
915,915,Kawambwa,2013,-0.2386462028571429,-0.33538264,7,Luapula,November 10,May 14
916,916,Kawambwa,2014,0.0180583448333333,0.0212389845,6,Luapula,November 10,May 14
917,917,Kawambwa,2015,0.2468179525,0.288941525,6,Luapula,November 10,May 14
918,918,Kawambwa,2016,-1.20247,-1.2662793,6,Luapula,November 10,May 14
919,919,Kawambwa,2017,-1.4363716166666665,-1.4133594,6,Luapula,November 10,May 14
920,920,Kawambwa,2018,-0.4453337171428571,-0.27986372,7,Luapula,November 10,May 14
921,921,Kawambwa,2019,-0.0171818619999999,-0.17699337,5,Luapula,November 10,May 14
922,922,Kawambwa,2020,1.5831768666666666,1.5726110000000002,6,Luapula,November 10,May 14
923,923,Kawambwa,2021,0.8164448516666667,0.77413023,6,Luapula,November 10,May 14
924,924,Kazungula,2000,0.3553008299999999,0.40341958,5,Southern,October 16,March 04
925,925,Kazungula,2001,0.515122708,0.4236254,5,Southern,October 16,March 04
926,926,Kazungula,2002,0.49111764,0.49111764,2,Southern,October 16,March 04
927,927,Kazungula,2003,-0.1610740799999999,-0.20002861,3,Southern,October 16,March 04
928,928,Kazungula,2004,-0.537277355,-0.51354878,4,Southern,October 16,March 04
929,929,Kazungula,2005,-1.10597574,-1.2214239999999998,4,Southern,October 16,March 04
930,930,Kazungula,2006,0.744237294,0.8785768,5,Southern,October 16,March 04
931,931,Kazungula,2007,1.38951432,1.3818351,5,Southern,October 16,March 04
932,932,Kazungula,2008,1.72128068,1.7215489,5,Southern,October 16,March 04
933,933,Kazungula,2009,1.90522802,1.9054073,5,Southern,October 16,March 04
934,934,Kazungula,2010,1.87514028,1.8635226,5,Southern,October 16,March 04
935,935,Kazungula,2011,1.8582490333333328,1.8855499,3,Southern,October 16,March 04
936,936,Kazungula,2012,1.20898828,1.2266378,5,Southern,October 16,March 04
937,937,Kazungula,2013,0.96732816,0.9896979,5,Southern,October 16,March 04
938,938,Kazungula,2014,0.7903142249999999,0.78970435,4,Southern,October 16,March 04
939,939,Kazungula,2015,-0.2280996625999999,-0.25092518,5,Southern,October 16,March 04
940,940,Kazungula,2016,-0.16452675,-0.16066033,5,Southern,October 16,March 04
941,941,Kazungula,2017,0.4169513219999999,0.5830151,5,Southern,October 16,March 04
942,942,Kazungula,2018,0.0734414408,0.052245244,5,Southern,October 16,March 04
943,943,Kazungula,2019,-0.0648512286666666,-0.10425453,3,Southern,October 16,March 04
944,944,Kazungula,2020,-0.1026420466666666,-0.1686652,3,Southern,October 16,March 04
945,945,Kazungula,2021,-1.4660632,-1.3265284,5,Southern,October 16,March 04
946,946,Kitwe,2000,1.282010175,1.3476536499999998,6,Copperbelt,November 13,May 07
947,947,Kitwe,2001,1.0221186157142854,0.9785659,7,Copperbelt,November 13,May 07
948,948,Kitwe,2002,1.3246505,1.3420129,6,Copperbelt,November 13,May 07
949,949,Kitwe,2003,1.6760512333333335,1.71578975,6,Copperbelt,November 13,May 07
950,950,Kitwe,2004,0.7734155816666667,0.96849315,6,Copperbelt,November 13,May 07
951,951,Kitwe,2005,-0.2554075816666666,-0.34558061,6,Copperbelt,November 13,May 07
952,952,Kitwe,2006,-0.1354831333333333,-0.1261522,6,Copperbelt,November 13,May 07
953,953,Kitwe,2007,-0.0220316547166666,0.02863362085,6,Copperbelt,November 13,May 07
