district,year,mean_growing_period
Kalumbila,2013,195.38853503184714
Kasempa,2013,187.1433962264151
Manyinga,2013,192.30107526881721
Mufumbwe,2013,185.92376681614348
Mushindano,2013,194.42105263157896
Mwinilunga,2013,211.04072398190044
Solwezi,2013,194.56462585034015
Zambezi,2013,188.76923076923077
Chilubi,2013,187.6290322580645
Kaputa,2013,190.56451612903226
Kasama,2013,179.2109375
Lunte District,2013,195.83157894736843
Lupososhi,2013,199.93478260869566
Luwingu,2013,190.3859649122807
Mbala,2013,183.97368421052633
Mporokoso,2013,194.17021276595744
Mpulungu,2013,186.9512195121951
Mungwi,2013,172.47826086956522
Nsama,2013,188.17582417582418
Senga Hill,2013,175.68965517241378
Chikankanta,2013,137.25
Choma,2013,147.57627118644066
Gwembe,2013,144.875
Kalomo,2013,146.3
Kazungula,2013,132.08928571428572
Livingstone,2013,87.55555555555556
Mazabuka,2013,151.45652173913044
Monze,2013,142.08333333333334
Namwala,2013,149.71212121212122
Pemba,2013,148.0
Siavonga,2013,139.47826086956522
Sinazongwe,2013,137.0327868852459
Zimba,2013,126.73134328358209
Kalabo,2013,169.0
Kaoma,2013,172.4181818181818
Limulunga,2013,167.02272727272728
Luampa,2013,166.46031746031747
Lukulu,2013,175.8034188034188
Mitete,2013,178.8421052631579
Mongu,2013,165.73333333333332
Mulobezi,2013,163.42666666666668
Mwandi,2013,131.07792207792207
Nalolo,2013,165.89830508474577
Nkeyema,2013,169.88888888888889
Senanga,2013,163.01526717557252
Sesheke,2013,128.4820143884892
Shang'ombo,2013,157.4742268041237
Sikongo,2013,166.40217391304347
Sioma,2013,140.54
Chibombo,2014,150.25454545454545
Chisamba,2014,148.984126984127
Chitambo,2014,169.46478873239437
Itezhi-tezhi,2014,142.6969696969697
Kabwe,2014,154.83333333333334
Kapiri Mposhi,2014,162.30275229357798
Luano,2014,156.10256410256412
Mkushi,2014,167.88
Mumbwa,2014,149.24472573839662
Ngabwe,2014,164.0
Serenje,2014,169.16296296296295
Chililabombwe,2014,169.5625
Chingola,2014,170.23809523809524
Kalulushi,2014,171.41666666666666
Kitwe,2014,171.66666666666666
Luanshya,2014,172.66666666666666
Lufwanyama,2014,170.90697674418604
Masaiti,2014,172.47727272727272
Mpongwe,2014,170.36607142857142
Mufulira,2014,171.75
Ndola,2014,172.3846153846154
Chadiza,2014,167.3125
Chasefu,2014,169.6153846153846
Chipangali,2014,163.16129032258064
Chipata,2014,166.55
Kasenengwa,2014,162.36363636363637
Katete,2014,164.73333333333332
Lumezi,2014,164.80327868852459
Lundazi,2014,169.58823529411765
Mambwe,2014,160.88732394366198
Nyimba,2014,156.251968503937
Petauke,2014,160.1931818181818
Sinda,2014,162.72727272727272
Vubwi,2014,164.63636363636363
Chembe,2014,169.58333333333334
Chiengi,2014,158.6086956521739
Chifunabuli,2014,173.43243243243242
Chipili,2014,168.88679245283018
Kawambwa,2014,167.09574468085106
Lunga,2014,172.34883720930233
Mansa,2014,170.8695652173913
Milengi,2014,173.50666666666666
Mwansabombwe,2014,165.9375
Mwense,2014,166.5
Nchelenge,2014,164.16326530612244
Samfya,2014,175.7
Chilanga,2014,152.94117647058823
Chirundu,2014,158.5909090909091
Chongwe,2014,150.53571428571428
Kafue,2014,157.91228070175438
Luangwa,2014,141.97916666666666
Lusaka,2014,149.75
Rufunsa,2014,148.50434782608696
Shibuyunji,2014,146.1
Chama,2014,165.94811320754718
Chinsali,2014,167.34615384615384
Isoka,2014,179.6451612903226
Kanchibiya,2014,165.79611650485438
Lavushimanda,2014,167.0635838150289
Mafinga,2014,186.5531914893617
Mpika,2014,164.7864077669903
Nakonde,2014,184.01960784313727
Shiwamg'andu,2014,167.60550458715596
Chavuma,2014,180.12962962962962
Ikelenge,2014,166.70833333333334
Kabompo,2014,164.75294117647059
Kalumbila,2014,166.7324840764331
Kasempa,2014,167.15471698113208
Manyinga,2014,164.21505376344086
Mufumbwe,2014,167.1659192825112
Mushindano,2014,169.01754385964912
Mwinilunga,2014,165.79638009049773
Solwezi,2014,169.91156462585033
Zambezi,2014,172.68639053254438
Chilubi,2014,169.4516129032258
Kaputa,2014,162.88709677419354
Kasama,2014,167.6875
Lunte District,2014,169.73684210526315
Lupososhi,2014,171.04347826086956
Luwingu,2014,169.03508771929825
Mbala,2014,173.57894736842104
Mporokoso,2014,165.14893617021278
Mpulungu,2014,165.7560975609756
Mungwi,2014,168.5391304347826
Nsama,2014,163.26373626373626
Senga Hill,2014,172.20689655172413
Chikankanta,2014,162.77777777777777
Choma,2014,145.57627118644066
Gwembe,2014,161.22916666666666
Kalomo,2014,128.83
Kazungula,2014,126.0
Livingstone,2014,121.11111111111111
Mazabuka,2014,149.95652173913044
Monze,2014,150.88333333333333
Namwala,2014,140.1818181818182
Pemba,2014,164.92
Siavonga,2014,155.69565217391303
Sinazongwe,2014,94.22950819672131
Zimba,2014,92.34328358208955
Kalabo,2014,182.03389830508473
Kaoma,2014,174.98181818181817
Limulunga,2014,180.5909090909091
Luampa,2014,166.3968253968254
Lukulu,2014,179.72649572649573
Mitete,2014,180.77631578947367
Mongu,2014,174.13333333333333
Mulobezi,2014,163.52
Mwandi,2014,145.83116883116884
Nalolo,2014,176.11864406779662
Nkeyema,2014,170.06666666666666
Senanga,2014,165.57251908396947
Sesheke,2014,169.31654676258992
Shang'ombo,2014,175.79381443298968
Sikongo,2014,185.06521739130434
Sioma,2014,166.82
Chibombo,2015,145.56363636363636
Chisamba,2015,147.0
Chitambo,2015,161.93661971830986
Itezhi-tezhi,2015,142.54040404040404
Kabwe,2015,147.83333333333334
Kapiri Mposhi,2015,152.8256880733945
Luano,2015,153.03418803418805
Mkushi,2015,157.1
Mumbwa,2015,145.49367088607596
Ngabwe,2015,151.525
Serenje,2015,159.38518518518518
Chililabombwe,2015,170.125
Chingola,2015,170.0
Kalulushi,2015,169.25
Kitwe,2015,168.13333333333333
Luanshya,2015,165.22222222222223
Lufwanyama,2015,166.27131782945736
Masaiti,2015,162.61363636363637
Mpongwe,2015,158.34821428571428
Mufulira,2015,169.25
Ndola,2015,166.23076923076923
Chadiza,2015,166.25
Chasefu,2015,139.8846153846154
Chipangali,2015,158.29032258064515
Chipata,2015,164.85
Kasenengwa,2015,159.0909090909091
Katete,2015,162.06666666666666
Lumezi,2015,150.31967213114754
Lundazi,2015,141.05882352941177
Mambwe,2015,154.69014084507043
Nyimba,2015,153.4015748031496
Petauke,2015,154.9318181818182
Sinda,2015,159.0
Vubwi,2015,165.45454545454547
Chembe,2015,173.70833333333334
Chiengi,2015,180.1304347826087
Chifunabuli,2015,182.16216216216216
Chipili,2015,176.9433962264151
Kawambwa,2015,181.24468085106383
Lunga,2015,178.06976744186048
Mansa,2015,177.7391304347826
Milengi,2015,178.94666666666666
Mwansabombwe,2015,177.9375
Mwense,2015,173.30769230769232
Nchelenge,2015,179.57142857142858
Samfya,2015,181.325
Chilanga,2015,146.64705882352942
Chirundu,2015,145.77272727272728
Chongwe,2015,149.0
Kafue,2015,147.50877192982455
Luangwa,2015,145.54166666666666
Lusaka,2015,148.75
Rufunsa,2015,151.70434782608694
Shibuyunji,2015,144.95
Chama,2015,155.12264150943398
Chinsali,2015,167.2948717948718
Isoka,2015,181.9516129032258
Kanchibiya,2015,167.1747572815534
Lavushimanda,2015,162.6878612716763
Mafinga,2015,182.89361702127658
Mpika,2015,161.77184466019418
Nakonde,2015,186.86274509803923
Shiwamg'andu,2015,168.03669724770643
Chavuma,2015,171.33333333333334
Ikelenge,2015,199.125
Kabompo,2015,153.8470588235294
Kalumbila,2015,169.9936305732484
Kasempa,2015,154.3622641509434
Manyinga,2015,161.86021505376345
Mufumbwe,2015,152.78923766816143
Mushindano,2015,170.78947368421052
Mwinilunga,2015,182.57013574660633
Solwezi,2015,168.02721088435374
Zambezi,2015,159.7337278106509
Chilubi,2015,175.9516129032258
Kaputa,2015,180.90322580645162
Kasama,2015,174.8203125
Lunte District,2015,183.4
Lupososhi,2015,182.1086956521739
Luwingu,2015,177.40350877192984
Mbala,2015,185.42105263157896
Mporokoso,2015,184.19148936170214
Mpulungu,2015,181.5040650406504
Mungwi,2015,172.5391304347826
Nsama,2015,181.62637362637363
Senga Hill,2015,180.98275862068965
Chikankanta,2015,148.58333333333334
Choma,2015,146.88135593220338
Gwembe,2015,146.5
Kalomo,2015,144.09
Kazungula,2015,141.13392857142858
Livingstone,2015,140.33333333333334
Mazabuka,2015,145.58695652173913
Monze,2015,146.25
Namwala,2015,142.54545454545453
Pemba,2015,150.32
Siavonga,2015,147.56521739130434
Sinazongwe,2015,143.14754098360655
Zimba,2015,143.65671641791045
Kalabo,2015,143.02542372881356
Kaoma,2015,145.83636363636364
Limulunga,2015,142.95454545454547
Luampa,2015,143.9920634920635
Lukulu,2015,147.68376068376068
Mitete,2015,152.32894736842104
Mongu,2015,141.13333333333333
Mulobezi,2015,141.5
Mwandi,2015,139.98701298701297
Nalolo,2015,139.20338983050848
Nkeyema,2015,146.7111111111111
Senanga,2015,137.44274809160305
Sesheke,2015,135.49640287769785
Shang'ombo,2015,140.88659793814432
Sikongo,2015,144.41304347826087
Sioma,2015,135.14
Chibombo,2016,154.3
Chisamba,2016,152.73015873015873
Chitambo,2016,163.96478873239437
Itezhi-tezhi,2016,150.03535353535352
Kabwe,2016,156.55555555555554
Kapiri Mposhi,2016,160.03669724770643
Luano,2016,159.57264957264957
Mkushi,2016,162.78
Mumbwa,2016,156.64135021097047
Ngabwe,2016,162.4875
Serenje,2016,163.4814814814815
Chililabombwe,2016,171.0625
Chingola,2016,171.33333333333334
Kalulushi,2016,170.75
Kitwe,2016,169.8
Luanshya,2016,168.22222222222223
Lufwanyama,2016,170.63565891472868
Masaiti,2016,165.27272727272728
Mpongwe,2016,166.84821428571428
Mufulira,2016,170.25
Ndola,2016,167.15384615384616
Chadiza,2016,164.625
Chasefu,2016,166.03846153846155
Chipangali,2016,160.1290322580645
Chipata,2016,163.95
Kasenengwa,2016,161.0909090909091
Katete,2016,162.76666666666668
Lumezi,2016,161.13114754098362
Lundazi,2016,165.88235294117646
Mambwe,2016,159.98591549295776
Nyimba,2016,160.41732283464566
Petauke,2016,161.27272727272728
Sinda,2016,162.63636363636363
Vubwi,2016,164.9090909090909
Chembe,2016,172.54166666666666
Chiengi,2016,200.02173913043478
Chifunabuli,2016,183.24324324324326
Chipili,2016,185.71698113207546
Kawambwa,2016,192.5
Lunga,2016,176.11627906976744
Mansa,2016,177.2608695652174
Milengi,2016,175.86666666666667
Mwansabombwe,2016,190.625
Mwense,2016,181.19230769230768
Nchelenge,2016,195.0612244897959
Samfya,2016,179.275
Chilanga,2016,149.41176470588235
Chirundu,2016,146.5
Chongwe,2016,148.21428571428572
Kafue,2016,148.4561403508772
Luangwa,2016,149.8125
Lusaka,2016,148.0
Rufunsa,2016,154.1304347826087
Shibuyunji,2016,152.6
Chama,2016,167.02830188679246
Chinsali,2016,173.51282051282053
Isoka,2016,188.69354838709677
Kanchibiya,2016,165.24271844660194
Lavushimanda,2016,163.14450867052022
Mafinga,2016,193.85106382978722
Mpika,2016,161.59223300970874
Nakonde,2016,195.66666666666666
Shiwamg'andu,2016,169.37614678899084
Chavuma,2016,169.4814814814815
Ikelenge,2016,199.20833333333334
Kabompo,2016,167.1529411764706
Kalumbila,2016,174.8535031847134
Kasempa,2016,166.69056603773586
Manyinga,2016,172.49462365591398
Mufumbwe,2016,166.97309417040358
Mushindano,2016,172.7719298245614
Mwinilunga,2016,180.3846153846154
Solwezi,2016,173.0748299319728
Zambezi,2016,166.76331360946745
Chilubi,2016,175.66129032258064
Kaputa,2016,197.79032258064515
Kasama,2016,176.484375
Lunte District,2016,189.31578947368422
Lupososhi,2016,185.56521739130434
Luwingu,2016,180.42105263157896
Mbala,2016,192.60526315789474
Mporokoso,2016,195.36170212765958
Mpulungu,2016,190.3739837398374
Mungwi,2016,178.96521739130435
Nsama,2016,194.13186813186815
Senga Hill,2016,188.29310344827587
Chikankanta,2016,148.25
Choma,2016,149.98305084745763
Gwembe,2016,142.1875
Kalomo,2016,148.67
Kazungula,2016,129.83482142857142
Livingstone,2016,110.66666666666667
Mazabuka,2016,150.1304347826087
Monze,2016,147.43333333333334
Namwala,2016,147.95454545454547
Pemba,2016,150.72
Siavonga,2016,144.56521739130434
Sinazongwe,2016,109.95081967213115
Zimba,2016,130.67164179104478
Kalabo,2016,162.03389830508473
Kaoma,2016,164.96363636363637
Limulunga,2016,163.29545454545453
Luampa,2016,159.84920634920636
Lukulu,2016,165.6153846153846
Mitete,2016,165.69736842105263
Mongu,2016,160.61333333333334
Mulobezi,2016,149.6
Mwandi,2016,115.42857142857143
Nalolo,2016,157.15254237288136
Nkeyema,2016,162.7111111111111
Senanga,2016,155.5648854961832
Sesheke,2016,138.20143884892087
Shang'ombo,2016,155.71134020618555
Sikongo,2016,160.8695652173913
Sioma,2016,151.87
Chibombo,2017,151.22727272727272
Chisamba,2017,151.76190476190476
Chitambo,2017,163.1338028169014
Itezhi-tezhi,2017,146.7828282828283
Kabwe,2017,153.61111111111111
Kapiri Mposhi,2017,158.39449541284404
Luano,2017,157.75213675213675
Mkushi,2017,161.82
Mumbwa,2017,151.79324894514767
Ngabwe,2017,158.575
Serenje,2017,162.73333333333332
Chililabombwe,2017,165.75
Chingola,2017,165.71428571428572
Kalulushi,2017,165.08333333333334
Kitwe,2017,165.0
Luanshya,2017,165.0
Lufwanyama,2017,165.19379844961242
Masaiti,2017,164.0909090909091
Mpongwe,2017,163.45535714285714
Mufulira,2017,165.125
Ndola,2017,164.92307692307693
Chadiza,2017,163.125
Chasefu,2017,156.26923076923077
Chipangali,2017,158.25806451612902
Chipata,2017,161.35
Kasenengwa,2017,161.5
Katete,2017,163.1
Lumezi,2017,158.27868852459017
Lundazi,2017,159.11764705882354
Mambwe,2017,160.08450704225353
Nyimba,2017,159.38582677165354
Petauke,2017,161.42045454545453
Sinda,2017,162.27272727272728
Vubwi,2017,161.54545454545453
Chembe,2017,166.375
Chiengi,2017,142.3695652173913
Chifunabuli,2017,174.02702702702703
Chipili,2017,169.49056603773585
Kawambwa,2017,166.5744680851064
Lunga,2017,173.25581395348837
Mansa,2017,169.5326086956522
Milengi,2017,171.50666666666666
Mwansabombwe,2017,164.5625
Mwense,2017,166.8846153846154
Nchelenge,2017,156.0408163265306
Samfya,2017,175.475
Chilanga,2017,148.76470588235293
Chirundu,2017,145.86363636363637
Chongwe,2017,150.42857142857142
Kafue,2017,148.80701754385964
Luangwa,2017,149.22916666666666
Lusaka,2017,150.5
Rufunsa,2017,153.19130434782608
Shibuyunji,2017,145.9
Chama,2017,158.47641509433961
Chinsali,2017,163.2948717948718
Isoka,2017,171.20967741935485
Kanchibiya,2017,163.80582524271844
Lavushimanda,2017,162.78034682080926
Mafinga,2017,181.0212765957447
Mpika,2017,161.26699029126215
Nakonde,2017,174.6078431372549
Shiwamg'andu,2017,163.5137614678899
Chavuma,2017,171.85185185185185
Ikelenge,2017,189.54166666666666
Kabompo,2017,162.11764705882354
Kalumbila,2017,171.02547770700636
Kasempa,2017,161.47169811320754
Manyinga,2017,168.7741935483871
Mufumbwe,2017,161.0896860986547
Mushindano,2017,167.859649122807
Mwinilunga,2017,180.5339366515837
Solwezi,2017,168.04761904761904
Zambezi,2017,163.30769230769232
Chilubi,2017,169.9516129032258
Kaputa,2017,154.51612903225808
Kasama,2017,166.9140625
Lunte District,2017,169.43157894736842
Lupososhi,2017,172.02173913043478
Luwingu,2017,169.8421052631579
Mbala,2017,166.55263157894737
Mporokoso,2017,164.89361702127658
Mpulungu,2017,162.89430894308944
Mungwi,2017,165.16521739130434
Nsama,2017,158.72527472527472
Senga Hill,2017,166.1551724137931
Chikankanta,2017,148.58333333333334
Choma,2017,147.67796610169492
Gwembe,2017,145.66666666666666
Kalomo,2017,146.19
Kazungula,2017,141.86160714285714
Livingstone,2017,141.0
Mazabuka,2017,145.2608695652174
Monze,2017,145.08333333333334
Namwala,2017,144.34848484848484
Pemba,2017,149.24
Siavonga,2017,146.69565217391303
Sinazongwe,2017,144.75409836065575
Zimba,2017,144.23880597014926
Kalabo,2017,153.3135593220339
Kaoma,2017,155.3909090909091
Limulunga,2017,153.6590909090909
Luampa,2017,151.84920634920636
Lukulu,2017,157.05982905982907
Mitete,2017,156.8815789473684
Mongu,2017,151.74666666666667
Mulobezi,2017,146.72666666666666
Mwandi,2017,141.87012987012986
Nalolo,2017,150.9322033898305
Nkeyema,2017,154.0888888888889
Senanga,2017,148.50381679389312
Sesheke,2017,143.59712230215828
Shang'ombo,2017,152.2577319587629
Sikongo,2017,154.1304347826087
Sioma,2017,147.97
Chibombo,2018,170.87272727272727
Chisamba,2018,168.17460317460316
Chitambo,2018,168.22535211267606
Itezhi-tezhi,2018,172.2070707070707
Kabwe,2018,167.16666666666666
Kapiri Mposhi,2018,168.08256880733944
Luano,2018,168.75213675213675
Mkushi,2018,169.28
Mumbwa,2018,177.63291139240508
Ngabwe,2018,177.7125
Serenje,2018,169.84444444444443
Chililabombwe,2018,182.25
Chingola,2018,184.42857142857142
Kalulushi,2018,184.0
Kitwe,2018,179.73333333333332
Luanshya,2018,175.44444444444446
Lufwanyama,2018,183.015503875969
Masaiti,2018,171.0
Mpongwe,2018,178.90178571428572
Mufulira,2018,180.625
Ndola,2018,174.0
Chadiza,2018,170.3125
Chasefu,2018,162.34615384615384
Chipangali,2018,165.93548387096774
Chipata,2018,169.4
Kasenengwa,2018,167.86363636363637
Katete,2018,169.8
Lumezi,2018,165.04098360655738
Lundazi,2018,166.1764705882353
Mambwe,2018,165.90140845070422
Nyimba,2018,167.96850393700788
Petauke,2018,169.0568181818182
Sinda,2018,169.84848484848484
Vubwi,2018,169.72727272727272
Chembe,2018,180.0
Chiengi,2018,204.93478260869566
Chifunabuli,2018,179.2972972972973
Chipili,2018,199.30188679245282
Kawambwa,2018,200.54255319148936
Lunga,2018,174.25581395348837
Mansa,2018,182.93478260869566
Milengi,2018,176.92
Mwansabombwe,2018,199.1875
Mwense,2018,197.92307692307693
Nchelenge,2018,200.73469387755102
Samfya,2018,176.2
Chilanga,2018,168.8235294117647
Chirundu,2018,154.8181818181818
Chongwe,2018,171.07142857142858
Kafue,2018,163.26315789473685
Luangwa,2018,162.0
Lusaka,2018,173.0
Rufunsa,2018,176.0782608695652
Shibuyunji,2018,165.1
Chama,2018,161.1509433962264
Chinsali,2018,161.8846153846154
Isoka,2018,174.24193548387098
Kanchibiya,2018,162.38834951456312
Lavushimanda,2018,165.79768786127167
Mafinga,2018,182.10638297872342
Mpika,2018,163.2135922330097
Nakonde,2018,177.62745098039215
Shiwamg'andu,2018,161.88073394495413
Chavuma,2018,181.8148148148148
Ikelenge,2018,194.25
Kabompo,2018,179.56470588235294
Kalumbila,2018,187.9171974522293
Kasempa,2018,181.3924528301887
Manyinga,2018,184.18279569892474
Mufumbwe,2018,180.47085201793723
Mushindano,2018,183.71929824561403
Mwinilunga,2018,193.31674208144796
Solwezi,2018,184.6326530612245
Zambezi,2018,178.23668639053255
Chilubi,2018,172.3709677419355
Kaputa,2018,203.3709677419355
Kasama,2018,169.8984375
Lunte District,2018,198.05263157894737
Lupososhi,2018,190.43478260869566
Luwingu,2018,182.57894736842104
Mbala,2018,184.6315789473684
Mporokoso,2018,201.0212765957447
Mpulungu,2018,198.40650406504065
Mungwi,2018,164.05217391304348
Nsama,2018,200.62637362637363
Senga Hill,2018,169.3448275862069
Chikankanta,2018,163.80555555555554
Choma,2018,171.77966101694915
Gwembe,2018,158.77083333333334
Kalomo,2018,168.2
Kazungula,2018,163.24553571428572
Livingstone,2018,158.11111111111111
Mazabuka,2018,160.19565217391303
Monze,2018,165.83333333333334
Namwala,2018,167.62121212121212
Pemba,2018,172.4
Siavonga,2018,157.7391304347826
Sinazongwe,2018,157.0983606557377
Zimba,2018,161.92537313432837
Kalabo,2018,133.02542372881356
Kaoma,2018,179.47272727272727
Limulunga,2018,179.70454545454547
Luampa,2018,176.9126984126984
Lukulu,2018,179.66666666666666
Mitete,2018,177.73684210526315
Mongu,2018,176.29333333333332
Mulobezi,2018,171.23333333333332
Mwandi,2018,166.5194805194805
Nalolo,2018,166.83050847457628
Nkeyema,2018,178.55555555555554
Senanga,2018,171.04580152671755
Sesheke,2018,169.01438848920864
Shang'ombo,2018,146.55670103092783
Sikongo,2018,110.82608695652173
Sioma,2018,163.7
Chibombo,2019,133.02727272727273
Chisamba,2019,127.07936507936508
Chitambo,2019,155.07746478873239
Itezhi-tezhi,2019,113.92929292929293
Kabwe,2019,142.38888888888889
Kapiri Mposhi,2019,145.13761467889907
Luano,2019,140.03418803418805
Mkushi,2019,149.71
Mumbwa,2019,130.35864978902953
Ngabwe,2019,145.2
Serenje,2019,152.74814814814815
Chililabombwe,2019,159.6875
Chingola,2019,159.0952380952381
Kalulushi,2019,158.08333333333334
Kitwe,2019,157.66666666666666
Luanshya,2019,154.88888888888889
Lufwanyama,2019,156.53488372093022
Masaiti,2019,151.52272727272728
Mpongwe,2019,149.73214285714286
Mufulira,2019,158.625
Ndola,2019,155.3846153846154
Chadiza,2019,156.0
Chasefu,2019,163.5
Chipangali,2019,153.41935483870967
Chipata,2019,157.05
Kasenengwa,2019,152.1818181818182
Katete,2019,152.6
Lumezi,2019,156.39344262295083
Lundazi,2019,161.94117647058823
Mambwe,2019,151.67605633802816
Nyimba,2019,140.8503937007874
Petauke,2019,146.89772727272728
Sinda,2019,150.87878787878788
Vubwi,2019,157.72727272727272
Chembe,2019,161.875
Chiengi,2019,181.67391304347825
Chifunabuli,2019,164.97297297297297
Chipili,2019,162.37735849056602
Kawambwa,2019,169.2340425531915
Lunga,2019,164.06976744186048
Mansa,2019,162.1304347826087
Milengi,2019,163.25333333333333
Mwansabombwe,2019,165.9375
Mwense,2019,161.30769230769232
Nchelenge,2019,172.30612244897958
Samfya,2019,164.575
Chilanga,2019,109.58823529411765
Chirundu,2019,104.5909090909091
Chongwe,2019,111.53571428571429
Kafue,2019,108.36842105263158
Luangwa,2019,112.27083333333333
Lusaka,2019,112.0
Rufunsa,2019,118.58260869565217
Shibuyunji,2019,109.1
Chama,2019,165.25471698113208
Chinsali,2019,168.02564102564102
Isoka,2019,179.53225806451613
Kanchibiya,2019,160.93203883495147
Lavushimanda,2019,156.0635838150289
Mafinga,2019,185.74468085106383
Mpika,2019,158.40291262135923
Nakonde,2019,181.66666666666666
Shiwamg'andu,2019,165.60550458715596
Chavuma,2019,184.7037037037037
Ikelenge,2019,175.33333333333334
Kabompo,2019,166.57647058823528
Kalumbila,2019,160.96815286624204
Kasempa,2019,147.88679245283018
Manyinga,2019,160.67741935483872
Mufumbwe,2019,146.86547085201795
Mushindano,2019,161.1578947368421
Mwinilunga,2019,171.05882352941177
Solwezi,2019,158.8231292517007
Zambezi,2019,182.04142011834318
Chilubi,2019,164.2741935483871
Kaputa,2019,178.1451612903226
Kasama,2019,166.796875
Lunte District,2019,171.98947368421054
Lupososhi,2019,165.43478260869566
Luwingu,2019,166.6140350877193
Mbala,2019,177.47368421052633
Mporokoso,2019,173.59574468085106
Mpulungu,2019,173.29268292682926
Mungwi,2019,169.50434782608696
Nsama,2019,174.84615384615384
Senga Hill,2019,174.70689655172413
Chikankanta,2019,107.05555555555556
Choma,2019,102.64406779661017
Gwembe,2019,101.70833333333333
Kalomo,2019,100.09
Kazungula,2019,95.83928571428571
Livingstone,2019,90.66666666666667
Mazabuka,2019,104.8695652173913
Monze,2019,103.86666666666666
Namwala,2019,105.98484848484848
Pemba,2019,104.36
Siavonga,2019,103.8695652173913
Sinazongwe,2019,94.8688524590164
Zimba,2019,94.26865671641791
Kalabo,2019,174.0084745762712
Kaoma,2019,161.35454545454544
Limulunga,2019,175.0
Luampa,2019,149.1984126984127
Lukulu,2019,172.5897435897436
Mitete,2019,178.77631578947367
Mongu,2019,173.28
Mulobezi,2019,133.35333333333332
Mwandi,2019,93.32467532467533
Nalolo,2019,172.42372881355934
Nkeyema,2019,141.0222222222222
Senanga,2019,163.93893129770993
Sesheke,2019,92.46762589928058
Shang'ombo,2019,164.88659793814432
Sikongo,2019,172.77173913043478
Sioma,2019,131.86
Chibombo,2020,149.76363636363635
Chisamba,2020,153.44444444444446
Chitambo,2020,164.0
Itezhi-tezhi,2020,113.1010101010101
Kabwe,2020,157.66666666666666
Kapiri Mposhi,2020,167.27522935779817
Luano,2020,161.64102564102564
Mkushi,2020,168.12
Mumbwa,2020,146.0590717299578
Ngabwe,2020,162.5125
Serenje,2020,165.83703703703705
Chililabombwe,2020,171.125
Chingola,2020,171.66666666666666
Kalulushi,2020,171.0
Kitwe,2020,169.13333333333333
Luanshya,2020,167.44444444444446
Lufwanyama,2020,170.11627906976744
Masaiti,2020,166.5909090909091
Mpongwe,2020,166.76785714285714
Mufulira,2020,170.125
Ndola,2020,166.6153846153846
Chadiza,2020,171.8125
Chasefu,2020,161.57692307692307
Chipangali,2020,159.25806451612902
Chipata,2020,167.6
Kasenengwa,2020,163.77272727272728
Katete,2020,169.6
Lumezi,2020,158.7622950819672
Lundazi,2020,161.7058823529412
Mambwe,2020,158.49295774647888
Nyimba,2020,159.37007874015748
Petauke,2020,166.5
Sinda,2020,169.54545454545453
Vubwi,2020,171.0909090909091
Chembe,2020,173.20833333333334
Chiengi,2020,195.19565217391303
Chifunabuli,2020,182.8918918918919
Chipili,2020,196.50943396226415
Kawambwa,2020,195.58510638297872
Lunga,2020,175.25581395348837
Mansa,2020,183.67391304347825
Milengi,2020,176.94666666666666
Mwansabombwe,2020,192.125
Mwense,2020,190.34615384615384
Nchelenge,2020,192.6530612244898
Samfya,2020,179.0
Chilanga,2020,151.64705882352942
Chirundu,2020,91.54545454545455
Chongwe,2020,158.60714285714286
Kafue,2020,141.94736842105263
Luangwa,2020,114.375
Lusaka,2020,172.0
Rufunsa,2020,164.5391304347826
Shibuyunji,2020,147.15
Chama,2020,159.8679245283019
Chinsali,2020,162.76923076923077
Isoka,2020,176.2741935483871
Kanchibiya,2020,164.09708737864077
Lavushimanda,2020,162.3121387283237
Mafinga,2020,182.93617021276594
Mpika,2020,159.90776699029126
Nakonde,2020,179.9607843137255
Shiwamg'andu,2020,163.86238532110093
Chavuma,2020,201.2962962962963
Ikelenge,2020,217.54166666666666
Kabompo,2020,200.95294117647057
Kalumbila,2020,205.10191082802547
Kasempa,2020,163.7056603773585
Manyinga,2020,205.5268817204301
Mufumbwe,2020,168.44394618834082
Mushindano,2020,185.0
Mwinilunga,2020,216.2714932126697
Solwezi,2020,179.79591836734693
Zambezi,2020,200.10650887573965
Chilubi,2020,172.4516129032258
Kaputa,2020,194.74193548387098
Kasama,2020,169.4765625
Lunte District,2020,179.7157894736842
Lupososhi,2020,196.6304347826087
Luwingu,2020,178.12280701754386
Mbala,2020,175.5
Mporokoso,2020,189.08510638297872
Mpulungu,2020,172.89430894308944
Mungwi,2020,166.66086956521738
Nsama,2020,180.8901098901099
Senga Hill,2020,172.01724137931035
Chikankanta,2020,111.41666666666667
Choma,2020,90.08474576271186
Gwembe,2020,92.08333333333333
Kalomo,2020,83.91
Kazungula,2020,82.38392857142857
Livingstone,2020,81.0
Mazabuka,2020,131.30434782608697
Monze,2020,98.43333333333334
Namwala,2020,105.06060606060606
Pemba,2020,92.32
Siavonga,2020,92.0
Sinazongwe,2020,88.37704918032787
Zimba,2020,82.34328358208955
Kalabo,2020,153.16101694915255
Kaoma,2020,164.07272727272726
Limulunga,2020,157.86363636363637
Luampa,2020,145.83333333333334
Lukulu,2020,179.73504273504273
Mitete,2020,189.57894736842104
Mongu,2020,146.62666666666667
Mulobezi,2020,131.64
Mwandi,2020,96.1038961038961
Nalolo,2020,142.94915254237287
Nkeyema,2020,152.04444444444445
