district,year,mean_growing_period
Livingstone,2001,79.33333333333333
Mazabuka,2001,157.43478260869566
Monze,2001,161.01666666666668
Namwala,2001,158.6818181818182
Pemba,2001,165.68
Siavonga,2001,160.7826086956522
Sinazongwe,2001,164.27868852459017
Zimba,2001,159.47761194029852
Kalabo,2001,185.57627118644066
Kaoma,2001,184.56363636363636
Limulunga,2001,181.04545454545453
Luampa,2001,183.984126984127
Lukulu,2001,180.9059829059829
Mitete,2001,189.97368421052633
Mongu,2001,175.12
Mulobezi,2001,181.36666666666667
Mwandi,2001,175.02597402597402
Nalolo,2001,170.64406779661016
Nkeyema,2001,185.64444444444445
Senanga,2001,171.9770992366412
Sesheke,2001,179.42446043165467
Shang'ombo,2001,174.06185567010309
Sikongo,2001,184.7826086956522
Sioma,2001,174.41
Chibombo,2002,104.52727272727273
Chisamba,2002,103.41269841269842
Chitambo,2002,152.22535211267606
Itezhi-tezhi,2002,81.8989898989899
Kabwe,2002,121.0
Kapiri Mposhi,2002,158.8165137614679
Luano,2002,128.2991452991453
Mkushi,2002,143.34
Mumbwa,2002,117.53586497890295
Ngabwe,2002,168.4125
Serenje,2002,150.5185185185185
Chililabombwe,2002,193.875
Chingola,2002,193.66666666666666
Kalulushi,2002,192.75
Kitwe,2002,191.86666666666667
Luanshya,2002,186.44444444444446
Lufwanyama,2002,190.1782945736434
Masaiti,2002,156.97727272727272
Mpongwe,2002,182.90178571428572
Mufulira,2002,193.125
Ndola,2002,171.53846153846155
Chadiza,2002,173.3125
Chasefu,2002,149.92307692307693
Chipangali,2002,147.38709677419354
Chipata,2002,170.05
Kasenengwa,2002,161.36363636363637
Katete,2002,165.4
Lumezi,2002,143.11475409836066
Lundazi,2002,147.76470588235293
Mambwe,2002,140.50704225352112
Nyimba,2002,140.70078740157481
Petauke,2002,149.10227272727272
Sinda,2002,158.45454545454547
Vubwi,2002,171.0
Chembe,2002,189.875
Chiengi,2002,196.5
Chifunabuli,2002,188.7027027027027
Chipili,2002,192.18867924528303
Kawambwa,2002,192.06382978723406
Lunga,2002,185.93023255813952
Mansa,2002,191.06521739130434
Milengi,2002,187.82666666666665
Mwansabombwe,2002,193.5625
Mwense,2002,193.0
Nchelenge,2002,193.77551020408163
Samfya,2002,186.425
Chilanga,2002,104.0
Chirundu,2002,79.31818181818181
Chongwe,2002,103.17857142857143
Kafue,2002,94.6842105263158
Luangwa,2002,77.66666666666667
Lusaka,2002,104.0
Rufunsa,2002,104.34782608695652
Shibuyunji,2002,103.7
Chama,2002,161.66037735849056
Chinsali,2002,174.52564102564102
Isoka,2002,188.41935483870967
Kanchibiya,2002,176.90291262135923
Lavushimanda,2002,161.69942196531792
Mafinga,2002,194.08510638297872
Mpika,2002,166.61165048543688
Nakonde,2002,187.94117647058823
Shiwamg'andu,2002,175.7981651376147
Chavuma,2002,182.3148148148148
Ikelenge,2002,221.70833333333334
Kabompo,2002,158.71764705882353
Kalumbila,2002,186.2420382165605
Kasempa,2002,179.23396226415093
Manyinga,2002,170.53763440860214
Mufumbwe,2002,180.77130044843048
Mushindano,2002,191.6140350877193
Mwinilunga,2002,200.2760180995475
Solwezi,2002,184.68027210884352
Zambezi,2002,178.01183431952663
Chilubi,2002,183.40322580645162
Kaputa,2002,194.5483870967742
Kasama,2002,175.1875
Lunte District,2002,186.41052631578947
Lupososhi,2002,189.17391304347825
Luwingu,2002,182.17543859649123
Mbala,2002,181.3421052631579
Mporokoso,2002,192.82978723404256
Mpulungu,2002,182.1788617886179
Mungwi,2002,174.38260869565218
Nsama,2002,188.78021978021977
Senga Hill,2002,178.08620689655172
Chikankanta,2002,105.25
Choma,2002,92.22033898305085
Gwembe,2002,105.29166666666667
Kalomo,2002,78.41
Kazungula,2002,71.64732142857143
Livingstone,2002,58.0
Mazabuka,2002,103.97826086956522
Monze,2002,103.18333333333334
Namwala,2002,90.93939393939394
Pemba,2002,106.12
Siavonga,2002,106.17391304347827
Sinazongwe,2002,88.49180327868852
Zimba,2002,79.07462686567165
Kalabo,2002,170.41525423728814
Kaoma,2002,173.86363636363637
Limulunga,2002,189.5909090909091
Luampa,2002,150.53968253968253
Lukulu,2002,174.05982905982907
Mitete,2002,183.3421052631579
Mongu,2002,188.96
Mulobezi,2002,94.82666666666667
Mwandi,2002,76.67532467532467
Nalolo,2002,175.4406779661017
Nkeyema,2002,168.73333333333332
Senanga,2002,150.93129770992365
Sesheke,2002,84.92086330935251
Shang'ombo,2002,149.97938144329896
Sikongo,2002,163.54347826086956
Sioma,2002,111.66
Chibombo,2003,152.96363636363637
Chisamba,2003,152.88888888888889
Chitambo,2003,159.09859154929578
Itezhi-tezhi,2003,143.27272727272728
Kabwe,2003,153.83333333333334
Kapiri Mposhi,2003,154.1559633027523
Luano,2003,154.0854700854701
Mkushi,2003,156.71
Mumbwa,2003,149.64556962025316
Ngabwe,2003,157.5375
Serenje,2003,156.25185185185185
Chililabombwe,2003,191.0
Chingola,2003,176.1904761904762
Kalulushi,2003,165.5
Kitwe,2003,165.06666666666666
Luanshya,2003,162.22222222222223
Lufwanyama,2003,170.8294573643411
Masaiti,2003,158.75
Mpongwe,2003,162.875
Mufulira,2003,172.25
Ndola,2003,162.30769230769232
Chadiza,2003,154.3125
Chasefu,2003,161.26923076923077
Chipangali,2003,152.7741935483871
Chipata,2003,154.7
Kasenengwa,2003,152.72727272727272
Katete,2003,153.7
Lumezi,2003,155.4016393442623
Lundazi,2003,159.64705882352942
Mambwe,2003,152.45070422535213
Nyimba,2003,152.6535433070866
Petauke,2003,155.07954545454547
Sinda,2003,154.5151515151515
Vubwi,2003,155.36363636363637
Chembe,2003,167.91666666666666
Chiengi,2003,178.41304347826087
Chifunabuli,2003,168.54054054054055
Chipili,2003,176.28301886792454
Kawambwa,2003,187.04255319148936
Lunga,2003,167.65116279069767
Mansa,2003,169.75
Milengi,2003,168.30666666666667
Mwansabombwe,2003,189.625
Mwense,2003,172.6153846153846
Nchelenge,2003,194.73469387755102
Samfya,2003,167.875
Chilanga,2003,154.76470588235293
Chirundu,2003,148.54545454545453
Chongwe,2003,152.78571428571428
Kafue,2003,152.24561403508773
Luangwa,2003,148.45833333333334
Lusaka,2003,155.5
Rufunsa,2003,153.26956521739132
Shibuyunji,2003,154.3
Chama,2003,161.73584905660377
Chinsali,2003,164.51282051282053
Isoka,2003,168.74193548387098
Kanchibiya,2003,164.16504854368932
Lavushimanda,2003,160.11560693641619
Mafinga,2003,171.87234042553192
Mpika,2003,160.79611650485438
Nakonde,2003,170.64705882352942
Shiwamg'andu,2003,165.07339449541286
Chavuma,2003,185.5
Ikelenge,2003,209.91666666666666
Kabompo,2003,190.04705882352943
Kalumbila,2003,201.0828025477707
Kasempa,2003,177.3698113207547
Manyinga,2003,198.03225806451613
Mufumbwe,2003,186.13004484304932
Mushindano,2003,187.7719298245614
Mwinilunga,2003,204.52941176470588
Solwezi,2003,198.9047619047619
Zambezi,2003,183.88757396449705
Chilubi,2003,166.40322580645162
Kaputa,2003,174.46774193548387
Kasama,2003,165.1875
Lunte District,2003,168.06315789473683
Lupososhi,2003,167.67391304347825
Luwingu,2003,166.10526315789474
Mbala,2003,160.28947368421052
Mporokoso,2003,177.74468085106383
Mpulungu,2003,162.52845528455285
Mungwi,2003,164.0608695652174
Nsama,2003,165.0989010989011
Senga Hill,2003,161.86206896551724
Chikankanta,2003,156.30555555555554
Choma,2003,148.76271186440678
Gwembe,2003,156.95833333333334
Kalomo,2003,138.03
Kazungula,2003,98.29017857142857
Livingstone,2003,25.666666666666668
Mazabuka,2003,155.2391304347826
Monze,2003,155.16666666666666
Namwala,2003,146.27272727272728
Pemba,2003,158.48
Siavonga,2003,152.82608695652175
Sinazongwe,2003,115.19672131147541
Zimba,2003,90.40298507462687
Kalabo,2003,181.65254237288136
Kaoma,2003,176.78181818181818
Limulunga,2003,173.47727272727272
Luampa,2003,165.57142857142858
Lukulu,2003,179.48717948717947
Mitete,2003,183.77631578947367
Mongu,2003,166.88
Mulobezi,2003,134.69333333333333
Mwandi,2003,76.12987012987013
Nalolo,2003,165.45762711864407
Nkeyema,2003,170.15555555555557
Senanga,2003,145.29770992366412
Sesheke,2003,82.69064748201438
Shang'ombo,2003,160.95876288659792
Sikongo,2003,180.45652173913044
Sioma,2003,122.18
Chibombo,2004,157.46363636363637
Chisamba,2004,154.984126984127
Chitambo,2004,171.0281690140845
Itezhi-tezhi,2004,146.74747474747474
Kabwe,2004,157.94444444444446
Kapiri Mposhi,2004,162.651376146789
Luano,2004,164.13675213675214
Mkushi,2004,171.15
Mumbwa,2004,150.9409282700422
Ngabwe,2004,174.6125
Serenje,2004,178.4148148148148
Chililabombwe,2004,187.5
Chingola,2004,185.8095238095238
Kalulushi,2004,188.33333333333334
Kitwe,2004,188.66666666666666
Luanshya,2004,181.11111111111111
Lufwanyama,2004,181.72093023255815
Masaiti,2004,172.95454545454547
Mpongwe,2004,174.48214285714286
Mufulira,2004,189.875
Ndola,2004,180.3846153846154
Chadiza,2004,193.1875
Chasefu,2004,202.1153846153846
Chipangali,2004,172.25806451612902
Chipata,2004,188.8
Kasenengwa,2004,177.0909090909091
Katete,2004,191.06666666666666
Lumezi,2004,162.172131147541
Lundazi,2004,182.2941176470588
Mambwe,2004,171.0281690140845
Nyimba,2004,192.4015748031496
Petauke,2004,195.0340909090909
Sinda,2004,198.4848484848485
Vubwi,2004,194.72727272727272
Chembe,2004,195.33333333333334
Chiengi,2004,225.97826086956522
Chifunabuli,2004,199.16216216216216
Chipili,2004,201.60377358490567
Kawambwa,2004,207.2659574468085
Lunga,2004,183.5581395348837
Mansa,2004,198.45652173913044
Milengi,2004,191.45333333333335
Mwansabombwe,2004,212.1875
Mwense,2004,199.5
Nchelenge,2004,221.24489795918367
Samfya,2004,189.0
Chilanga,2004,153.05882352941177
Chirundu,2004,152.5
Chongwe,2004,153.17857142857142
Kafue,2004,152.66666666666666
Luangwa,2004,151.85416666666666
Lusaka,2004,154.0
Rufunsa,2004,156.4695652173913
Shibuyunji,2004,152.4
Chama,2004,173.91037735849056
Chinsali,2004,173.01282051282053
Isoka,2004,181.38709677419354
Kanchibiya,2004,162.94174757281553
Lavushimanda,2004,163.15028901734104
Mafinga,2004,189.48936170212767
Mpika,2004,153.55825242718447
Nakonde,2004,181.62745098039215
Shiwamg'andu,2004,170.26605504587155
Chavuma,2004,191.16666666666666
Ikelenge,2004,218.79166666666666
Kabompo,2004,170.27058823529413
Kalumbila,2004,184.21656050955414
Kasempa,2004,167.30188679245282
Manyinga,2004,184.247311827957
Mufumbwe,2004,170.80269058295963
Mushindano,2004,181.19298245614036
Mwinilunga,2004,210.5158371040724
Solwezi,2004,173.08163265306123
Zambezi,2004,187.0059171597633
Chilubi,2004,186.80645161290323
Kaputa,2004,217.9516129032258
Kasama,2004,180.9375
Lunte District,2004,197.6
Lupososhi,2004,200.7826086956522
Luwingu,2004,193.140350877193
Mbala,2004,176.21052631578948
Mporokoso,2004,209.36170212765958
Mpulungu,2004,178.4878048780488
Mungwi,2004,173.8521739130435
Nsama,2004,203.8021978021978
Senga Hill,2004,176.05172413793105
Chikankanta,2004,155.27777777777777
Choma,2004,153.20338983050848
Gwembe,2004,154.45833333333334
Kalomo,2004,150.37
Kazungula,2004,145.37946428571428
Livingstone,2004,142.0
Mazabuka,2004,153.1086956521739
Monze,2004,155.7
Namwala,2004,148.04545454545453
Pemba,2004,156.04
Siavonga,2004,154.56521739130434
Sinazongwe,2004,149.40983606557376
Zimba,2004,148.1492537313433
Kalabo,2004,157.11016949152543
Kaoma,2004,168.4909090909091
Limulunga,2004,166.8409090909091
Luampa,2004,162.03968253968253
Lukulu,2004,172.7008547008547
Mitete,2004,184.6578947368421
Mongu,2004,160.74666666666667
Mulobezi,2004,151.96
Mwandi,2004,139.06493506493507
Nalolo,2004,124.94915254237289
Nkeyema,2004,165.44444444444446
Senanga,2004,135.7175572519084
Sesheke,2004,122.14388489208633
Shang'ombo,2004,125.26804123711341
Sikongo,2004,136.69565217391303
Sioma,2004,121.41
Chibombo,2005,108.44545454545455
Chisamba,2005,111.3015873015873
Chitambo,2005,138.54225352112675
Itezhi-tezhi,2005,120.9090909090909
Kabwe,2005,124.44444444444444
Kapiri Mposhi,2005,137.08256880733944
Luano,2005,118.58119658119658
Mkushi,2005,133.02
Mumbwa,2005,113.60337552742617
Ngabwe,2005,144.525
Serenje,2005,131.94814814814814
Chililabombwe,2005,176.0
Chingola,2005,176.04761904761904
Kalulushi,2005,175.5
Kitwe,2005,175.06666666666666
Luanshya,2005,172.88888888888889
Lufwanyama,2005,175.4108527131783
Masaiti,2005,168.8409090909091
Mpongwe,2005,167.59821428571428
Mufulira,2005,175.875
Ndola,2005,172.76923076923077
Chadiza,2005,132.9375
Chasefu,2005,132.53846153846155
Chipangali,2005,133.90322580645162
Chipata,2005,134.85
Kasenengwa,2005,130.86363636363637
Katete,2005,129.4
Lumezi,2005,136.22131147540983
Lundazi,2005,139.88235294117646
Mambwe,2005,129.32394366197184
Nyimba,2005,102.61417322834646
Petauke,2005,109.86363636363636
Sinda,2005,118.60606060606061
Vubwi,2005,134.0909090909091
Chembe,2005,176.54166666666666
Chiengi,2005,202.15217391304347
Chifunabuli,2005,157.86486486486487
Chipili,2005,165.0188679245283
Kawambwa,2005,193.35106382978722
Lunga,2005,173.37209302325581
Mansa,2005,176.54347826086956
Milengi,2005,170.17333333333335
Mwansabombwe,2005,198.125
Mwense,2005,181.57692307692307
Nchelenge,2005,203.9387755102041
Samfya,2005,166.0
Chilanga,2005,116.82352941176471
Chirundu,2005,106.4090909090909
Chongwe,2005,111.57142857142857
Kafue,2005,115.29824561403508
Luangwa,2005,110.41666666666667
Lusaka,2005,126.25
Rufunsa,2005,118.01739130434783
Shibuyunji,2005,105.85
Chama,2005,137.0754716981132
Chinsali,2005,137.07692307692307
Isoka,2005,141.1451612903226
Kanchibiya,2005,172.33009708737865
Lavushimanda,2005,141.9479768786127
Mafinga,2005,144.31914893617022
Mpika,2005,155.7378640776699
Nakonde,2005,152.23529411764707
Shiwamg'andu,2005,170.42201834862385
Chavuma,2005,188.11111111111111
Ikelenge,2005,197.58333333333334
Kabompo,2005,178.1764705882353
Kalumbila,2005,178.43312101910828
Kasempa,2005,166.67924528301887
Manyinga,2005,178.63440860215053
Mufumbwe,2005,174.32286995515696
Mushindano,2005,177.50877192982455
Mwinilunga,2005,187.32579185520362
Solwezi,2005,177.63945578231292
Zambezi,2005,182.45562130177515
Chilubi,2005,162.6451612903226
Kaputa,2005,198.1290322580645
Kasama,2005,152.6171875
Lunte District,2005,180.49473684210525
Lupososhi,2005,160.41304347826087
Luwingu,2005,160.31578947368422
Mbala,2005,181.23684210526315
Mporokoso,2005,194.25531914893617
Mpulungu,2005,181.47154471544715
Mungwi,2005,142.4608695652174
Nsama,2005,188.43956043956044
Senga Hill,2005,162.5
Chikankanta,2005,123.5
Choma,2005,116.61016949152543
Gwembe,2005,116.04166666666667
Kalomo,2005,103.98
Kazungula,2005,116.08482142857143
Livingstone,2005,111.44444444444444
Mazabuka,2005,109.15217391304348
Monze,2005,112.63333333333334
Namwala,2005,107.98484848484848
Pemba,2005,131.64
Siavonga,2005,113.6086956521739
Sinazongwe,2005,99.1311475409836
Zimba,2005,98.94029850746269
Kalabo,2005,170.27118644067798
Kaoma,2005,172.5
Limulunga,2005,162.4090909090909
Luampa,2005,166.9206349206349
Lukulu,2005,174.25641025641025
Mitete,2005,175.35526315789474
Mongu,2005,156.32
Mulobezi,2005,140.76
Mwandi,2005,111.25974025974025
Nalolo,2005,154.27118644067798
Nkeyema,2005,170.26666666666668
Senanga,2005,147.81679389312978
Sesheke,2005,115.15827338129496
Shang'ombo,2005,153.9278350515464
Sikongo,2005,168.54347826086956
Sioma,2005,144.8
Chibombo,2006,148.44545454545454
Chisamba,2006,151.76190476190476
Chitambo,2006,178.54929577464787
Itezhi-tezhi,2006,149.07575757575756
Kabwe,2006,150.0
Kapiri Mposhi,2006,153.91743119266056
Luano,2006,156.51282051282053
Mkushi,2006,164.72
Mumbwa,2006,149.24472573839662
Ngabwe,2006,153.5625
Serenje,2006,175.31851851851852
Chililabombwe,2006,191.625
Chingola,2006,190.0
Kalulushi,2006,182.08333333333334
Kitwe,2006,174.4
Luanshya,2006,169.88888888888889
Lufwanyama,2006,180.41860465116278
Masaiti,2006,165.1590909090909
Mpongwe,2006,163.82142857142858
Mufulira,2006,176.5
Ndola,2006,170.30769230769232
Chadiza,2006,190.6875
Chasefu,2006,176.69230769230768
Chipangali,2006,178.93548387096774
Chipata,2006,181.55
Kasenengwa,2006,179.4090909090909
Katete,2006,186.9
Lumezi,2006,178.90983606557376
Lundazi,2006,176.76470588235293
Mambwe,2006,180.53521126760563
Nyimba,2006,168.17322834645668
Petauke,2006,182.0909090909091
Sinda,2006,183.84848484848484
Vubwi,2006,188.72727272727272
Chembe,2006,182.875
Chiengi,2006,228.5
Chifunabuli,2006,180.97297297297297
Chipili,2006,195.58490566037736
Kawambwa,2006,216.58510638297872
Lunga,2006,177.13953488372093
Mansa,2006,187.5
Milengi,2006,180.53333333333333
Mwansabombwe,2006,202.875
Mwense,2006,192.69230769230768
Nchelenge,2006,217.87755102040816
Samfya,2006,178.775
Chilanga,2006,151.94117647058823
Chirundu,2006,135.36363636363637
Chongwe,2006,153.67857142857142
Kafue,2006,142.08771929824562
Luangwa,2006,132.625
Lusaka,2006,154.5
Rufunsa,2006,141.16521739130434
Shibuyunji,2006,148.2
Chama,2006,180.47641509433961
Chinsali,2006,197.96153846153845
Isoka,2006,200.7258064516129
Kanchibiya,2006,179.33009708737865
Lavushimanda,2006,180.2543352601156
Mafinga,2006,191.61702127659575
Mpika,2006,180.8252427184466
Nakonde,2006,215.47058823529412
Shiwamg'andu,2006,189.3119266055046
Chavuma,2006,188.12962962962962
Ikelenge,2006,225.91666666666666
Kabompo,2006,180.64705882352942
Kalumbila,2006,195.03821656050957
Kasempa,2006,172.64150943396226
Manyinga,2006,187.247311827957
Mufumbwe,2006,176.2017937219731
Mushindano,2006,195.7719298245614
Mwinilunga,2006,205.67420814479638
Solwezi,2006,190.6122448979592
Zambezi,2006,183.0887573964497
Chilubi,2006,179.79032258064515
Kaputa,2006,230.90322580645162
Kasama,2006,202.8671875
Lunte District,2006,225.55789473684212
Lupososhi,2006,192.84782608695653
Luwingu,2006,199.3859649122807
Mbala,2006,226.26315789473685
Mporokoso,2006,229.36170212765958
Mpulungu,2006,226.5691056910569
Mungwi,2006,208.62608695652173
Nsama,2006,229.72527472527472
Senga Hill,2006,221.18965517241378
Chikankanta,2006,156.72222222222223
Choma,2006,155.01694915254237
Gwembe,2006,160.22916666666666
Kalomo,2006,152.74
Kazungula,2006,153.43303571428572
Livingstone,2006,154.11111111111111
Mazabuka,2006,151.7173913043478
Monze,2006,152.88333333333333
Namwala,2006,147.6818181818182
Pemba,2006,159.88
Siavonga,2006,152.17391304347825
Sinazongwe,2006,155.47540983606558
Zimba,2006,154.17910447761193
Kalabo,2006,162.26271186440678
Kaoma,2006,168.27272727272728
Limulunga,2006,156.70454545454547
Luampa,2006,158.87301587301587
Lukulu,2006,174.4188034188034
Mitete,2006,179.93421052631578
Mongu,2006,148.94666666666666
Mulobezi,2006,156.23333333333332
Mwandi,2006,152.2987012987013
Nalolo,2006,141.16949152542372
Nkeyema,2006,160.0222222222222
Senanga,2006,149.9083969465649
Sesheke,2006,157.8273381294964
Shang'ombo,2006,151.18556701030928
Sikongo,2006,155.47826086956522
Sioma,2006,152.81
Chibombo,2007,149.77272727272728
Chisamba,2007,150.38095238095238
Chitambo,2007,164.11267605633802
Itezhi-tezhi,2007,156.1818181818182
Kabwe,2007,153.16666666666666
Kapiri Mposhi,2007,156.6880733944954
Luano,2007,149.8034188034188
Mkushi,2007,163.65
Mumbwa,2007,156.68776371308016
Ngabwe,2007,157.7
Serenje,2007,168.17777777777778
Chililabombwe,2007,185.375
Chingola,2007,183.66666666666666
Kalulushi,2007,181.75
Kitwe,2007,181.8
Luanshya,2007,177.66666666666666
Lufwanyama,2007,179.0
Masaiti,2007,170.88636363636363
Mpongwe,2007,166.75
Mufulira,2007,183.5
Ndola,2007,176.84615384615384
Chadiza,2007,149.5625
Chasefu,2007,146.57692307692307
Chipangali,2007,141.16129032258064
Chipata,2007,149.2
Kasenengwa,2007,142.0
Katete,2007,144.3
Lumezi,2007,143.4344262295082
Lundazi,2007,142.76470588235293
Mambwe,2007,142.3661971830986
Nyimba,2007,147.99212598425197
Petauke,2007,141.625
Sinda,2007,142.33333333333334
Vubwi,2007,150.0909090909091
Chembe,2007,193.25
Chiengi,2007,240.15217391304347
Chifunabuli,2007,205.27027027027026
Chipili,2007,205.9056603773585
Kawambwa,2007,212.53191489361703
Lunga,2007,199.27906976744185
Mansa,2007,199.25
Milengi,2007,198.04
Mwansabombwe,2007,209.6875
Mwense,2007,201.07692307692307
Nchelenge,2007,222.10204081632654
Samfya,2007,200.425
Chilanga,2007,146.7058823529412
Chirundu,2007,135.9090909090909
Chongwe,2007,148.14285714285714
Kafue,2007,139.75438596491227
Luangwa,2007,137.20833333333334
Lusaka,2007,148.0
Rufunsa,2007,138.23478260869564
Shibuyunji,2007,147.15
Chama,2007,152.71226415094338
Chinsali,2007,168.53846153846155
Isoka,2007,171.7258064516129
Kanchibiya,2007,185.2233009708738
Lavushimanda,2007,164.73410404624278
Mafinga,2007,185.08510638297872
Mpika,2007,165.64077669902912
Nakonde,2007,172.62745098039215
Shiwamg'andu,2007,192.96330275229357
Chavuma,2007,189.72222222222223
Ikelenge,2007,231.66666666666666
Kabompo,2007,184.61176470588236
Kalumbila,2007,192.37579617834396
Kasempa,2007,173.30943396226414
Manyinga,2007,190.27956989247312
Mufumbwe,2007,179.22421524663676
Mushindano,2007,189.2280701754386
Mwinilunga,2007,222.23076923076923
Solwezi,2007,187.0612244897959
Zambezi,2007,187.0
Chilubi,2007,198.75806451612902
Kaputa,2007,224.46774193548387
Kasama,2007,198.265625
Lunte District,2007,207.90526315789472
Lupososhi,2007,207.17391304347825
Luwingu,2007,202.859649122807
Mbala,2007,202.05263157894737
Mporokoso,2007,208.7872340425532
Mpulungu,2007,201.21138211382114
Mungwi,2007,191.50434782608696
Nsama,2007,205.65934065934067
Senga Hill,2007,193.39655172413794
Chikankanta,2007,147.05555555555554
Choma,2007,164.32203389830508
Gwembe,2007,160.20833333333334
Kalomo,2007,153.96
Kazungula,2007,135.89732142857142
Livingstone,2007,139.55555555555554
Mazabuka,2007,151.08695652173913
Monze,2007,159.88333333333333
Namwala,2007,155.9848484848485
Pemba,2007,169.0
Siavonga,2007,150.1304347826087
Sinazongwe,2007,145.8360655737705
Zimba,2007,136.6417910447761
Kalabo,2007,180.5593220338983
Kaoma,2007,178.54545454545453
Limulunga,2007,180.4318181818182
Luampa,2007,171.0793650793651
Lukulu,2007,182.2991452991453
Mitete,2007,185.14473684210526
Mongu,2007,176.12
Mulobezi,2007,157.07333333333332
Mwandi,2007,132.02597402597402
Nalolo,2007,174.84745762711864
Nkeyema,2007,172.9111111111111
Senanga,2007,169.24427480916032
Sesheke,2007,149.7841726618705
Shang'ombo,2007,159.30927835051546
Sikongo,2007,178.47826086956522
Sioma,2007,158.88
Chibombo,2008,154.35454545454544
Chisamba,2008,157.73015873015873
Chitambo,2008,153.83802816901408
Itezhi-tezhi,2008,151.7929292929293
Kabwe,2008,157.83333333333334
Kapiri Mposhi,2008,161.25688073394497
Luano,2008,165.82051282051282
Mkushi,2008,163.28
