district,year,spei
Kalumbila,2012,1.0975785974999999
Kalumbila,2013,0.6069246791666667
Kalumbila,2014,0.8264274458333333
Kalumbila,2015,-0.251099507
Kalumbila,2016,-0.5850002108333333
Kalumbila,2017,-0.9082709458333333
Kalumbila,2018,-0.9434363833333334
Kalumbila,2019,-0.12699270616666666
Kalumbila,2020,0.3708802066666667
Kalumbila,2021,0.5185489816666666
Kalumbila,2022,-0.25709554500000004
Kanchibiya,1999,0.2002024198333333
Kanchibiya,2000,-0.08055689758333334
Kanchibiya,2001,0.8445188016666667
Kanchibiya,2002,-0.350364205
Kanchibiya,2003,-0.08081788133333334
Kanchibiya,2004,0.19789233787500002
Kanchibiya,2005,-0.07297756216666666
Kanchibiya,2006,-0.09895424311666667
Kanchibiya,2007,0.8028198624999999
Kanchibiya,2008,1.0279842266666666
Kanchibiya,2009,1.0916070366666666
Kanchibiya,2010,1.9707206916666669
Kanchibiya,2011,0.8407555533333334
Kanchibiya,2012,0.8421129441666667
Kanchibiya,2013,0.401499016
Kanchibiya,2014,-0.3067487983333333
Kanchibiya,2015,-0.864020435
Kanchibiya,2016,-1.1625657166666667
Kanchibiya,2017,-0.9400844516666668
Kanchibiya,2018,-0.6173626733333334
Kanchibiya,2019,0.40807688666666664
Kanchibiya,2020,0.69044616
Kanchibiya,2021,0.8838113375000001
Kanchibiya,2022,0.31638942750000004
Kaoma,1999,-0.879630755
Kaoma,2000,-0.43295682416666664
Kaoma,2001,0.10955411074999999
Kaoma,2002,0.2091240325
Kaoma,2003,0.046225022625
Kaoma,2004,0.7474033616666667
Kaoma,2005,-0.31242334833333335
Kaoma,2006,0.04985555858333334
Kaoma,2007,0.7600931658333333
Kaoma,2008,0.634146705
Kaoma,2009,1.5176543999999998
Kaoma,2010,1.8205388249999999
Kaoma,2011,1.912849425
Kaoma,2012,1.7605772583333332
Kaoma,2013,1.3810669333333332
Kaoma,2014,0.9482782241666667
Kaoma,2015,-0.46167034476666663
Kaoma,2016,-0.9543483666666667
Kaoma,2017,-0.3524518291666667
Kaoma,2018,-0.11206355058333334
Kaoma,2019,-0.37855667249999997
Kaoma,2020,-0.07279729975
Kaoma,2021,-0.7129035033333334
Kaoma,2022,-1.1779805258333333
Kapiri Mposhi,1999,0.45524346475000005
Kapiri Mposhi,2000,0.7961451374999999
Kapiri Mposhi,2001,1.449368025
Kapiri Mposhi,2002,1.0248884433333332
Kapiri Mposhi,2003,0.9615378358333334
Kapiri Mposhi,2004,1.05552635
Kapiri Mposhi,2005,-0.6627839096666667
Kapiri Mposhi,2006,0.08577982441666666
Kapiri Mposhi,2007,-0.02602804183333333
Kapiri Mposhi,2008,0.1582799435
Kapiri Mposhi,2009,1.1196372283333333
Kapiri Mposhi,2010,1.6230893333333334
Kapiri Mposhi,2011,1.6171678250000001
Kapiri Mposhi,2012,1.3379939833333332
Kapiri Mposhi,2013,0.9723118574999999
Kapiri Mposhi,2014,-0.10581227033333333
Kapiri Mposhi,2015,-0.5050688483333333
Kapiri Mposhi,2016,-0.8068322591666667
Kapiri Mposhi,2017,0.11286592458333333
Kapiri Mposhi,2018,0.8418278483333334
Kapiri Mposhi,2019,0.34360615166666664
Kapiri Mposhi,2020,0.011853104833333338
Kapiri Mposhi,2021,-0.10101171914166666
Kapiri Mposhi,2022,-0.6189251804166667
Kaputa,1999,-0.26632512785833334
Kaputa,2000,-0.15759602725
Kaputa,2001,-0.21437711583333333
Kaputa,2002,-0.4453725695833333
Kaputa,2003,-0.6469019016666667
Kaputa,2004,-0.5273210758333333
Kaputa,2005,-0.3885853625
Kaputa,2006,-1.330790975
Kaputa,2007,-0.5098685083333333
Kaputa,2008,-0.19829868475
Kaputa,2009,-0.4593216191666667
Kaputa,2010,-0.23467584633333335
Kaputa,2011,-1.052745675
Kaputa,2012,-1.241923375
Kaputa,2013,-0.7764200116666666
Kaputa,2014,0.27677183666666666
Kaputa,2015,0.6242020475
Kaputa,2016,0.8798820797500001
Kaputa,2017,-0.028813946349999998
Kaputa,2018,-0.18978188483333333
Kaputa,2019,0.43694390083333334
Kaputa,2020,0.9105683233333334
Kaputa,2021,1.2711231666666667
Kaputa,2022,1.3137746583333334
Kasama,1999,0.7344994050000001
Kasama,2000,-0.08683484874999998
Kasama,2001,1.1332546116666666
Kasama,2002,-0.6571015316666666
Kasama,2003,-0.07077999616666666
Kasama,2004,0.4675597966666667
Kasama,2005,0.029733902500000003
Kasama,2006,-0.25701556416666665
Kasama,2007,0.6181984741666667
Kasama,2008,0.3339833683333333
Kasama,2009,-0.27005718
Kasama,2010,0.13421819166666668
Kasama,2011,-1.5224039166666667
Kasama,2012,-1.5579055416666667
Kasama,2013,-1.3488349499999999
Kasama,2014,-0.6003620024999999
Kasama,2015,-0.596372205
Kasama,2016,-0.24173878533333334
Kasama,2017,-0.8058692375000001
Kasama,2018,-1.1021899491666667
Kasama,2019,-0.3892579308333333
Kasama,2020,0.5024494475
Kasama,2021,1.180058315
Kasama,2022,0.9057757075
Kasempa,1999,-0.4134885833333333
Kasempa,2000,-0.15008813416666666
Kasempa,2001,0.9206248491666668
Kasempa,2002,0.4274368933333333
Kasempa,2003,0.16452274366666667
Kasempa,2004,0.6698087225
Kasempa,2005,-1.1304041166666667
Kasempa,2006,-0.5361797341666666
Kasempa,2007,0.015417726333333338
Kasempa,2008,0.19963416458333336
Kasempa,2009,1.3967314583333332
Kasempa,2010,1.8007155833333333
Kasempa,2011,1.8332976499999998
Kasempa,2012,1.634578125
Kasempa,2013,1.2933595416666666
Kasempa,2014,0.6073854249166667
Kasempa,2015,-0.43726803833333333
Kasempa,2016,-0.5791382308333334
Kasempa,2017,-0.20066639383333332
Kasempa,2018,0.31410297416666666
Kasempa,2019,0.301138375
Kasempa,2020,0.048023448833333336
Kasempa,2021,0.08451352633333332
Kasempa,2022,-0.4641285041666667
Kasenengwa,1999,0.14360788425
Kasenengwa,2000,-0.04899872283333334
Kasenengwa,2001,0.12417025808333333
Kasenengwa,2002,-0.13985117624166668
Kasenengwa,2003,-0.028047073833333335
Kasenengwa,2004,0.3453032116666666
Kasenengwa,2005,-0.21901340083333334
Kasenengwa,2006,-0.04832109095833333
Kasenengwa,2007,0.8248309975
Kasenengwa,2008,0.9388919291666666
Kasenengwa,2009,1.0486383535416666
Kasenengwa,2010,2.1577717333333335
Kasenengwa,2011,1.2664801333333333
Kasenengwa,2012,1.4135477208333331
Kasenengwa,2013,1.06926579
Kasenengwa,2014,-0.41465993333333334
Kasenengwa,2015,-1.203559125
Kasenengwa,2016,-1.8466384833333331
Kasenengwa,2017,-1.5187404416666668
Kasenengwa,2018,-1.1652660583333334
Kasenengwa,2019,-0.39178597499999995
Kasenengwa,2020,0.021885027825
Kasenengwa,2021,0.38500571999999994
Kasenengwa,2022,0.29452065499999996
Katete,1999,0.7019616191666667
Katete,2000,0.6476714466666667
Katete,2001,0.7687999608333334
Katete,2002,0.37714648
Katete,2003,0.17200402166666665
Katete,2004,0.16218812641666666
Katete,2005,-0.5937101469166667
Katete,2006,-0.39091521700000004
Katete,2007,0.330713965
Katete,2008,0.6175364025
Katete,2009,0.9280151783333332
Katete,2010,2.0478908083333334
Katete,2011,1.6253692
Katete,2012,1.5901536666666667
Katete,2013,1.1091942916666666
Katete,2014,-0.39054915166666665
Katete,2015,-1.0734902041666665
Katete,2016,-1.7486917
Katete,2017,-1.0253355058333333
Katete,2018,-0.7212600275000001
Katete,2019,-0.19734856314166668
Katete,2020,0.23824130155833334
Katete,2021,-0.07272223033333335
Katete,2022,-0.05517159458333334
Kawambwa,1999,-0.003830404166666667
Kawambwa,2000,-0.27663343275
Kawambwa,2001,0.5577282825
Kawambwa,2002,0.3503145441666667
Kawambwa,2003,-0.33724198333333333
Kawambwa,2004,-0.08386140824999999
Kawambwa,2005,0.03375316775
Kawambwa,2006,-0.7402229349999999
Kawambwa,2007,0.5913993141666667
Kawambwa,2008,0.5375027291666666
Kawambwa,2009,-0.18208598166666667
Kawambwa,2010,-0.1949740533333333
Kawambwa,2011,-1.3312648916666667
Kawambwa,2012,-1.4235281750000002
Kawambwa,2013,-0.78630969
Kawambwa,2014,0.3292238063333333
Kawambwa,2015,-0.04497195516666667
Kawambwa,2016,0.039008280000000006
Kawambwa,2017,-1.2084315583333334
Kawambwa,2018,-1.3453468683333334
Kawambwa,2019,-0.22680207416666667
Kawambwa,2020,0.68286133
Kawambwa,2021,1.4458204541666666
Kawambwa,2022,0.6894742316666668
Kazungula,1999,-0.2986914175
Kazungula,2000,0.19848678783333332
Kazungula,2001,0.4236117375
Kazungula,2002,0.3475783641666667
Kazungula,2003,-0.22944825166666669
Kazungula,2004,-0.11217488616666667
Kazungula,2005,-1.2311039716666667
Kazungula,2006,0.060353395
Kazungula,2007,0.9385332058333334
Kazungula,2008,1.4218311916666666
Kazungula,2009,1.8909620416666666
Kazungula,2010,1.9033914666666665
Kazungula,2011,1.8995116333333335
Kazungula,2012,1.3709150416666667
Kazungula,2013,1.0304730416666665
Kazungula,2014,0.8405650116666666
Kazungula,2015,0.23167036608333333
Kazungula,2016,-0.13713230075000002
Kazungula,2017,0.4516454816666667
Kazungula,2018,0.4819131383333333
Kazungula,2019,-0.2812560946666667
Kazungula,2020,-0.11060418879166667
Kazungula,2021,-0.990739460775
Kazungula,2022,-1.7082564916666667
Kitwe,1999,-0.103516082575
Kitwe,2000,0.2530971429166667
Kitwe,2001,1.5795245833333331
Kitwe,2002,0.7658767224999999
Kitwe,2003,1.3390463833333335
Kitwe,2004,1.6782129583333332
Kitwe,2005,-0.2433286125
Kitwe,2006,0.05455473333333333
Kitwe,2007,-0.28552808260833334
Kitwe,2008,-0.1217056945
Kitwe,2009,1.0240020413333333
Kitwe,2010,1.4556314
Kitwe,2011,0.96918219
Kitwe,2012,1.1408863616666667
Kitwe,2013,0.14482865236666667
Kitwe,2014,-0.48114944541666665
Kitwe,2015,-1.1188635583333333
Kitwe,2016,-1.5478975583333332
Kitwe,2017,-0.4942339185833333
Kitwe,2018,0.042158662775
Kitwe,2019,0.5238910433333334
Kitwe,2020,-0.21430720225
Kitwe,2021,0.14980037683333333
Kitwe,2022,-0.445570405
Lavushimanda,1999,0.1999355966666667
Lavushimanda,2000,0.20108213900000002
Lavushimanda,2001,0.56482177875
Lavushimanda,2002,-0.25758818083333335
Lavushimanda,2003,0.09837342133333334
Lavushimanda,2004,0.2631847996666667
Lavushimanda,2005,-0.010015720491666666
Lavushimanda,2006,0.2277755525
Lavushimanda,2007,1.1287378333333333
Lavushimanda,2008,1.3747975083333335
Lavushimanda,2009,1.4007002058333333
Lavushimanda,2010,2.12491735
Lavushimanda,2011,1.2106965
Lavushimanda,2012,1.2287908666666667
Lavushimanda,2013,0.7443251583333333
Lavushimanda,2014,-0.4015025241666667
Lavushimanda,2015,-1.05925105
Lavushimanda,2016,-1.6241444916666667
Lavushimanda,2017,-1.2194081716666667
Lavushimanda,2018,-0.8008750275000001
Lavushimanda,2019,-0.09176146233333334
Lavushimanda,2020,0.10146247064166668
Lavushimanda,2021,0.566289375
Lavushimanda,2022,0.3432030725
Limulunga,1999,-0.9797298449999999
Limulunga,2000,-0.44260079041666667
Limulunga,2001,0.180818551525
Limulunga,2002,0.18414309083333333
Limulunga,2003,0.01723178555
Limulunga,2004,0.6481003908333333
Limulunga,2005,-0.2398046583333333
Limulunga,2006,-0.015644544583333336
Limulunga,2007,0.43225784500000003
Limulunga,2008,0.49617587
Limulunga,2009,1.4559256083333334
Limulunga,2010,1.7959018666666668
Limulunga,2011,2.056582608333333
Limulunga,2012,1.7783703916666667
Limulunga,2013,1.4270924
Limulunga,2014,1.1297145549999998
Limulunga,2015,-0.3059314766666667
Limulunga,2016,-0.643254755
Limulunga,2017,-0.03721192758333334
Limulunga,2018,0.17967302500000001
Limulunga,2019,-0.3317676175
Limulunga,2020,-0.05074010416666666
Limulunga,2021,-0.9422419541666667
Limulunga,2022,-1.206196625
Livingstone,1999,-0.48444164833333336
Livingstone,2000,0.15109981966666666
Livingstone,2001,0.29823405333333336
Livingstone,2002,0.12655802108333333
Livingstone,2003,-0.5395975591666667
Livingstone,2004,-0.3987318166666667
Livingstone,2005,-1.5474257429166667
Livingstone,2006,0.016237343000000005
Livingstone,2007,0.8439998008333333
Livingstone,2008,1.3617503583333335
Livingstone,2009,1.9061138583333335
Livingstone,2010,1.8990115416666666
Livingstone,2011,1.9513530583333332
Livingstone,2012,1.3286239
Livingstone,2013,0.8659255616666667
Livingstone,2014,0.6658622608333333
Livingstone,2015,0.04557673166666667
Livingstone,2016,-0.27945898333333336
Livingstone,2017,0.5883902616666666
Livingstone,2018,0.8678237916666666
Livingstone,2019,0.30405806083333337
Livingstone,2020,0.48709049416666667
Livingstone,2021,-0.26956439
Livingstone,2022,-1.3340822575000002
Luampa,1999,-0.3494936808333333
Luampa,2000,0.07117029166666666
Luampa,2001,0.3729305708333333
Luampa,2002,0.35410406033333336
Luampa,2003,0.005040203449999998
Luampa,2004,0.6468571341666667
Luampa,2005,-0.4451392058333334
Luampa,2006,0.3454210766666666
Luampa,2007,1.0100713275
Luampa,2008,1.1445587041666667
Luampa,2009,1.7449881833333334
Luampa,2010,1.8289423249999999
Luampa,2011,1.8891462583333334
Luampa,2012,1.5458216333333334
Luampa,2013,1.2903126583333333
Luampa,2014,0.9258091366666666
Luampa,2015,-0.26984062904166667
Luampa,2016,-0.7567094433333333
Luampa,2017,-0.24195323475
Luampa,2018,-0.06655448079166666
Luampa,2019,-0.6832759791666666
Luampa,2020,-0.43321059375
Luampa,2021,-1.1557349583333334
Luampa,2022,-1.4515148416666666
Luangwa,1999,1.50591413
Luangwa,2000,1.6527457833333334
Luangwa,2001,1.7267739666666666
Luangwa,2002,1.183129175
Luangwa,2003,0.3344432366666667
Luangwa,2004,0.15026187041666667
Luangwa,2005,-0.9307253675
Luangwa,2006,-0.16926498545833335
Luangwa,2007,-0.05790152616666667
Luangwa,2008,0.313069965
Luangwa,2009,1.078274735
Luangwa,2010,1.44665105
Luangwa,2011,1.3880454
Luangwa,2012,0.7959296608333334
Luangwa,2013,0.126115608
Luangwa,2014,-0.5726190639166667
Luangwa,2015,-0.3633101575
Luangwa,2016,-0.764058105
Luangwa,2017,0.272972194
Luangwa,2018,0.6775884989166666
Luangwa,2019,-0.11819440919166667
Luangwa,2020,0.1605955085
Luangwa,2021,-0.2544716615
Luangwa,2022,-0.6445985200000001
Luano,1999,1.06582706
Luano,2000,1.4190059166666666
Luano,2001,1.7390282416666667
Luano,2002,1.2304531583333334
Luano,2003,0.9409856833333333
Luano,2004,0.7326716741666667
Luano,2005,-0.7295090683333333
Luano,2006,0.16736962
Luano,2007,0.2130288488333333
Luano,2008,0.38061065833333335
Luano,2009,1.1537831891666668
Luano,2010,1.5862026833333334
Luano,2011,1.424940225
Luano,2012,1.0129619016666667
Luano,2013,0.48938442249999997
Luano,2014,-0.47857844416666667
Luano,2015,-0.6472405941666667
Luano,2016,-0.8989167308333333
Luano,2017,0.02819739733333333
Luano,2018,0.349789455
Luano,2019,-0.07197092416666666
Luano,2020,-0.18343233558333336
Luano,2021,-0.20242619416666666
Luano,2022,-0.33129672083333334
Luanshya,1999,0.03638665933333333
Luanshya,2000,0.38671254725
Luanshya,2001,1.4331753416666668
Luanshya,2002,0.9571576691666667
Luanshya,2003,1.453304275
Luanshya,2004,1.7386541333333334
Luanshya,2005,0.009094544166666671
Luanshya,2006,0.48367144333333334
Luanshya,2007,0.13640035258333336
Luanshya,2008,0.15329031641666666
Luanshya,2009,1.1603835
Luanshya,2010,1.4316966500000001
Luanshya,2011,0.9833087483333333
Luanshya,2012,1.0630941158333334
Luanshya,2013,0.2830548195
Luanshya,2014,-0.5307305883333333
Luanshya,2015,-1.0252078058333334
Luanshya,2016,-1.6023867833333334
Luanshya,2017,-0.5668495558333333
Luanshya,2018,0.28863875333333333
Luanshya,2019,0.37605525666666667
Luanshya,2020,-0.1971807145
Luanshya,2021,-0.07486731625
Luanshya,2022,-0.6614263466666667
Lufwanyama,1999,-0.13738043141666664
Lufwanyama,2000,0.253814525
Lufwanyama,2001,1.5981049250000001
Lufwanyama,2002,0.6582882433333334
Lufwanyama,2003,0.7555510191666667
Lufwanyama,2004,1.230978475
Lufwanyama,2005,-0.8773559516666666
Lufwanyama,2006,-0.28525821616666663
Lufwanyama,2007,-0.33210422258333333
Lufwanyama,2008,-0.17881246291666666
Lufwanyama,2009,1.1687855808333334
Lufwanyama,2010,1.6258633416666666
Lufwanyama,2011,1.3414283333333332
Lufwanyama,2012,1.3332998883333333
Lufwanyama,2013,0.5801303025
Lufwanyama,2014,-0.20537551916666666
Lufwanyama,2015,-0.7122653541666667
Lufwanyama,2016,-1.08883642
Lufwanyama,2017,-0.09000323668333332
Lufwanyama,2018,0.6864968308333333
Lufwanyama,2019,0.7599781225000001
Lufwanyama,2020,0.27741477166666667
Lufwanyama,2021,0.2986473908333333
Lufwanyama,2022,-0.6656169872500001
Lukulu,1999,-1.0231232941666668
Lukulu,2000,-0.5210469616666668
Lukulu,2001,0.04736416458333333
Lukulu,2002,-0.01882581008333333
Lukulu,2003,-0.17327317466666667
Lukulu,2004,0.5347429066666667
Lukulu,2005,-0.44082584999999996
Lukulu,2006,-0.32004709295833333
Lukulu,2007,0.15207033675
Lukulu,2008,0.06794047041666666
Lukulu,2009,1.2798666058333332
Lukulu,2010,1.8061281666666666
Lukulu,2011,2.005366975
Lukulu,2012,1.740734275
Lukulu,2013,1.2022841083333333
Lukulu,2014,0.987794665
Lukulu,2015,-0.3589579725
Lukulu,2016,-0.6141018175
Lukulu,2017,-0.15100427704166666
Lukulu,2018,-0.1291715704675
Lukulu,2019,-0.3131625183333333
Lukulu,2020,0.0910611625
Lukulu,2021,-0.4130888125
Lukulu,2022,-0.7924782116666668
Lumezi,1999,-0.5359459533333334
Lumezi,2000,-0.9856893616666667
Lumezi,2001,-0.41563102916666667
Lumezi,2002,-0.7012297875
Lumezi,2003,-0.11036486975
Lumezi,2004,0.4462174125
Lumezi,2005,-0.019104777
Lumezi,2006,-0.16104068733333332
Lumezi,2007,0.6761742175
Lumezi,2008,0.7742962491666666
Lumezi,2009,0.622089211325
Lumezi,2010,1.6036949916666667
Lumezi,2011,0.6517406250000001
Lumezi,2012,0.9786558825
Lumezi,2013,0.8893260425
Lumezi,2014,-0.24207969433333332
Lumezi,2015,-1.0117002475
Lumezi,2016,-1.7572772749999999
Lumezi,2017,-1.6347697583333334
Lumezi,2018,-1.2501682166666666
Lumezi,2019,-0.1309516365
Lumezi,2020,0.25652123083333334
Lumezi,2021,0.6513627716666667
Lumezi,2022,0.470364485
Lundazi,1999,-0.8078355666666667
Lundazi,2000,-1.2085166583333333
Lundazi,2001,-0.37394595333333336
Lundazi,2002,-0.7607331633333333
Lundazi,2003,-0.08696525226666667
Lundazi,2004,0.33125455333333337
Lundazi,2005,-0.06262317566666666
Lundazi,2006,-0.31619058625
Lundazi,2007,0.22013059050000003
Lundazi,2008,0.3016013096666667
Lundazi,2009,-0.269627655
Lundazi,2010,0.7885115300000001
Lundazi,2011,-0.0611158024225
Lundazi,2012,0.24181796833333336
Lundazi,2013,0.46643658116666664
Lundazi,2014,-0.35288498783
Lundazi,2015,-0.9089319100000001
Lundazi,2016,-1.723664975
Lundazi,2017,-1.6693612583333335
Lundazi,2018,-1.338578175
Lundazi,2019,0.2579633275
Lundazi,2020,0.8947945591666667
Lundazi,2021,1.4612367208333332
Lundazi,2022,1.3572218666666667
Lunga,1999,0.5376333259666667
Lunga,2000,0.30479066250000003
Lunga,2001,0.9359682441666667
Lunga,2002,-0.057411298833333325
Lunga,2003,0.3866955458333334
Lunga,2004,0.6086333858333334
Lunga,2005,0.1825288766666667
Lunga,2006,-0.09308501760583333
Lunga,2007,0.48885582916666664
Lunga,2008,0.69951111
Lunga,2009,1.0905081620833332
Lunga,2010,1.6352268833333332
Lunga,2011,0.5058727675
Lunga,2012,0.6934228683333333
Lunga,2013,0.11138775824166668
Lunga,2014,-0.3236032506666667
Lunga,2015,-0.8783854624999999
Lunga,2016,-1.2974852333333333
Lunga,2017,-1.1880962083333333
Lunga,2018,-0.9305126983333333
Lunga,2019,-0.05699481204166667
Lunga,2020,0.41812928833333335
Lunga,2021,1.1787488825
Lunga,2022,0.6602173533333333
Lunte District,1999,0.4635839736666667
Lunte District,2000,-0.5451296116666667
Lunte District,2001,0.3378740975
Lunte District,2002,-1.3923188499999999
Lunte District,2003,-1.2083472283333332
Lunte District,2004,-0.5237328241666667
Lunte District,2005,-0.5673371
Lunte District,2006,-0.8196042716666666
Lunte District,2007,0.3551813058333333
Lunte District,2008,0.3399779454166667
Lunte District,2009,-0.33892512666666663
Lunte District,2010,0.137320062
Lunte District,2011,-1.4167380666666667
Lunte District,2012,-1.6591499666666667
Lunte District,2013,-1.0658419083333335
Lunte District,2014,0.024039957833333337
Lunte District,2015,0.07307852828333333
Lunte District,2016,0.4510838305
Lunte District,2017,-0.7801011883333334
Lunte District,2018,-1.1696378791666666
Lunte District,2019,-0.191440817
Lunte District,2020,0.8056009966666666
Lunte District,2021,1.4941714466666667
Lunte District,2022,1.0261239891666667
Lupososhi,1999,0.9346126149999999
Lupososhi,2000,0.12386212083333333
Lupososhi,2001,0.9678430435833333
Lupososhi,2002,0.25800322633333334
Lupososhi,2003,0.24164550994166667
Lupososhi,2004,0.8531310558333334
Lupososhi,2005,0.3384287891666667
Lupososhi,2006,-0.24873100916666668
Lupososhi,2007,0.7630962841666666
Lupososhi,2008,0.4258974
Lupososhi,2009,0.41503408616666665
Lupososhi,2010,0.6381397583333334
Lupososhi,2011,-0.6150976616666667
Lupososhi,2012,-0.3326716014866667
Lupososhi,2013,-0.29038612291666666
Lupososhi,2014,0.08341299
Lupososhi,2015,-0.5913058583333334
Lupososhi,2016,-0.8431399666666667
Lupososhi,2017,-1.4990022749999998
Lupososhi,2018,-1.2473557516666667
Lupososhi,2019,-0.25145282816666664
Lupososhi,2020,0.3578761125
Lupososhi,2021,1.2300946908333332
Lupososhi,2022,0.327704945
Lusaka,1999,0.16092560066666667
Lusaka,2000,0.8048880958333333
Lusaka,2001,1.145437375
Lusaka,2002,0.8885764283333333
Lusaka,2003,0.43767024316666664
Lusaka,2004,0.37204610749999995
Lusaka,2005,-0.7791013683333333
Lusaka,2006,-0.16297899416666667
Lusaka,2007,0.1389244188333333
Lusaka,2008,0.64200347
Lusaka,2009,1.4015547791666665
Lusaka,2010,2.0253643416666667
Lusaka,2011,2.0014665333333332
Lusaka,2012,1.1477702866666666
Lusaka,2013,1.0105100041666668
Lusaka,2014,0.19602568933333334
Lusaka,2015,-0.04570197075000001
Lusaka,2016,-0.25500694749999997
Lusaka,2017,0.34946393125
Lusaka,2018,0.4984244066666667
Lusaka,2019,-0.3775686775
Lusaka,2020,-0.42695785375
Lusaka,2021,-0.9745927608333332
Lusaka,2022,-1.1526101291666666
Luwingu,1999,0.993050495
Luwingu,2000,0.27975015839166667
Luwingu,2001,1.126428315
Luwingu,2002,-0.17307439658333335
Luwingu,2003,0.01996481275
Luwingu,2004,0.6195978483333333
Luwingu,2005,0.14871229094166669
Luwingu,2006,-0.3337694385
Luwingu,2007,0.60303781
Luwingu,2008,0.35059789333333335
Luwingu,2009,0.065450792
Luwingu,2010,0.6218730208333333
Luwingu,2011,-1.0590796116666665
Luwingu,2012,-1.151205625
Luwingu,2013,-0.7519865791666667
Luwingu,2014,-0.19145319533333335
Luwingu,2015,-0.3608284816666667
Luwingu,2016,-0.2041726504416667
Luwingu,2017,-0.9651666058333334
Luwingu,2018,-0.8828186083333334
Luwingu,2019,0.09430570275
Luwingu,2020,0.8196399161666666
Luwingu,2021,1.4086247183333331
Luwingu,2022,0.8135601933333333
Mafinga,1999,-0.5300941583333333
Mafinga,2000,-1.0246985283333334
Mafinga,2001,-0.06955104241666667
Mafinga,2002,-1.0567486416666665
Mafinga,2003,-0.7367981429166667
Mafinga,2004,-0.27476324916666667
Mafinga,2005,-0.309364495
Mafinga,2006,-0.702457665
Mafinga,2007,-0.2793818416666667
Mafinga,2008,-0.1532261045
Mafinga,2009,-0.5232193269166666
Mafinga,2010,0.21936926724999997
Mafinga,2011,-0.3718591475
Mafinga,2012,-0.44650760250000004
Mafinga,2013,-0.3396862758333334
Mafinga,2014,-0.1377406223333333
Mafinga,2015,-0.19511473333333332
Mafinga,2016,0.16066555308333333
Mafinga,2017,0.21981828550000002
Mafinga,2018,0.08680807424999999
Mafinga,2019,0.7804111733333333
Mafinga,2020,1.1859474291666665
Mafinga,2021,1.4763376583333334
Mafinga,2022,1.5340030416666668
Mambwe,1999,0.08821902333333333
Mambwe,2000,-0.019351766250000003
Mambwe,2001,0.1647359665
Mambwe,2002,-0.19177598166666668
Mambwe,2003,0.008396007678333333
Mambwe,2004,0.394777165
Mambwe,2005,-0.07666848416666666
Mambwe,2006,0.014865942083333335
Mambwe,2007,0.9998101625000001
Mambwe,2008,1.0893374275
Mambwe,2009,1.2296616691666666
Mambwe,2010,2.1267275583333336
Mambwe,2011,1.2658703583333333
Mambwe,2012,1.3167871083333333
Mambwe,2013,0.9337255458333332
Mambwe,2014,-0.39137672166666665
Mambwe,2015,-1.1853310333333333
Mambwe,2016,-1.8586506416666666
Mambwe,2017,-1.5527722916666666
Mambwe,2018,-1.234821325
Mambwe,2019,-0.5748140533333334
Mambwe,2020,-0.19979003025
Mambwe,2021,0.064058288
Mambwe,2022,0.05196174366666667
Mansa,1999,0.06698078475
Mansa,2000,-0.10712274183333333
Mansa,2001,1.0363325333333335
Mansa,2002,0.7344150166666666
Mansa,2003,0.7514836258333334
Mansa,2004,0.9366702566666666
Mansa,2005,0.14304424916666666
Mansa,2006,-0.5838037491666667
Mansa,2007,0.0022371981833333317
Mansa,2008,0.040855482
Mansa,2009,0.6093424191666666
Mansa,2010,1.1188877333333334
Mansa,2011,0.6035533376666666
Mansa,2012,1.12224988
Mansa,2013,0.4052468683333333
Mansa,2014,0.18129514533333335
Mansa,2015,-0.9084594516666668
Mansa,2016,-1.4307568833333333
Mansa,2017,-1.3897120333333335
Mansa,2018,-1.0980847275
Mansa,2019,0.17782348791666666
Mansa,2020,0.3791588954166667
Mansa,2021,1.034891374
Mansa,2022,0.066053976625
Manyinga,1999,-0.38243972833333334
Manyinga,2000,-0.5652559325000001
Manyinga,2001,-0.32010205416666665
Manyinga,2002,-0.9134022075
Manyinga,2003,-0.8654940258333333
Manyinga,2004,-0.03698811551666666
Manyinga,2005,-0.8078792675
Manyinga,2006,-0.6292056166666666
Manyinga,2007,-0.26694153416666666
Manyinga,2008,-0.63139321
Manyinga,2009,0.3433544558333333
Manyinga,2010,0.9551624850000001
Manyinga,2011,1.2797852666666667
Manyinga,2012,1.3739457416666667
Manyinga,2013,1.1054639833333333
Manyinga,2014,1.066933755
Manyinga,2015,-0.2874724105
Manyinga,2016,-0.3252725033333333
Manyinga,2017,-0.6757605458333332
Manyinga,2018,-0.92987959
Manyinga,2019,-0.5966805341666667
Manyinga,2020,-0.34987704833333333
Manyinga,2021,-0.2862372625
Manyinga,2022,-0.6229490148333333
Masaiti,1999,0.3841231169166666
Masaiti,2000,0.5523509881666667
Masaiti,2001,1.3872837666666669
Masaiti,2002,0.9483660483333334
Masaiti,2003,1.2276797416666667
Masaiti,2004,1.4585777249999998
Masaiti,2005,-0.4066012408333333
Masaiti,2006,0.12677292666666665
Masaiti,2007,-0.019996030749999994
Masaiti,2008,0.0439518878
Masaiti,2009,1.1591169416666667
Masaiti,2010,1.5609549083333334
Masaiti,2011,1.24573708
Masaiti,2012,1.2782979916666666
Masaiti,2013,0.6395245724999999
Masaiti,2014,-0.28896950396666665
Masaiti,2015,-0.7772401516666667
Masaiti,2016,-1.3024263333333332
