district,year,spei
Chifunabuli,2012,0.4690855375
Chifunabuli,2013,-0.1084467145
Chifunabuli,2014,-0.2395089025
Chifunabuli,2015,-0.9914881366666667
Chifunabuli,2016,-1.3292034499999998
Chifunabuli,2017,-1.4771046749999999
Chifunabuli,2018,-1.1755441
Chifunabuli,2019,-0.2901582975
Chifunabuli,2020,0.26306462408333336
Chifunabuli,2021,1.1832375775
Chifunabuli,2022,0.504173915
Chikankanta,1999,0.6116311716666667
Chikankanta,2000,1.0060361208333333
Chikankanta,2001,0.9551937583333333
Chikankanta,2002,0.6234553158333334
Chikankanta,2003,-0.17174629466666666
Chikankanta,2004,-0.014353093500000002
Chikankanta,2005,-0.9052843791666666
Chikankanta,2006,-0.066057475875
Chikankanta,2007,0.46533842833333333
Chikankanta,2008,0.9192989783333333
Chikankanta,2009,1.6969240666666667
Chikankanta,2010,1.84461565
Chikankanta,2011,1.7921443333333331
Chikankanta,2012,0.9304196408333333
Chikankanta,2013,0.8674033899999999
Chikankanta,2014,0.5457353891666666
Chikankanta,2015,0.31327273736666666
Chikankanta,2016,0.08899959125
Chikankanta,2017,0.41453821116666667
Chikankanta,2018,0.5998703816666667
Chikankanta,2019,-0.40515327416666663
Chikankanta,2020,-0.2637209383333333
Chikankanta,2021,-0.6657100225
Chikankanta,2022,-0.9370784725000001
Chilanga,1999,0.028155942750000006
Chilanga,2000,0.6153603541666667
Chilanga,2001,0.9617826966666666
Chilanga,2002,0.8221335933333332
Chilanga,2003,0.48169190900000003
Chilanga,2004,0.4710805658333333
Chilanga,2005,-0.7405788416666667
Chilanga,2006,-0.08298685393616666
Chilanga,2007,0.25985039541666666
Chilanga,2008,0.7693798225
Chilanga,2009,1.5751883083333336
Chilanga,2010,2.0396360083333334
Chilanga,2011,1.979082375
Chilanga,2012,1.2465697333333334
Chilanga,2013,0.9747251108333334
Chilanga,2014,0.19431833908333332
Chilanga,2015,-0.150028859375
Chilanga,2016,-0.39054670416666665
Chilanga,2017,0.31815878346666665
Chilanga,2018,0.5001400775
Chilanga,2019,-0.3569483515
Chilanga,2020,-0.32530702333333333
Chilanga,2021,-0.8690098666666666
Chilanga,2022,-1.06353359
Chililabombwe,1999,-0.7143419183333334
Chililabombwe,2000,-0.13286559166666667
Chililabombwe,2001,1.5949256916666668
Chililabombwe,2002,0.8076300608333334
Chililabombwe,2003,1.1115423016666666
Chililabombwe,2004,1.4260579916666665
Chililabombwe,2005,-0.4189764991666667
Chililabombwe,2006,-0.18994230093333334
Chililabombwe,2007,-0.16661793583333334
Chililabombwe,2008,-0.10714875275
Chililabombwe,2009,0.9607925458333333
Chililabombwe,2010,1.5241428499999998
Chililabombwe,2011,0.9597058791666666
Chililabombwe,2012,1.2888455125
Chililabombwe,2013,0.5944388941666666
Chililabombwe,2014,0.15114162166666667
Chililabombwe,2015,-0.4315300133333333
Chililabombwe,2016,-1.1415390416666666
Chililabombwe,2017,-0.5182458458333333
Chililabombwe,2018,-0.37587384916666666
Chililabombwe,2019,0.32101330541666667
Chililabombwe,2020,-0.16608856624999999
Chililabombwe,2021,0.3635109058333334
Chililabombwe,2022,-0.11302144425
Chilubi,1999,1.0386621233333333
Chilubi,2000,0.43227707583333336
Chilubi,2001,1.0630492691666666
Chilubi,2002,0.21204170666666666
Chilubi,2003,0.3048613355
Chilubi,2004,0.6333894016666667
Chilubi,2005,-0.03383518616666666
Chilubi,2006,-0.5528137691666667
Chilubi,2007,0.31861058795
Chilubi,2008,0.3858566766666667
Chilubi,2009,0.6033951016666667
Chilubi,2010,1.0611970975
Chilubi,2011,-0.2797286333333333
Chilubi,2012,-0.221669695
Chilubi,2013,-0.367153785
Chilubi,2014,-0.36680060416666666
Chilubi,2015,-0.6541750908333334
Chilubi,2016,-0.7597195183333333
Chilubi,2017,-0.8911444491666667
Chilubi,2018,-0.5788645858333333
Chilubi,2019,0.21888737458333332
Chilubi,2020,0.6184617833333333
Chilubi,2021,1.1805477666666666
Chilubi,2022,0.7055281866666667
Chingola,1999,-0.6715541483333333
Chingola,2000,-0.11201535083333335
Chingola,2001,1.608147325
Chingola,2002,0.8298572074999999
Chingola,2003,1.0838624058333333
Chingola,2004,1.3467726500000001
Chingola,2005,-0.5405852274999999
Chingola,2006,-0.24958311783333334
Chingola,2007,-0.3466996845833334
Chingola,2008,-0.22206573516666664
Chingola,2009,0.886229384
Chingola,2010,1.457915075
Chingola,2011,1.05078802
Chingola,2012,1.2324858333333333
Chingola,2013,0.588718935
Chingola,2014,0.12595589383333333
Chingola,2015,-0.47428599666666665
Chingola,2016,-0.9481730583333333
Chingola,2017,-0.3454298215
Chingola,2018,-0.06047878733333334
Chingola,2019,0.4639032875
Chingola,2020,-0.03213597716666667
Chingola,2021,0.33727622041666666
Chingola,2022,-0.3475374783333333
Chinsali,1999,-0.023219075083333336
Chinsali,2000,-0.7348000541666666
Chinsali,2001,0.5625893333333333
Chinsali,2002,-1.0577145591666668
Chinsali,2003,-0.16224989883333332
Chinsali,2004,0.3680655629166667
Chinsali,2005,0.14298077166666667
Chinsali,2006,-0.0911333055
Chinsali,2007,0.44590240833333333
Chinsali,2008,0.24101005499999997
Chinsali,2009,-0.530540065
Chinsali,2010,-0.03664376825000001
Chinsali,2011,-1.3549279291666665
Chinsali,2012,-1.2451314166666667
Chinsali,2013,-1.3108465666666667
Chinsali,2014,-0.9498470641666666
Chinsali,2015,-1.14531717
Chinsali,2016,-0.8458217983333333
Chinsali,2017,-0.9162871591666667
Chinsali,2018,-1.17187548
Chinsali,2019,-0.29814960716666666
Chinsali,2020,0.47566484233333334
Chinsali,2021,1.1532549166666668
Chinsali,2022,1.3402921083333332
Chipangali,1999,-0.20569131716666667
Chipangali,2000,-0.5691481891666667
Chipangali,2001,-0.3228927771666667
Chipangali,2002,-0.41244402583333334
Chipangali,2003,0.11500648866666667
Chipangali,2004,0.4519744275
Chipangali,2005,0.0012358570833333378
Chipangali,2006,-0.07472766691666667
Chipangali,2007,0.7551974100000001
Chipangali,2008,0.9323873025
Chipangali,2009,0.8098254854999999
Chipangali,2010,1.9962270166666667
Chipangali,2011,0.9176402858333333
Chipangali,2012,1.1904245624999998
Chipangali,2013,0.9366663669999999
Chipangali,2014,-0.4410482425
Chipangali,2015,-1.1941166416666666
Chipangali,2016,-1.806380825
Chipangali,2017,-1.60871165
Chipangali,2018,-1.2387249999999999
Chipangali,2019,-0.2571528556666667
Chipangali,2020,0.1392004125
Chipangali,2021,0.5625162808333334
Chipangali,2022,0.29313496916666665
Chipata,1999,0.21961791333333336
Chipata,2000,0.03219595085833333
Chipata,2001,0.25361338250000004
Chipata,2002,-0.03598693716666667
Chipata,2003,0.08621730220833333
Chipata,2004,0.3949605916666667
Chipata,2005,-0.20049412583333334
Chipata,2006,-0.055156700083333336
Chipata,2007,0.6391363449999999
Chipata,2008,0.6848645739166667
Chipata,2009,0.6041482541666666
Chipata,2010,1.8634895
Chipata,2011,1.11919405
Chipata,2012,1.6316105083333332
Chipata,2013,1.4172625791666666
Chipata,2014,-0.23359620250000002
Chipata,2015,-1.0803874333333334
Chipata,2016,-1.783654875
Chipata,2017,-1.4682792500000001
Chipata,2018,-1.0604371041666667
Chipata,2019,-0.16291679791666666
Chipata,2020,0.20973795783333335
Chipata,2021,0.45465708666666665
Chipata,2022,0.21856532666666664
Chipili,1999,0.5010816975
Chipili,2000,-0.17286009914166667
Chipili,2001,0.9174360625000001
Chipili,2002,0.59029853
Chipili,2003,0.10626787
Chipili,2004,0.5009667045
Chipili,2005,0.12840374125
Chipili,2006,-0.7443052375
Chipili,2007,0.29175627083333333
Chipili,2008,0.09859781841666666
Chipili,2009,0.20576309958333336
Chipili,2010,0.2925440991666666
Chipili,2011,-0.7438167216666667
Chipili,2012,-0.31269475625000004
Chipili,2013,-0.3731876138333334
Chipili,2014,0.34948243225000003
Chipili,2015,-0.5195403101916667
Chipili,2016,-0.8296808808333332
Chipili,2017,-1.4285484083333333
Chipili,2018,-1.1236500585833333
Chipili,2019,0.05261709333333333
Chipili,2020,0.6687551136666666
Chipili,2021,1.4588040141666667
Chipili,2022,0.3933431891666667
Chirundu,1999,0.6657964070000001
Chirundu,2000,1.0034086783333334
Chirundu,2001,0.9245709400000001
Chirundu,2002,0.5077328775
Chirundu,2003,-0.29369613916666665
Chirundu,2004,-0.19607626416666668
Chirundu,2005,-0.9577858439166667
Chirundu,2006,-0.25160862666666667
Chirundu,2007,0.07387963625
Chirundu,2008,0.5693305008333334
Chirundu,2009,1.544865725
Chirundu,2010,1.9222484666666666
Chirundu,2011,1.9875622916666666
Chirundu,2012,1.10573667
Chirundu,2013,0.8831973016666667
Chirundu,2014,0.4898966
Chirundu,2015,0.48168083916666665
Chirundu,2016,0.3390889146666667
Chirundu,2017,0.604741725
Chirundu,2018,0.6136868866666666
Chirundu,2019,-0.4587199503333334
Chirundu,2020,-0.5155383069166667
Chirundu,2021,-0.8416799425
Chirundu,2022,-0.9848655416666667
Chisamba,1999,0.3725173275
Chisamba,2000,0.9369450516666666
Chisamba,2001,1.5300608249999998
Chisamba,2002,1.0224737258333334
Chisamba,2003,0.6135213441666667
Chisamba,2004,0.7278099041666667
Chisamba,2005,-0.6324916708333334
Chisamba,2006,-0.054349225249999994
Chisamba,2007,0.010449300833333333
Chisamba,2008,0.24709167966666667
Chisamba,2009,1.1125936625
Chisamba,2010,1.8453914916666667
Chisamba,2011,1.7708609416666665
Chisamba,2012,1.1200161258333334
Chisamba,2013,0.8361880283333334
Chisamba,2014,-0.08753212233333334
Chisamba,2015,-0.34648630166666666
Chisamba,2016,-0.5338618608333333
Chisamba,2017,0.316470666
Chisamba,2018,0.7609268916666667
Chisamba,2019,0.01463443379166667
Chisamba,2020,-0.2624991975
Chisamba,2021,-0.6065411675
Chisamba,2022,-0.7930102075000001
Chitambo,1999,0.15838269666666668
Chitambo,2000,0.17666063708333332
Chitambo,2001,0.5454175270833334
Chitambo,2002,-0.0743349185
Chitambo,2003,0.2379608925
Chitambo,2004,0.38354603333333337
Chitambo,2005,-0.12671841833333333
Chitambo,2006,0.19282166
Chitambo,2007,0.9275865666666667
Chitambo,2008,1.2620638800000001
Chitambo,2009,1.4852109391666666
Chitambo,2010,2.1015682916666667
Chitambo,2011,1.3065506666666666
Chitambo,2012,1.3138421
Chitambo,2013,0.7749854566666667
Chitambo,2014,-0.4502506508333333
Chitambo,2015,-1.0494649083333334
Chitambo,2016,-1.7337869583333332
Chitambo,2017,-1.1290449999999999
Chitambo,2018,-0.5654994019166667
Chitambo,2019,-0.014271825250000002
Chitambo,2020,0.12419035625000001
Chitambo,2021,0.5147378758333333
Chitambo,2022,0.2532895
Choma,1999,0.6797568825
Choma,2000,0.96503722
Choma,2001,0.8514428158333334
Choma,2002,0.7041210875
Choma,2003,0.08736336791666666
Choma,2004,0.14137865233333333
Choma,2005,-1.0008226991666667
Choma,2006,-0.03339516625
Choma,2007,0.6632235966666666
Choma,2008,1.2115424791666667
Choma,2009,1.8400585333333332
Choma,2010,1.8253922333333332
Choma,2011,1.8800425166666666
Choma,2012,1.1079308641666668
Choma,2013,0.8891292633333333
Choma,2014,0.6459595633333334
Choma,2015,-0.007995192083333333
Choma,2016,-0.27302874666666666
Choma,2017,0.3461759033333333
Choma,2018,0.6372686766666666
Choma,2019,-0.26593396083333337
Choma,2020,-0.14860173575
Choma,2021,-0.8561376004166666
Choma,2022,-1.4223404416666667
Chongwe,1999,0.2354886235
Chongwe,2000,0.9375038025000001
Chongwe,2001,1.2805794833333335
Chongwe,2002,0.84961363
Chongwe,2003,0.28633980975
Chongwe,2004,0.28786743833333334
Chongwe,2005,-0.8035962775000001
Chongwe,2006,-0.2010541735
Chongwe,2007,0.003598131083333326
Chongwe,2008,0.43731786916666665
Chongwe,2009,1.2727367116666668
Chongwe,2010,1.9707708083333333
Chongwe,2011,1.9485794583333333
Chongwe,2012,0.9543158300000001
Chongwe,2013,0.7998959858333333
Chongwe,2014,0.142787154275
Chongwe,2015,-0.032993780438333335
Chongwe,2016,-0.23903266833333334
Chongwe,2017,0.4739043688333333
Chongwe,2018,0.6261063419166667
Chongwe,2019,-0.27393357575
Chongwe,2020,-0.43067558
Chongwe,2021,-0.9286523558333334
Chongwe,2022,-1.0986843458333333
Gwembe,1999,0.865015135
Gwembe,2000,1.1975169416666667
Gwembe,2001,1.0388123016666666
Gwembe,2002,0.61876148
Gwembe,2003,-0.15755219508333332
Gwembe,2004,-0.08236466398666666
Gwembe,2005,-0.9655468530833332
Gwembe,2006,0.0038754915833333348
Gwembe,2007,0.50731656
Gwembe,2008,1.068428385
Gwembe,2009,1.698692275
Gwembe,2010,1.688244675
Gwembe,2011,1.8696564583333333
Gwembe,2012,1.1285506383333332
Gwembe,2013,0.9486241533333333
Gwembe,2014,0.6790049183333333
Gwembe,2015,0.1970389625
Gwembe,2016,-0.07234665921666666
Gwembe,2017,0.2214137925
Gwembe,2018,0.20955552916666667
Gwembe,2019,-0.7114437091666667
Gwembe,2020,-0.5445407725
Gwembe,2021,-1.0033482383333332
Gwembe,2022,-1.1954211858333335
Ikelenge,1999,0.17209024091666666
Ikelenge,2000,-0.8729558458333333
Ikelenge,2001,-1.4366661333333333
Ikelenge,2002,-1.9356149666666667
Ikelenge,2003,-1.7645109083333335
Ikelenge,2004,-1.0022194391666666
Ikelenge,2005,-0.8545016158333333
Ikelenge,2006,-0.5898214208333333
Ikelenge,2007,-0.17410997333333333
Ikelenge,2008,-0.5452598966666666
Ikelenge,2009,-0.5586465116666667
Ikelenge,2010,-0.4107465825
Ikelenge,2011,-0.9749279833333334
Ikelenge,2012,-1.0445873791666667
Ikelenge,2013,-0.8646094841666666
Ikelenge,2014,1.07998201175
Ikelenge,2015,1.06359524
Ikelenge,2016,0.978837525
Ikelenge,2017,0.5051955758333334
Ikelenge,2018,-0.7358340175000001
Ikelenge,2019,0.07862316516666668
Ikelenge,2020,0.9142152033333333
Ikelenge,2021,0.9283181125
Ikelenge,2022,0.621630991875
Isoka,1999,-0.12477671725
Isoka,2000,-0.5362639866666666
Isoka,2001,0.49704122
Isoka,2002,-0.8758083066666668
Isoka,2003,-0.5338443386666667
Isoka,2004,-0.21965832666666665
Isoka,2005,-0.47226690499999996
Isoka,2006,-0.9825783866666667
Isoka,2007,-0.49162942
Isoka,2008,-0.3962523103333333
Isoka,2009,-0.695315601
Isoka,2010,-0.0010288262500000034
Isoka,2011,-0.9496262025000001
Isoka,2012,-0.7179729683333332
Isoka,2013,-0.8016543216666667
Isoka,2014,-0.3403081670833334
Isoka,2015,-0.40550089758333335
Isoka,2016,0.050560433666666675
Isoka,2017,-0.03977954191666667
Isoka,2018,-0.2659338291666667
Isoka,2019,0.4294796525
Isoka,2020,0.7869307958333334
Isoka,2021,1.0663556066666666
Isoka,2022,1.3232409583333333
Itezhi-tezhi,1999,0.06758740033333334
Itezhi-tezhi,2000,0.41783291791666666
Itezhi-tezhi,2001,0.5530434775
Itezhi-tezhi,2002,0.5219773608333333
Itezhi-tezhi,2003,0.2205039625
Itezhi-tezhi,2004,0.43695393416666667
Itezhi-tezhi,2005,-0.7560133649999999
Itezhi-tezhi,2006,0.22839316025
Itezhi-tezhi,2007,0.95659043
Itezhi-tezhi,2008,1.4039527833333334
Itezhi-tezhi,2009,1.8130841916666667
Itezhi-tezhi,2010,1.8517172833333333
Itezhi-tezhi,2011,1.8375236833333333
Itezhi-tezhi,2012,1.34993465
Itezhi-tezhi,2013,1.2818723166666668
Itezhi-tezhi,2014,0.9749821841666666
Itezhi-tezhi,2015,0.21420346599999998
Itezhi-tezhi,2016,-0.12726042791666667
Itezhi-tezhi,2017,0.14612397966666665
Itezhi-tezhi,2018,0.25996294183333335
Itezhi-tezhi,2019,-0.46204033833333336
Itezhi-tezhi,2020,-0.44788092749999997
Itezhi-tezhi,2021,-1.051303165
Itezhi-tezhi,2022,-1.4085482925
Kabompo,1999,-0.6189315625
Kabompo,2000,-0.2598402933333333
Kabompo,2001,0.010744359225
Kabompo,2002,-0.46552950499999995
Kabompo,2003,-0.5626891766666667
Kabompo,2004,0.211337133
Kabompo,2005,-0.5128336804166667
Kabompo,2006,-0.32225708000000003
Kabompo,2007,-0.13683543803666667
Kabompo,2008,-0.3666128258333334
Kabompo,2009,0.60974253
Kabompo,2010,1.1425750083333333
Kabompo,2011,1.4911505250000001
Kabompo,2012,1.3778612833333332
Kabompo,2013,1.0244031550000001
Kabompo,2014,1.1068451083333333
Kabompo,2015,-0.2898330203333333
Kabompo,2016,-0.4502699783333333
Kabompo,2017,-0.4566137241666666
Kabompo,2018,-0.8229121908333333
Kabompo,2019,-0.653432175
Kabompo,2020,-0.281008527
Kabompo,2021,-0.4039420941666667
Kabompo,2022,-0.5758617890000001
Kabwe,1999,0.15016951666666667
Kabwe,2000,0.6792958883333333
Kabwe,2001,1.1902921375
Kabwe,2002,0.7362920141666667
Kabwe,2003,0.7737076358333334
Kabwe,2004,0.8588024575
Kabwe,2005,-0.62102587
Kabwe,2006,-0.016757534333333334
Kabwe,2007,-0.07420855833333334
Kabwe,2008,0.15155063966666668
Kabwe,2009,1.1486385625
Kabwe,2010,1.8664897083333332
Kabwe,2011,1.7837843166666667
Kabwe,2012,1.490391575
Kabwe,2013,1.1195284625
Kabwe,2014,-0.011558491583333335
Kabwe,2015,-0.3848504341666667
Kabwe,2016,-0.72968338
Kabwe,2017,0.19504377741666667
Kabwe,2018,0.8166034266666666
Kabwe,2019,0.23146907916666667
Kabwe,2020,-0.10445321775
Kabwe,2021,-0.28335498
Kabwe,2022,-0.62300863075
Kafue,1999,0.6219743853333334
Kafue,2000,1.1013378416666666
Kafue,2001,1.17010327
Kafue,2002,0.8086676416666667
Kafue,2003,0.006829397130833331
Kafue,2004,-0.033118274499999996
Kafue,2005,-1.0053155083333334
Kafue,2006,-0.31717846666666666
Kafue,2007,0.015279122499999992
Kafue,2008,0.5641931658333333
Kafue,2009,1.4738552541666667
Kafue,2010,1.8999249
Kafue,2011,1.8588456083333333
Kafue,2012,0.84317552
Kafue,2013,0.62033407
Kafue,2014,0.136370709
Kafue,2015,0.11359904516666668
Kafue,2016,-0.05447637735833333
Kafue,2017,0.5648446441666667
Kafue,2018,0.7566608235
Kafue,2019,-0.2909363563333333
Kafue,2020,-0.19470361083333335
Kafue,2021,-0.6806305975
Kafue,2022,-0.9024052916666667
Kalabo,1999,-1.1756378291666667
Kalabo,2000,-0.4178989389166667
Kalabo,2001,0.20276022518333334
Kalabo,2002,0.07368362254166667
Kalabo,2003,-0.18101670833333336
Kalabo,2004,0.4794361333333333
Kalabo,2005,-0.3417983075
Kalabo,2006,-0.045322738
Kalabo,2007,0.38186805583333333
Kalabo,2008,0.29485535166666665
Kalabo,2009,1.3385011916666667
Kalabo,2010,1.6777039666666667
Kalabo,2011,2.02313035
Kalabo,2012,1.81460795
Kalabo,2013,1.45700535
Kalabo,2014,1.2747440583333334
Kalabo,2015,-0.17044603249999998
Kalabo,2016,-0.6845283558333334
Kalabo,2017,-0.22162910866666666
Kalabo,2018,-0.05675582925
Kalabo,2019,-0.43604468916666667
Kalabo,2020,0.004032519449999998
Kalabo,2021,-0.591988895
Kalabo,2022,-0.7754376483333334
Kalomo,1999,0.28413464808333333
Kalomo,2000,0.6551189141666667
Kalomo,2001,0.6285200608333333
Kalomo,2002,0.5516696458333333
Kalomo,2003,-0.0634057987
Kalomo,2004,-0.060402786865833336
Kalomo,2005,-1.23334729
Kalomo,2006,-0.15375660500000002
Kalomo,2007,0.7610990116666666
Kalomo,2008,1.2704048666666667
Kalomo,2009,1.856558
Kalomo,2010,1.8752372333333334
Kalomo,2011,1.8651975500000002
Kalomo,2012,1.27604455
Kalomo,2013,1.0725350483333334
Kalomo,2014,0.8777028991666667
Kalomo,2015,0.32485726583333335
Kalomo,2016,0.016356476916666668
Kalomo,2017,0.49766197333333334
Kalomo,2018,0.6585390408333334
Kalomo,2019,-0.21883751250000003
Kalomo,2020,-0.19565867233333334
Kalomo,2021,-0.9418817968333334
Kalomo,2022,-1.61708434
Kalulushi,1999,-0.28731342758333334
Kalulushi,2000,0.24442143775
Kalulushi,2001,1.680556733333333
Kalulushi,2002,0.7470046149999999
Kalulushi,2003,1.1403343575
Kalulushi,2004,1.4902082166666668
Kalulushi,2005,-0.49430245083333335
Kalulushi,2006,-0.11811042041666668
Kalulushi,2007,-0.4499990016666667
Kalulushi,2008,-0.20831656858333333
Kalulushi,2009,1.0145114608333332
Kalulushi,2010,1.4568430083333332
Kalulushi,2011,1.094351925
Kalulushi,2012,1.270810025
Kalulushi,2013,0.32219507566666666
Kalulushi,2014,-0.3549478394166667
Kalulushi,2015,-0.8768194158333333
Kalulushi,2016,-1.2287547333333333
Kalulushi,2017,-0.28873334916666665
Kalulushi,2018,0.19101610916666667
Kalulushi,2019,0.57025338
Kalulushi,2020,-0.16985035916666666
Kalulushi,2021,0.14719828416666667
Kalulushi,2022,-0.4199117733333333
Kalumbila,1999,0.07594788583333333
Kalumbila,2000,-0.3269283155833333
Kalumbila,2001,0.6852475233333334
Kalumbila,2002,-0.6044368916666667
Kalumbila,2003,-0.9979926275
Kalumbila,2004,-0.17058716675
Kalumbila,2005,-1.251399075
Kalumbila,2006,-0.944065245
Kalumbila,2007,-0.06044703174999999
Kalumbila,2008,-0.346157922
Kalumbila,2009,0.8082626350000001
Kalumbila,2010,1.4447917583333334
Kalumbila,2011,1.0851120250000001
