date,district,spei
1999-01-31 00:00:00,Chadiza,-0.23302169144153595
1999-02-28 00:00:00,Chadiza,0.14542892575263977
1999-03-31 00:00:00,Chadiza,0.4452657103538513
1999-04-30 00:00:00,Chadiza,0.615094780921936
1999-05-31 00:00:00,Chadiza,0.6470460295677185
1999-06-30 00:00:00,Chadiza,0.664304256439209
1999-07-31 00:00:00,Chadiza,0.7155688405036926
1999-08-31 00:00:00,Chadiza,0.7691227197647095
1999-09-30 00:00:00,Chadiza,0.7893770933151245
1999-10-31 00:00:00,Chadiza,0.8908172249794006
1999-11-30 00:00:00,Chadiza,1.1156045198440552
1999-12-31 00:00:00,Chadiza,0.630890429019928
2000-01-31 00:00:00,Chadiza,0.49393466114997864
2000-02-29 00:00:00,Chadiza,0.38048890233039856
2000-03-31 00:00:00,Chadiza,0.6486464142799377
2000-04-30 00:00:00,Chadiza,0.7076946496963501
2000-05-31 00:00:00,Chadiza,0.646761953830719
2000-06-30 00:00:00,Chadiza,0.6496122479438782
2000-07-31 00:00:00,Chadiza,0.6724478602409363
2000-08-31 00:00:00,Chadiza,0.7037063241004944
2000-09-30 00:00:00,Chadiza,0.7119377255439758
2000-10-31 00:00:00,Chadiza,0.7480958700180054
2000-11-30 00:00:00,Chadiza,1.0759776830673218
2000-12-31 00:00:00,Chadiza,0.7297580242156982
2001-01-31 00:00:00,Chadiza,0.6526818871498108
2001-02-28 00:00:00,Chadiza,0.6971002221107483
2001-03-31 00:00:00,Chadiza,1.0432274341583252
2001-04-30 00:00:00,Chadiza,0.8338682651519775
2001-05-31 00:00:00,Chadiza,0.8545348048210144
2001-06-30 00:00:00,Chadiza,0.8625801205635071
2001-07-31 00:00:00,Chadiza,0.8159323930740356
2001-08-31 00:00:00,Chadiza,0.8293294906616211
2001-09-30 00:00:00,Chadiza,0.7759124636650085
2001-10-31 00:00:00,Chadiza,0.6238789558410645
2001-11-30 00:00:00,Chadiza,0.29599159955978394
2001-12-31 00:00:00,Chadiza,0.3118981122970581
2002-01-31 00:00:00,Chadiza,0.35806983709335327
2002-02-28 00:00:00,Chadiza,0.5673629641532898
2002-03-31 00:00:00,Chadiza,0.2956590950489044
2002-04-30 00:00:00,Chadiza,0.2919484078884125
2002-05-31 00:00:00,Chadiza,0.3182612359523773
2002-06-30 00:00:00,Chadiza,0.34318041801452637
2002-07-31 00:00:00,Chadiza,0.3332681357860565
2002-08-31 00:00:00,Chadiza,0.3322606682777405
2002-09-30 00:00:00,Chadiza,0.3618841767311096
2002-10-31 00:00:00,Chadiza,0.39449256658554077
2002-11-30 00:00:00,Chadiza,0.2517814338207245
2002-12-31 00:00:00,Chadiza,0.47635549306869507
2003-01-31 00:00:00,Chadiza,0.21830014884471893
2003-02-28 00:00:00,Chadiza,0.17359381914138794
2003-03-31 00:00:00,Chadiza,0.3311775326728821
2003-04-30 00:00:00,Chadiza,0.2363235503435135
2003-05-31 00:00:00,Chadiza,0.2366766482591629
2003-06-30 00:00:00,Chadiza,0.2516121566295624
2003-07-31 00:00:00,Chadiza,0.26664990186691284
2003-08-31 00:00:00,Chadiza,0.21285070478916168
2003-09-30 00:00:00,Chadiza,0.21554633975028992
2003-10-31 00:00:00,Chadiza,0.1964017152786255
2003-11-30 00:00:00,Chadiza,-0.013058309443295002
2003-12-31 00:00:00,Chadiza,0.48583734035491943
2004-01-31 00:00:00,Chadiza,0.37970811128616333
2004-02-29 00:00:00,Chadiza,0.21729478240013123
2004-03-31 00:00:00,Chadiza,-0.031156329438090324
2004-04-30 00:00:00,Chadiza,0.08441144973039627
2004-05-31 00:00:00,Chadiza,0.11988798528909683
2004-06-30 00:00:00,Chadiza,0.12485067546367645
2004-07-31 00:00:00,Chadiza,0.10532985627651215
2004-08-31 00:00:00,Chadiza,0.07642952352762222
2004-09-30 00:00:00,Chadiza,0.10057428479194641
2004-10-31 00:00:00,Chadiza,0.13456608355045319
2004-11-30 00:00:00,Chadiza,0.09714248776435852
2004-12-31 00:00:00,Chadiza,0.6300594806671143
2005-01-31 00:00:00,Chadiza,0.5599692463874817
2005-02-28 00:00:00,Chadiza,0.07208116352558136
2005-03-31 00:00:00,Chadiza,-0.5429848432540894
2005-04-30 00:00:00,Chadiza,-0.6651021242141724
2005-05-31 00:00:00,Chadiza,-0.7111419439315796
2005-06-30 00:00:00,Chadiza,-0.7275606989860535
2005-07-31 00:00:00,Chadiza,-0.7354944348335266
2005-08-31 00:00:00,Chadiza,-0.7582901120185852
2005-09-30 00:00:00,Chadiza,-0.7672081589698792
2005-10-31 00:00:00,Chadiza,-0.766816258430481
2005-11-30 00:00:00,Chadiza,-0.7637483477592468
2005-12-31 00:00:00,Chadiza,-0.868746817111969
2006-01-31 00:00:00,Chadiza,-0.8203268647193909
2006-02-28 00:00:00,Chadiza,-0.734259307384491
2006-03-31 00:00:00,Chadiza,-0.3729356825351715
2006-04-30 00:00:00,Chadiza,-0.36511826515197754
2006-05-31 00:00:00,Chadiza,-0.3445114493370056
2006-06-30 00:00:00,Chadiza,-0.3457425832748413
2006-07-31 00:00:00,Chadiza,-0.31299111247062683
2006-08-31 00:00:00,Chadiza,-0.33199402689933777
2006-09-30 00:00:00,Chadiza,-0.3534770607948303
2006-10-31 00:00:00,Chadiza,-0.3607587516307831
2006-11-30 00:00:00,Chadiza,-0.09068093448877335
2006-12-31 00:00:00,Chadiza,-0.13544344902038574
2007-01-31 00:00:00,Chadiza,0.2868005633354187
2007-02-28 00:00:00,Chadiza,0.4648127555847168
2007-03-31 00:00:00,Chadiza,0.14772900938987732
2007-04-30 00:00:00,Chadiza,0.13045236468315125
2007-05-31 00:00:00,Chadiza,0.13005898892879486
2007-06-30 00:00:00,Chadiza,0.10102169215679169
2007-07-31 00:00:00,Chadiza,0.09512901306152344
2007-08-31 00:00:00,Chadiza,0.08430309593677521
2007-09-30 00:00:00,Chadiza,0.05582640692591667
2007-10-31 00:00:00,Chadiza,0.09173378348350525
2007-11-30 00:00:00,Chadiza,0.26133570075035095
2007-12-31 00:00:00,Chadiza,0.5057981014251709
2008-01-31 00:00:00,Chadiza,0.9634921550750732
2008-02-29 00:00:00,Chadiza,0.9777432084083557
2008-03-31 00:00:00,Chadiza,0.8300856947898865
2008-04-30 00:00:00,Chadiza,0.5243715643882751
2008-05-31 00:00:00,Chadiza,0.45901137590408325
2008-06-30 00:00:00,Chadiza,0.41972994804382324
2008-07-31 00:00:00,Chadiza,0.43861350417137146
2008-08-31 00:00:00,Chadiza,0.44169676303863525
2008-09-30 00:00:00,Chadiza,0.40170595049858093
2008-10-31 00:00:00,Chadiza,0.35061851143836975
2008-11-30 00:00:00,Chadiza,0.18656684458255768
2008-12-31 00:00:00,Chadiza,-0.05560887232422829
2009-01-31 00:00:00,Chadiza,-0.3189738392829895
2009-02-28 00:00:00,Chadiza,-0.021790219470858574
2009-03-31 00:00:00,Chadiza,0.6070129871368408
2009-04-30 00:00:00,Chadiza,0.7359258532524109
2009-05-31 00:00:00,Chadiza,0.8177193999290466
2009-06-30 00:00:00,Chadiza,0.8191782832145691
2009-07-31 00:00:00,Chadiza,0.8705366253852844
2009-08-31 00:00:00,Chadiza,0.9098802208900452
2009-09-30 00:00:00,Chadiza,0.9113754630088806
2009-10-31 00:00:00,Chadiza,0.93645179271698
2009-11-30 00:00:00,Chadiza,1.2888593673706055
2009-12-31 00:00:00,Chadiza,1.9694998264312744
2010-01-31 00:00:00,Chadiza,1.412691593170166
2010-02-28 00:00:00,Chadiza,2.071803092956543
2010-03-31 00:00:00,Chadiza,1.9113646745681763
2010-04-30 00:00:00,Chadiza,1.9189242124557495
2010-05-31 00:00:00,Chadiza,1.9276362657546997
2010-06-30 00:00:00,Chadiza,1.945013165473938
2010-07-31 00:00:00,Chadiza,1.9894336462020874
2010-08-31 00:00:00,Chadiza,2.016606092453003
2010-09-30 00:00:00,Chadiza,2.0041115283966064
2010-10-31 00:00:00,Chadiza,1.9187113046646118
2010-11-30 00:00:00,Chadiza,1.75188148021698
2010-12-31 00:00:00,Chadiza,2.1222622394561768
2011-01-31 00:00:00,Chadiza,1.962395429611206
2011-02-28 00:00:00,Chadiza,1.4537718296051025
2011-03-31 00:00:00,Chadiza,1.5225083827972412
2011-04-30 00:00:00,Chadiza,1.5864999294281006
2011-05-31 00:00:00,Chadiza,1.5724204778671265
2011-06-30 00:00:00,Chadiza,1.5369808673858643
2011-07-31 00:00:00,Chadiza,1.515744924545288
2011-08-31 00:00:00,Chadiza,1.4824516773223877
2011-09-30 00:00:00,Chadiza,1.4763225317001343
2011-10-31 00:00:00,Chadiza,1.4559929370880127
2011-11-30 00:00:00,Chadiza,1.5672472715377808
2011-12-31 00:00:00,Chadiza,1.1206706762313843
2012-01-31 00:00:00,Chadiza,1.0156315565109253
2012-02-29 00:00:00,Chadiza,1.2593930959701538
2012-03-31 00:00:00,Chadiza,1.6089742183685303
2012-04-30 00:00:00,Chadiza,1.8558356761932373
2012-05-31 00:00:00,Chadiza,1.8469538688659668
2012-06-30 00:00:00,Chadiza,1.8563134670257568
2012-07-31 00:00:00,Chadiza,1.8263132572174072
2012-08-31 00:00:00,Chadiza,1.8162283897399902
2012-09-30 00:00:00,Chadiza,1.8323800563812256
2012-10-31 00:00:00,Chadiza,1.7894127368927002
2012-11-30 00:00:00,Chadiza,1.8326495885849
2012-12-31 00:00:00,Chadiza,1.7938379049301147
2013-01-31 00:00:00,Chadiza,2.065026044845581
2013-02-28 00:00:00,Chadiza,1.753657341003418
2013-03-31 00:00:00,Chadiza,1.4172163009643555
2013-04-30 00:00:00,Chadiza,1.4443683624267578
2013-05-31 00:00:00,Chadiza,1.3910552263259888
2013-06-30 00:00:00,Chadiza,1.3779926300048828
2013-07-31 00:00:00,Chadiza,1.3271623849868774
2013-08-31 00:00:00,Chadiza,1.2914522886276245
2013-09-30 00:00:00,Chadiza,1.2781720161437988
2013-10-31 00:00:00,Chadiza,1.2775088548660278
2013-11-30 00:00:00,Chadiza,0.8814538717269897
2013-12-31 00:00:00,Chadiza,0.3307797312736511
2014-01-31 00:00:00,Chadiza,0.5381350517272949
2014-02-28 00:00:00,Chadiza,0.026024647057056427
2014-03-31 00:00:00,Chadiza,-0.14789576828479767
2014-04-30 00:00:00,Chadiza,-0.15592631697654724
